RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
1,0,31557,Jim Herman,247.8,998996.000,112
2,0,22405,Justin Rose,248.9,752667.000,84
3,0,24357,K.J. Choi,250.6,405988.000,45
4,0,48119,Ben Taylor,252.3,581204.000,64
5,0,28237,Rory McIlroy,252.6,1700185.000,187
6,0,30944,Jason Kokrak,252.7,1837586.000,202
7,0,33410,Andrew Landry,253.1,1111694.000,122
8,0,34264,Hudson Swafford,254.0,1435724.000,157
9,0,20229,Stewart Cink,254.1,1728776.000,189
9,0,19846,Brian Gay,254.1,960507.000,105
11,0,35310,Lanto Griffin,254.2,1711476.000,187
11,0,12716,Charley Hoffman,254.2,1802815.000,197
13,0,27095,Nick Watney,254.4,695911.000,76
14,0,24502,Adam Scott,254.6,1246452.000,136
15,0,35891,Cameron Smith,255.2,1625920.000,177
16,0,47504,Sam Burns,255.3,1746395.000,190
17,0,31420,Anirban Lahiri,255.5,1076308.000,117
18,0,25364,Paul Casey,255.7,1371742.000,149
19,0,29518,Brendan Steele,255.8,1390750.000,151
20,0,33448,Justin Thomas,255.9,1658200.000,180
21,0,25396,Kevin Na,256.0,1575996.000,171
22,0,40042,Tyler McCumber,256.2,1291009.000,140
22,0,46970,Jon Rahm,256.2,1826512.000,198
24,0,39975,Michael Kim,256.3,931776.000,101
25,0,26476,Chez Reavie,256.4,1043029.000,113
26,0,45486,Joaquin Niemann,256.5,2280879.000,247
27,0,33597,Harry Higgs,256.6,1634884.000,177
28,0,34213,Grayson Murray,256.7,831595.000,90
29,0,52375,Doug Ghim,256.9,1387236.000,150
29,0,47483,Will Zalatoris,256.9,1544443.000,167
31,0,32102,Rickie Fowler,257.0,1295264.000,140
31,0,34363,Tyrrell Hatton,257.0,1008518.000,109
33,0,45157,Cam Davis,257.2,2231747.000,241
33,0,33490,Bo Hoag,257.2,1379412.000,149
33,0,27129,Luke List,257.2,2037303.000,220
33,0,48081,Xander Schauffele,257.2,1731802.000,187
33,0,31323,Gary Woodland,257.2,1388799.000,150
38,0,35532,Tom Hoge,257.4,1723388.000,186
38,0,29478,Kevin Kisner,257.4,1195259.000,129
38,0,34466,Peter Malnati,257.4,973004.000,105
38,0,27214,Kevin Streelman,257.4,1667714.000,180
42,0,51766,Wyndham Clark,257.5,1631773.000,176
42,0,31646,Emiliano Grillo,257.5,1353623.000,146
44,0,40026,Daniel Berger,257.6,1761661.000,190
44,0,52372,Cameron Champ,257.6,1854798.000,200
44,0,28089,Jason Day,257.6,1409327.000,152
47,0,29268,Bronson Burgoon,257.7,1224665.000,132
47,0,30110,Kyle Stanley,257.7,1243294.000,134
49,0,29970,Dylan Frittelli,257.8,1456980.000,157
49,0,33399,Adam Hadwin,257.8,1355172.000,146
49,0,32150,Michael Thompson,257.8,1289840.000,139
52,0,35450,Patrick Cantlay,257.9,1708324.000,184
53,0,24924,Bill Haas,258.2,613506.000,66
53,0,23320,Ryan Palmer,258.2,1784760.000,192
55,0,46550,Brandon Hagy,258.3,1329562.000,143
55,0,35104,Tom Lewis,258.3,1460050.000,157
57,0,35658,Kris Ventura,258.4,1209321.000,130
58,0,27936,Martin Laird,258.5,1433058.000,154
58,0,47347,Adam Schenk,258.5,1563134.000,168
60,0,28775,Nate Lashley,258.6,1079921.000,116
60,0,32640,Troy Merritt,258.6,1200824.000,129
62,0,34255,Joseph Bramlett,258.8,1406628.000,151
63,0,34098,Russell Henley,258.9,1454138.000,156
63,0,30925,Dustin Johnson,258.9,1640671.000,176
63,0,40006,Erik van Rooyen,258.9,1444651.000,155
63,0,47128,Richy Werenski,258.9,1855056.000,199
67,0,29725,Tony Finau,259.0,1613059.000,173
67,0,32662,Michael Gligic,259.0,1314692.000,141
67,0,32448,James Hahn,259.0,1221278.000,131
67,0,33667,Carlos Ortiz,259.0,2088274.000,224
71,0,50525,Collin Morikawa,259.1,1595215.000,171
72,0,35506,Mackenzie Hughes,259.2,1530372.000,164
72,0,26300,Matt Jones,259.2,1866318.000,200
72,0,22056,Cameron Percy,259.2,1063568.000,114
75,0,39997,Corey Conners,259.3,1754729.000,188
75,0,29221,Webb Simpson,259.3,1521861.000,163
75,0,27770,Camilo Villegas,259.3,1222819.000,131
78,0,32070,Rafael Campos,259.4,962040.000,103
78,0,29926,Danny Lee,259.4,1325867.000,142
78,0,32139,Danny Willett,259.4,513556.000,55
81,0,56762,Will Gordon,259.6,1756789.000,188
81,0,33122,Russell Knox,259.6,1383374.000,148
81,0,26851,Marc Leishman,259.6,1467153.000,157
84,0,29535,Brice Garnett,259.7,1206229.000,129
84,0,34563,Chesson Hadley,259.7,1103341.000,118
84,0,27554,Scott Harrington,259.7,1420864.000,152
84,0,30927,Brendon Todd,259.7,1075002.000,115
88,0,25686,Jason Dufner,259.8,1094487.000,117
89,0,32839,Hideki Matsuyama,259.9,2114523.000,226
89,0,56278,Matthew Wolff,259.9,1328499.000,142
91,0,46402,Talor Gooch,260.0,2021506.000,216
92,0,34076,Joel Dahmen,260.2,1283220.000,137
92,0,27064,Jhonattan Vegas,260.2,1573880.000,168
94,0,48045,Michael Gellerman,260.3,618370.000,66
95,0,29908,C.T. Pan,260.4,1312362.000,140
96,0,39977,Max Homa,260.5,1462811.000,156
97,0,29479,Scott Brown,260.6,1388380.000,148
97,0,28252,Seamus Power,260.6,956772.000,102
99,0,49766,Hank Lebioda,260.7,929030.000,99
99,0,33486,Roger Sloan,260.7,1285548.000,137
101,0,32757,Patton Kizzire,260.8,1952980.000,208
102,0,33120,Mark Anderson,260.9,657541.000,70
102,0,46435,Austin Cook,260.9,1061535.000,113
102,0,24781,Hunter Mahan,260.9,835765.000,89
105,0,29974,Branden Grace,261.0,1212023.000,129
105,0,48822,Sebastián Muñoz,261.0,2123524.000,226
105,0,37189,Harold Varner III,261.0,1672307.000,178
108,0,40098,Matt Fitzpatrick,261.1,1381797.000,147
108,0,21961,Charles Howell III,261.1,1174777.000,125
