RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER TEE SHOT,TOTAL TEE SHOTS
44,0,26287,Roland Thatcher,169.4,3652133.000,599
47,0,22913,John Rollins,169.9,5956230.000,974
48,0,24494,Erik Compton,170.3,5414494.000,883
48,0,28475,Jeff Overton,170.3,7784110.000,1270
50,0,12716,Charley Hoffman,170.4,6393126.000,1042
50,0,23788,D.J. Trahan,170.4,5201003.000,848
52,0,11123,Chris Couch,170.6,4490219.000,731
53,0,23548,Bill Lunde,170.7,5627717.000,916
54,0,21961,Charles Howell III,170.9,6540754.000,1063
54,0,25345,Carl Pettersson,170.9,6711083.000,1091
56,0,28455,Will Claxton,171.0,7318814.000,1189
57,0,23903,Stephen Gangluff,171.1,3572345.000,580
58,0,23623,Bo Van Pelt,171.4,5547401.000,899
59,0,29221,Webb Simpson,171.6,5634808.000,912
60,0,24924,Bill Haas,171.7,5272597.000,853
60,0,27644,Brian Harman,171.7,7484955.000,1211
62,0,32366,Kevin Chappell,171.8,6116348.000,989
62,0,25686,Jason Dufner,171.8,5416600.000,876
62,0,30926,Chris Kirk,171.8,7278481.000,1177
62,0,20691,Greg Owen,171.8,6586968.000,1065
66,0,28093,Miguel Angel Carballo,172.2,4860575.000,784
66,0,32200,Roberto Castro,172.2,6433509.000,1038
68,0,20574,Mathew Goggin,172.3,4694262.000,757
69,0,34021,Bud Cauley,172.4,7715194.000,1243
69,0,29926,Danny Lee,172.4,5014038.000,808
71,0,27214,Kevin Streelman,172.5,6568375.000,1058
71,0,27095,Nick Watney,172.5,6488144.000,1045
73,0,26331,Charl Schwartzel,172.7,3462062.000,557
73,0,27770,Camilo Villegas,172.7,6216897.000,1000
75,0,12782,Tim Herron,172.9,6543687.000,1051
75,0,26679,Kevin Stadler,172.9,6006448.000,965
77,0,20396,Lee Westwood,173.0,3456279.000,555
78,0,21731,Freddie Jacobson,173.5,3821599.000,612
79,0,30852,Ryo Ishikawa,173.7,3182055.000,509
79,0,25892,Steve Wheatcroft,173.7,3614057.000,578
81,0,22582,Kyle Thompson,173.8,3178783.000,508
82,0,25834,Daniel Summerhays,173.9,5903966.000,943
83,0,01810,Phil Mickelson,174.0,5130415.000,819
84,0,24925,Jonathan Byrd,174.1,4843751.000,773
84,0,35139,Richard Lee,174.1,4919546.000,785
86,0,28307,Matt Every,174.4,5513224.000,878
86,0,31558,J.J. Killeen,174.4,7287684.000,1161
88,0,01724,Jeff Maggert,174.6,6790068.000,1080
88,0,27933,John Merrick,174.6,6240609.000,993
88,0,08793,Tiger Woods,174.6,4204705.000,669
91,0,32102,Rickie Fowler,174.8,5733010.000,911
91,0,27797,Derek Lamely,174.8,4787753.000,761
93,0,12510,Chad Campbell,175.0,6349883.000,1008
94,0,29476,Kyle Reifers,175.1,6435633.000,1021
94,0,29518,Brendan Steele,175.1,5572951.000,884
96,0,25632,Jimmy Walker,175.2,7878236.000,1249
97,0,21209,Sergio Garcia,175.3,3810952.000,604
97,0,20766,Padraig Harrington,175.3,3906438.000,619
99,0,20070,Matt Bettencourt,175.4,5165693.000,818
99,0,24604,Hunter Haas,175.4,4547404.000,720
101,0,20098,Stuart Appleby,175.5,5630910.000,891
101,0,23542,Tommy Biershenk,175.5,4991044.000,790
101,0,25562,Andres Romero,175.5,4644012.000,735
104,0,29910,Blake Adams,175.6,7688676.000,1216
104,0,27963,Chris Stroud,175.6,6522689.000,1032
104,0,23325,Vaughn Taylor,175.6,5519138.000,873
107,0,21407,Arjun Atwal,175.7,5731889.000,906
108,0,06036,Scott Dunlap,175.8,4056464.000,641
108,0,06573,Brandt Jobe,175.8,3929354.000,621
108,0,24781,Hunter Mahan,175.8,5652361.000,893
108,0,01766,Billy Mayfair,175.8,6785481.000,1072
108,0,20645,John Senden,175.8,5431119.000,858
113,0,06527,Steve Stricker,176.0,4765233.000,752
114,0,06522,Ernie Els,176.1,5692619.000,898
114,0,25240,D.A. Points,176.1,6999710.000,1104
114,0,25457,Alexandre Rocha,176.1,4405271.000,695
114,0,33419,Cameron Tringale,176.1,6733693.000,1062
118,0,08725,Tom Gillis,176.2,6006041.000,947
118,0,21528,Henrik Stenson,176.2,3690744.000,582
120,0,33122,Russell Knox,176.3,4930281.000,777
121,0,23353,J.J. Henry,176.4,6237363.000,982
122,0,06034,Marco Dawson,176.6,3973718.000,625
123,0,23409,James Driscoll,176.8,6080048.000,955
123,0,34174,John Huh,176.8,7517615.000,1181
125,0,23108,Matt Kuchar,176.9,5802585.000,911
126,0,24846,Ricky Barnes,177.0,7193077.000,1129
126,0,23541,Ben Crane,177.0,5442005.000,854
126,0,20572,Rod Pampling,177.0,6065226.000,952
126,0,22293,Heath Slocum,177.0,6647603.000,1043
130,0,01797,Rocco Mediate,177.1,5113084.000,802
131,0,27895,Jonas Blixt,177.3,5628974.000,882
132,0,28259,Sangmoon Bae,177.4,5026814.000,787
133,0,20104,Ken Duke,177.6,7927414.000,1240
134,0,23204,Gary Christian,177.7,6660831.000,1041
134,0,22548,Patrick Sheehan,177.7,3876323.000,606
136,0,23135,Tim Clark,177.8,4454021.000,696
136,0,27556,Ted Potter Jr.,177.8,5390466.000,842
138,0,01116,Michael Bradley,177.9,4770262.000,745
138,0,23638,Brendon de Jonge,177.9,9041448.000,1412
140,0,27466,Spencer Levin,178.1,5885037.000,918
141,0,23718,Nathan Green,178.2,5042032.000,786
141,0,26476,Chez Reavie,178.2,5823874.000,908
143,0,24490,George McNeill,178.3,6263634.000,976
144,0,26951,Johnson Wagner,178.5,6800132.000,1058
145,0,27649,Brandt Snedeker,178.7,5724576.000,890
145,0,24663,Y.E. Yang,178.7,4289960.000,667
147,0,26758,David Hearn,178.8,7826167.000,1216
147,0,22378,Trevor Immelman,178.8,5111232.000,794
147,0,24138,Ian Poulter,178.8,3378491.000,525
147,0,30927,Brendon Todd,178.8,5555993.000,863
151,0,20229,Stewart Cink,178.9,4721109.000,733
152,0,26851,Marc Leishman,179.0,6741606.000,1046
152,0,31202,William McGirt,179.0,7005327.000,1087
154,0,22046,Geoff Ogilvy,179.1,4861992.000,754
154,0,24361,Pat Perez,179.1,6099186.000,946
156,0,12652,Cameron Beckman,179.2,6069043.000,941
157,0,24507,Jason Bohn,179.4,5844070.000,905
157,0,26596,Ryan Moore,179.4,7239484.000,1121
159,0,10885,Robert Allenby,179.6,5826206.000,901
160,0,28087,Kris Blanks,179.8,5345933.000,826
161,0,32150,Michael Thompson,180.0,5774790.000,891
162,0,24024,Zach Johnson,180.2,6624070.000,1021
162,0,22961,David Mathis,180.2,6182431.000,953
164,0,06004,Stephen Ames,180.3,3473211.000,535
165,0,27974,Sung Kang,180.4,5486559.000,845
165,0,22405,Justin Rose,180.4,4766967.000,734
167,0,24357,K.J. Choi,180.8,5057093.000,777
167,0,20160,Charlie Wi,180.8,6526718.000,1003
169,0,21753,Brian Davis,180.9,7099717.000,1090
170,0,19846,Brian Gay,181.0,6997675.000,1074
171,0,25396,Kevin Na,181.6,5858830.000,896
172,0,08075,Jerry Kelly,181.9,6607038.000,1009
172,0,25572,Graeme McDowell,181.9,3470764.000,530
174,0,01320,Bob Estes,182.0,5877604.000,897
175,0,02206,David Toms,182.3,4016077.000,612
176,0,10213,Dicky Pride,182.4,4465636.000,680
177,0,10809,Jim Furyk,183.0,5943371.000,902
178,0,10860,Justin Leonard,183.4,6147176.000,931
179,0,27060,John Mallinger,183.6,5717104.000,865
180,0,20623,Gavin Coles,183.8,5221475.000,789
181,0,21878,Mark Wilson,184.2,6246852.000,942
182,0,21350,Ryuji Imada,184.5,6297591.000,948
183,0,29222,Billy Hurley III,184.9,5145137.000,773
184,0,20593,Greg Chalmers,185.3,6903022.000,1035
185,0,30711,Colt Knost,185.9,6191343.000,925
186,0,22621,Ben Curtis,186.0,4471846.000,668
187,0,23800,Bryce Molder,186.1,6552996.000,978
188,0,23983,Luke Donald,186.9,4455127.000,662
189,0,01941,Tom Pernice Jr.,187.0,4760036.000,707
190,0,06251,Chris DiMarco,187.1,6655662.000,988
191,0,22348,Nick O'Hern,189.7,6364701.000,932
