RANK,MOVEMENT,PLAYER_ID,PLAYER,STATUS,PAR 4 AVG,TOTAL PAR
1,0,08793,Tiger Woods,-23,3.97,2672
2,0,23623,Bo Van Pelt,-14,3.99,4532
3,0,21731,Freddie Jacobson,-6,3.99,3048
3,0,10425,Jay Williamson,-6,3.99,2124
5,0,28475,Jeff Overton,-3,4.00,2556
6,0,20472,Alex Cejka,+4,4.00,3420
7,0,20127,Chris Riley,+8,4.01,2516
8,0,06527,Steve Stricker,+10,4.01,3560
9,0,10809,Jim Furyk,+11,4.01,3632
10,0,23497,Tag Ridings,+12,4.02,2172
11,0,23621,Rory Sabbatini,+18,4.02,3496
12,0,24357,K.J. Choi,+19,4.02,3748
12,0,06522,Ernie Els,+19,4.03,2592
14,0,26882,Michael Sim,+21,4.04,2240
15,0,24140,Sean O'Hair,+22,4.02,4296
15,0,22293,Heath Slocum,+22,4.02,4424
17,0,01035,Tommy Armour III,+23,4.03,3444
18,0,07867,Woody Austin,+24,4.02,4144
18,0,26881,Jarrod Lyle,+24,4.03,3316
20,0,06567,Vijay Singh,+25,4.02,4432
21,0,02239,Scott Verplank,+26,4.03,3628
22,0,21753,Brian Davis,+27,4.02,4356
23,0,12660,Jesper Parnevik,+28,4.03,3764
24,0,27649,Brandt Snedeker,+31,4.03,4608
25,0,06004,Stephen Ames,+33,4.04,3412
26,0,07363,Craig Bowden,+34,4.04,3300
26,0,01142,Bart Bryant,+34,4.04,3700
28,0,21633,Steve Allan,+35,4.05,2712
28,0,20766,Padraig Harrington,+35,4.05,2752
28,0,20382,Stephen Leaney,+35,4.04,3524
28,0,22405,Justin Rose,+35,4.05,2664
32,0,20634,Peter Lonard,+36,4.04,3704
32,0,22046,Geoff Ogilvy,+36,4.04,3488
34,0,12652,Cameron Beckman,+37,4.04,4092
34,0,02206,David Toms,+37,4.04,3436
36,0,19824,Craig Barlow,+38,4.07,2184
37,0,06034,Marco Dawson,+39,4.05,3140
37,0,24024,Zach Johnson,+39,4.05,3284
37,0,23108,Matt Kuchar,+39,4.04,3688
37,0,01707,Steve Lowery,+39,4.05,3160
41,0,19972,José Coceres,+40,4.07,2188
41,0,20104,Ken Duke,+40,4.03,4804
41,0,20378,Mathias Grönberg,+40,4.04,4044
41,0,25396,Kevin Na,+40,4.04,3596
45,0,20850,Daniel Chopra,+41,4.04,4492
45,0,22892,Jason Gore,+41,4.04,3660
45,0,29718,Anthony Kim,+41,4.04,4056
45,0,12705,Cliff Kresge,+41,4.04,4652
45,0,27770,Camilo Villegas,+41,4.05,3568
50,0,21209,Sergio Garcia,+43,4.06,2928
50,0,24781,Hunter Mahan,+43,4.04,4048
50,0,24502,Adam Scott,+43,4.06,3008
53,0,01132,Mark Brooks,+44,4.08,2284
53,0,10860,Justin Leonard,+44,4.04,4192
53,0,01766,Billy Mayfair,+44,4.04,4276
56,0,25900,Lucas Glover,+45,4.04,4160
56,0,24138,Ian Poulter,+45,4.07,2648
56,0,27963,Chris Stroud,+45,4.06,2844
59,0,23135,Tim Clark,+46,4.07,2800
59,0,01724,Jeff Maggert,+46,4.05,3400
59,0,10213,Dicky Pride,+46,4.06,3060
62,0,23983,Luke Donald,+47,4.06,2992
