RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,01378,David Frost,42.04,613,1458
2,0,01214,Frank Conner,40.93,641,1566
3,0,06142,Mitch Adcock,40.74,550,1350
4,0,01129,Bill Britton,40.16,600,1494
5,0,01495,Morris Hatalsky,39.93,539,1350
6,0,02010,Loren Roberts,39.87,732,1836
7,0,08537,J.P. Hayes,39.65,521,1314
8,0,01557,John Inman,39.51,697,1764
9,0,01235,Ben Crenshaw,39.43,582,1476
10,0,01724,Jeff Maggert,39.33,630,1602
11,0,02230,Stan Utley,39.27,509,1296
12,0,01443,Hubert Green,39.11,352,900
13,0,01200,Keith Clearwater,39.10,746,1908
14,0,01458,Jerry Haas,39.08,415,1062
15,0,01701,Bob Lohr,39.01,625,1602
16,0,06012,Greg Kraft,38.96,568,1458
17,0,01093,Ronnie Black,38.83,622,1602
18,0,02063,Dave Schreyer,38.68,369,954
19,0,06090,Jim McGovern,38.61,702,1818
20,0,02131,Mike Springer,38.56,583,1512
21,0,01157,Tom Byrum,38.52,527,1368
22,0,06575,Dudley Hart,38.48,651,1692
23,0,02090,Tom Sieckmann,38.35,642,1674
24,0,01533,P.H. Horgan III,38.22,516,1350
24,0,01846,Jodie Mudd,38.22,454,1188
26,0,02206,David Toms,38.19,598,1566
27,0,01522,Lon Hinkle,38.12,398,1044
28,0,06383,E.J. Pfister,37.93,396,1044
29,0,02311,Kim Young,37.89,457,1206
30,0,02279,Mark Wiebe,37.88,566,1494
31,0,01023,Jerry Anderson,37.74,591,1566
32,0,06034,Marco Dawson,37.64,542,1440
32,0,01946,Peter Persons,37.64,664,1764
34,0,02225,Howard Twitty,37.63,569,1512
35,0,01288,Ed Dougherty,37.59,724,1926
36,0,01390,Buddy Gardner,37.58,602,1602
37,0,01306,David Edwards,37.47,634,1692
38,0,01553,John Huston,37.41,707,1890
39,0,01943,Chris Perry,37.39,525,1404
40,0,01181,Jon Chaffee,37.37,444,1188
41,0,02007,Larry Rinker,37.20,549,1476
42,0,02267,D.A. Weibring,37.17,542,1458
43,0,01331,Rick Fehr,37.12,568,1530
44,0,02292,Bob Wolcott,37.04,680,1836
45,0,01682,Wayne Levi,37.01,553,1494
46,0,01261,Jay Delsing,36.98,619,1674
46,0,01633,Tom Kite,36.98,599,1620
48,0,01960,Don Pooley,36.94,379,1026
49,0,06150,Carl Cooper,36.92,505,1368
50,0,01755,Dick Mast,36.91,485,1314
51,0,06072,Greg Whisman,36.89,518,1404
52,0,01489,Steve Hart,36.85,597,1620
53,0,06048,Dicky Thompson,36.83,464,1260
54,0,01748,Doug Martin,36.80,563,1530
55,0,02033,Dave Rummells,36.75,635,1728
55,0,02223,Bob Tway,36.75,430,1170
57,0,02135,Mike Standly,36.70,654,1782
58,0,01346,Ed Fiori,36.69,634,1728
59,0,01072,Chip Beck,36.68,581,1584
60,0,02104,Jeff Sluman,36.64,732,1998
61,0,01239,Michael Cunning,36.52,539,1476
61,0,01928,Corey Pavin,36.52,585,1602
63,0,01132,Mark Brooks,36.50,703,1926
64,0,01639,Kenny Knox,36.49,532,1458
65,0,01577,Lee Janzen,36.43,682,1872
66,0,02242,Lanny Wadkins,36.33,569,1566
67,0,01329,Brad Faxon,36.27,581,1602
67,0,01468,Gary Hallberg,36.27,568,1566
69,0,01143,Brad Bryant,36.23,737,2034
69,0,01323,Brad Fabel,36.23,613,1692
71,0,01823,Larry Mize,36.21,528,1458
72,0,01096,Phil Blackmar,36.18,521,1440
72,0,02303,Robert Wrenn,36.18,534,1476
74,0,01353,Bruce Fleisher,36.17,664,1836
75,0,02185,Lance Ten Broeck,36.09,695,1926
76,0,01408,Kelly Gibson,36.08,604,1674
77,0,08277,Greg Lesher,36.04,506,1404
77,0,02190,Doug Tewell,36.04,493,1368
79,0,01457,Jay Haas,36.00,674,1872
80,0,01381,Fred Funk,35.98,706,1962
81,0,01098,Jay Don Blake,35.97,505,1404
82,0,01569,Peter Jacobsen,35.96,602,1674
83,0,01550,Ed Humenik,35.86,639,1782
83,0,02094,Tony Sills,35.86,426,1188
83,0,02313,Bruce Zabriski,35.86,510,1422
86,0,06010,Brad Bell,35.80,348,972
87,0,02111,Mike Smith,35.74,682,1908
88,0,01978,Fran Quinn,35.70,392,1098
89,0,01196,Brian Claar,35.69,636,1782
89,0,02246,Duffy Waldorf,35.69,546,1530
91,0,02224,Greg Twiggs,35.68,334,936
92,0,01284,Mike Donald,35.64,648,1818
93,0,01376,Bob Friend,35.62,622,1746
94,0,01168,David Canipe,35.57,493,1386
95,0,01891,David Ogrin,35.56,512,1440
96,0,06128,Steve Lamontagne,35.54,563,1584
97,0,02167,Mike Sullivan,35.49,511,1440
98,0,01133,Billy Ray Brown,35.48,479,1350
99,0,01771,Blaine McCallister,35.47,613,1728
100,0,01361,Dan Forsman,35.44,689,1944
101,0,01934,Dave Peege,35.43,440,1242
101,0,02146,Payne Stewart,35.43,523,1476
103,0,01444,Ken Green,35.40,548,1548
103,0,01677,Tom Lehman,35.40,650,1836
105,0,01996,Mike Reid,35.35,490,1386
106,0,01736,Roger Maltbie,35.33,407,1152
107,0,01226,Fred Couples,35.32,534,1512
107,0,01887,Mark O'Meara,35.32,515,1458
109,0,01968,Nick Price,35.30,629,1782
110,0,01185,Brandel Chamblee,35.29,540,1530
110,0,02095,Larry Silveira,35.29,343,972
112,0,01414,Bob Gilder,35.22,596,1692
113,0,01876,Greg Norman,35.15,367,1044
114,0,06332,Neal Lancaster,35.14,721,2052
115,0,02049,Gene Sauers,35.11,493,1404
116,0,06132,Sonny Skinner,35.08,461,1314
117,0,02201,Jim Thorpe,35.02,353,1008
118,0,01837,Gil Morgan,35.01,542,1548
119,0,01142,Bart Bryant,35.00,378,1080
120,0,01510,Nolan Henke,34.95,541,1548
121,0,06599,John Elliott,34.89,358,1026
122,0,01320,Bob Estes,34.83,558,1602
123,0,01161,Mark Calcavecchia,34.80,595,1710
124,0,02214,Kirk Triplett,34.78,432,1242
125,0,01040,Emlyn Aubrey,34.72,450,1296
125,0,01723,Andrew Magee,34.72,600,1728
127,0,01014,Fulton Allem,34.64,611,1764
128,0,06284,Jim Hallet,34.62,698,2016
129,0,01706,Davis Love III,34.54,572,1656
129,0,02298,Jim Woodward,34.54,429,1242
131,0,02002,John Riegger,34.52,435,1260
132,0,01418,Bill Glasson,34.51,323,936
133,0,01374,Robin Freeman,34.47,515,1494
134,0,06040,John Ross,34.43,533,1548
135,0,06751,Chris Tucker,34.42,508,1476
136,0,02322,Richard Zokol,34.41,415,1206
137,0,01219,John Cook,34.32,488,1422
138,0,01139,Olin Browne,34.26,555,1620
139,0,01035,Tommy Armour III,34.22,499,1458
140,0,01527,Scott Hoch,34.18,363,1062
141,0,01024,Billy Andrade,34.11,528,1548
142,0,01938,David Peoples,34.07,601,1764
143,0,01549,Mike Hulbert,33.99,673,1980
144,0,01385,Jim Gallagher Jr.,33.97,642,1890
145,0,01690,Bruce Lietzke,33.92,403,1188
146,0,01203,Russ Cochran,33.80,584,1728
147,0,01042,Paul Azinger,33.79,523,1548
148,0,01958,Dan Pohl,33.70,364,1080
149,0,01945,Kenny Perry,33.67,503,1494
150,0,02195,Leonard Thompson,33.66,418,1242
151,0,01725,John Mahaffey,33.63,460,1368
152,0,06122,Greg Hickman,33.59,387,1152
153,0,07569,Mark Carnevale,33.47,500,1494
153,0,01388,Robert Gamez,33.47,476,1422
155,0,01313,Steve Elkington,33.46,518,1548
156,0,01926,Steve Pate,33.44,632,1890
157,0,02099,Scott Simpson,33.33,438,1314
158,0,02041,Bill Sander,33.22,305,918
159,0,01249,John Daly,33.19,466,1404
160,0,01006,John Adams,33.15,549,1656
161,0,02226,Tray Tyner,32.83,390,1188
162,0,02101,Joey Sindelar,32.81,632,1926
163,0,06044,Scott Gump,32.78,655,1998
164,0,01559,Hale Irwin,32.65,382,1170
165,0,01307,Joel Edwards,32.61,317,972
166,0,02067,Ted Schulz,32.60,622,1908
167,0,06124,Patrick Burke,32.53,527,1620
168,0,01766,Billy Mayfair,32.50,667,2052
169,0,01469,Dan Halldorson,32.49,503,1548
170,0,02133,Craig Stadler,32.25,476,1476
171,0,01475,Donnie Hammond,32.24,383,1188
172,0,01355,Raymond Floyd,32.22,348,1080
173,0,01060,Dave Barr,32.19,533,1656
174,0,01971,Dillard Pruitt,32.17,527,1638
175,0,02170,Hal Sutton,31.87,436,1368
176,0,01049,Ian Baker-Finch,31.57,341,1080
176,0,02159,Curtis Strange,31.57,341,1080
178,0,01975,Tom Purtzer,31.34,457,1458
179,0,02321,Fuzzy Zoeller,31.27,349,1116
180,0,02100,Tim Simpson,31.00,385,1242
181,0,01783,Mark McCumber,30.69,442,1440
182,0,01797,Rocco Mediate,30.45,444,1458
183,0,01435,Wayne Grady,30.40,383,1260
