RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
1,0,22371,Aaron Baddeley,.00,0,109,100.0
1,0,01161,Mark Calcavecchia,.00,0,134,100.0
1,0,19825,Darren Clarke,.00,0,60,100.0
1,0,23541,Ben Crane,.00,0,147,100.0
1,0,06251,Chris DiMarco,.00,0,151,100.0
1,0,23125,Brad Elder,.00,0,90,100.0
1,0,10809,Jim Furyk,.00,0,159,100.0
1,0,07941,Mike Grob,.00,0,138,100.0
1,0,01619,Skip Kendall,.00,0,156,100.0
1,0,23108,Matt Kuchar,.00,0,111,100.0
1,0,10860,Justin Leonard,.00,0,99,100.0
1,0,01685,J.L. Lewis,.00,0,143,100.0
1,0,01761,Len Mattiace,.00,0,138,100.0
1,0,10585,Scott McCarron,.00,0,89,100.0
1,0,20572,Rod Pampling,.00,0,113,100.0
1,0,11011,Mike Sposa,.00,0,129,100.0
1,0,22295,Darron Stiles,.00,0,130,100.0
1,0,06595,Kevin Sutherland,.00,0,136,100.0
1,0,20548,Hidemichi Tanaka,.00,0,209,100.0
1,0,25450,Ty Tryon,.00,0,73,100.0
1,0,12755,Vance Veazey,.00,0,102,100.0
1,0,12602,Dean Wilson,.00,0,142,100.0
23,0,01139,Olin Browne,.57,1,175,99.4
24,0,07457,Steve Flesch,.60,1,167,99.4
24,0,01941,Tom Pernice Jr.,.60,1,166,99.4
26,0,20593,Greg Chalmers,.61,1,165,99.3
26,0,01361,Dan Forsman,.61,1,165,99.3
28,0,08337,Mike Heinen,.62,1,162,99.3
29,0,08633,Per-Ulrik Johansson,.63,1,160,99.3
29,0,02214,Kirk Triplett,.63,1,159,99.3
31,0,02239,Scott Verplank,.64,1,157,99.3
32,0,23983,Luke Donald,.65,1,154,99.3
32,0,07749,Brett Quigley,.65,1,153,99.3
34,0,20121,Todd Fischer,.66,1,152,99.3
35,0,23036,Chris Anderson,.67,1,149,99.3
36,0,20771,Steven Alker,.68,1,147,99.3
36,0,01157,Tom Byrum,.68,1,148,99.3
36,0,01329,Brad Faxon,.68,1,147,99.3
36,0,08075,Jerry Kelly,.68,1,148,99.3
40,0,20029,Notah Begay III,.69,1,144,99.3
41,0,02101,Joey Sindelar,.70,1,142,99.3
42,0,06809,Bob Burns,.72,1,139,99.2
43,0,01132,Mark Brooks,.73,1,137,99.2
44,0,12662,Thomas Levet,.74,1,136,99.2
44,0,01945,Kenny Perry,.74,1,136,99.2
44,0,02223,Bob Tway,.74,1,136,99.2
47,0,01378,David Frost,.76,1,131,99.2
48,0,12680,Shigeki Maruyama,.78,1,128,99.2
48,0,12660,Jesper Parnevik,.78,1,128,99.2
50,0,01457,Jay Haas,.79,1,127,99.2
51,0,25031,Andy Miller,.80,1,125,99.2
52,0,01724,Jeff Maggert,.81,1,123,99.1
52,0,02049,Gene Sauers,.81,1,124,99.1
54,0,23135,Tim Clark,.82,1,122,99.1
54,0,01307,Joel Edwards,.82,1,122,99.1
56,0,20094,Jonathan Kaye,.83,1,120,99.1
57,0,22913,John Rollins,.88,1,113,99.1
58,0,06617,Brian Henninger,.91,1,110,99.0
58,0,01577,Lee Janzen,.91,1,110,99.0
60,0,23614,Rich Beem,.92,1,109,99.0
61,0,08793,Tiger Woods,.96,1,104,99.0
62,0,06527,Steve Stricker,1.04,1,96,98.9
63,0,20157,Retief Goosen,1.06,1,94,98.9
64,0,06332,Neal Lancaster,1.08,2,186,98.9
65,0,08931,Glen Day,1.09,2,184,98.9
65,0,10423,Mike Weir,1.09,1,92,98.9
67,0,08123,Jeff Brehaut,1.10,2,181,98.9
67,0,06621,Joe Durant,1.10,2,181,98.9
67,0,10425,Jay Williamson,1.10,2,182,98.9
70,0,21633,Steve Allan,1.11,1,90,98.8
70,0,01035,Tommy Armour III,1.11,1,90,98.8
72,0,12510,Chad Campbell,1.12,2,178,98.8
73,0,20566,Kaname Yokoo,1.14,1,88,98.8
74,0,06575,Dudley Hart,1.15,1,87,98.8
75,0,01968,Nick Price,1.18,1,85,98.8
76,0,01388,Robert Gamez,1.20,2,166,98.8
76,0,01938,David Peoples,1.20,2,167,98.8
78,0,06643,Paul Goydos,1.23,2,163,98.7
79,0,12823,Carlos Franco,1.29,2,155,98.7
80,0,20127,Chris Riley,1.31,2,153,98.6
81,0,01175,Jim Carter,1.33,2,150,98.6
81,0,01226,Fred Couples,1.33,1,75,98.6
83,0,01024,Billy Andrade,1.36,2,147,98.6
84,0,02002,John Riegger,1.37,1,73,98.6
85,0,19846,Brian Gay,1.38,2,145,98.6
85,0,02246,Duffy Waldorf,1.38,2,145,98.6
87,0,22892,Jason Gore,1.39,2,144,98.6
88,0,20628,Arron Oberholser,1.40,2,143,98.6
89,0,02170,Hal Sutton,1.42,2,141,98.5
90,0,26420,Richard Johnson,1.44,2,139,98.5
90,0,22046,Geoff Ogilvy,1.44,2,139,98.5
92,0,21739,Aaron Barber,1.45,2,138,98.5
92,0,20472,Alex Cejka,1.45,2,138,98.5
94,0,02010,Loren Roberts,1.46,2,137,98.5
95,0,01928,Corey Pavin,1.52,2,132,98.4
96,0,08547,John Maginnes,1.53,2,131,98.4
97,0,12652,Cameron Beckman,1.54,2,130,98.4
97,0,06522,Ernie Els,1.54,1,65,98.4
99,0,20663,Brenden Pappas,1.55,3,194,98.4
99,0,06567,Vijay Singh,1.55,2,129,98.4
101,0,10912,Craig Perks,1.57,2,127,98.4
102,0,21805,Harrison Frazar,1.60,2,125,98.4
103,0,20623,Gavin Coles,1.64,2,122,98.3
104,0,19824,Craig Barlow,1.67,3,180,98.3
105,0,07721,Pat Bates,1.73,3,173,98.2
106,0,08537,J.P. Hayes,1.74,2,115,98.2
106,0,08375,Paul Stankowski,1.74,2,115,98.2
108,0,23353,J.J. Henry,1.75,3,171,98.2
109,0,10565,Ian Leggatt,1.77,2,113,98.2
110,0,01948,Tim Petrovic,1.78,3,169,98.2
110,0,20645,John Senden,1.78,3,169,98.2
112,0,19881,Robert Damron,1.80,3,167,98.2
113,0,23656,Jason Caron,1.82,2,110,98.1
114,0,01810,Phil Mickelson,1.83,2,109,98.1
114,0,06581,David Sutherland,1.83,2,109,98.1
116,0,21961,Charles Howell III,1.84,3,163,98.1
117,0,12782,Tim Herron,1.85,3,162,98.1
118,0,19972,José Coceres,1.87,2,107,98.1
119,0,01706,Davis Love III,1.90,2,105,98.1
120,0,02106,Chris Smith,1.91,3,157,98.0
121,0,10107,Deane Pappas,1.92,2,104,98.0
122,0,08545,Glen Hnatiuk,1.95,3,154,98.0
123,0,01723,Andrew Magee,1.96,3,153,98.0
124,0,10733,Kent Jones,1.98,2,101,98.0
125,0,08339,Spike McRoy,2.00,3,150,98.0
125,0,24502,Adam Scott,2.00,1,50,98.0
127,0,23338,David Gossett,2.01,3,149,97.9
128,0,22621,Ben Curtis,2.02,2,99,97.9
129,0,23621,Rory Sabbatini,2.03,3,148,97.9
130,0,20229,Stewart Cink,2.05,3,146,97.9
131,0,20099,Doug Barron,2.11,3,142,97.8
131,0,24357,K.J. Choi,2.11,3,142,97.8
133,0,02104,Jeff Sluman,2.13,3,141,97.8
133,0,20436,Garrett Willis,2.13,3,141,97.8
135,0,25345,Carl Pettersson,2.14,3,140,97.8
136,0,01042,Paul Azinger,2.17,3,138,97.8
137,0,23552,Hank Kuehne,2.21,3,136,97.7
137,0,22293,Heath Slocum,2.21,4,181,97.7
139,0,26489,Cameron Yancey,2.25,2,89,97.7
140,0,10213,Dicky Pride,2.27,3,132,97.7
141,0,01381,Fred Funk,2.29,4,175,97.7
142,0,20498,Briny Baird,2.33,4,172,97.6
142,0,01320,Bob Estes,2.33,3,129,97.6
142,0,01553,John Huston,2.33,3,129,97.6
142,0,21878,Mark Wilson,2.33,3,129,97.6
146,0,01666,Bernhard Langer,2.35,2,85,97.6
147,0,20098,Stuart Appleby,2.54,3,118,97.4
148,0,01098,Jay Don Blake,2.59,3,116,97.4
