RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS > 25',TOTAL 3 PUTTS
1,0,23338,David Gossett,51,66
1,0,20645,John Senden,51,62
3,0,08123,Jeff Brehaut,47,62
3,0,06621,Joe Durant,47,56
3,0,01685,J.L. Lewis,47,59
3,0,20436,Garrett Willis,47,60
7,0,22295,Darron Stiles,44,53
8,0,20498,Briny Baird,43,62
8,0,20099,Doug Barron,43,54
8,0,01175,Jim Carter,43,49
8,0,08337,Mike Heinen,43,54
8,0,08075,Jerry Kelly,43,49
8,0,22293,Heath Slocum,43,56
14,0,12823,Carlos Franco,42,50
14,0,02104,Jeff Sluman,42,47
16,0,08339,Spike McRoy,41,49
16,0,06581,David Sutherland,41,55
16,0,06078,Esteban Toledo,41,57
19,0,19824,Craig Barlow,40,52
19,0,24357,K.J. Choi,40,46
19,0,23353,J.J. Henry,40,46
19,0,01938,David Peoples,40,44
19,0,25692,Akio Sadakata,40,57
19,0,02049,Gene Sauers,40,48
25,0,01361,Dan Forsman,39,46
25,0,01388,Robert Gamez,39,52
25,0,08633,Per-Ulrik Johansson,39,52
25,0,12662,Thomas Levet,39,46
29,0,01024,Billy Andrade,38,45
29,0,07867,Woody Austin,38,57
29,0,07721,Pat Bates,38,47
29,0,20095,Carl Paulson,38,54
29,0,23621,Rory Sabbatini,38,58
34,0,20574,Mathew Goggin,37,50
34,0,08545,Glen Hnatiuk,37,46
34,0,02106,Chris Smith,37,45
37,0,07457,Steve Flesch,36,47
37,0,01381,Fred Funk,36,44
37,0,26950,John Morgan,36,52
37,0,20568,Anthony Painter,36,49
41,0,12661,Todd Barranger,35,53
41,0,20029,Notah Begay III,35,48
41,0,20472,Alex Cejka,35,44
41,0,19846,Brian Gay,35,39
41,0,21961,Charles Howell III,35,42
41,0,23552,Hank Kuehne,35,40
41,0,20548,Hidemichi Tanaka,35,42
48,0,12652,Cameron Beckman,34,42
48,0,23656,Jason Caron,34,42
48,0,22892,Jason Gore,34,45
48,0,06332,Neal Lancaster,34,50
48,0,01723,Andrew Magee,34,42
48,0,06515,Shaun Micheel,34,45
48,0,02214,Kirk Triplett,34,40
55,0,23614,Rich Beem,33,39
55,0,06034,Marco Dawson,33,41
55,0,06573,Brandt Jobe,33,40
55,0,01941,Tom Pernice Jr.,33,42
55,0,23034,Brent Schwarzrock,33,42
60,0,06004,Stephen Ames,32,43
60,0,01139,Olin Browne,32,39
60,0,06809,Bob Burns,32,42
60,0,24925,Jonathan Byrd,32,45
60,0,06643,Paul Goydos,32,38
60,0,07941,Mike Grob,32,38
60,0,10565,Ian Leggatt,32,36
60,0,01766,Billy Mayfair,32,52
60,0,01945,Kenny Perry,32,37
60,0,06567,Vijay Singh,32,38
60,0,21878,Mark Wilson,32,43
71,0,10885,Robert Allenby,31,39
71,0,23036,Chris Anderson,31,39
71,0,19881,Robert Damron,31,41
71,0,20094,Jonathan Kaye,31,44
71,0,01677,Tom Lehman,31,39
71,0,01707,Steve Lowery,31,42
77,0,01157,Tom Byrum,30,36
77,0,20940,Kenichi Kuboya,30,44
77,0,08547,John Maginnes,30,38
77,0,24361,Pat Perez,30,49
77,0,22548,Patrick Sheehan,30,46
77,0,11011,Mike Sposa,30,35
77,0,10423,Mike Weir,30,32
77,0,10425,Jay Williamson,30,42
85,0,20771,Steven Alker,29,33
85,0,01619,Skip Kendall,29,31
85,0,06475,Jeff Klein,29,44
85,0,11032,Frank Lickliter II,29,40
89,0,08931,Glen Day,28,35
89,0,01329,Brad Faxon,28,36
89,0,10201,Matt Gogel,28,33
89,0,12782,Tim Herron,28,38
89,0,23108,Matt Kuchar,28,34
89,0,25031,Andy Miller,28,35
89,0,10912,Craig Perks,28,39
89,0,02101,Joey Sindelar,28,32
89,0,23177,Kenneth Staton,28,40
98,0,01161,Mark Calcavecchia,27,41
98,0,12510,Chad Campbell,27,37
98,0,19972,José Coceres,27,35
98,0,21805,Harrison Frazar,27,36
98,0,20127,Chris Riley,27,32
98,0,06595,Kevin Sutherland,27,33
98,0,02170,Hal Sutton,27,29
98,0,02246,Duffy Waldorf,27,40
98,0,12602,Dean Wilson,27,30
107,0,20121,Todd Fischer,26,34
107,0,01475,Donnie Hammond,26,36
107,0,01724,Jeff Maggert,26,43
107,0,01887,Mark O'Meara,26,35
107,0,25345,Carl Pettersson,26,36
107,0,07749,Brett Quigley,26,32
107,0,25450,Ty Tryon,26,34
107,0,12755,Vance Veazey,26,31
115,0,20098,Stuart Appleby,25,37
115,0,21739,Aaron Barber,25,39
115,0,07223,Brian Bateman,25,35
115,0,22621,Ben Curtis,25,34
115,0,12705,Cliff Kresge,25,43
115,0,20663,Brenden Pappas,25,41
115,0,08375,Paul Stankowski,25,34
115,0,02223,Bob Tway,25,31
