RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,19803,Ryan Armour,24.35,28,115
2,0,27129,Luke List,24.14,42,174
3,0,36799,Stephan Jaeger,23.91,33,138
4,0,34099,Harris English,21.74,25,115
5,0,29518,Brendan Steele,21.59,19,88
6,0,24846,Ricky Barnes,20.97,26,124
7,0,29461,Jamie Lovemark,20.73,34,164
8,0,35310,Lanto Griffin,20.69,30,145
9,0,35461,Beau Hossler,20.67,31,150
10,0,01810,Phil Mickelson,20.63,26,126
11,0,29725,Tony Finau,20.43,38,186
12,0,25240,D.A. Points,20.24,17,84
13,0,27936,Martin Laird,20.15,27,134
14,0,10809,Jim Furyk,19.72,14,71
15,0,50526,Tom Lovelady,19.58,37,189
16,0,39546,Keith Mitchell,19.29,27,140
17,0,22582,Kyle Thompson,19.18,14,73
18,0,30925,Dustin Johnson,19.13,22,115
19,0,12716,Charley Hoffman,19.08,29,152
20,0,30944,Jason Kokrak,19.02,39,205
21,0,24358,Robert Garrigus,19.01,27,142
22,0,23621,Rory Sabbatini,18.88,27,143
23,0,24925,Jonathan Byrd,18.56,18,97
24,0,40009,Dominic Bozzelli,18.38,25,136
25,0,28775,Nate Lashley,18.33,11,60
26,0,32333,Kevin Tway,17.95,35,195
27,0,35532,Tom Hoge,17.81,26,146
28,0,20229,Stewart Cink,17.78,24,135
28,0,34363,Tyrrell Hatton,17.78,16,90
30,0,27895,Jonas Blixt,17.76,19,107
31,0,47959,Bryson DeChambeau,17.61,25,142
31,0,45609,Tyler Duncan,17.61,25,142
33,0,34563,Chesson Hadley,17.31,27,156
34,0,23320,Ryan Palmer,17.27,19,110
35,0,27649,Brandt Snedeker,17.24,20,116
36,0,31416,Derek Fathauer,17.22,31,180
37,0,28307,Matt Every,17.12,19,111
38,0,32150,Michael Thompson,17.11,13,76
39,0,37455,Si Woo Kim,16.99,26,153
40,0,34466,Peter Malnati,16.98,27,159
41,0,27963,Chris Stroud,16.94,21,124
42,0,37275,Sam Ryder,16.91,23,136
43,0,26331,Charl Schwartzel,16.88,13,77
43,0,34264,Hudson Swafford,16.88,13,77
