RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF ROUNDS
1,0,24507,Jason Bohn,17
2,0,23800,Bryce Molder,15
3,0,01116,Michael Bradley,14
4,0,34021,Bud Cauley,12
5,0,23983,Luke Donald,11
5,0,22293,Heath Slocum,11
7,0,27214,Kevin Streelman,10
8,0,25345,Carl Pettersson,9
9,0,24925,Jonathan Byrd,8
9,0,29478,Kevin Kisner,8
9,0,10860,Justin Leonard,8
9,0,22348,Nick O'Hern,8
9,0,26329,Louis Oosthuizen,8
9,0,28475,Jeff Overton,8
9,0,01945,Kenny Perry,8
9,0,29221,Webb Simpson,8
9,0,29518,Brendan Steele,8
18,0,20859,Anders Hansen,7
18,0,01941,Tom Pernice Jr.,7
20,0,25364,Paul Casey,6
20,0,20593,Greg Chalmers,6
20,0,01361,Dan Forsman,6
20,0,22378,Trevor Immelman,6
20,0,01577,Lee Janzen,6
20,0,27466,Spencer Levin,6
20,0,01766,Billy Mayfair,6
20,0,25457,Alexandre Rocha,6
20,0,30692,Scott Stallings,6
20,0,23788,D.J. Trahan,6
30,0,10885,Robert Allenby,5
30,0,19824,Craig Barlow,5
30,0,07363,Craig Bowden,5
30,0,24357,K.J. Choi,5
30,0,06522,Ernie Els,5
30,0,21805,Harrison Frazar,5
30,0,25900,Lucas Glover,5
30,0,29720,Andres Gonzales,5
30,0,22056,Cameron Percy,5
30,0,34358,Jonathan Randolph,5
30,0,26668,Marc Turnesa,5
30,0,27064,Jhonattan Vegas,5
42,0,06214,Guy Boros,4
42,0,25274,Steven Bowditch,4
42,0,01157,Tom Byrum,4
42,0,20848,Ángel Cabrera,4
42,0,32366,Kevin Chappell,4
42,0,01219,John Cook,4
42,0,23541,Ben Crane,4
42,0,19881,Robert Damron,4
42,0,06034,Marco Dawson,4
42,0,01320,Bob Estes,4
42,0,10809,Jim Furyk,4
42,0,23718,Nathan Green,4
42,0,24980,Scott Gutschewski,4
42,0,24924,Bill Haas,4
42,0,08537,J.P. Hayes,4
42,0,26758,David Hearn,4
42,0,12716,Charley Hoffman,4
42,0,21350,Ryuji Imada,4
42,0,06573,Brandt Jobe,4
42,0,10733,Kent Jones,4
42,0,32874,Erick Justesen,4
42,0,27974,Sung Kang,4
42,0,28258,K.T. Kim,4
42,0,23108,Matt Kuchar,4
42,0,27936,Martin Laird,4
42,0,27797,Derek Lamely,4
42,0,26881,Jarrod Lyle,4
42,0,06515,Shaun Micheel,4
42,0,22913,John Rollins,4
42,0,20645,John Senden,4
42,0,27095,Nick Watney,4
42,0,20160,Charlie Wi,4
74,0,20498,Briny Baird,3
74,0,24846,Ricky Barnes,3
74,0,30191,Julián Etulain,3
74,0,20378,Mathias Grönberg,3
74,0,12782,Tim Herron,3
74,0,21207,José Manuel Lara,3
74,0,11032,Frank Lickliter II,3
74,0,24140,Sean O'Hair,3
74,0,23320,Ryan Palmer,3
74,0,25240,D.A. Points,3
74,0,26882,Michael Sim,3
74,0,27649,Brandt Snedeker,3
74,0,20396,Lee Westwood,3
74,0,23322,Brett Wetterich,3
74,0,08793,Tiger Woods,3
89,0,34255,Joseph Bramlett,2
89,0,12388,Michael Clark II,2
89,0,24610,Stuart Deane,2
89,0,09011,David Duval,2
89,0,34096,Matt Fast,2
89,0,24083,Marcus Fraser,2
89,0,20574,Mathew Goggin,2
89,0,25444,Justin Hicks,2
89,0,35228,Jason Hrynkiw,2
89,0,30925,Dustin Johnson,2
89,0,28308,Troy Kelly,2
89,0,30926,Chris Kirk,2
89,0,33108,Drew Kittleson,2
89,0,26695,Michael Letzig,2
89,0,35672,Olafur Loftsson,2
89,0,27060,John Mallinger,2
89,0,33413,Ben Martin,2
89,0,31115,Michio Matsumura,2
89,0,01797,Rocco Mediate,2
89,0,25396,Kevin Na,2
89,0,28620,Aron Price,2
89,0,32508,Chad Proehl,2
89,0,20127,Chris Riley,2
89,0,27770,Camilo Villegas,2
89,0,26951,Johnson Wagner,2
89,0,02245,Grant Waite,2
89,0,26289,Boo Weekley,2
