RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL MISSED,TOTAL FWYS,RELATIVE TO PAR
1,0,06621,Joe Durant,.79,7,883,+0.43
2,0,24357,K.J. Choi,.87,7,805,+0.29
3,0,22348,Nick O'Hern,.95,10,1055,+0.50
4,0,22293,Heath Slocum,1.07,11,1032,+0.91
5,0,27933,John Merrick,1.08,9,834,+0.44
5,0,26331,Charl Schwartzel,1.08,6,556,-0.17
7,0,08075,Jerry Kelly,1.17,11,944,+0.73
8,0,01766,Billy Mayfair,1.19,14,1181,+0.71
9,0,20572,Rod Pampling,1.20,10,835,+0.50
10,0,02206,David Toms,1.22,10,819,+0.90
11,0,24024,Zach Johnson,1.23,11,891,+0.55
12,0,21753,Brian Davis,1.26,16,1271,+0.63
13,0,23108,Matt Kuchar,1.31,13,991,+0.08
14,0,19846,Brian Gay,1.37,14,1023,+1.50
15,0,26758,David Hearn,1.42,15,1053,+0.53
16,0,10809,Jim Furyk,1.44,14,975,+0.14
17,0,06527,Steve Stricker,1.49,11,740,+0.36
18,0,27939,Matt McQuillan,1.50,10,667,+0.70
19,0,27466,Spencer Levin,1.54,20,1301,+0.75
19,0,22961,David Mathis,1.54,15,973,+1.07
21,0,26476,Chez Reavie,1.58,18,1141,+0.44
22,0,24924,Bill Haas,1.60,16,998,+0.13
23,0,28620,Aron Price,1.62,11,678,+0.55
23,0,27214,Kevin Streelman,1.62,16,988,+0.44
25,0,23353,J.J. Henry,1.64,18,1096,+0.56
26,0,20593,Greg Chalmers,1.66,18,1087,+0.50
27,0,23623,Bo Van Pelt,1.72,17,989,+0.35
28,0,10505,Shane Bertsch,1.80,13,722,+0.54
28,0,33141,Keegan Bradley,1.80,19,1058,+0.58
30,0,22621,Ben Curtis,1.85,16,865,+1.00
30,0,06251,Chris DiMarco,1.85,21,1136,+1.14
30,0,06643,Paul Goydos,1.85,19,1028,+0.68
33,0,28158,Steve Marino,1.87,16,856,+0.13
34,0,01577,Lee Janzen,1.88,13,691,+0.69
35,0,20127,Chris Riley,1.91,18,942,+0.94
36,0,20436,Garrett Willis,1.92,17,886,+0.76
37,0,06567,Vijay Singh,1.93,19,984,+0.32
38,0,23983,Luke Donald,1.95,14,719,+0.21
38,0,26951,Johnson Wagner,1.95,19,973,+0.63
40,0,10733,Kent Jones,2.05,19,927,+0.68
40,0,26596,Ryan Moore,2.05,17,830,+0.29
42,0,26668,Marc Turnesa,2.06,13,632,+0.85
43,0,01797,Rocco Mediate,2.09,14,671,+1.14
44,0,06004,Stephen Ames,2.16,18,834,+0.89
44,0,22405,Justin Rose,2.16,19,878,+0.58
46,0,31202,William McGirt,2.20,28,1271,+0.71
47,0,25686,Jason Dufner,2.22,20,902,+0.20
48,0,30711,Colt Knost,2.26,21,931,+0.57
48,0,24490,George McNeill,2.26,18,796,+0.50
48,0,29221,Webb Simpson,2.26,26,1148,-0.04
51,0,25345,Carl Pettersson,2.32,29,1248,+0.69
52,0,25572,Graeme McDowell,2.33,12,516,+0.50
53,0,29910,Blake Adams,2.34,34,1454,+0.62
53,0,25240,D.A. Points,2.34,24,1025,+0.67
55,0,20498,Briny Baird,2.35,16,680,+0.63
55,0,24507,Jason Bohn,2.35,22,936,+0.91
55,0,23800,Bryce Molder,2.35,23,977,+0.70
58,0,20160,Charlie Wi,2.36,25,1061,+0.32
59,0,24925,Jonathan Byrd,2.40,24,998,+0.58
60,0,29478,Kevin Kisner,2.41,19,789,+0.79
61,0,06522,Ernie Els,2.43,20,824,+0.45
61,0,12602,Dean Wilson,2.43,19,781,+1.42
63,0,07867,Woody Austin,2.46,17,690,+0.41
64,0,22371,Aaron Baddeley,2.48,21,847,E
64,0,24361,Pat Perez,2.48,24,967,+0.46
64,0,23788,D.J. Trahan,2.48,28,1131,+0.43
64,0,21878,Mark Wilson,2.48,24,968,+0.54
68,0,22913,John Rollins,2.53,25,990,+0.72
69,0,10585,Scott McCarron,2.54,19,749,+0.84
70,0,20157,Retief Goosen,2.55,14,549,+0.36
71,0,28089,Jason Day,2.57,21,816,+0.81
72,0,27649,Brandt Snedeker,2.58,24,930,+0.58
73,0,20645,John Senden,2.59,29,1119,+0.38
74,0,21949,Joe Ogilvie,2.61,22,842,+0.64
75,0,23621,Rory Sabbatini,2.63,22,836,+0.45
76,0,28679,Fabián Gómez,2.64,25,946,+0.84
76,0,10860,Justin Leonard,2.64,27,1021,+0.63
76,0,24781,Hunter Mahan,2.64,28,1060,+0.50
79,0,23541,Ben Crane,2.66,23,864,+0.26
80,0,23638,Brendon de Jonge,2.67,34,1274,+0.41
81,0,10885,Robert Allenby,2.68,26,970,+0.50
82,0,27974,Sung Kang,2.70,19,705,+0.84
83,0,22378,Trevor Immelman,2.71,25,922,+0.32
84,0,21961,Charles Howell III,2.73,34,1245,+0.56
85,0,12652,Cameron Beckman,2.74,24,875,+0.54
85,0,31193,Jim Renner,2.74,20,730,+1.05
87,0,34255,Joseph Bramlett,2.76,23,834,+0.35
88,0,25444,Justin Hicks,2.77,17,613,+1.00
88,0,06573,Brandt Jobe,2.77,31,1121,+0.74
88,0,24663,Y.E. Yang,2.77,16,578,+0.56
91,0,31557,Jim Herman,2.78,22,792,+0.50
91,0,19970,Robert Karlsson,2.78,17,612,+0.47
91,0,25457,Alexandre Rocha,2.78,19,683,+0.74
91,0,26289,Boo Weekley,2.78,22,792,+1.05
95,0,26420,Richard Johnson,2.79,21,753,+1.00
95,0,27095,Nick Watney,2.79,24,859,+0.38
97,0,28087,Kris Blanks,2.81,32,1140,+0.28
97,0,32640,Troy Merritt,2.81,22,783,+0.77
99,0,08537,J.P. Hayes,2.86,19,664,+0.37
100,0,21731,Freddie Jacobson,2.88,28,971,+0.21
100,0,28475,Jeff Overton,2.88,29,1006,+0.38
100,0,27963,Chris Stroud,2.88,31,1076,+0.39
103,0,25818,Scott Piercy,2.89,25,864,+0.56
104,0,21209,Sergio Garcia,2.90,18,620,+0.39
105,0,29518,Brendan Steele,2.91,31,1064,+0.65
105,0,33419,Cameron Tringale,2.91,39,1339,+0.41
107,0,01313,Steve Elkington,2.92,17,583,+0.47
107,0,12782,Tim Herron,2.92,31,1062,+0.68
109,0,24138,Ian Poulter,2.94,16,545,+0.38
109,0,31323,Gary Woodland,2.94,28,952,+0.43
111,0,20472,Alex Cejka,2.95,19,644,+0.47
111,0,22046,Geoff Ogilvy,2.95,22,745,+0.86
113,0,24604,Hunter Haas,2.97,35,1178,+0.46
114,0,23673,Michael Connell,2.99,30,1004,+0.67
115,0,27064,Jhonattan Vegas,3.04,29,955,+0.21
116,0,25834,Daniel Summerhays,3.09,28,906,+1.21
117,0,20229,Stewart Cink,3.11,22,708,+0.32
118,0,33413,Ben Martin,3.12,28,898,+0.86
118,0,01948,Tim Petrovic,3.12,33,1057,+0.67
120,0,07457,Steve Flesch,3.15,34,1079,+0.74
121,0,30946,Alex Prugh,3.19,31,973,+0.97
122,0,25900,Lucas Glover,3.20,27,844,+0.56
123,0,21350,Ryuji Imada,3.22,34,1055,+0.56
123,0,26287,Roland Thatcher,3.22,27,838,+0.74
125,0,11123,Chris Couch,3.23,30,928,+0.27
125,0,25396,Kevin Na,3.23,30,929,+0.47
127,0,26881,Jarrod Lyle,3.24,32,989,+0.44
128,0,20098,Stuart Appleby,3.28,27,824,+0.89
128,0,32698,Bobby Gates,3.28,30,916,+0.57
128,0,30110,Kyle Stanley,3.28,36,1099,+0.47
131,0,08725,Tom Gillis,3.29,23,699,+0.91
131,0,26679,Kevin Stadler,3.29,33,1003,+0.67
133,0,27770,Camilo Villegas,3.32,26,784,+0.81
134,0,21805,Harrison Frazar,3.37,19,563,+0.42
134,0,29420,Billy Horschel,3.37,29,861,+0.52
136,0,30926,Chris Kirk,3.40,36,1060,+0.61
137,0,21407,Arjun Atwal,3.43,39,1138,+0.74
137,0,27936,Martin Laird,3.43,29,846,+0.24
139,0,32366,Kevin Chappell,3.45,29,840,+0.76
140,0,23548,Bill Lunde,3.46,37,1068,+0.62
140,0,28486,Michael Putnam,3.46,25,723,+0.60
140,0,27330,Josh Teater,3.46,44,1272,+0.25
143,0,30925,Dustin Johnson,3.47,26,749,+0.85
143,0,25632,Jimmy Walker,3.47,36,1038,+0.56
143,0,25804,Bubba Watson,3.47,28,806,+0.18
146,0,30692,Scott Stallings,3.48,33,947,+0.64
146,0,23325,Vaughn Taylor,3.48,40,1149,+0.90
148,0,32150,Michael Thompson,3.49,33,946,+0.55
149,0,12510,Chad Campbell,3.50,42,1199,+0.45
149,0,32102,Rickie Fowler,3.50,32,915,+0.34
151,0,12716,Charley Hoffman,3.63,37,1019,+0.70
152,0,29720,Andres Gonzales,3.65,23,631,+0.91
152,0,24502,Adam Scott,3.65,23,630,+0.22
154,0,24980,Scott Gutschewski,3.67,28,762,+0.86
154,0,26851,Marc Leishman,3.67,40,1090,+0.55
154,0,33911,Nate Smith,3.67,27,735,+0.48
157,0,08375,Paul Stankowski,3.68,33,896,+0.88
158,0,27120,Troy Matteson,3.69,41,1110,+0.59
159,0,25562,Andres Romero,3.75,35,933,+0.46
160,0,31401,Zack Miller,3.80,39,1027,+0.56
161,0,23614,Rich Beem,3.81,24,630,+0.96
161,0,24358,Robert Garrigus,3.81,36,944,+0.53
161,0,23718,Nathan Green,3.81,37,972,+0.78
164,0,24290,D.J. Brigman,3.83,29,757,+0.66
165,0,24140,Sean O'Hair,3.85,32,831,+0.63
166,0,24846,Ricky Barnes,3.86,34,881,+0.53
167,0,30750,Tommy Gainey,3.98,50,1256,+0.76
168,0,20766,Padraig Harrington,4.11,25,609,+0.76
169,0,23497,Tag Ridings,4.22,43,1019,+0.84
170,0,26300,Matt Jones,4.24,37,872,+0.32
170,0,34072,Will Strickler,4.24,25,589,+1.00
172,0,06515,Shaun Micheel,4.29,38,886,+0.53
173,0,20070,Matt Bettencourt,4.35,46,1057,+0.67
173,0,01116,Michael Bradley,4.35,35,805,+0.69
175,0,27797,Derek Lamely,4.36,34,779,+0.76
176,0,09011,David Duval,4.42,35,792,+0.54
177,0,25274,Steven Bowditch,4.44,47,1059,+0.72
177,0,01706,Davis Love III,4.44,32,720,+0.44
179,0,01810,Phil Mickelson,4.73,38,803,+0.37
180,0,20848,Ángel Cabrera,4.97,24,483,+0.46
181,0,32876,Martin Piller,5.19,37,713,+0.59
182,0,29718,Anthony Kim,5.27,41,778,+0.44
183,0,23409,James Driscoll,5.50,46,836,+0.48
184,0,23320,Ryan Palmer,5.51,45,816,+0.56
185,0,35087,Bio Kim,5.91,46,778,+0.67
186,0,27141,J.B. Holmes,5.96,38,638,+0.26
