RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
1,0,06621,Joe Durant,76.44,675,883,-0.10
2,0,22293,Heath Slocum,74.81,772,1032,-0.12
3,0,08075,Jerry Kelly,73.31,692,944,-0.15
4,0,22621,Ben Curtis,72.95,631,865,-0.11
5,0,22348,Nick O'Hern,72.89,769,1055,-0.14
6,0,24024,Zach Johnson,72.62,647,891,-0.20
7,0,19846,Brian Gay,72.34,740,1023,-0.15
8,0,21753,Brian Davis,72.15,917,1271,-0.17
9,0,01766,Billy Mayfair,70.96,838,1181,-0.13
10,0,20127,Chris Riley,70.91,668,942,-0.13
11,0,28620,Aron Price,70.80,480,678,-0.14
12,0,02206,David Toms,70.70,579,819,-0.16
13,0,10809,Jim Furyk,70.46,687,975,-0.14
14,0,01313,Steve Elkington,70.15,409,583,-0.13
15,0,01797,Rocco Mediate,70.04,470,671,-0.08
16,0,25444,Justin Hicks,69.66,427,613,-0.04
17,0,06643,Paul Goydos,69.16,711,1028,-0.09
18,0,20498,Briny Baird,68.97,469,680,-0.15
19,0,23541,Ben Crane,68.63,593,864,-0.15
20,0,20436,Garrett Willis,68.62,608,886,-0.14
21,0,25572,Graeme McDowell,68.41,353,516,-0.17
22,0,24507,Jason Bohn,68.06,637,936,-0.18
23,0,27933,John Merrick,67.99,567,834,-0.19
24,0,21878,Mark Wilson,67.98,658,968,-0.15
25,0,23800,Bryce Molder,67.76,662,977,-0.19
26,0,10505,Shane Bertsch,67.73,489,722,-0.17
26,0,22961,David Mathis,67.73,659,973,-0.10
28,0,06004,Stephen Ames,67.63,564,834,-0.11
29,0,20645,John Senden,67.56,756,1119,-0.19
30,0,22913,John Rollins,67.47,668,990,-0.20
31,0,26951,Johnson Wagner,67.42,656,973,-0.12
32,0,26289,Boo Weekley,67.30,533,792,-0.16
33,0,07867,Woody Austin,67.25,464,690,-0.20
34,0,20572,Rod Pampling,67.19,561,835,-0.18
35,0,24502,Adam Scott,67.14,423,630,-0.19
36,0,29420,Billy Horschel,67.13,578,861,-0.11
36,0,26476,Chez Reavie,67.13,766,1141,-0.15
38,0,06251,Chris DiMarco,66.90,760,1136,-0.13
39,0,11123,Chris Couch,66.81,620,928,-0.15
40,0,23983,Luke Donald,66.76,480,719,-0.23
41,0,10733,Kent Jones,66.67,618,927,-0.16
42,0,20472,Alex Cejka,66.61,429,644,-0.10
43,0,23353,J.J. Henry,66.51,729,1096,-0.17
44,0,30711,Colt Knost,66.49,619,931,-0.08
45,0,10860,Justin Leonard,66.31,677,1021,-0.14
46,0,29910,Blake Adams,66.30,964,1454,-0.18
47,0,24138,Ian Poulter,66.06,360,545,-0.16
48,0,06573,Brandt Jobe,66.01,740,1121,-0.18
49,0,25686,Jason Dufner,65.85,594,902,-0.17
50,0,23673,Michael Connell,65.84,661,1004,-0.12
51,0,27214,Kevin Streelman,65.79,650,988,-0.20
52,0,25240,D.A. Points,65.56,672,1025,-0.15
53,0,12510,Chad Campbell,65.30,783,1199,-0.19
53,0,12602,Dean Wilson,65.30,510,781,-0.15
55,0,10885,Robert Allenby,65.26,633,970,-0.17
56,0,29518,Brendan Steele,65.23,694,1064,-0.16
57,0,24924,Bill Haas,65.13,650,998,-0.21
58,0,27939,Matt McQuillan,65.07,434,667,-0.15
59,0,23108,Matt Kuchar,64.88,643,991,-0.25
60,0,01948,Tim Petrovic,64.81,685,1057,-0.15
61,0,23638,Brendon de Jonge,64.68,824,1274,-0.17
62,0,24781,Hunter Mahan,64.62,685,1060,-0.24
63,0,08537,J.P. Hayes,64.61,429,664,-0.10
64,0,33413,Ben Martin,64.48,579,898,-0.17
65,0,22405,Justin Rose,64.46,566,878,-0.24
66,0,23614,Rich Beem,64.44,406,630,-0.10
67,0,27466,Spencer Levin,64.34,837,1301,-0.18
67,0,26596,Ryan Moore,64.34,534,830,-0.22
69,0,10585,Scott McCarron,64.22,481,749,-0.14
70,0,26758,David Hearn,64.20,676,1053,-0.19
71,0,27649,Brandt Snedeker,64.19,597,930,-0.23
72,0,23623,Bo Van Pelt,64.00,633,989,-0.20
73,0,24604,Hunter Haas,63.92,753,1178,-0.15
74,0,24361,Pat Perez,63.91,618,967,-0.16
75,0,23325,Vaughn Taylor,63.88,734,1149,-0.15
76,0,28087,Kris Blanks,63.86,728,1140,-0.19
77,0,01577,Lee Janzen,63.82,441,691,-0.17
78,0,08725,Tom Gillis,63.81,446,699,-0.11
78,0,26679,Kevin Stadler,63.81,640,1003,-0.17
80,0,26420,Richard Johnson,63.75,480,753,-0.05
81,0,28679,Fabián Gómez,63.64,602,946,-0.15
82,0,24357,K.J. Choi,63.60,512,805,-0.17
83,0,06527,Steve Stricker,63.51,470,740,-0.25
84,0,24663,Y.E. Yang,63.49,367,578,-0.13
85,0,26668,Marc Turnesa,63.29,400,632,-0.06
86,0,25345,Carl Pettersson,63.22,789,1248,-0.21
87,0,29221,Webb Simpson,63.15,725,1148,-0.30
88,0,27974,Sung Kang,63.12,445,705,-0.18
89,0,29720,Andres Gonzales,63.07,398,631,-0.14
90,0,32640,Troy Merritt,62.84,492,783,-0.14
91,0,20160,Charlie Wi,62.77,666,1061,-0.17
92,0,20593,Greg Chalmers,62.65,681,1087,-0.17
93,0,25834,Daniel Summerhays,62.58,567,906,-0.14
94,0,25900,Lucas Glover,62.56,528,844,-0.20
95,0,22046,Geoff Ogilvy,62.42,465,745,-0.18
95,0,27330,Josh Teater,62.42,794,1272,-0.18
97,0,26331,Charl Schwartzel,62.41,347,556,-0.18
98,0,21731,Freddie Jacobson,62.20,604,971,-0.17
99,0,25457,Alexandre Rocha,62.08,424,683,-0.14
100,0,12652,Cameron Beckman,61.94,542,875,-0.14
100,0,01706,Davis Love III,61.94,446,720,-0.18
102,0,12716,Charley Hoffman,61.83,630,1019,-0.24
103,0,24925,Jonathan Byrd,61.82,617,998,-0.23
104,0,33141,Keegan Bradley,61.72,653,1058,-0.15
105,0,22378,Trevor Immelman,61.71,569,922,-0.13
106,0,06522,Ernie Els,61.65,508,824,-0.17
107,0,07457,Steve Flesch,61.54,664,1079,-0.13
108,0,29478,Kevin Kisner,61.47,485,789,-0.13
109,0,32150,Michael Thompson,61.42,581,946,-0.17
110,0,33419,Cameron Tringale,61.39,822,1339,-0.14
111,0,20157,Retief Goosen,61.38,337,549,-0.19
112,0,31202,William McGirt,61.29,779,1271,-0.16
113,0,23548,Bill Lunde,61.24,654,1068,-0.21
114,0,28158,Steve Marino,61.10,523,856,-0.17
115,0,30110,Kyle Stanley,60.96,670,1099,-0.19
116,0,24490,George McNeill,60.93,485,796,-0.15
117,0,33911,Nate Smith,60.82,447,735,-0.12
118,0,34255,Joseph Bramlett,60.79,507,834,-0.15
119,0,06567,Vijay Singh,60.77,598,984,-0.19
120,0,23788,D.J. Trahan,60.74,687,1131,-0.17
121,0,21350,Ryuji Imada,60.66,640,1055,-0.14
122,0,32698,Bobby Gates,60.59,555,916,-0.14
123,0,28475,Jeff Overton,60.44,608,1006,-0.21
124,0,26287,Roland Thatcher,60.38,506,838,-0.16
125,0,27936,Martin Laird,60.17,509,846,-0.24
126,0,21209,Sergio Garcia,60.00,372,620,-0.23
127,0,30750,Tommy Gainey,59.87,752,1256,-0.18
128,0,08375,Paul Stankowski,59.82,536,896,-0.15
129,0,31193,Jim Renner,59.73,436,730,-0.19
130,0,23718,Nathan Green,59.67,580,972,-0.15
131,0,26881,Jarrod Lyle,59.66,590,989,-0.10
132,0,27963,Chris Stroud,59.57,641,1076,-0.18
133,0,34072,Will Strickler,59.42,350,589,-0.15
134,0,25804,Bubba Watson,59.31,478,806,-0.25
135,0,32366,Kevin Chappell,59.17,497,840,-0.15
136,0,25562,Andres Romero,59.16,552,933,-0.26
137,0,27095,Nick Watney,59.14,508,859,-0.26
137,0,31323,Gary Woodland,59.14,563,952,-0.21
139,0,27770,Camilo Villegas,59.06,463,784,-0.19
140,0,20229,Stewart Cink,58.90,417,708,-0.15
141,0,20098,Stuart Appleby,58.86,485,824,-0.15
142,0,27120,Troy Matteson,58.83,653,1110,-0.19
143,0,24846,Ricky Barnes,58.80,518,881,-0.18
144,0,24980,Scott Gutschewski,58.79,448,762,-0.14
145,0,23621,Rory Sabbatini,58.73,491,836,-0.23
146,0,25396,Kevin Na,58.45,543,929,-0.20
147,0,31401,Zack Miller,58.42,600,1027,-0.11
148,0,21961,Charles Howell III,58.39,727,1245,-0.21
149,0,30925,Dustin Johnson,58.34,437,749,-0.26
150,0,32102,Rickie Fowler,58.25,533,915,-0.22
151,0,19970,Robert Karlsson,58.01,355,612,-0.21
152,0,30946,Alex Prugh,57.97,564,973,-0.20
153,0,21407,Arjun Atwal,57.91,659,1138,-0.17
153,0,12782,Tim Herron,57.91,615,1062,-0.14
155,0,23497,Tag Ridings,57.90,590,1019,-0.19
156,0,30692,Scott Stallings,57.66,546,947,-0.15
157,0,25818,Scott Piercy,57.64,498,864,-0.22
158,0,22371,Aaron Baddeley,57.38,486,847,-0.29
159,0,31557,Jim Herman,57.32,454,792,-0.16
160,0,06515,Shaun Micheel,57.22,507,886,-0.09
161,0,21949,Joe Ogilvie,57.13,481,842,-0.18
162,0,20070,Matt Bettencourt,57.05,603,1057,-0.15
163,0,24140,Sean O'Hair,56.80,472,831,-0.18
164,0,01116,Michael Bradley,56.77,457,805,-0.17
165,0,25274,Steven Bowditch,56.66,600,1059,-0.19
166,0,23409,James Driscoll,56.46,472,836,-0.17
167,0,24290,D.J. Brigman,56.41,427,757,-0.11
168,0,30926,Chris Kirk,56.32,597,1060,-0.21
169,0,26300,Matt Jones,56.31,491,872,-0.19
170,0,28089,Jason Day,56.13,458,816,-0.24
171,0,20766,Padraig Harrington,55.83,340,609,-0.21
172,0,26851,Marc Leishman,55.78,608,1090,-0.19
173,0,24358,Robert Garrigus,55.72,526,944,-0.23
174,0,32876,Martin Piller,55.40,395,713,-0.12
