RANK,MOVEMENT,PLAYER_ID,PLAYER,%,FAIRWAYS HIT,POSSIBLE FAIRWAYS,RELATIVE TO PAR
175,0,27064,Jhonattan Vegas,55.29,528,955,-0.18
176,0,23320,Ryan Palmer,55.15,450,816,-0.19
177,0,20848,Ángel Cabrera,55.07,266,483,-0.23
178,0,28486,Michael Putnam,54.77,396,723,-0.12
179,0,01810,Phil Mickelson,54.67,439,803,-0.24
180,0,25632,Jimmy Walker,54.53,566,1038,-0.19
181,0,35087,Bio Kim,54.50,424,778,-0.13
182,0,27141,J.B. Holmes,54.23,346,638,-0.22
183,0,21805,Harrison Frazar,54.17,305,563,-0.16
184,0,09011,David Duval,52.53,416,792,-0.16
185,0,27797,Derek Lamely,51.86,404,779,-0.16
186,0,29718,Anthony Kim,50.13,390,778,-0.20
