RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
1,0,34046,Jordan Spieth,45.43,646,1422
2,0,22371,Aaron Baddeley,44.85,444,990
3,0,22405,Justin Rose,44.35,495,1116
4,0,23325,Vaughn Taylor,43.53,713,1638
5,0,51766,Wyndham Clark,43.27,662,1530
6,0,34466,Peter Malnati,43.24,646,1494
7,0,29221,Webb Simpson,43.23,607,1404
8,0,37455,Si Woo Kim,43.22,638,1476
9,0,47993,Denny McCarthy,43.07,628,1458
10,0,30978,Kiradech Aphibarnrat,42.92,479,1116
11,0,37380,Curtis Luck,42.75,454,1062
12,0,40009,Dominic Bozzelli,42.70,515,1206
13,0,34256,Andrew Putnam,42.69,584,1368
14,0,31420,Anirban Lahiri,42.67,530,1242
15,0,33486,Roger Sloan,42.66,645,1512
16,0,35450,Patrick Cantlay,42.52,551,1296
17,0,47959,Bryson DeChambeau,42.36,549,1296
18,0,34021,Bud Cauley,42.34,625,1476
18,0,35891,Cameron Smith,42.34,564,1332
20,0,28237,Rory McIlroy,42.32,518,1224
21,0,35617,Martin Trainer,42.17,463,1098
22,0,26851,Marc Leishman,42.05,545,1296
23,0,34261,Scott Langley,41.97,559,1332
24,0,32058,José de Jesús Rodríguez,41.88,490,1170
25,0,31560,Brian Stuard,41.84,708,1692
26,0,34360,Patrick Reed,41.79,662,1584
27,0,25572,Graeme McDowell,41.71,533,1278
28,0,32757,Patton Kizzire,41.67,555,1332
28,0,49771,J.T. Poston,41.67,720,1728
30,0,32150,Michael Thompson,41.63,532,1278
31,0,27649,Brandt Snedeker,41.53,740,1782
32,0,26499,Rafa Cabrera Bello,41.42,507,1224
33,0,47504,Sam Burns,41.38,581,1404
34,0,23621,Rory Sabbatini,41.34,692,1674
35,0,39971,Sungjae Im,41.20,875,2124
36,0,33399,Adam Hadwin,41.12,607,1476
37,0,24138,Ian Poulter,41.00,428,1044
38,0,35879,Kelly Kraft,40.95,597,1458
39,0,24024,Zach Johnson,40.89,471,1152
40,0,24361,Pat Perez,40.86,456,1116
41,0,28775,Nate Lashley,40.85,500,1224
42,0,37275,Sam Ryder,40.82,529,1296
43,0,29484,Peter Uihlein,40.81,573,1404
44,0,32839,Hideki Matsuyama,40.78,646,1584
45,0,26300,Matt Jones,40.74,616,1512
45,0,25493,Nick Taylor,40.74,682,1674
47,0,27958,Ryan Blaum,40.72,601,1476
48,0,24925,Jonathan Byrd,40.70,359,882
49,0,29926,Danny Lee,40.67,593,1458
50,0,33448,Justin Thomas,40.66,527,1296
51,0,19846,Brian Gay,40.64,651,1602
51,0,25198,Francesco Molinari,40.64,395,972
53,0,40098,Matt Fitzpatrick,40.63,373,918
53,0,21731,Freddie Jacobson,40.63,373,918
55,0,48081,Xander Schauffele,40.62,541,1332
56,0,25632,Jimmy Walker,40.54,540,1332
57,0,35506,Mackenzie Hughes,40.50,554,1368
58,0,06522,Ernie Els,40.48,357,882
59,0,36799,Stephan Jaeger,40.45,517,1278
60,0,33410,Andrew Landry,40.39,538,1332
61,0,01810,Phil Mickelson,40.37,436,1080
62,0,40026,Daniel Berger,40.32,479,1188
62,0,29223,Sam Saunders,40.32,537,1332
64,0,32102,Rickie Fowler,40.28,551,1368
65,0,30191,Julián Etulain,40.26,471,1170
66,0,23320,Ryan Palmer,40.24,478,1188
67,0,35461,Beau Hossler,40.23,601,1494
68,0,45526,Abraham Ancer,40.21,637,1584
69,0,33419,Cameron Tringale,40.17,470,1170
70,0,46501,Ollie Schniederjans,40.15,542,1350
71,0,28259,Sangmoon Bae,40.12,390,972
72,0,46435,Austin Cook,40.02,461,1152
72,0,34563,Chesson Hadley,40.02,533,1332
74,0,26476,Chez Reavie,39.98,662,1656
75,0,29908,C.T. Pan,39.97,590,1476
76,0,27963,Chris Stroud,39.96,446,1116
77,0,29420,Billy Horschel,39.92,661,1656
77,0,30925,Dustin Johnson,39.92,503,1260
79,0,26596,Ryan Moore,39.86,531,1332
80,0,28252,Seamus Power,39.81,516,1296
81,0,29478,Kevin Kisner,39.79,616,1548
81,0,25818,Scott Piercy,39.79,616,1548
83,0,28089,Jason Day,39.76,458,1152
84,0,19803,Ryan Armour,39.73,658,1656
85,0,25396,Kevin Na,39.72,429,1080
86,0,46402,Talor Gooch,39.71,386,972
86,0,32640,Troy Merritt,39.71,436,1098
88,0,27895,Jonas Blixt,39.69,543,1368
88,0,35421,Brandon Harkins,39.69,593,1494
90,0,34099,Harris English,39.68,650,1638
91,0,35376,Roberto Díaz,39.66,464,1170
92,0,21209,Sergio Garcia,39.65,314,792
93,0,27644,Brian Harman,39.64,635,1602
94,0,23108,Matt Kuchar,39.58,570,1440
95,0,25900,Lucas Glover,39.57,641,1620
96,0,30692,Scott Stallings,39.53,555,1404
97,0,30911,Tommy Fleetwood,39.50,455,1152
97,0,26329,Louis Oosthuizen,39.50,455,1152
99,0,29725,Tony Finau,39.48,597,1512
100,0,21528,Henrik Stenson,39.44,355,900
101,0,36689,Brooks Koepka,39.34,524,1332
102,0,24502,Adam Scott,39.25,431,1098
103,0,34076,Joel Dahmen,39.24,678,1728
104,0,27974,Sung Kang,39.22,593,1512
104,0,46970,Jon Rahm,39.22,480,1224
104,0,36699,Patrick Rodgers,39.22,360,918
107,0,37340,Chase Wright,39.13,486,1242
108,0,35732,Wes Roach,39.07,443,1134
109,0,46601,Trey Mullinax,39.04,513,1314
110,0,39546,Keith Mitchell,39.02,583,1494
111,0,32139,Danny Willett,38.98,442,1134
112,0,45157,Cam Davis,38.97,505,1296
113,0,28679,Fabián Gómez,38.89,434,1116
113,0,26758,David Hearn,38.89,329,846
113,0,30944,Jason Kokrak,38.89,630,1620
113,0,47347,Adam Schenk,38.89,700,1800
113,0,30786,Brady Schnell,38.89,357,918
118,0,47128,Richy Werenski,38.82,580,1494
119,0,10809,Jim Furyk,38.81,475,1224
119,0,27556,Ted Potter Jr.,38.81,496,1278
121,0,39954,Cody Gribble,38.80,461,1188
122,0,32791,K.H. Lee,38.76,586,1512
123,0,33948,Byeong Hun An,38.74,537,1386
124,0,33418,Shawn Stefani,38.67,529,1368
125,0,27141,J.B. Holmes,38.65,494,1278
126,0,32816,Satoshi Kodaira,38.63,445,1152
127,0,37454,Whee Kim,38.57,479,1242
127,0,49964,Aaron Wise,38.57,479,1242
129,0,39977,Max Homa,38.54,555,1440
129,0,45486,Joaquin Niemann,38.54,666,1728
131,0,27095,Nick Watney,38.49,575,1494
132,0,33667,Carlos Ortiz,38.41,567,1476
132,0,37189,Harold Varner III,38.41,567,1476
134,0,32333,Kevin Tway,38.40,553,1440
