RANK,MOVEMENT,PLAYER_ID,PLAYER,% UNDER THEN OVER PAR,TOTAL UNDER THEN OVER PAR,UNDER PAR
1,0,48081,Xander Schauffele,7.43%,26,350
2,0,52215,Robert MacIntyre,8.66%,24,277
3,0,30163,Henrik Norlander,10.00%,26,260
4,0,40115,Adam Svensson,10.16%,38,374
5,0,31646,Emiliano Grillo,10.17%,30,295
6,0,50525,Collin Morikawa,10.19%,33,324
7,0,46046,Scottie Scheffler,10.34%,37,358
8,0,34098,Russell Henley,10.37%,28,270
9,0,59095,Chris Gotterup,10.49%,28,267
10,0,27349,Alex Noren,10.62%,29,273
11,0,23108,Matt Kuchar,10.76%,27,251
12,0,33448,Justin Thomas,10.80%,31,287
13,0,51894,Vince Whaley,10.97%,34,310
14,0,28252,Seamus Power,11.20%,40,357
15,0,47993,Denny McCarthy,11.21%,36,321
15,0,46414,Aaron Rai,11.21%,37,330
17,0,27139,David Skinns,11.25%,35,311
18,0,46340,Alex Smalley,11.48%,35,305
19,0,54628,Lee Hodges,11.68%,39,334
20,0,24024,Zach Johnson,11.73%,23,196
21,0,39327,Ben Silverman,11.76%,36,306
22,0,51977,Max Greyserman,11.92%,41,344
23,0,51766,Wyndham Clark,11.97%,37,309
24,0,36884,Ben Kohles,12.04%,39,324
25,0,33204,Shane Lowry,12.09%,33,273
26,0,47483,Will Zalatoris,12.18%,29,238
27,0,48084,Wesley Bryan,12.21%,26,213
28,0,39324,J.J. Spaun,12.30%,39,317
29,0,26476,Chez Reavie,12.35%,31,251
30,0,48117,Kurt Kitayama,12.37%,37,299
31,0,51997,Andrew Novak,12.39%,42,339
32,0,32757,Patton Kizzire,12.41%,34,274
33,0,40006,Erik van Rooyen,12.42%,41,330
34,0,45242,Kevin Yu,12.46%,37,297
35,0,54591,Ben Griffin,12.53%,60,479
36,0,60004,Jacob Bridgeman,12.57%,44,350
37,0,55708,Hayden Buckley,12.60%,31,246
37,0,46442,Maverick McNealy,12.60%,48,381
39,0,39975,Michael Kim,12.64%,45,356
40,0,30926,Chris Kirk,12.66%,40,316
41,0,57900,Chandler Phillips,12.78%,46,360
42,0,58168,Davis Thompson,12.79%,49,383
43,0,29725,Tony Finau,12.80%,43,336
44,0,36799,Stephan Jaeger,12.84%,42,327
45,0,28775,Nate Lashley,12.87%,35,272
46,0,34099,Harris English,12.90%,44,341
47,0,39546,Keith Mitchell,12.94%,48,371
48,0,47591,Eric Cole,12.99%,56,431
49,0,28089,Jason Day,13.01%,38,292
49,0,59143,Mac Meissner,13.01%,38,292
51,0,34587,Chan Kim,13.02%,44,338
51,0,55789,Taylor Montgomery,13.02%,28,215
53,0,52375,Doug Ghim,13.09%,47,359
53,0,32839,Hideki Matsuyama,13.09%,36,275
55,0,24502,Adam Scott,13.11%,35,267
55,0,49960,Sepp Straka,13.11%,35,267
57,0,32366,Kevin Chappell,13.15%,28,213
58,0,35461,Beau Hossler,13.19%,48,364
59,0,34021,Bud Cauley,13.20%,26,197
60,0,47663,Kevin Dougherty,13.22%,30,227
61,0,35450,Patrick Cantlay,13.33%,36,270
62,0,25493,Nick Taylor,13.40%,41,306
63,0,49947,Taylor Moore,13.42%,49,365
63,0,51634,Sahith Theegala,13.42%,49,365
65,0,27064,Jhonattan Vegas,13.46%,42,312
66,0,52955,Ludvig Åberg,13.50%,42,311
67,0,28237,Rory McIlroy,13.55%,37,273
68,0,49771,J.T. Poston,13.60%,48,353
69,0,22371,Aaron Baddeley,13.64%,36,264
70,0,33399,Adam Hadwin,13.71%,44,321
71,0,51287,Ryo Hisatsune,13.80%,45,326
72,0,29535,Brice Garnett,13.81%,25,181
73,0,25900,Lucas Glover,13.89%,50,360
74,0,50484,Hayden Springer,13.92%,43,309
75,0,12716,Charley Hoffman,13.95%,42,301
76,0,34563,Chesson Hadley,13.96%,37,265
77,0,54783,Dylan Wu,14.11%,45,319
78,0,51349,Nico Echavarria,14.13%,52,368
79,0,60067,Joe Highsmith,14.15%,45,318
80,0,51890,Greyson Sigg,14.23%,39,274
81,0,37455,Si Woo Kim,14.25%,51,358
82,0,29420,Billy Horschel,14.29%,42,294
82,0,36801,Mark Hubbard,14.29%,57,399
84,0,34256,Andrew Putnam,14.33%,43,300
85,0,35506,Mackenzie Hughes,14.36%,52,362
86,0,45522,Christiaan Bezuidenhout,14.43%,42,291
87,0,47679,Victor Perez,14.45%,37,256
88,0,32791,K.H. Lee,14.66%,45,307
89,0,30911,Tommy Fleetwood,14.69%,36,245
90,0,40026,Daniel Berger,14.70%,46,313
91,0,50497,Adrien Dumont de Chassart,14.75%,41,278
92,0,48867,Matti Schmid,14.77%,48,325
93,0,48887,Matt Wallace,14.79%,38,257
94,0,27644,Brian Harman,14.80%,49,331
95,0,32070,Rafael Campos,14.85%,34,229
95,0,50493,Justin Suh,14.85%,45,303
97,0,29478,Kevin Kisner,14.86%,26,175
98,0,39971,Sungjae Im,14.89%,56,376
99,0,36699,Patrick Rodgers,14.92%,57,382
100,0,29936,Ryan Fox,14.97%,44,294
101,0,47347,Adam Schenk,15.00%,51,340
102,0,48319,Tom Whitney,15.02%,41,273
103,0,27330,Josh Teater,15.05%,28,186
104,0,35310,Lanto Griffin,15.15%,45,297
105,0,33948,Byeong Hun An,15.18%,46,303
106,0,33486,Roger Sloan,15.21%,40,263
107,0,22405,Justin Rose,15.24%,32,210
108,0,55893,Sam Stevens,15.25%,63,413
109,0,27129,Luke List,15.27%,42,275
110,0,57975,Harry Hall,15.32%,55,359
111,0,52513,Carson Young,15.34%,56,365
112,0,26596,Ryan Moore,15.38%,40,260
113,0,52514,Trace Crowe,15.41%,45,292
113,0,40098,Matt Fitzpatrick,15.41%,41,266
115,0,36871,Matt NeSmith,15.50%,40,258
116,0,47988,Nick Hardy,15.53%,50,322
117,0,33408,Tyson Alexander,15.55%,44,283
118,0,47983,Chad Ramey,15.60%,51,327
119,0,52372,Cameron Champ,15.61%,32,205
120,0,29908,C.T. Pan,15.64%,33,211
121,0,36326,David Lipsky,15.65%,41,262
122,0,54576,Patrick Fishburn,15.70%,46,293
123,0,51696,Rico Hoey,15.73%,56,356
124,0,40058,Zac Blair,15.81%,46,291
125,0,31323,Gary Woodland,15.86%,46,290
126,0,37275,Sam Ryder,15.90%,52,327
127,0,52666,Sami Valimaki,16.03%,38,237
128,0,38991,Alejandro Tosti,16.04%,47,293
129,0,47504,Sam Burns,16.13%,55,341
130,0,32102,Rickie Fowler,16.14%,46,285
131,0,57366,Cameron Young,16.15%,52,322
132,0,40162,Justin Lower,16.18%,66,408
133,0,57362,Austin Eckroat,16.19%,57,352
134,0,32333,Kevin Tway,16.30%,37,227
135,0,39997,Corey Conners,16.33%,56,343
136,0,35532,Tom Hoge,16.36%,70,428
137,0,47995,Davis Riley,16.38%,48,293
138,0,56630,Akshay Bhatia,16.51%,54,327
139,0,33141,Keegan Bradley,16.55%,49,296
139,0,33653,Thomas Detry,16.55%,46,278
141,0,27214,Kevin Streelman,16.60%,44,265
142,0,34255,Joseph Bramlett,16.72%,55,329
142,0,55182,Tom Kim,16.72%,54,323
144,0,37378,Min Woo Lee,16.85%,45,267
145,0,59836,Pierceson Coody,16.92%,55,325
146,0,40250,Taylor Pendrith,17.02%,56,329
146,0,50095,Austin Smotherman,17.02%,32,188
148,0,32640,Troy Merritt,17.06%,50,293
149,0,45609,Tyler Duncan,17.07%,42,246
150,0,27936,Martin Laird,17.13%,49,286
151,0,52453,Nicolai Højgaard,17.17%,34,198
152,0,48699,Callum Tarren,17.20%,43,250
153,0,46717,Viktor Hovland,17.30%,41,237
154,0,52374,Brandon Wu,17.31%,54,312
155,0,23320,Ryan Palmer,17.42%,27,155
156,0,46113,Ryan McCormick,17.45%,41,235
157,0,46441,Robby Shelton,17.55%,53,302
158,0,54421,Garrick Higgo,17.59%,54,307
159,0,50188,S.H. Kim,17.61%,75,426
160,0,48153,Matthieu Pavon,17.70%,43,243
161,0,47420,Jake Knapp,17.81%,52,292
162,0,34076,Joel Dahmen,17.84%,61,342
163,0,29221,Webb Simpson,17.92%,31,173
164,0,30927,Brendon Todd,17.95%,63,351
165,0,45157,Cam Davis,18.01%,56,311
166,0,59442,Parker Coody,18.18%,34,187
167,0,39977,Max Homa,18.37%,52,283
168,0,37212,Paul Barjon,18.81%,38,202
169,0,34046,Jordan Spieth,18.82%,51,271
170,0,48119,Ben Taylor,19.12%,39,204
171,0,55454,Carl Yuan,19.25%,46,239
172,0,27649,Brandt Snedeker,19.31%,39,202
173,0,28420,Ryan Brehm,19.40%,39,201
174,0,59866,Nick Dunlap,19.60%,59,301
175,0,34466,Peter Malnati,19.61%,50,255
176,0,33968,Thorbjørn Olesen,19.77%,35,177
177,0,34374,Erik Barnes,20.00%,38,190
178,0,60767,Blaine Hale Jr.,21.13%,41,194
179,0,51070,Vincent Norrman,21.90%,30,137
180,0,32367,Jorge Campillo,21.93%,41,187
181,0,47806,Raul Pereda,22.07%,32,145
182,0,35617,Martin Trainer,22.15%,35,158
183,0,56149,Wilson Furr,22.97%,48,209
184,0,27770,Camilo Villegas,24.14%,49,203
