RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL ROUNDS
1,0,29461,Jamie Lovemark,68.00,272,4
2,0,28237,Rory McIlroy,68.50,137,2
3,0,30925,Dustin Johnson,68.75,275,4
4,0,12510,Chad Campbell,69.00,138,2
4,0,32366,Kevin Chappell,69.00,345,5
6,0,33122,Russell Knox,69.14,484,7
6,0,32150,Michael Thompson,69.14,484,7
8,0,24494,Erik Compton,69.20,346,5
9,0,22405,Justin Rose,69.25,277,4
9,0,23623,Bo Van Pelt,69.25,554,8
11,0,22371,Aaron Baddeley,69.29,485,7
12,0,30944,Jason Kokrak,69.33,416,6
13,0,27770,Camilo Villegas,69.38,902,13
14,0,24357,K.J. Choi,69.40,347,5
15,0,29740,Brad Fritsch,69.50,278,4
15,0,10809,Jim Furyk,69.50,139,2
15,0,21209,Sergio Garcia,69.50,278,4
15,0,20157,Retief Goosen,69.50,556,8
15,0,27330,Josh Teater,69.50,556,8
20,0,10860,Justin Leonard,69.60,348,5
21,0,24507,Jason Bohn,69.67,418,6
21,0,36689,Brooks Koepka,69.67,209,3
23,0,23541,Ben Crane,69.86,489,7
24,0,26851,Marc Leishman,69.88,559,8
25,0,26300,Matt Jones,69.90,699,10
26,0,34021,Bud Cauley,70.00,350,5
26,0,20104,Ken Duke,70.00,560,8
26,0,27644,Brian Harman,70.00,350,5
26,0,27408,Martin Kaymer,70.00,210,3
26,0,27649,Brandt Snedeker,70.00,210,3
26,0,34046,Jordan Spieth,70.00,70,1
26,0,26679,Kevin Stadler,70.00,770,11
26,0,25834,Daniel Summerhays,70.00,630,9
26,0,25804,Bubba Watson,70.00,280,4
26,0,10423,Mike Weir,70.00,210,3
26,0,20160,Charlie Wi,70.00,280,4
37,0,23320,Ryan Palmer,70.11,631,9
38,0,30927,Brendon Todd,70.13,561,8
39,0,34099,Harris English,70.17,421,6
39,0,26956,Bronson La'Cassie,70.17,421,6
39,0,35300,Andrew Loupe,70.17,421,6
42,0,31557,Jim Herman,70.25,281,4
42,0,34360,Patrick Reed,70.25,281,4
44,0,29289,S.Y. Noh,70.29,492,7
45,0,34563,Chesson Hadley,70.30,703,10
46,0,25274,Steven Bowditch,70.33,633,9
46,0,25364,Paul Casey,70.33,211,3
46,0,29222,Billy Hurley III,70.33,422,6
46,0,01810,Phil Mickelson,70.33,422,6
46,0,24140,Sean O'Hair,70.33,211,3
46,0,25632,Jimmy Walker,70.33,211,3
52,0,20229,Stewart Cink,70.43,493,7
52,0,33419,Cameron Tringale,70.43,493,7
54,0,23638,Brendon de Jonge,70.50,564,8
54,0,28307,Matt Every,70.50,564,8
54,0,25562,Andres Romero,70.50,282,4
54,0,21528,Henrik Stenson,70.50,141,2
58,0,24924,Bill Haas,70.56,635,9
58,0,24490,George McNeill,70.56,635,9
58,0,31323,Gary Woodland,70.56,635,9
61,0,29478,Kevin Kisner,70.57,494,7
61,0,25345,Carl Pettersson,70.57,494,7
63,0,19846,Brian Gay,70.60,353,5
64,0,25396,Kevin Na,70.63,565,8
65,0,24846,Ricky Barnes,70.67,636,9
66,0,29518,Brendan Steele,70.70,707,10
67,0,08075,Jerry Kelly,70.71,495,7
68,0,29926,Danny Lee,70.73,778,11
69,0,20848,Ángel Cabrera,70.75,283,4
69,0,28500,Martin Flores,70.75,566,8
