RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
70,0,28679,Fabián Gómez,17' 0",67.917,4,33,3
71,0,27649,Brandt Snedeker,16' 10",33.667,2,26,7
72,0,29926,Danny Lee,16' 7",99.667,6,35,6
73,0,27974,Sung Kang,16' 4",147.083,9,36,1
74,0,30711,Colt Knost,16' 3",48.750,3,23,10
75,0,12716,Charley Hoffman,16' 1",96.583,6,38,4
75,0,25632,Jimmy Walker,16' 1",128.583,8,41,3
77,0,23108,Matt Kuchar,16' 0",48.083,3,20,13
78,0,22892,Jason Gore,15' 11",63.667,4,26,5
78,0,35532,Tom Hoge,15' 11",31.833,2,23,9
80,0,26851,Marc Leishman,15' 8",62.500,4,18,8
80,0,35451,Scott Pinckney,15' 8",78.333,5,28,3
82,0,32200,Roberto Castro,15' 6",61.917,4,35,4
82,0,31202,William McGirt,15' 6",77.417,5,44,1
84,0,32150,Michael Thompson,15' 4",30.667,2,26,5
85,0,28475,Jeff Overton,15' 3",30.417,2,25,5
86,0,37455,Si Woo Kim,15' 1",90.667,6,34,8
87,0,29476,Kyle Reifers,15' 0",74.917,5,48,1
88,0,25834,Daniel Summerhays,14' 10",89.000,6,56,2
89,0,23621,Rory Sabbatini,14' 9",14.750,1,15,15
90,0,24502,Adam Scott,14' 7",101.833,7,36,6
90,0,30110,Kyle Stanley,14' 7",87.417,6,23,10
92,0,28114,Dawie van der Walt,14' 6",43.583,3,17,11
93,0,27436,Graham DeLaet,14' 2",85.000,6,65,2
93,0,31420,Anirban Lahiri,14' 2",56.500,4,23,11
95,0,29289,S.Y. Noh,14' 0",55.917,4,35,1
96,0,26596,Ryan Moore,13' 11",27.750,2,14,14
97,0,36699,Patrick Rodgers,13' 10",110.500,8,24,7
98,0,24140,Sean O'Hair,13' 8",54.750,4,20,8
98,0,26331,Charl Schwartzel,13' 8",54.500,4,21,8
98,0,29485,Brett Stegmaier,13' 8",68.333,5,34,6
101,0,25396,Kevin Na,13' 3",66.083,5,24,6
101,0,34360,Patrick Reed,13' 3",93.000,7,24,5
103,0,06567,Vijay Singh,12' 11",25.750,2,14,11
104,0,29725,Tony Finau,12' 9",63.583,5,36,4
104,0,20645,John Senden,12' 9",51.083,4,16,11
104,0,27963,Chris Stroud,12' 9",63.667,5,26,1
107,0,33461,Morgan Hoffmann,12' 8",127.000,10,26,2
108,0,32757,Patton Kizzire,12' 7",50.250,4,25,5
109,0,34563,Chesson Hadley,12' 5",12.417,1,12,12
109,0,30925,Dustin Johnson,12' 5",111.667,9,18,5
111,0,20229,Stewart Cink,12' 1",48.167,4,22,6
111,0,34265,Will Wilcox,12' 1",36.333,3,17,7
111,0,25349,Tim Wilkinson,12' 1",24.167,2,23,1
114,0,06522,Ernie Els,12' 0",35.917,3,20,8
115,0,29518,Brendan Steele,11' 11",47.750,4,25,5
116,0,29268,Bronson Burgoon,11' 9",46.833,4,23,2
116,0,27942,Rob Oppenheim,11' 9",11.750,1,12,12
118,0,27644,Brian Harman,11' 8",46.667,4,17,5
119,0,25198,Francesco Molinari,11' 6",34.500,3,19,2
120,0,28237,Rory McIlroy,11' 5",34.250,3,23,3
121,0,36801,Mark Hubbard,11' 4",56.667,5,30,5
122,0,27466,Spencer Levin,11' 2",44.583,4,16,4
123,0,29720,Andres Gonzales,11' 0",33.083,3,16,7
124,0,37189,Harold Varner III,10' 11",54.417,5,22,3
125,0,32366,Kevin Chappell,10' 10",75.667,7,21,4
126,0,32618,Rhein Gibson,10' 7",31.667,3,15,7
126,0,33122,Russell Knox,10' 7",31.667,3,18,4
128,0,27214,Kevin Streelman,10' 4",31.000,3,15,7
129,0,34409,David Lingmerth,9' 11",29.750,3,23,2
130,0,24357,K.J. Choi,9' 10",49.167,5,16,3
131,0,33413,Ben Martin,9' 8",106.500,11,33,2
131,0,06527,Steve Stricker,9' 8",19.250,2,14,5
133,0,32839,Hideki Matsuyama,9' 7",9.583,1,10,10
133,0,33419,Cameron Tringale,9' 7",57.583,6,23,4
135,0,29745,Tyler Aldridge,9' 6",28.500,3,19,3
135,0,24494,Erik Compton,9' 6",9.500,1,10,10
135,0,34098,Russell Henley,9' 6",56.917,6,12,6
135,0,29222,Billy Hurley III,9' 6",28.500,3,15,7"
139,0,37454,Whee Kim,9' 5",28.333,3,13,7
139,0,34466,Peter Malnati,9' 5",18.833,2,10,9
141,0,34261,Scott Langley,9' 4",18.583,2,15,3
142,0,26476,Chez Reavie,9' 2",45.667,5,16,5
143,0,10885,Robert Allenby,8' 10",17.583,2,9,9
143,0,25818,Scott Piercy,8' 10",35.167,4,15,3
145,0,22405,Justin Rose,8' 9",43.917,5,19,4
146,0,30926,Chris Kirk,8' 8",17.250,2,9,8
146,0,26329,Louis Oosthuizen,8' 8",34.667,4,15,5
146,0,28132,Tyrone Van Aswegen,8' 8",17.250,2,11,6
149,0,31323,Gary Woodland,8' 7",60.167,7,34,10"
150,0,33141,Keegan Bradley,8' 5",25.250,3,9,8
150,0,24490,George McNeill,8' 5",8.417,1,8,8
152,0,29420,Billy Horschel,8' 4",16.583,2,9,8
153,0,20098,Stuart Appleby,8' 3",24.750,3,12,6
153,0,29974,Branden Grace,8' 3",8.250,1,8,8
155,0,27895,Jonas Blixt,8' 2",48.750,6,16,4
156,0,12510,Chad Campbell,8' 0",8.000,1,8,8
156,0,31646,Emiliano Grillo,8' 0",24.083,3,16,4
156,0,28092,D.H. Lee,8' 0",24.083,3,14,5
159,0,40058,Zac Blair,7' 9",7.750,1,8,8
159,0,35891,Cameron Smith,7' 9",7.750,1,8,8
161,0,29461,Jamie Lovemark,7' 5",29.500,4,14,4
162,0,21731,Freddie Jacobson,7' 2",7.167,1,7,7
162,0,33410,Andrew Landry,7' 2",21.417,3,19,1
164,0,27747,Hiroshi Iwata,7' 0",42.083,6,10,3
165,0,22046,Geoff Ogilvy,6' 11",27.583,4,18,2
166,0,30944,Jason Kokrak,6' 10",20.417,3,9,5
166,0,35879,Kelly Kraft,6' 10",27.167,4,17,3
168,0,31416,Derek Fathauer,6' 7",6.583,1,7,7
169,0,39975,Michael Kim,6' 5",19.167,3,10,4
170,0,20691,Greg Owen,6' 1",18.250,3,8,3
171,0,22371,Aaron Baddeley,5' 9",17.333,3,8,4
172,0,30692,Scott Stallings,5' 7",11.083,2,7,4
173,0,33204,Shane Lowry,3' 9",7.500,2,4,4
174,0,34174,John Huh,2' 10",2.833,1,3,3
175,0,01810,Phil Mickelson,2' 6",5.000,2,3,2
