RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,25572,Graeme McDowell,48' 7",48.583,1,49,49
2,0,25720,Chad Collins,41' 9",83.417,2,46,38
3,0,32876,Martin Piller,40' 2",80.333,2,70,11
4,0,20157,Retief Goosen,39' 1",39.083,1,39,39
5,0,23983,Luke Donald,38' 7",38.583,1,39,39
6,0,21878,Mark Wilson,36' 1",72.167,2,36,36
7,0,10809,Jim Furyk,34' 7",69.083,2,62,7
8,0,10213,Dicky Pride,34' 3",34.250,1,34,34
9,0,31557,Jim Herman,34' 1",34.083,1,34,34
10,0,20848,Ángel Cabrera,33' 11",67.833,2,61,7
11,0,28158,Steve Marino,33' 1",66.083,2,55,11
12,0,24024,Zach Johnson,31' 4",94.000,3,68,4
13,0,35300,Andrew Loupe,31' 1",93.250,3,43,14
14,0,35732,Wes Roach,31' 0",93.083,3,56,11
15,0,21209,Sergio Garcia,30' 9",61.500,2,58,3
16,0,25900,Lucas Glover,30' 6",91.583,3,53,15
17,0,29221,Webb Simpson,29' 2",87.583,3,55,6
18,0,23638,Brendon de Jonge,27' 5",82.250,3,37,17
19,0,24358,Robert Garrigus,27' 4",81.917,3,40,11
20,0,25892,Steve Wheatcroft,27' 2",108.667,4,54,6
21,0,32448,James Hahn,27' 0",53.917,2,51,3
22,0,26758,David Hearn,26' 9",160.333,6,57,9
23,0,29478,Kevin Kisner,26' 8",106.500,4,46,12
24,0,29223,Sam Saunders,25' 1",125.250,5,56,6
24,0,26951,Johnson Wagner,25' 1",100.417,4,53,12
26,0,32102,Rickie Fowler,24' 8",123.500,5,79,5
27,0,27770,Camilo Villegas,24' 6",147.083,6,65,7
27,0,25804,Bubba Watson,24' 6",97.917,4,61,7
29,0,25686,Jason Dufner,24' 2",121.000,5,45,4
30,0,23800,Bryce Molder,23' 8",47.333,2,26,21
31,0,20766,Padraig Harrington,22' 8",22.667,1,23,23
32,0,29479,Scott Brown,21' 5",64.333,3,26,14
32,0,34046,Jordan Spieth,21' 5",64.250,3,52,2
34,0,25364,Paul Casey,21' 4",85.167,4,32,2
35,0,33448,Justin Thomas,21' 0",126.083,6,43,7
36,0,33399,Adam Hadwin,20' 11",62.833,3,40,9
37,0,34431,Robert Streb,20' 9",62.333,3,48,5
38,0,23320,Ryan Palmer,20' 8",103.417,5,55,5
39,0,24461,Thomas Aiken,20' 7",20.583,1,21,21
39,0,27141,J.B. Holmes,20' 7",41.083,2,33,8
39,0,30927,Brendon Todd,20' 7",61.667,3,49,9"
42,0,33418,Shawn Stefani,20' 5",81.583,4,32,10
43,0,21961,Charles Howell III,20' 3",80.833,4,64,2
44,0,28089,Jason Day,20' 2",141.167,7,75,7
45,0,25274,Steven Bowditch,19' 11",39.750,2,30,10
45,0,08075,Jerry Kelly,19' 11",99.417,5,46,5
47,0,23353,J.J. Henry,19' 10",19.833,1,20,20
48,0,34099,Harris English,19' 8",59.083,3,35,2
49,0,27936,Martin Laird,19' 6",58.500,3,22,18
50,0,40026,Daniel Berger,19' 2",76.583,4,36,7
50,0,23325,Vaughn Taylor,19' 2",57.417,3,32,8
52,0,36689,Brooks Koepka,18' 11",113.583,6,44,4
52,0,30163,Henrik Norlander,18' 11",75.583,4,35,11
54,0,35545,Blayne Barber,18' 6",55.417,3,35,7
55,0,20472,Alex Cejka,18' 4",36.583,2,25,12
55,0,35539,Luke Guthrie,18' 4",54.917,3,26,8
57,0,34264,Hudson Swafford,18' 3",182.333,10,42,10"
57,0,27064,Jhonattan Vegas,18' 3",164.167,9,63,3
59,0,26289,Boo Weekley,18' 2",72.583,4,38,5
60,0,37273,Derek Ernst,17' 11",35.833,2,28,8
60,0,33667,Carlos Ortiz,17' 11",71.500,4,33,7
62,0,24924,Bill Haas,17' 8",70.500,4,39,2
63,0,46440,Smylie Kaufman,17' 7",88.083,5,30,11
64,0,27129,Luke List,17' 5",34.750,2,28,7
65,0,20104,Ken Duke,17' 4",103.833,6,41,4
65,0,20572,Rod Pampling,17' 4",17.333,1,17,17
67,0,24781,Hunter Mahan,17' 2",51.417,3,34,7
67,0,32640,Troy Merritt,17' 2",34.250,2,32,2
69,0,25493,Nick Taylor,17' 1",68.250,4,41,8
