RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST. (FT),TOT BIRDIE PUTTS MADE,LONGEST MADE (FT),SHORTEST MADE (FT)
1,0,30927,Brendon Todd,11' 6",1542.833,134,81,7"
2,0,23353,J.J. Henry,11' 5",1909.167,167,58,7"
3,0,24024,Zach Johnson,11' 4",2942.833,259,76,2"
4,0,30711,Colt Knost,11' 3",2360.250,210,60,6"
5,0,33204,Shane Lowry,11' 2",1335.583,120,38,4"
5,0,10213,Dicky Pride,11' 2",1464.750,131,62,1
5,0,29476,Kyle Reifers,11' 2",3510.583,314,54,5"
5,0,06527,Steve Stricker,11' 2",1651.000,148,62,1"
9,0,10885,Robert Allenby,11' 1",1130.667,102,51,8"
9,0,06522,Ernie Els,11' 1",1923.833,174,50,3"
9,0,24490,George McNeill,11' 1",1513.667,137,46,7"
12,0,33413,Ben Martin,11' 0",3049.917,277,56,4"
12,0,25396,Kevin Na,11' 0",2710.417,246,45,3"
14,0,35451,Scott Pinckney,10' 11",2592.083,237,64,3"
15,0,40058,Zac Blair,10' 10",2648.083,244,64,2"
15,0,34466,Peter Malnati,10' 10",2412.333,223,57,2"
17,0,35539,Luke Guthrie,10' 9",1605.250,149,54,5"
17,0,20645,John Senden,10' 9",2835.500,264,57,1"
19,0,34098,Russell Henley,10' 8",2450.917,230,54,1"
19,0,27942,Rob Oppenheim,10' 8",1686.167,158,43,9"
19,0,32150,Michael Thompson,10' 8",2065.750,193,67,3"
22,0,21961,Charles Howell III,10' 7",2986.833,283,64,2"
22,0,25834,Daniel Summerhays,10' 7",2914.500,276,46,5"
24,0,28089,Jason Day,10' 6",2432.000,231,75,2"
24,0,39975,Michael Kim,10' 6",2908.083,277,55,2"
24,0,31202,William McGirt,10' 6",3169.583,303,48,6"
24,0,26951,Johnson Wagner,10' 6",2678.417,256,55,9"
24,0,21878,Mark Wilson,10' 6",1523.583,145,62,6"
29,0,24357,K.J. Choi,10' 5",2293.333,221,57,1"
29,0,23800,Bryce Molder,10' 5",2195.000,211,48,5"
31,0,25198,Francesco Molinari,10' 4",1836.000,177,59,6"
32,0,34099,Harris English,10' 3",2474.167,241,61,2"
32,0,29720,Andres Gonzales,10' 3",2171.917,212,61,3"
32,0,35532,Tom Hoge,10' 3",2088.917,204,63,5"
32,0,34261,Scott Langley,10' 3",1519.667,148,64,4"
32,0,26329,Louis Oosthuizen,10' 3",1422.417,139,41,3"
32,0,26476,Chez Reavie,10' 3",2568.917,250,37,2"
32,0,34046,Jordan Spieth,10' 3",2406.167,234,46,2"
32,0,27963,Chris Stroud,10' 3",2427.750,236,59,4"
32,0,02206,David Toms,10' 3",1686.417,165,44,2"
41,0,25686,Jason Dufner,10' 2",2769.000,273,47,1"
41,0,20572,Rod Pampling,10' 2",1056.500,104,49,2"
43,0,12716,Charley Hoffman,10' 1",2427.833,240,46,6"
43,0,26300,Matt Jones,10' 1",2024.500,201,58,2"
43,0,30163,Henrik Norlander,10' 1",1778.083,177,65,2"
43,0,34431,Robert Streb,10' 1",2060.500,205,54,5"
43,0,27064,Jhonattan Vegas,10' 1",2895.500,287,53,1"
