RANK,MOVEMENT,PLAYER_ID,PLAYER,POINTS,# OF WINS,# OF TOP 10'S,POINTS BEHIND LEAD
105,0,23108,Matt Kuchar,382,0,1,0
106,0,29936,Ryan Fox,377,0,3,0
107,0,27139,David Skinns,376,0,2,0
108,0,32102,Rickie Fowler,374,0,0,0
109,0,39327,Ben Silverman,373,0,0,0
110,0,51349,Nico Echavarria,367,0,1,0
111,0,47983,Chad Ramey,367,0,1,0
112,0,48887,Matt Wallace,354,0,1,0
113,0,50188,S.H. Kim,346,0,1,0
114,0,52513,Carson Young,346,0,2,0
115,0,40058,Zac Blair,344,0,2,0
116,0,55789,Taylor Montgomery,325,0,0,0
117,0,39975,Michael Kim,325,0,1,0
118,0,34076,Joel Dahmen,320,0,1,0
119,0,54783,Dylan Wu,313,0,1,0
120,0,59836,Pierceson Coody,308,0,2,0
121,0,60004,Jacob Bridgeman,308,0,0,0
122,0,36871,Matt NeSmith,293,0,2,0
123,0,51894,Vince Whaley,285,0,1,0
124,0,32333,Kevin Tway,285,0,2,0
125,0,48867,Matti Schmid,283,0,1,0
126,0,50484,Hayden Springer,283,0,3,0
127,0,37275,Sam Ryder,282,0,0,0
128,0,55454,Carl Yuan,273,0,2,0
129,0,38991,Alejandro Tosti,267,0,1,0
130,0,46340,Alex Smalley,257,0,1,0
131,0,30163,Henrik Norlander,256,0,0,0
132,0,51890,Greyson Sigg,254,0,2,0
133,0,34374,Erik Barnes,248,0,1,0
134,0,32757,Patton Kizzire,241,0,2,0
135,0,52514,Trace Crowe,235,0,1,0
136,0,32367,Jorge Campillo,235,0,1,0
137,0,57364,Michael Thorbjornsen,232,0,1,0
138,0,34563,Chesson Hadley,227,0,2,0
139,0,55708,Hayden Buckley,224,0,2,0
140,0,40026,Daniel Berger,221,0,0,0
141,0,35617,Martin Trainer,220,0,1,0
142,0,51600,Jimmy Stanger,213,0,1,0
143,0,32640,Troy Merritt,213,0,1,0
144,0,46441,Robby Shelton,207,0,1,0
145,0,24024,Zach Johnson,202,0,0,0
146,0,26596,Ryan Moore,201,0,1,0
147,0,27936,Martin Laird,196,0,2,0
148,0,32070,Rafael Campos,188,0,1,0
149,0,34255,Joseph Bramlett,187,0,0,0
150,0,54421,Garrick Higgo,186,0,1,0
