RANK,MOVEMENT,PLAYER_ID,PLAYER,%,POINTS WON,POTENTIAL PTS,# OF WINS,# OF TOP 10'S
83,0,28475,Jeff Overton,6.14,611,9950,0,3
84,0,27214,Kevin Streelman,6.09,600,9850,0,3
85,0,26951,Johnson Wagner,6.03,585,9700,1,1
86,0,24138,Ian Poulter,6.00,387,6450,0,1
87,0,23322,Brett Wetterich,5.95,208,3500,0
88,0,24846,Ricky Barnes,5.93,552,9300,0,2
89,0,26476,Chez Reavie,5.88,588,10000,0,3
90,0,25632,Jimmy Walker,5.80,615,10600,0,4
90,0,20160,Charlie Wi,5.80,591,10200,0,1
92,0,21753,Brian Davis,5.73,685,11950,0,1
93,0,27933,John Merrick,5.72,415,7250,0,1
94,0,12510,Chad Campbell,5.71,591,10350,0,1
95,0,01941,Tom Pernice Jr.,5.60,210,3750,0,1
96,0,22913,John Rollins,5.56,608,10950,0,2
97,0,28087,Kris Blanks,5.53,641,11600,0,2
98,0,02214,Kirk Triplett,5.51,110,2000,0
99,0,20572,Rod Pampling,5.49,385,7000,0,2
100,0,08725,Tom Gillis,5.32,431,8100,0,2
101,0,22378,Trevor Immelman,5.31,468,8800,0
102,0,32366,Kevin Chappell,5.24,503,9600,0,2
103,0,23353,J.J. Henry,5.23,599,11450,0,1
104,0,33419,Cameron Tringale,5.22,644,12350,0,4
105,0,26851,Marc Leishman,5.04,522,10350,0,2
106,0,06643,Paul Goydos,4.82,474,9850,0,3
107,0,29910,Blake Adams,4.79,616,12850,0,3
108,0,27120,Troy Matteson,4.78,542,11350,0,2
109,0,25364,Paul Casey,4.71,280,5950,0
110,0,01157,Tom Byrum,4.70,12,250,0
111,0,21350,Ryuji Imada,4.62,529,11450,0,2
112,0,32150,Michael Thompson,4.58,413,9000,0,1
113,0,01116,Michael Bradley,4.56,454,9950,1,1
114,0,20766,Padraig Harrington,4.54,338,7450,0,3
115,0,26329,Louis Oosthuizen,4.49,267,5950,0,1
116,0,06522,Ernie Els,4.48,357,7950,0
117,0,23800,Bryce Molder,4.40,493,11200,0,4
118,0,28307,Matt Every,4.37,98,2250,0
119,0,02256,Tom Watson,4.36,48,1100,0
120,0,20593,Greg Chalmers,4.25,450,10600,0,2
120,0,29718,Anthony Kim,4.25,485,11400,0,2
122,0,24604,Hunter Haas,4.21,499,11850,0,3
123,0,28620,Aron Price,4.18,272,6500,0
124,0,22348,Nick O'Hern,4.17,463,11100,0,2
125,0,23409,James Driscoll,4.15,353,8500,0,2
125,0,12782,Tim Herron,4.15,456,11000,0,2
127,0,06251,Chris DiMarco,4.07,499,12250,0
128,0,21949,Joe Ogilvie,4.04,364,9000,0,1
129,0,20498,Briny Baird,3.97,258,6500,0,2
130,0,01707,Steve Lowery,3.95,20,500,0
131,0,23548,Bill Lunde,3.91,428,10950,0
132,0,27963,Chris Stroud,3.90,413,10600,0,2
133,0,26679,Kevin Stadler,3.82,414,10850,0,1
134,0,26758,David Hearn,3.81,362,9500,0,1
135,0,27770,Camilo Villegas,3.80,395,10400,0,2
136,0,22056,Cameron Percy,3.78,161,4250,0,1
137,0,27939,Matt McQuillan,3.74,280,7500,0,2
138,0,20070,Matt Bettencourt,3.73,461,12350,0,2
139,0,23325,Vaughn Taylor,3.65,397,10850,0
140,0,20848,Ángel Cabrera,3.62,237,6550,0,2
141,0,01473,Todd Hamilton,3.61,117,3250,0
142,0,06004,Stephen Ames,3.57,298,8350,0,2
143,0,26287,Roland Thatcher,3.46,302,8750,0,2
144,0,22621,Ben Curtis,3.43,304,8850,0
145,0,07867,Woody Austin,3.39,221,6500,0,1
146,0,06595,Kevin Sutherland,3.38,190,5600,0
147,0,07457,Steve Flesch,3.35,352,10500,0,1
147,0,22961,David Mathis,3.35,326,9750,0,1
149,0,22293,Heath Slocum,3.33,388,11650,0
150,0,20098,Stuart Appleby,3.29,387,11750,0,1
151,0,25274,Steven Bowditch,3.23,347,10750,0,1
152,0,23788,D.J. Trahan,3.21,392,12200,0,1
153,0,24507,Jason Bohn,3.18,284,8950,0
154,0,26300,Matt Jones,3.17,328,10350,0,1
155,0,01766,Billy Mayfair,3.14,353,11250,0,1
156,0,12652,Cameron Beckman,3.13,324,10350,0
157,0,20472,Alex Cejka,3.12,303,9700,0
157,0,27330,Josh Teater,3.12,393,12600,0,1
159,0,28486,Michael Putnam,3.08,300,9750,0
160,0,10733,Kent Jones,3.05,297,9750,0
161,0,10860,Justin Leonard,3.02,328,10850,0
162,0,01968,Nick Price,3.00,15,500,0
163,0,10505,Shane Bertsch,2.96,207,7000,0,1
163,0,20127,Chris Riley,2.96,292,9850,0,1
165,0,12602,Dean Wilson,2.93,318,10850,0
166,0,06214,Guy Boros,2.90,7,250,0
167,0,21528,Henrik Stenson,2.89,159,5500,0
168,0,01948,Tim Petrovic,2.88,326,11350,0
169,0,27974,Sung Kang,2.83,219,7750,0,1
170,0,20436,Garrett Willis,2.81,270,9600,0,1
171,0,20850,Daniel Chopra,2.80,21,750,0
172,0,21407,Arjun Atwal,2.75,339,12350,0,1
173,0,31202,William McGirt,2.72,334,12250,0
174,0,10585,Scott McCarron,2.68,221,8250,0
175,0,06621,Joe Durant,2.64,260,9850,0
176,0,19824,Craig Barlow,2.62,39,1500,0
177,0,23497,Tag Ridings,2.60,286,11000,0
178,0,26695,Michael Letzig,2.54,114,4500,0,1
179,0,20580,Andre Stolz,2.53,19,750,0
180,0,26289,Boo Weekley,2.52,223,8850,0
181,0,33413,Ben Martin,2.48,242,9750,0,1
182,0,20094,Jonathan Kaye,2.40,12,500,0
183,0,31401,Zack Miller,2.37,290,12250,0,1
184,0,28118,Peter Tomasulo,2.31,121,5250,0
185,0,08375,Paul Stankowski,2.30,207,9000,0
186,0,27060,John Mallinger,2.28,137,6000,0
187,0,11032,Frank Lickliter II,2.27,102,4500,0
188,0,01577,Lee Janzen,2.24,168,7500,0
189,0,32698,Bobby Gates,2.23,256,11500,0,3
190,0,23673,Michael Connell,2.20,233,10600,0
191,0,30711,Colt Knost,2.16,227,10500,0
192,0,10213,Dicky Pride,2.12,64,3000,0
193,0,24912,Will MacKenzie,2.10,105,5000,0
194,0,23718,Nathan Green,2.09,209,10000,0
195,0,28679,Fabián Gómez,2.08,208,10000,0,1
196,0,29420,Billy Horschel,2.07,197,9500,0,1
197,0,26668,Marc Turnesa,2.06,175,8500,0,1
198,0,09011,David Duval,2.05,191,9350,0,1
199,0,19881,Robert Damron,2.02,25,1250,0
200,0,31557,Jim Herman,2.00,160,8000,0
201,0,25190,Jeff Quinney,1.98,89,4500,0
202,0,23349,Charles Warren,1.97,89,4500,0
203,0,35087,Bio Kim,1.88,179,9500,0
204,0,08537,J.P. Hayes,1.87,147,7850,0
204,0,31193,Jim Renner,1.87,149,8000,0,2
206,0,26881,Jarrod Lyle,1.85,217,11750,0,1
207,0,25444,Justin Hicks,1.82,145,8000,0
208,0,25834,Daniel Summerhays,1.79,210,11750,0
209,0,30946,Alex Prugh,1.77,209,11850,0
210,0,01928,Corey Pavin,1.76,37,2100,0
211,0,01945,Kenny Perry,1.73,110,6350,0
212,0,01161,Mark Calcavecchia,1.70,34,2000,0
212,0,25457,Alexandre Rocha,1.70,127,7500,0
214,0,26420,Richard Johnson,1.69,144,8500,0
215,0,22892,Jason Gore,1.67,42,2500,0
216,0,24290,D.J. Brigman,1.65,140,8500,0
217,0,01313,Steve Elkington,1.63,107,6600,0,1
218,0,25720,Chad Collins,1.54,121,7850,0
219,0,24980,Scott Gutschewski,1.47,125,8500,0
220,0,20433,Mark Hensby,1.46,29,2000,0
220,0,06515,Shaun Micheel,1.46,160,10950,0
222,0,32640,Troy Merritt,1.44,131,9100,0
223,0,32876,Martin Piller,1.42,120,8500,0
224,0,01249,John Daly,1.40,110,7850,0,1
225,0,29720,Andres Gonzales,1.33,93,7000,0
226,0,01724,Jeff Maggert,1.32,89,6750,0
227,0,29478,Kevin Kisner,1.29,116,9000,0
228,0,34072,Will Strickler,1.28,84,6500,0
229,0,08385,Omar Uresti,1.27,19,1500,0
230,0,10425,Jay Williamson,1.26,25,2000,0
231,0,27302,Garth Mulroy,1.23,25,2000,0
231,0,33911,Nate Smith,1.23,110,9000,0
233,0,06012,Greg Kraft,1.20,3,250,0
234,0,27797,Derek Lamely,1.19,123,10350,0
235,0,07749,Brett Quigley,1.17,47,4000,0
236,0,34255,Joseph Bramlett,1.16,110,9500,0
237,0,07363,Craig Bowden,1.05,21,2000,0
238,0,12714,Chris Tidland,1.02,44,4250,0,1
239,0,06197,Michael Allen,.99,17,1750,0
240,0,01388,Robert Gamez,.91,32,3500,0
241,0,01797,Rocco Mediate,.89,85,9450,0
242,0,23614,Rich Beem,.86,78,9100,0
242,0,01978,Fran Quinn,.86,30,3500,0
244,0,12660,Jesper Parnevik,.85,41,4750,0
245,0,24503,Jeff Klauk,.79,32,4000,0
246,0,29461,Jamie Lovemark,.72,31,4250,0
247,0,21959,Ted Purdy,.70,14,2000,0
248,0,27124,Chris Baryla,.65,49,7500,0
249,0,27796,Joe Affrunti,.42,11,2500,0
249,0,20029,Notah Begay III,.42,6,1500,0
251,0,20095,Carl Paulson,.41,15,3750,0
251,0,02246,Duffy Waldorf,.41,25,6000,0
253,0,26498,Matt Weibring,.38,9,2250,0
254,0,27990,Scott Gordon,.37,26,7000,0
255,0,26882,Michael Sim,.34,27,7850,0
256,0,01381,Fred Funk,.33,9,2750,0
257,0,01685,J.L. Lewis,.19,0,250,0
258,0,07223,Brian Bateman,.18,0,250,0
259,0,06373,José María Olazábal,.11,3,2950,0
260,0,01132,Mark Brooks,.09,2,2350,0
260,0,27436,Graham DeLaet,.09,1,1000,0
262,0,01887,Mark O'Meara,.08,1,1200,0
263,0,01619,Skip Kendall,.05,1,2000,0
264,0,10423,Mike Weir,.02,2,7350,0
