RANK,MOVEMENT,PLAYER_ID,PLAYER,STROKE DIFFERENTIAL,PLAYER'S SCORE,FIELD AVERAGE SCORE
1,0,23108,Matt Kuchar,+1.59,69.43,71.02
2,0,06527,Steve Stricker,+1.56,69.78,71.34
3,0,01810,Phil Mickelson,+1.46,70.34,71.80
4,0,06522,Ernie Els,+1.42,70.37,71.79
5,0,25364,Paul Casey,+1.38,69.93,71.31
6,0,20157,Retief Goosen,+1.35,69.96,71.31
7,0,10809,Jim Furyk,+1.33,70.23,71.56
8,0,23983,Luke Donald,+1.30,70.25,71.55
9,0,30925,Dustin Johnson,+1.19,70.46,71.65
10,0,23623,Bo Van Pelt,+1.18,70.07,71.25
11,0,22405,Justin Rose,+1.12,69.92,71.04
12,0,24357,K.J. Choi,+1.10,70.39,71.49
13,0,10885,Robert Allenby,+1.03,70.53,71.56
13,0,27141,J.B. Holmes,+1.03,70.22,71.25
13,0,27095,Nick Watney,+1.03,70.41,71.44
16,0,25804,Bubba Watson,+.94,70.21,71.15
17,0,20766,Padraig Harrington,+.93,70.79,71.72
18,0,28237,Rory McIlroy,+.92,70.94,71.86
19,0,24502,Adam Scott,+.91,70.84,71.75
20,0,24924,Bill Haas,+.89,70.22,71.11
21,0,23541,Ben Crane,+.88,70.30,71.18
22,0,23135,Tim Clark,+.86,70.31,71.17
23,0,12716,Charley Hoffman,+.85,69.93,70.78
24,0,01313,Steve Elkington,+.84,70.03,70.87
25,0,21961,Charles Howell III,+.82,69.96,70.78
26,0,23638,Brendon de Jonge,+.80,70.14,70.94
27,0,20229,Stewart Cink,+.79,70.55,71.34
28,0,27649,Brandt Snedeker,+.78,70.28,71.06
29,0,28089,Jason Day,+.77,70.43,71.20
29,0,32102,Rickie Fowler,+.77,70.35,71.12
31,0,24781,Hunter Mahan,+.74,70.64,71.38
32,0,25396,Kevin Na,+.73,70.04,70.77
33,0,24140,Sean O'Hair,+.72,70.79,71.51
33,0,02206,David Toms,+.72,70.18,70.90
35,0,23800,Bryce Molder,+.71,70.35,71.06
35,0,06567,Vijay Singh,+.71,70.69,71.40
37,0,27770,Camilo Villegas,+.69,70.90,71.59
38,0,21731,Freddie Jacobson,+.68,70.18,70.86
38,0,20160,Charlie Wi,+.68,70.05,70.73
40,0,12602,Dean Wilson,+.66,69.69,70.35
41,0,24846,Ricky Barnes,+.65,70.47,71.12
41,0,24024,Zach Johnson,+.65,70.59,71.24
41,0,08375,Paul Stankowski,+.65,69.79,70.44
44,0,08725,Tom Gillis,+.64,70.12,70.76
44,0,22293,Heath Slocum,+.64,70.54,71.18
46,0,27466,Spencer Levin,+.63,70.09,70.72
47,0,06515,Shaun Micheel,+.62,70.57,71.19
