RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
1,0,36689,Brooks Koepka,23.33,42,180
2,0,28089,Jason Day,21.95,36,164
3,0,27141,J.B. Holmes,20.67,37,179
4,0,34099,Harris English,20.43,57,279
5,0,21528,Henrik Stenson,20.00,31,155
6,0,32839,Hideki Matsuyama,19.82,45,227
7,0,25892,Steve Wheatcroft,18.57,44,237
8,0,20396,Lee Westwood,18.00,18,100
9,0,24502,Adam Scott,17.65,15,85
10,0,29518,Brendan Steele,17.23,41,238
11,0,26951,Johnson Wagner,17.17,34,198
12,0,30925,Dustin Johnson,17.16,23,134
13,0,34098,Russell Henley,17.07,35,205
13,0,21961,Charles Howell III,17.07,56,328
15,0,20593,Greg Chalmers,16.92,22,130
16,0,25396,Kevin Na,16.73,46,275
17,0,22371,Aaron Baddeley,16.67,37,222
18,0,29725,Tony Finau,16.61,49,295
19,0,26758,David Hearn,16.56,50,302
20,0,40026,Daniel Berger,16.55,47,284
20,0,25804,Bubba Watson,16.55,23,139
22,0,34431,Robert Streb,16.50,49,297
23,0,33448,Justin Thomas,16.49,47,285
24,0,34265,Will Wilcox,16.42,22,134
25,0,23621,Rory Sabbatini,16.37,37,226
26,0,36699,Patrick Rodgers,16.33,24,147
27,0,26476,Chez Reavie,16.25,26,160
28,0,22405,Justin Rose,16.11,24,149
29,0,27963,Chris Stroud,16.09,42,261
30,0,28023,Byron Smith,16.06,22,137
31,0,22892,Jason Gore,15.71,33,210
32,0,31323,Gary Woodland,15.66,26,166
33,0,24507,Jason Bohn,15.64,51,326
34,0,06522,Ernie Els,15.52,18,116
35,0,27770,Camilo Villegas,15.51,38,245
36,0,27644,Brian Harman,15.48,37,239
37,0,28500,Martin Flores,15.36,41,267
38,0,30692,Scott Stallings,15.29,24,157
39,0,33413,Ben Martin,15.28,44,288
40,0,34409,David Lingmerth,15.18,39,257
41,0,24358,Robert Garrigus,15.12,26,172
42,0,32334,Charlie Beljan,15.08,27,179
43,0,10809,Jim Furyk,15.03,26,173
44,0,29420,Billy Horschel,14.85,30,202
45,0,28259,Sangmoon Bae,14.77,44,298
46,0,25191,Gonzalo Fernandez-Castaño,14.75,32,217
47,0,34360,Patrick Reed,14.71,35,238
48,0,01810,Phil Mickelson,14.69,26,177
49,0,33667,Carlos Ortiz,14.65,40,273
50,0,20104,Ken Duke,14.63,42,287
51,0,21209,Sergio Garcia,14.56,15,103
52,0,34046,Jordan Spieth,14.49,30,207
53,0,08075,Jerry Kelly,14.47,34,235
54,0,35539,Luke Guthrie,14.45,37,256
55,0,31560,Brian Stuard,14.43,43,298
56,0,32366,Kevin Chappell,14.40,35,243
57,0,29476,Kyle Reifers,14.39,40,278
57,0,34264,Hudson Swafford,14.39,39,271
59,0,32102,Rickie Fowler,14.37,25,174
60,0,26596,Ryan Moore,14.35,30,209
61,0,20848,Ángel Cabrera,14.29,20,140
61,0,30852,Ryo Ishikawa,14.29,37,259
61,0,35451,Scott Pinckney,14.29,36,252
64,0,20157,Retief Goosen,14.21,28,197
65,0,33399,Adam Hadwin,14.19,41,289
66,0,30944,Jason Kokrak,14.11,35,248
67,0,25900,Lucas Glover,14.10,33,234
68,0,33418,Shawn Stefani,14.02,38,271
69,0,25818,Scott Piercy,14.01,36,257
70,0,29926,Danny Lee,13.97,50,358
71,0,32200,Roberto Castro,13.95,18,129
72,0,25493,Nick Taylor,13.94,35,251
73,0,35545,Blayne Barber,13.93,28,201
74,0,33122,Russell Knox,13.88,44,317
75,0,24490,George McNeill,13.85,50,361
76,0,29720,Andres Gonzales,13.82,34,246
76,0,26300,Matt Jones,13.82,30,217
78,0,33486,Roger Sloan,13.74,18,131
78,0,25834,Daniel Summerhays,13.74,43,313
80,0,29479,Scott Brown,13.71,41,299
81,0,39977,Max Homa,13.66,28,205
81,0,24138,Ian Poulter,13.66,22,161
83,0,12716,Charley Hoffman,13.62,29,213
83,0,29223,Sam Saunders,13.62,32,235
85,0,20771,Steven Alker,13.61,23,169
