RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS,LOW TOTAL PUTTS
1,0,22371,Aaron Baddeley,27.88,1868,67,22
2,0,20127,Chris Riley,27.90,2511,90,22
3,0,20229,Stewart Cink,28.16,2816,100,20
4,0,06643,Paul Goydos,28.19,2340,83,24
5,0,01378,David Frost,28.20,2228,79,24
6,0,20593,Greg Chalmers,28.23,2682,95,21
6,0,10107,Deane Pappas,28.23,2061,73,23
8,0,10860,Justin Leonard,28.24,2118,75,19
9,0,10423,Mike Weir,28.33,2125,75,22
10,0,06527,Steve Stricker,28.34,1587,56,25
11,0,01161,Mark Calcavecchia,28.35,2381,84,23
12,0,01457,Jay Haas,28.37,2355,83,20
13,0,01941,Tom Pernice Jr.,28.38,2895,102,21
13,0,02010,Loren Roberts,28.38,2412,85,24
15,0,01024,Billy Andrade,28.44,2816,99,22
15,0,10585,Scott McCarron,28.44,2304,81,23
17,0,01619,Skip Kendall,28.47,3103,109,24
18,0,01329,Brad Faxon,28.52,2681,94,24
19,0,01968,Nick Price,28.53,1769,62,20
20,0,06251,Chris DiMarco,28.55,2655,93,22
20,0,19846,Brian Gay,28.55,2769,97,22
20,0,06617,Brian Henninger,28.55,1599,56,23
23,0,20098,Stuart Appleby,28.56,2428,85,22
23,0,20572,Rod Pampling,28.56,2342,82,24
25,0,02239,Scott Verplank,28.57,2743,96,23
26,0,23541,Ben Crane,28.58,2629,92,21
26,0,20121,Todd Fischer,28.58,2715,95,20
26,0,10201,Matt Gogel,28.58,2058,72,24
29,0,01761,Len Mattiace,28.59,2659,93,23
30,0,01948,Tim Petrovic,28.60,2946,103,23
31,0,20436,Garrett Willis,28.62,2719,95,24
32,0,22913,John Rollins,28.63,2405,84,22
32,0,22548,Patrick Sheehan,28.63,2806,98,22
32,0,08793,Tiger Woods,28.63,1947,68,23
35,0,12782,Tim Herron,28.64,2835,99,22
35,0,01928,Corey Pavin,28.64,2434,85,23
37,0,01388,Robert Gamez,28.66,3239,113,23
38,0,12602,Dean Wilson,28.68,2323,81,21
39,0,12645,Brent Geiberger,28.69,1463,51,21
39,0,06567,Vijay Singh,28.69,2898,101,23
41,0,01810,Phil Mickelson,28.70,2267,79,22
41,0,22046,Geoff Ogilvy,28.70,2353,82,22
43,0,10809,Jim Furyk,28.71,2900,101,21
43,0,01553,John Huston,28.71,2153,75,19
43,0,20573,Scott Laycock,28.71,1952,68,24
43,0,25345,Carl Pettersson,28.71,2268,79,24
47,0,01226,Fred Couples,28.72,1924,67,23
48,0,24925,Jonathan Byrd,28.73,2902,101,24
49,0,06004,Stephen Ames,28.74,2558,89,23
50,0,22892,Jason Gore,28.75,2386,83,23
51,0,01132,Mark Brooks,28.78,2475,86,22
51,0,08931,Glen Day,28.78,2878,100,23
51,0,10213,Dicky Pride,28.78,2072,72,20
54,0,25031,Andy Miller,28.80,2160,75,23
54,0,07749,Brett Quigley,28.80,2506,87,24
56,0,08537,J.P. Hayes,28.81,2276,79,23
57,0,01157,Tom Byrum,28.85,2770,96,19
57,0,01320,Bob Estes,28.85,2625,91,22
57,0,26420,Richard Johnson,28.85,2539,88,22
57,0,20628,Arron Oberholser,28.85,2279,79,24
57,0,20568,Anthony Painter,28.85,2423,84,22
62,0,07457,Steve Flesch,28.86,3059,106,23
62,0,12680,Shigeki Maruyama,28.86,2453,85,23
62,0,24361,Pat Perez,28.86,2655,92,22
65,0,20771,Steven Alker,28.89,2427,84,21
65,0,23552,Hank Kuehne,28.89,2022,70,24
67,0,11032,Frank Lickliter II,28.91,2602,90,21
68,0,23983,Luke Donald,28.92,2545,88,22
68,0,01666,Bernhard Langer,28.92,1851,64,22
70,0,19881,Robert Damron,28.93,2777,96,23
71,0,01139,Olin Browne,28.95,3156,109,22
72,0,08547,John Maginnes,28.97,2491,86,22
73,0,06575,Dudley Hart,28.98,1884,65,24
74,0,20099,Doug Barron,28.99,2551,88,23
74,0,01706,Davis Love III,28.99,2261,78,22
74,0,11011,Mike Sposa,28.99,1971,68,23
77,0,23135,Tim Clark,29.00,2233,77,24
77,0,01577,Lee Janzen,29.00,2320,80,23
79,0,21806,Paul Gow,29.02,1770,61,22
79,0,01724,Jeff Maggert,29.02,2351,81,21
81,0,07867,Woody Austin,29.03,2990,103,22
82,0,01381,Fred Funk,29.04,3165,109,22
83,0,08075,Jerry Kelly,29.05,2992,103,22
84,0,20095,Carl Paulson,29.06,2935,101,23
85,0,19825,Darren Clarke,29.07,1570,54,23
86,0,20029,Notah Begay III,29.08,2617,90,22
86,0,20940,Kenichi Kuboya,29.08,2559,88,24
88,0,01723,Andrew Magee,29.09,2560,88,24
88,0,12660,Jesper Parnevik,29.09,2909,100,23
88,0,26489,Cameron Yancey,29.09,1600,55,24
91,0,20623,Gavin Coles,29.12,1922,66,23
92,0,23036,Chris Anderson,29.13,2767,95,23
92,0,21739,Aaron Barber,29.13,2709,93,24
92,0,08375,Paul Stankowski,29.13,1952,67,21
95,0,20663,Brenden Pappas,29.14,2972,102,24
96,0,23656,Jason Caron,29.15,2070,71,25
96,0,08633,Per-Ulrik Johansson,29.15,2769,95,25
96,0,01938,David Peoples,29.15,2769,95,21
96,0,20548,Hidemichi Tanaka,29.15,3265,112,23
100,0,12661,Todd Barranger,29.16,2158,74,21
