RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL 1 PUTTS,TOTAL ROUNDS
1,0,22371,Aaron Baddeley,8.00,536,67
2,0,06527,Steve Stricker,7.86,440,56
3,0,20127,Chris Riley,7.83,705,90
4,0,20229,Stewart Cink,7.69,769,100
5,0,20593,Greg Chalmers,7.67,729,95
5,0,10860,Justin Leonard,7.67,575,75
7,0,06643,Paul Goydos,7.66,636,83
8,0,10585,Scott McCarron,7.63,618,81
8,0,10107,Deane Pappas,7.63,557,73
10,0,01378,David Frost,7.61,609,80
11,0,22046,Geoff Ogilvy,7.60,623,82
12,0,19846,Brian Gay,7.57,734,97
13,0,20098,Stuart Appleby,7.54,641,85
14,0,20436,Garrett Willis,7.52,722,96
15,0,01024,Billy Andrade,7.48,748,100
16,0,20572,Rod Pampling,7.47,620,83
17,0,10423,Mike Weir,7.45,559,75
18,0,10201,Matt Gogel,7.44,543,73
19,0,22892,Jason Gore,7.43,617,83
19,0,01941,Tom Pernice Jr.,7.43,758,102
21,0,01619,Skip Kendall,7.42,816,110
22,0,01161,Mark Calcavecchia,7.40,622,84
22,0,12782,Tim Herron,7.40,740,100
24,0,25345,Carl Pettersson,7.38,583,79
25,0,20121,Todd Fischer,7.37,700,95
25,0,06567,Vijay Singh,7.37,752,102
27,0,06617,Brian Henninger,7.36,412,56
28,0,12645,Brent Geiberger,7.35,375,51
28,0,02010,Loren Roberts,7.35,632,86
30,0,01761,Len Mattiace,7.33,682,93
31,0,24925,Jonathan Byrd,7.32,739,101
31,0,20573,Scott Laycock,7.32,505,69
33,0,08793,Tiger Woods,7.31,497,68
34,0,01226,Fred Couples,7.30,489,67
34,0,01457,Jay Haas,7.30,606,83
36,0,06004,Stephen Ames,7.29,649,89
37,0,06251,Chris DiMarco,7.28,677,93
37,0,01329,Brad Faxon,7.28,692,95
39,0,02239,Scott Verplank,7.26,697,96
39,0,12602,Dean Wilson,7.26,595,82
41,0,24361,Pat Perez,7.25,674,93
42,0,01928,Corey Pavin,7.24,623,86
43,0,20099,Doug Barron,7.22,635,88
43,0,20568,Anthony Painter,7.22,614,85
45,0,01810,Phil Mickelson,7.21,577,80
45,0,22548,Patrick Sheehan,7.21,714,99
47,0,01388,Robert Gamez,7.20,821,114
47,0,08537,J.P. Hayes,7.20,569,79
47,0,20628,Arron Oberholser,7.20,576,80
50,0,22913,John Rollins,7.18,610,85
51,0,23541,Ben Crane,7.17,660,92
51,0,19881,Robert Damron,7.17,688,96
51,0,01553,John Huston,7.17,538,75
