RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
1,0,23983,Luke Donald,483,14
2,0,27936,Martin Laird,245,62
2,0,27466,Spencer Levin,245,28
4,0,27330,Josh Teater,241,0
5,0,24925,Jonathan Byrd,229,82
6,0,10505,Shane Bertsch,228,6
7,0,33419,Cameron Tringale,227,106
8,0,20229,Stewart Cink,215,32
9,0,26596,Ryan Moore,213,0
10,0,08075,Jerry Kelly,206,69
11,0,20160,Charlie Wi,204,2
12,0,26851,Marc Leishman,200,12
13,0,01473,Todd Hamilton,199,44
14,0,22792,Peter Hanson,198,7
14,0,10860,Justin Leonard,198,23
14,0,25345,Carl Pettersson,198,198
17,0,26420,Richard Johnson,197,19
18,0,20593,Greg Chalmers,194,103
19,0,23108,Matt Kuchar,192,133
20,0,23718,Nathan Green,191,27
21,0,06004,Stephen Ames,190,33
21,0,24361,Pat Perez,190,8
23,0,25900,Lucas Glover,189,30
24,0,24663,Y.E. Yang,182,5
25,0,12602,Dean Wilson,180,9
26,0,12782,Tim Herron,179,12
27,0,20645,John Senden,178,36
28,0,33911,Nate Smith,177,32
29,0,20098,Stuart Appleby,176,4
29,0,29221,Webb Simpson,176,96
31,0,01948,Tim Petrovic,175,0
32,0,29718,Anthony Kim,174,11
32,0,23325,Vaughn Taylor,174,66
34,0,23800,Bryce Molder,173,31
35,0,23322,Brett Wetterich,171,75
36,0,22405,Justin Rose,170,0
37,0,25818,Scott Piercy,168,3
37,0,22293,Heath Slocum,168,40
37,0,27649,Brandt Snedeker,168,34
40,0,28679,Fabián Gómez,167,9
41,0,27939,Matt McQuillan,166,0
42,0,06251,Chris DiMarco,165,31
42,0,01313,Steve Elkington,165,27
44,0,11032,Frank Lickliter II,164,164
45,0,23638,Brendon de Jonge,163,10
46,0,29910,Blake Adams,161,6
46,0,23673,Michael Connell,161,4
46,0,25240,D.A. Points,161,59
49,0,06527,Steve Stricker,159,7
50,0,24490,George McNeill,158,88
51,0,22348,Nick O'Hern,157,69
51,0,23621,Rory Sabbatini,157,42
53,0,25396,Kevin Na,156,29
54,0,21753,Brian Davis,154,50
54,0,26679,Kevin Stadler,154,22
56,0,10733,Kent Jones,153,0
57,0,20498,Briny Baird,152,152
57,0,33413,Ben Martin,152,15
59,0,21407,Arjun Atwal,151,4
59,0,34021,Bud Cauley,151,151
59,0,26300,Matt Jones,151,16
59,0,24781,Hunter Mahan,151,40
59,0,31193,Jim Renner,151,17
64,0,19846,Brian Gay,149,17
64,0,12716,Charley Hoffman,149,76
64,0,25562,Andres Romero,149,2
67,0,07457,Steve Flesch,148,33
68,0,23320,Ryan Palmer,147,0
69,0,35450,Patrick Cantlay,146,10
69,0,20436,Garrett Willis,146,6
69,0,21878,Mark Wilson,146,14
72,0,07867,Woody Austin,145,16
72,0,24507,Jason Bohn,145,26
72,0,21961,Charles Howell III,145,13
72,0,32640,Troy Merritt,145,12
72,0,06515,Shaun Micheel,145,5
77,0,28237,Rory McIlroy,143,15
78,0,32698,Bobby Gates,142,0
79,0,21731,Freddie Jacobson,141,67
80,0,20127,Chris Riley,140,15
81,0,24604,Hunter Haas,138,8
81,0,01978,Fran Quinn,138,62
81,0,23497,Tag Ridings,138,19
81,0,06595,Kevin Sutherland,138,33
81,0,02206,David Toms,138,7
86,0,24138,Ian Poulter,137,84
87,0,20157,Retief Goosen,136,40
87,0,29478,Kevin Kisner,136,38
89,0,22378,Trevor Immelman,135,48
90,0,22961,David Mathis,134,11
90,0,27095,Nick Watney,134,82
92,0,24503,Jeff Klauk,133,36
