RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
126,0,27214,Kevin Streelman,10.19,713.21,70
126,0,31323,Gary Woodland,10.19,550.36,54
128,0,25686,Jason Dufner,10.18,671.78,66
129,0,23452,Nicolas Colsaerts,10.15,355.23,35
130,0,06004,Stephen Ames,10.14,405.67,40
130,0,24494,Erik Compton,10.14,628.88,62
130,0,31202,William McGirt,10.14,729.93,72
130,0,23800,Bryce Molder,10.14,720.08,71
134,0,27408,Martin Kaymer,10.09,453.96,45
135,0,29740,Brad Fritsch,10.08,715.81,71
136,0,27129,Luke List,10.05,502.48,50
137,0,24924,Bill Haas,10.03,672.14,67
138,0,24357,K.J. Choi,10.01,600.64,60
139,0,24507,Jason Bohn,10.00,700.21,70
140,0,20098,Stuart Appleby,9.96,747.17,75
141,0,33419,Cameron Tringale,9.95,666.66,67
142,0,12510,Chad Campbell,9.91,673.92,68
143,0,28259,Sangmoon Bae,9.89,712.39,72
143,0,32200,Roberto Castro,9.89,771.68,78
145,0,23497,Tag Ridings,9.78,469.54,48
146,0,26289,Boo Weekley,9.72,845.75,87
147,0,24663,Y.E. Yang,9.70,397.88,41
148,0,20848,Ángel Cabrera,9.60,518.39,54
149,0,20572,Rod Pampling,9.51,342.31,36
150,0,27503,Steve LeBrun,9.50,484.30,51
150,0,20691,Greg Owen,9.50,617.39,65
152,0,25900,Lucas Glover,9.49,455.75,48
153,0,01116,Michael Bradley,9.43,339.38,36
153,0,25804,Bubba Watson,9.43,443.36,47
155,0,34261,Scott Langley,9.36,589.57,63
155,0,27556,Ted Potter Jr.,9.36,524.07,56
157,0,30944,Jason Kokrak,9.32,577.74,62
158,0,23409,James Driscoll,9.29,566.59,61
159,0,27933,John Merrick,9.25,610.71,66
160,0,20104,Ken Duke,9.23,664.65,72
161,0,32334,Charlie Beljan,9.19,413.39,45
162,0,20645,John Senden,9.18,551.02,60
163,0,28500,Martin Flores,9.12,693.43,76
164,0,32698,Bobby Gates,9.11,364.42,40
165,0,21961,Charles Howell III,9.10,737.48,81
166,0,22371,Aaron Baddeley,9.08,435.74,48
166,0,24490,George McNeill,9.08,535.73,59
168,0,34431,Robert Streb,9.04,524.24,58
169,0,27095,Nick Watney,8.98,628.37,70
170,0,26300,Matt Jones,8.92,624.67,70
171,0,24502,Adam Scott,8.82,326.19,37
172,0,23638,Brendon de Jonge,8.72,776.05,89
173,0,37273,Derek Ernst,8.69,469.52,54
174,0,33869,Eric Meierdierks,8.68,321.00,37
175,0,08725,Tom Gillis,8.65,527.38,61
176,0,21731,Freddie Jacobson,8.25,379.56,46
177,0,27770,Camilo Villegas,8.07,484.22,60
178,0,21209,Sergio Garcia,7.73,270.53,35
179,0,24846,Ricky Barnes,7.27,406.91,56
180,0,22378,Trevor Immelman,6.56,367.14,56
