RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
1,0,02206,David Toms,14.18,439.50,31
2,0,22295,Darron Stiles,13.79,551.77,40
3,0,20443,Jin Park,13.76,619.28,45
4,0,01724,Jeff Maggert,13.67,792.63,58
5,0,23325,Vaughn Taylor,13.57,529.19,39
6,0,34021,Bud Cauley,13.43,698.57,52
7,0,26758,David Hearn,13.34,1014.03,76
7,0,28780,Nicholas Thompson,13.34,1161.01,87
9,0,23135,Tim Clark,13.31,598.95,45
10,0,21878,Mark Wilson,13.27,650.30,49
11,0,19846,Brian Gay,13.11,983.47,75
12,0,24024,Zach Johnson,12.98,908.37,70
13,0,06522,Ernie Els,12.83,577.39,45
14,0,23541,Ben Crane,12.70,686.06,54
15,0,33461,Morgan Hoffmann,12.68,672.05,53
16,0,24140,Sean O'Hair,12.62,504.77,40
17,0,34174,John Huh,12.61,958.20,76
18,0,22806,Doug LaBelle II,12.48,761.36,61
19,0,26476,Chez Reavie,12.44,908.05,73
20,0,21753,Brian Davis,12.42,1068.00,86
20,0,23320,Ryan Palmer,12.42,770.19,62
22,0,27895,Jonas Blixt,12.41,880.77,71
23,0,08075,Jerry Kelly,12.39,817.91,66
24,0,27330,Josh Teater,12.31,750.67,61
25,0,22405,Justin Rose,12.30,492.02,40
26,0,24399,Scott Gardiner,12.24,673.29,55
27,0,28089,Jason Day,12.22,586.45,48
27,0,28135,Aaron Watkins,12.22,439.93,36
29,0,28310,Lee Williams,12.18,645.47,53
30,0,32448,James Hahn,12.17,778.66,64
31,0,24781,Hunter Mahan,12.16,814.70,67
32,0,24358,Robert Garrigus,12.12,496.82,41
33,0,33141,Keegan Bradley,12.06,735.91,61
34,0,24227,Justin Bolli,12.04,565.71,47
35,0,29420,Billy Horschel,12.03,926.23,77
35,0,32150,Michael Thompson,12.03,613.70,51
37,0,30750,Tommy Gainey,11.94,883.93,74
38,0,22792,Peter Hanson,11.92,405.23,34
38,0,33418,Shawn Stefani,11.92,524.60,44
40,0,30711,Colt Knost,11.82,721.24,61
41,0,30926,Chris Kirk,11.75,916.39,78
42,0,23623,Bo Van Pelt,11.73,621.95,53
43,0,22621,Ben Curtis,11.69,561.27,48
44,0,23353,J.J. Henry,11.68,630.48,54
45,0,27120,Troy Matteson,11.65,640.65,55
46,0,25562,Andres Romero,11.64,523.60,45
47,0,30110,Kyle Stanley,11.62,650.55,56
48,0,27644,Brian Harman,11.61,928.97,80
48,0,31560,Brian Stuard,11.61,765.94,66
50,0,22056,Cameron Percy,11.59,648.82,56
51,0,32102,Rickie Fowler,11.57,682.79,59
52,0,25818,Scott Piercy,11.52,598.87,52
52,0,27649,Brandt Snedeker,11.52,679.57,59
54,0,06573,Brandt Jobe,11.50,575.02,50
55,0,34409,David Lingmerth,11.48,700.53,61
56,0,23108,Matt Kuchar,11.46,859.71,75
57,0,28307,Matt Every,11.42,1004.90,88
58,0,25444,Justin Hicks,11.40,661.41,58
59,0,27436,Graham DeLaet,11.39,797.38,70
60,0,26951,Johnson Wagner,11.37,591.03,52
61,0,06567,Vijay Singh,11.35,533.33,47
62,0,10885,Robert Allenby,11.34,521.48,46
63,0,26497,Casey Wittenberg,11.33,713.76,63
64,0,22913,John Rollins,11.29,745.33,66
65,0,23983,Luke Donald,11.25,495.03,44
66,0,29479,Scott Brown,11.24,640.58,57
67,0,27963,Chris Stroud,11.23,886.82,79
68,0,12716,Charley Hoffman,11.20,839.79,75
68,0,08793,Tiger Woods,11.20,324.69,29
70,0,20766,Padraig Harrington,11.17,357.31,32
71,0,21099,David Lynn,11.15,613.28,55
71,0,25240,D.A. Points,11.15,747.34,67
73,0,34098,Russell Henley,11.14,724.36,65
73,0,27936,Martin Laird,11.14,512.60,46
75,0,12782,Tim Herron,11.13,445.16,40
76,0,25345,Carl Pettersson,11.11,699.97,63
76,0,25336,Alistair Presnell,11.11,522.14,47
78,0,23788,D.J. Trahan,11.09,399.29,36
79,0,29425,Andrew Svoboda,11.07,409.72,37
80,0,22961,David Mathis,11.06,674.72,61
81,0,26679,Kevin Stadler,11.00,792.27,72
82,0,26596,Ryan Moore,10.97,658.13,60
83,0,23621,Rory Sabbatini,10.96,789.12,72
84,0,34360,Patrick Reed,10.92,742.53,68
85,0,28237,Rory McIlroy,10.90,370.74,34
86,0,06527,Steve Stricker,10.85,379.78,35
87,0,22046,Geoff Ogilvy,10.84,444.27,41
88,0,30163,Henrik Norlander,10.83,595.76,55
89,0,30852,Ryo Ishikawa,10.82,573.72,53
89,0,30925,Dustin Johnson,10.82,432.71,40
89,0,24361,Pat Perez,10.82,703.32,65
92,0,28092,D.H. Lee,10.81,637.81,59
93,0,24138,Ian Poulter,10.79,388.58,36
94,0,35539,Luke Guthrie,10.78,743.65,69
95,0,10860,Justin Leonard,10.77,840.18,78
96,0,32366,Kevin Chappell,10.74,612.33,57
97,0,28455,Will Claxton,10.73,611.80,57
97,0,29518,Brendan Steele,10.73,805.10,75
97,0,20160,Charlie Wi,10.73,686.96,64
100,0,28475,Jeff Overton,10.69,780.69,73
101,0,21528,Henrik Stenson,10.67,245.37,23
102,0,34046,Jordan Spieth,10.63,755.08,71
103,0,25274,Steven Bowditch,10.62,626.58,59
103,0,36884,Ben Kohles,10.62,658.19,62
105,0,26851,Marc Leishman,10.60,678.48,64
106,0,25572,Graeme McDowell,10.59,412.87,39
107,0,01810,Phil Mickelson,10.54,263.38,25
107,0,26331,Charl Schwartzel,10.54,516.40,49
109,0,10213,Dicky Pride,10.53,653.11,62
110,0,10809,Jim Furyk,10.52,694.21,66
111,0,34099,Harris English,10.50,745.78,71
111,0,31557,Jim Herman,10.50,398.94,38
113,0,25834,Daniel Summerhays,10.47,858.17,82
114,0,35139,Richard Lee,10.46,763.48,73
115,0,29221,Webb Simpson,10.44,678.35,65
116,0,20396,Lee Westwood,10.37,570.20,55
117,0,28679,Fabián Gómez,10.36,579.90,56
118,0,20229,Stewart Cink,10.33,423.47,41
119,0,20593,Greg Chalmers,10.29,761.70,74
119,0,01320,Bob Estes,10.29,514.47,50
121,0,29289,S.Y. Noh,10.28,596.33,58
122,0,30692,Scott Stallings,10.27,636.63,62
122,0,25632,Jimmy Walker,10.27,760.16,74
124,0,19970,Robert Karlsson,10.26,389.74,38
125,0,10423,Mike Weir,10.23,460.51,45
