RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST. TO IMPACT,TOTAL ATTEMPTS
1,0,23452,Nicolas Colsaerts,302.1,7552.2,25
2,0,30925,Dustin Johnson,299.0,8670.9,29
3,0,28089,Jason Day,297.3,10998.7,37
4,0,27129,Luke List,296.9,10392.7,35
5,0,28237,Rory McIlroy,296.2,9181.3,31
6,0,27436,Graham DeLaet,295.5,17436.5,59
6,0,21528,Henrik Stenson,295.5,6500.4,22
8,0,25804,Bubba Watson,295.3,11220.5,38
9,0,32334,Charlie Beljan,294.0,9406.4,32
9,0,30692,Scott Stallings,294.0,14993.3,51
11,0,22405,Justin Rose,293.4,10563.8,36
12,0,31323,Gary Woodland,293.2,12022.8,41
13,0,24358,Robert Garrigus,292.9,10250.8,35
14,0,33141,Keegan Bradley,292.5,15211.3,52
15,0,30110,Kyle Stanley,292.2,14316.9,49
16,0,24140,Sean O'Hair,291.8,10797.7,37
17,0,30944,Jason Kokrak,290.4,15389.6,53
18,0,08793,Tiger Woods,289.8,5796.6,20
19,0,29289,S.Y. Noh,289.7,12457.3,43
20,0,33869,Eric Meierdierks,288.6,7791.6,27
21,0,27936,Martin Laird,287.9,11516.8,40
22,0,20848,Ángel Cabrera,287.8,12664.8,44
23,0,25274,Steven Bowditch,287.6,13227.5,46
23,0,26331,Charl Schwartzel,287.6,9778.4,34
25,0,23320,Ryan Palmer,287.2,14935.7,52
26,0,34099,Harris English,286.1,16308.3,57
27,0,24502,Adam Scott,286.0,8580.6,30
28,0,25818,Scott Piercy,285.1,11688.2,41
29,0,21209,Sergio Garcia,285.0,8834.6,31
29,0,23497,Tag Ridings,285.0,10829.0,38
31,0,33418,Shawn Stefani,284.9,9685.3,34
32,0,27095,Nick Watney,284.6,16506.3,58
33,0,25632,Jimmy Walker,284.2,17334.3,61
34,0,34360,Patrick Reed,284.1,15627.9,55
35,0,25562,Andres Romero,284.0,11359.1,40
36,0,27408,Martin Kaymer,283.8,10501.9,37
37,0,28500,Martin Flores,283.7,18441.4,65
38,0,37273,Derek Ernst,283.5,11907.1,42
39,0,21961,Charles Howell III,283.3,20111.2,71
40,0,32366,Kevin Chappell,283.2,14159.9,50
41,0,22792,Peter Hanson,283.1,8208.7,29
41,0,12716,Charley Hoffman,283.1,18399.6,65
43,0,22371,Aaron Baddeley,282.6,9325.2,33
44,0,29420,Billy Horschel,282.5,20904.9,74
45,0,27330,Josh Teater,282.4,14402.7,51
46,0,25900,Lucas Glover,282.2,10440.4,37
46,0,26679,Kevin Stadler,282.2,17499.2,62
48,0,01810,Phil Mickelson,282.1,5359.6,19
49,0,26300,Matt Jones,282.0,15511.2,55
49,0,26851,Marc Leishman,282.0,14383.8,51
51,0,20396,Lee Westwood,281.9,13248.2,47
52,0,32102,Rickie Fowler,281.7,14648.4,52
53,0,24781,Hunter Mahan,281.6,16330.9,58
54,0,34098,Russell Henley,281.3,13785.7,49
54,0,28780,Nicholas Thompson,281.3,22219.3,79
56,0,06522,Ernie Els,280.8,10672.0,38
57,0,32448,James Hahn,280.6,14872.3,53
58,0,30163,Henrik Norlander,280.3,11212.8,40
58,0,22913,John Rollins,280.3,16260.1,58
60,0,27120,Troy Matteson,280.1,12044.4,43
61,0,32698,Bobby Gates,279.9,9237.9,33
61,0,29518,Brendan Steele,279.9,18190.6,65
63,0,23621,Rory Sabbatini,279.5,16489.8,59
64,0,29740,Brad Fritsch,279.4,16207.6,58
65,0,23409,James Driscoll,279.1,12279.6,44
66,0,31557,Jim Herman,278.9,8368.4,30
67,0,33461,Morgan Hoffmann,278.7,13376.1,48
67,0,22046,Geoff Ogilvy,278.7,9477.2,34
67,0,23623,Bo Van Pelt,278.7,12263.1,44
70,0,24924,Bill Haas,278.5,16709.8,60
70,0,34431,Robert Streb,278.5,12531.6,45
72,0,30926,Chris Kirk,278.4,19209.1,69
73,0,24490,George McNeill,278.3,14472.0,52
74,0,20766,Padraig Harrington,278.1,7787.7,28
75,0,23353,J.J. Henry,277.9,12782.3,46
76,0,25345,Carl Pettersson,277.8,14446.3,52
77,0,20229,Stewart Cink,277.7,8888.0,32
78,0,29479,Scott Brown,277.2,13859.8,50
78,0,27503,Steve LeBrun,277.2,12752.4,46
78,0,24361,Pat Perez,277.2,14690.2,53
81,0,28307,Matt Every,277.0,21603.7,78
82,0,06573,Brandt Jobe,276.6,10787.6,39
82,0,20691,Greg Owen,276.6,15489.2,56
84,0,30750,Tommy Gainey,275.6,16263.3,59
85,0,26289,Boo Weekley,275.3,19545.8,71
86,0,22056,Cameron Percy,275.2,13485.2,49
87,0,23325,Vaughn Taylor,274.9,9072.9,33
88,0,35539,Luke Guthrie,274.8,16486.4,60
89,0,27895,Jonas Blixt,274.6,16200.1,59
90,0,24399,Scott Gardiner,274.3,12070.9,44
90,0,28475,Jeff Overton,274.3,17553.8,64
92,0,27644,Brian Harman,273.9,19720.9,72
93,0,24494,Erik Compton,273.6,14226.0,52
93,0,27214,Kevin Streelman,273.6,17234.3,63
95,0,32150,Michael Thompson,273.5,13126.2,48
96,0,23788,D.J. Trahan,273.4,8202.2,30
97,0,34021,Bud Cauley,273.3,13393.5,49
98,0,23638,Brendon de Jonge,273.1,21571.0,79
99,0,29221,Webb Simpson,272.9,16102.9,59
99,0,33419,Cameron Tringale,272.9,15011.9,55
101,0,30852,Ryo Ishikawa,272.5,13079.9,48
102,0,06527,Steve Stricker,272.4,8716.6,32
103,0,20645,John Senden,271.6,13581.4,50
104,0,10885,Robert Allenby,271.5,11945.8,44
104,0,24138,Ian Poulter,271.5,7874.2,29
106,0,12782,Tim Herron,271.3,9495.2,35
107,0,19970,Robert Karlsson,271.2,8950.0,33
108,0,32200,Roberto Castro,271.1,17081.6,63
109,0,27649,Brandt Snedeker,270.9,12460.7,46
109,0,34046,Jordan Spieth,270.9,17609.3,65
111,0,06567,Vijay Singh,270.8,11104.4,41
112,0,28259,Sangmoon Bae,270.7,15969.2,59
113,0,34409,David Lingmerth,270.5,14604.4,54
113,0,29425,Andrew Svoboda,270.5,8657.2,32
115,0,27933,John Merrick,270.3,15947.4,59
116,0,01116,Michael Bradley,270.1,6212.4,23
116,0,22378,Trevor Immelman,270.1,12153.6,45
116,0,25336,Alistair Presnell,270.1,10532.0,39
119,0,20098,Stuart Appleby,269.5,17517.0,65
120,0,12510,Chad Campbell,269.0,14524.0,54
120,0,26758,David Hearn,269.0,17753.6,66
122,0,31202,William McGirt,268.9,15330.0,57
123,0,25834,Daniel Summerhays,268.6,21484.5,80
124,0,27963,Chris Stroud,268.5,16914.0,63
125,0,28679,Fabián Gómez,268.2,13144.2,49
125,0,34174,John Huh,268.2,17168.0,64
127,0,24846,Ricky Barnes,268.1,12870.0,48
127,0,25686,Jason Dufner,268.1,15284.0,57
127,0,24663,Y.E. Yang,268.1,9115.0,34
130,0,23108,Matt Kuchar,268.0,17686.6,66
131,0,21878,Mark Wilson,267.8,11245.8,42
132,0,26596,Ryan Moore,267.6,14453.0,54
133,0,31560,Brian Stuard,267.4,16045.7,60
134,0,23541,Ben Crane,267.3,13100.0,49
134,0,26497,Casey Wittenberg,267.3,14169.1,53
136,0,01320,Bob Estes,267.1,10685.3,40
137,0,23983,Luke Donald,266.9,10143.8,38
138,0,27770,Camilo Villegas,266.5,13060.3,49
139,0,24024,Zach Johnson,265.7,17007.1,64
140,0,25572,Graeme McDowell,265.6,7969.0,30
141,0,26476,Chez Reavie,265.4,18045.8,68
142,0,28455,Will Claxton,264.5,12962.3,49
142,0,08725,Tom Gillis,264.5,13754.2,52
144,0,36884,Ben Kohles,264.3,15066.0,57
145,0,22806,Doug LaBelle II,263.8,13979.6,53
145,0,35139,Richard Lee,263.8,16354.9,62
147,0,21731,Freddie Jacobson,263.6,10545.3,40
148,0,21753,Brian Davis,263.2,21583.3,82
148,0,21099,David Lynn,263.2,12370.6,47
150,0,20160,Charlie Wi,262.9,15512.1,59
151,0,26951,Johnson Wagner,262.8,10773.2,41
152,0,25240,D.A. Points,262.5,14961.7,57
153,0,24227,Justin Bolli,262.1,9698.0,37
154,0,22961,David Mathis,262.0,13363.7,51
155,0,22621,Ben Curtis,261.6,10463.3,40
155,0,28092,D.H. Lee,261.6,12557.4,48
155,0,27556,Ted Potter Jr.,261.6,12818.4,49
158,0,20593,Greg Chalmers,261.4,16206.5,62
159,0,20572,Rod Pampling,261.2,8097.8,31
160,0,10809,Jim Furyk,260.8,14342.8,55
161,0,02206,David Toms,260.6,5994.8,23
162,0,23800,Bryce Molder,259.8,16105.7,62
163,0,25444,Justin Hicks,259.7,13762.6,53
164,0,28135,Aaron Watkins,259.2,8036.6,31
165,0,24507,Jason Bohn,258.6,15001.3,58
166,0,24357,K.J. Choi,258.4,14729.7,57
167,0,01724,Jeff Maggert,258.3,13949.5,54
168,0,06004,Stephen Ames,258.0,8514.9,33
169,0,28310,Lee Williams,257.5,12102.3,47
170,0,20104,Ken Duke,256.9,15669.8,61
171,0,10860,Justin Leonard,256.5,16673.0,65
172,0,20443,Jin Park,255.8,10489.2,41
173,0,19846,Brian Gay,255.6,16359.8,64
174,0,22295,Darron Stiles,255.4,9448.3,37
175,0,10213,Dicky Pride,254.8,14781.0,58
176,0,34261,Scott Langley,254.4,12720.3,50
177,0,10423,Mike Weir,254.1,9146.7,36
178,0,23135,Tim Clark,254.0,9652.6,38
179,0,08075,Jerry Kelly,253.0,15686.3,62
180,0,30711,Colt Knost,251.9,14860.0,59
