RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
1,0,32334,Charlie Beljan,124.45,5600.42,45
2,0,25804,Bubba Watson,122.97,6394.18,52
3,0,27129,Luke List,122.94,6269.95,51
4,0,31323,Gary Woodland,122.27,6724.96,55
5,0,30925,Dustin Johnson,122.00,4879.97,40
6,0,28237,Rory McIlroy,121.25,4243.73,35
7,0,27436,Graham DeLaet,120.96,8588.23,71
8,0,23452,Nicolas Colsaerts,120.95,4354.10,36
9,0,21209,Sergio Garcia,120.78,4468.87,37
10,0,21528,Henrik Stenson,120.48,2770.94,23
11,0,30944,Jason Kokrak,120.38,7584.01,63
12,0,28089,Jason Day,120.26,5772.47,48
13,0,24358,Robert Garrigus,120.17,4926.85,41
14,0,20848,Ángel Cabrera,120.15,6608.07,55
15,0,33869,Eric Meierdierks,120.08,4443.09,37
16,0,37273,Derek Ernst,119.98,6478.87,54
17,0,29289,S.Y. Noh,119.75,7185.07,60
18,0,27095,Nick Watney,119.66,8735.09,73
19,0,24502,Adam Scott,119.63,4546.11,38
20,0,30110,Kyle Stanley,119.62,6699.00,56
21,0,30692,Scott Stallings,119.33,7398.48,62
22,0,23497,Tag Ridings,119.28,5725.32,48
23,0,32698,Bobby Gates,119.27,4770.99,40
24,0,22371,Aaron Baddeley,118.89,5706.50,48
25,0,33141,Keegan Bradley,118.61,7234.95,61
26,0,25632,Jimmy Walker,118.42,8881.65,75
27,0,28500,Martin Flores,118.34,9230.66,78
28,0,08793,Tiger Woods,118.30,3667.36,31
29,0,34431,Robert Streb,118.27,7332.72,62
30,0,22378,Trevor Immelman,118.12,6850.83,58
31,0,26331,Charl Schwartzel,118.11,5787.49,49
32,0,34099,Harris English,118.07,8382.69,71
33,0,26300,Matt Jones,117.81,8246.78,70
34,0,24361,Pat Perez,117.78,7655.93,65
35,0,34360,Patrick Reed,117.62,7998.22,68
36,0,23409,James Driscoll,117.47,7282.95,62
37,0,21961,Charles Howell III,117.32,9502.98,81
38,0,27408,Martin Kaymer,117.14,5271.23,45
39,0,20691,Greg Owen,117.12,7612.99,65
40,0,20229,Stewart Cink,117.10,4801.07,41
41,0,25900,Lucas Glover,117.03,5734.66,49
42,0,32366,Kevin Chappell,117.01,6786.37,58
43,0,25274,Steven Bowditch,116.94,6899.40,59
44,0,27936,Martin Laird,116.93,5378.89,46
45,0,24140,Sean O'Hair,116.81,4672.21,40
46,0,33418,Shawn Stefani,116.58,5129.45,44
47,0,23320,Ryan Palmer,116.54,7342.31,63
48,0,12716,Charley Hoffman,116.47,8851.38,76
49,0,25818,Scott Piercy,116.43,6171.00,53
50,0,24846,Ricky Barnes,116.33,6863.23,59
51,0,26851,Marc Leishman,116.29,7442.86,64
52,0,01810,Phil Mickelson,116.25,3022.46,26
53,0,24490,George McNeill,116.18,6970.63,60
54,0,31557,Jim Herman,116.12,4412.57,38
55,0,23638,Brendon de Jonge,115.95,10551.16,91
56,0,20645,John Senden,115.84,6950.62,60
57,0,20396,Lee Westwood,115.80,6484.87,56
58,0,33419,Cameron Tringale,115.78,7988.69,69
59,0,29740,Brad Fritsch,115.66,8211.51,71
60,0,32102,Rickie Fowler,115.64,6822.56,59
61,0,27503,Steve LeBrun,115.51,5891.12,51
62,0,22913,John Rollins,115.45,7735.04,67
63,0,22405,Justin Rose,115.15,4606.15,40
64,0,26679,Kevin Stadler,114.94,8390.85,73
65,0,25562,Andres Romero,114.93,5401.49,47
66,0,24924,Bill Haas,114.86,8040.48,70
67,0,27120,Troy Matteson,114.80,6314.16,55
68,0,30852,Ryo Ishikawa,114.55,6414.53,56
69,0,27330,Josh Teater,114.48,6983.55,61
70,0,29518,Brendan Steele,114.43,8582.27,75
71,0,21731,Freddie Jacobson,114.42,5606.64,49
72,0,26289,Boo Weekley,114.39,9951.54,87
73,0,20766,Padraig Harrington,114.38,3660.22,32
74,0,30163,Henrik Norlander,114.33,6288.11,55
75,0,32448,James Hahn,114.30,7543.86,66
76,0,08725,Tom Gillis,114.14,6962.31,61
77,0,22056,Cameron Percy,114.13,6391.52,56
78,0,33461,Morgan Hoffmann,114.12,6048.48,53
79,0,29479,Scott Brown,114.10,6503.66,57
80,0,22046,Geoff Ogilvy,114.08,4677.27,41
81,0,24494,Erik Compton,114.06,7185.82,63
82,0,23353,J.J. Henry,114.04,6158.32,54
83,0,28259,Sangmoon Bae,114.00,8322.20,73
83,0,27214,Kevin Streelman,114.00,8093.83,71
85,0,34098,Russell Henley,113.98,7408.61,65
86,0,06573,Brandt Jobe,113.97,5698.71,50
87,0,01116,Michael Bradley,113.93,4215.32,37
88,0,19970,Robert Karlsson,113.88,4327.51,38
89,0,27770,Camilo Villegas,113.77,7394.78,65
90,0,25345,Carl Pettersson,113.71,7163.67,63
91,0,28475,Jeff Overton,113.58,8404.67,74
92,0,29221,Webb Simpson,113.56,7381.25,65
93,0,23788,D.J. Trahan,113.50,4085.88,36
94,0,23621,Rory Sabbatini,113.39,8391.15,74
95,0,12510,Chad Campbell,113.29,7703.61,68
96,0,28307,Matt Every,113.24,9965.02,88
97,0,28780,Nicholas Thompson,113.22,9849.95,87
98,0,22792,Peter Hanson,113.18,3847.95,34
98,0,27933,John Merrick,113.18,7469.99,66
100,0,23623,Bo Van Pelt,113.13,5995.91,53
101,0,29420,Billy Horschel,113.08,8933.48,79
102,0,35539,Luke Guthrie,112.94,7792.73,69
103,0,30750,Tommy Gainey,112.79,8459.12,75
104,0,32200,Roberto Castro,112.56,8892.60,79
105,0,30926,Chris Kirk,112.55,8891.79,79
106,0,24781,Hunter Mahan,112.42,7644.51,68
107,0,28679,Fabián Gómez,112.41,6295.09,56
108,0,24399,Scott Gardiner,112.39,6181.60,55
109,0,20098,Stuart Appleby,112.35,8538.36,76
110,0,25686,Jason Dufner,112.32,7413.37,66
111,0,24138,Ian Poulter,112.26,4041.31,36
112,0,29425,Andrew Svoboda,112.25,4153.35,37
113,0,27895,Jonas Blixt,112.05,8067.63,72
114,0,10885,Robert Allenby,111.98,5262.98,47
115,0,34046,Jordan Spieth,111.93,7947.04,71
116,0,06567,Vijay Singh,111.92,5372.06,48
117,0,12782,Tim Herron,111.90,4587.73,41
118,0,25336,Alistair Presnell,111.83,5367.60,48
119,0,06522,Ernie Els,111.79,5030.60,45
120,0,32150,Michael Thompson,111.62,5692.77,51
121,0,25834,Daniel Summerhays,111.56,9259.41,83
122,0,24663,Y.E. Yang,111.47,4570.37,41
123,0,20572,Rod Pampling,111.43,4011.37,36
124,0,34409,David Lingmerth,111.39,6794.58,61
125,0,01320,Bob Estes,111.09,5665.51,51
126,0,06527,Steve Stricker,111.06,3886.97,35
127,0,31202,William McGirt,111.00,7991.65,72
128,0,27644,Brian Harman,110.83,8866.01,80
129,0,26596,Ryan Moore,110.79,6758.28,61
130,0,28455,Will Claxton,110.78,6425.37,58
131,0,34174,John Huh,110.76,8417.71,76
132,0,34021,Bud Cauley,110.74,5758.61,52
133,0,23108,Matt Kuchar,110.70,8413.18,76
134,0,27649,Brandt Snedeker,110.59,6524.84,59
135,0,26951,Johnson Wagner,110.53,5747.76,52
136,0,27556,Ted Potter Jr.,110.49,6297.97,57
137,0,20104,Ken Duke,110.46,7952.92,72
138,0,06004,Stephen Ames,110.39,4415.54,40
139,0,35139,Richard Lee,110.38,8057.40,73
140,0,23983,Luke Donald,110.27,4961.95,45
141,0,25572,Graeme McDowell,110.22,4408.81,40
142,0,36884,Ben Kohles,110.17,6830.83,62
142,0,23325,Vaughn Taylor,110.17,4296.79,39
144,0,28092,D.H. Lee,110.10,6495.94,59
145,0,27963,Chris Stroud,109.81,8784.69,80
146,0,25444,Justin Hicks,109.71,6363.32,58
147,0,10809,Jim Furyk,109.62,7454.33,68
148,0,25240,D.A. Points,109.54,7448.56,68
149,0,20593,Greg Chalmers,109.44,8208.13,75
150,0,31560,Brian Stuard,109.39,7329.12,67
150,0,26497,Casey Wittenberg,109.39,6891.40,63
152,0,24357,K.J. Choi,109.38,6562.61,60
153,0,20160,Charlie Wi,109.33,7106.65,65
154,0,10423,Mike Weir,109.06,4907.75,45
155,0,22961,David Mathis,108.79,6636.49,61
156,0,26758,David Hearn,108.67,8367.73,77
157,0,24507,Jason Bohn,108.60,7601.74,70
158,0,34261,Scott Langley,108.42,6830.57,63
159,0,23541,Ben Crane,108.29,5847.74,54
160,0,24227,Justin Bolli,108.24,5087.50,47
160,0,22621,Ben Curtis,108.24,5195.29,48
162,0,23800,Bryce Molder,108.06,7780.47,72
163,0,21099,David Lynn,108.02,6049.17,56
164,0,24024,Zach Johnson,108.01,7668.85,71
165,0,26476,Chez Reavie,107.86,7873.82,73
166,0,21878,Mark Wilson,107.37,5475.83,51
167,0,21753,Brian Davis,107.36,9339.89,87
168,0,22806,Doug LaBelle II,107.14,6535.49,61
169,0,28135,Aaron Watkins,106.93,3849.51,36
170,0,10213,Dicky Pride,106.83,6623.28,62
171,0,10860,Justin Leonard,106.44,8302.16,78
172,0,28310,Lee Williams,106.20,5734.86,54
173,0,30711,Colt Knost,105.82,6454.95,61
174,0,02206,David Toms,105.73,3277.68,31
175,0,08075,Jerry Kelly,105.58,6968.58,66
176,0,01724,Jeff Maggert,105.49,6223.77,59
177,0,19846,Brian Gay,104.99,7874.19,75
178,0,22295,Darron Stiles,104.89,4195.65,40
179,0,23135,Tim Clark,104.58,4706.26,45
180,0,20443,Jin Park,104.48,4806.30,46
