RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL FAIRWAY BUNKERS,POSSIBLE FWYS,RELATIVE TO PAR
105,0,36699,Patrick Rodgers,6.5,64,279,+0.141
105,0,20645,John Senden,6.5,71,301,+0.141
105,0,27963,Chris Stroud,6.5,62,262,+0.242
105,0,02206,David Toms,6.5,49,205,+0.163
111,0,34099,Harris English,6.6,66,285,+0.030
111,0,30944,Jason Kokrak,6.6,68,296,+0.118
111,0,26851,Marc Leishman,6.6,60,255,+0.167
111,0,34264,Hudson Swafford,6.6,84,368,+0.131
111,0,23325,Vaughn Taylor,6.6,61,253,+0.246
116,0,24494,Erik Compton,6.7,47,201,+0.362
116,0,37273,Derek Ernst,6.7,40,169,+0.150
116,0,21961,Charles Howell III,6.7,73,307,+0.151
116,0,33413,Ben Martin,6.7,75,320,+0.213
116,0,24140,Sean O'Hair,6.7,78,341,-0.013
116,0,25240,D.A. Points,6.7,36,156,+0.250
116,0,29476,Kyle Reifers,6.7,90,383,+0.344
116,0,35732,Wes Roach,6.7,40,175,+0.275
116,0,24502,Adam Scott,6.7,52,223,+0.154
116,0,26951,Johnson Wagner,6.7,71,308,+0.352
126,0,29268,Bronson Burgoon,6.8,61,261,+0.197
126,0,20229,Stewart Cink,6.8,46,196,+0.239
126,0,37455,Si Woo Kim,6.8,94,399,+0.106
126,0,27936,Martin Laird,6.8,67,295,+0.209
126,0,29289,S.Y. Noh,6.8,64,282,+0.016
126,0,30927,Brendon Todd,6.8,51,213,+0.235
126,0,33419,Cameron Tringale,6.8,66,283,+0.121
126,0,25804,Bubba Watson,6.8,48,200,+0.229
126,0,25349,Tim Wilkinson,6.8,47,199,+0.213
135,0,25686,Jason Dufner,6.9,76,314,+0.263
135,0,27644,Brian Harman,6.9,88,371,+0.148
135,0,27942,Rob Oppenheim,6.9,48,199,+0.229
135,0,27649,Brandt Snedeker,6.9,72,304,+0.125
135,0,25493,Nick Taylor,6.9,63,263,+0.254
135,0,28114,Dawie van der Walt,6.9,54,228,+0.093
141,0,26331,Charl Schwartzel,7.0,54,231,+0.185
142,0,46440,Smylie Kaufman,7.1,70,299,+0.214
143,0,40058,Zac Blair,7.2,81,338,+0.173
143,0,25274,Steven Bowditch,7.2,53,226,+0.340
143,0,36689,Brooks Koepka,7.2,60,253,+0.067
143,0,30163,Henrik Norlander,7.2,53,221,+0.245
143,0,20572,Rod Pampling,7.2,37,157,+0.189
143,0,28132,Tyrone Van Aswegen,7.2,87,374,+0.218
143,0,25632,Jimmy Walker,7.2,70,291,+0.143
150,0,24846,Ricky Barnes,7.3,80,347,+0.188
150,0,27895,Jonas Blixt,7.3,68,290,+0.206
150,0,27747,Hiroshi Iwata,7.3,67,290,+0.224
153,0,29745,Tyler Aldridge,7.4,69,286,+0.304
153,0,28089,Jason Day,7.4,56,238,-0.071
153,0,25198,Francesco Molinari,7.4,59,245,+0.254
153,0,29223,Sam Saunders,7.4,52,218,+0.346
153,0,27770,Camilo Villegas,7.4,72,303,+0.292
158,0,25900,Lucas Glover,7.5,70,299,+0.200
158,0,24781,Hunter Mahan,7.5,52,224,+0.269
158,0,01810,Phil Mickelson,7.5,61,256,+0.098
158,0,22046,Geoff Ogilvy,7.5,52,220,+0.135
158,0,29221,Webb Simpson,7.5,61,260,+0.098
163,0,32618,Rhein Gibson,7.6,46,195,+0.152
163,0,23353,J.J. Henry,7.6,65,279,+0.308
163,0,25834,Daniel Summerhays,7.6,84,352,+0.250
166,0,35532,Tom Hoge,7.7,67,285,+0.284
166,0,23320,Ryan Palmer,7.7,83,358,+0.133
166,0,06567,Vijay Singh,7.7,69,298,+0.304
166,0,34265,Will Wilcox,7.7,61,259,+0.180
170,0,06522,Ernie Els,7.8,60,257,+0.150
170,0,28475,Jeff Overton,7.8,63,261,+0.254
172,0,34563,Chesson Hadley,7.9,73,315,+0.219
172,0,27064,Jhonattan Vegas,7.9,88,382,+0.182
174,0,31323,Gary Woodland,8.0,85,361,+0.129
175,0,32640,Troy Merritt,8.2,74,311,+0.297
175,0,35891,Cameron Smith,8.2,52,225,+0.192
177,0,31420,Anirban Lahiri,8.3,55,230,+0.236
178,0,12716,Charley Hoffman,8.4,83,356,+0.145
179,0,34360,Patrick Reed,8.6,93,395,+0.108
180,0,32876,Martin Piller,8.7,57,242,+0.158
180,0,34431,Robert Streb,8.7,80,337,+0.325
182,0,34046,Jordan Spieth,8.8,71,301,E
183,0,39975,Michael Kim,9.0,107,455,+0.093
184,0,23621,Rory Sabbatini,9.1,49,206,+0.184
185,0,33204,Shane Lowry,9.3,48,206,+0.229
