RANK,MOVEMENT,PLAYER_ID,PLAYER,RTP SCORE
1,0,27129,Luke List,-.106
2,0,32102,Rickie Fowler,-.072
3,0,30925,Dustin Johnson,-.056
4,0,34099,Harris English,-.051
5,0,25349,Tim Wilkinson,-.049
6,0,21961,Charles Howell III,-.042
7,0,27649,Brandt Snedeker,-.041
8,0,20766,Padraig Harrington,-.037
9,0,34046,Jordan Spieth,-.032
10,0,34360,Patrick Reed,-.028
11,0,23983,Luke Donald,-.025
11,0,21731,Freddie Jacobson,-.025
13,0,25632,Jimmy Walker,-.024
14,0,29289,S.Y. Noh,-.023
15,0,25686,Jason Dufner,-.020
16,0,24140,Sean O'Hair,-.011
17,0,25900,Lucas Glover,-.009
17,0,24502,Adam Scott,-.009
19,0,36689,Brooks Koepka,-.008
20,0,36699,Patrick Rodgers,-.006
21,0,29745,Tyler Aldridge,E
21,0,28089,Jason Day,E
21,0,08075,Jerry Kelly,E
21,0,28237,Rory McIlroy,E
21,0,26331,Charl Schwartzel,E
21,0,25804,Bubba Watson,E
27,0,29461,Jamie Lovemark,+.005
28,0,30926,Chris Kirk,+.007
28,0,27942,Rob Oppenheim,+.007
30,0,33461,Morgan Hoffmann,+.008
30,0,23325,Vaughn Taylor,+.008
32,0,29974,Branden Grace,+.009
32,0,01810,Phil Mickelson,+.009
34,0,24494,Erik Compton,+.010
35,0,32200,Roberto Castro,+.013
35,0,23108,Matt Kuchar,+.013
37,0,34098,Russell Henley,+.014
38,0,34264,Hudson Swafford,+.016
39,0,35532,Tom Hoge,+.018
39,0,24024,Zach Johnson,+.018
41,0,06567,Vijay Singh,+.020
42,0,24358,Robert Garrigus,+.022
43,0,27214,Kevin Streelman,+.023
44,0,29221,Webb Simpson,+.024
45,0,33418,Shawn Stefani,+.025
46,0,20645,John Senden,+.028
47,0,33410,Andrew Landry,+.029
48,0,27895,Jonas Blixt,+.030
49,0,24846,Ricky Barnes,+.031
50,0,06527,Steve Stricker,+.032
50,0,31323,Gary Woodland,+.032
52,0,23320,Ryan Palmer,+.033
53,0,40026,Daniel Berger,+.034
53,0,26851,Marc Leishman,+.034
55,0,24924,Bill Haas,+.035
56,0,22405,Justin Rose,+.038
56,0,34431,Robert Streb,+.038
58,0,31202,William McGirt,+.040
59,0,27963,Chris Stroud,+.041
60,0,33204,Shane Lowry,+.044
61,0,32839,Hideki Matsuyama,+.046
62,0,25396,Kevin Na,+.052
63,0,32618,Rhein Gibson,+.055
63,0,26596,Ryan Moore,+.055
65,0,33667,Carlos Ortiz,+.056
66,0,23541,Ben Crane,+.058
66,0,34261,Scott Langley,+.058
66,0,30692,Scott Stallings,+.058
69,0,20229,Stewart Cink,+.059
70,0,26476,Chez Reavie,+.061
70,0,28132,Tyrone Van Aswegen,+.061
72,0,36801,Mark Hubbard,+.062
73,0,25364,Paul Casey,+.064
73,0,46440,Smylie Kaufman,+.064
75,0,32366,Kevin Chappell,+.066
75,0,26951,Johnson Wagner,+.066
77,0,10213,Dicky Pride,+.067
78,0,12716,Charley Hoffman,+.069
79,0,22371,Aaron Baddeley,+.071
79,0,35732,Wes Roach,+.071
81,0,35545,Blayne Barber,+.072
82,0,31416,Derek Fathauer,+.074
83,0,29223,Sam Saunders,+.075
84,0,29485,Brett Stegmaier,+.076
85,0,24507,Jason Bohn,+.078
85,0,27747,Hiroshi Iwata,+.078
85,0,37454,Whee Kim,+.078
88,0,26289,Boo Weekley,+.079
89,0,32876,Martin Piller,+.080
90,0,28158,Steve Marino,+.081
90,0,20572,Rod Pampling,+.081
92,0,29926,Danny Lee,+.083
93,0,29420,Billy Horschel,+.085
94,0,28679,Fabián Gómez,+.086
95,0,29725,Tony Finau,+.087
96,0,27141,J.B. Holmes,+.089
97,0,33399,Adam Hadwin,+.090
98,0,24490,George McNeill,+.091
99,0,27436,Graham DeLaet,+.092
99,0,27064,Jhonattan Vegas,+.092
101,0,29268,Bronson Burgoon,+.093
101,0,27974,Sung Kang,+.093
101,0,02206,David Toms,+.093
104,0,29478,Kevin Kisner,+.094
104,0,27936,Martin Laird,+.094
104,0,22046,Geoff Ogilvy,+.094
107,0,34174,John Huh,+.095
108,0,31420,Anirban Lahiri,+.096
109,0,27644,Brian Harman,+.098
109,0,35451,Scott Pinckney,+.098
109,0,27770,Camilo Villegas,+.098
112,0,28475,Jeff Overton,+.099
113,0,26758,David Hearn,+.101
114,0,22892,Jason Gore,+.102
114,0,29518,Brendan Steele,+.102
116,0,45526,Abraham Ancer,+.104
116,0,32757,Patton Kizzire,+.104
116,0,24912,Will MacKenzie,+.104
119,0,20157,Retief Goosen,+.106
119,0,26329,Louis Oosthuizen,+.106
121,0,34466,Peter Malnati,+.107
122,0,20691,Greg Owen,+.109
123,0,32448,James Hahn,+.110
123,0,25198,Francesco Molinari,+.110
123,0,30163,Henrik Norlander,+.110
126,0,35891,Cameron Smith,+.111
127,0,25720,Chad Collins,+.113
128,0,21878,Mark Wilson,+.114
129,0,23638,Brendon de Jonge,+.115
129,0,34409,David Lingmerth,+.115
131,0,30927,Brendon Todd,+.116
132,0,20848,Ángel Cabrera,+.117
132,0,35300,Andrew Loupe,+.117
134,0,30944,Jason Kokrak,+.118
135,0,26300,Matt Jones,+.119
136,0,25818,Scott Piercy,+.120
136,0,25892,Steve Wheatcroft,+.120
138,0,23800,Bryce Molder,+.121
139,0,35539,Luke Guthrie,+.123
140,0,20472,Alex Cejka,+.125
141,0,31557,Jim Herman,+.127
142,0,12510,Chad Campbell,+.128
142,0,29720,Andres Gonzales,+.128
144,0,23621,Rory Sabbatini,+.130
145,0,25834,Daniel Summerhays,+.131
146,0,20104,Ken Duke,+.133
146,0,28092,D.H. Lee,+.133
146,0,37189,Harold Varner III,+.133
149,0,31646,Emiliano Grillo,+.134
150,0,37455,Si Woo Kim,+.135
151,0,33141,Keegan Bradley,+.137
151,0,29222,Billy Hurley III,+.137
151,0,30711,Colt Knost,+.137
151,0,33448,Justin Thomas,+.137
155,0,32150,Michael Thompson,+.138
156,0,32640,Troy Merritt,+.139
157,0,37273,Derek Ernst,+.140
158,0,39975,Michael Kim,+.142
158,0,30110,Kyle Stanley,+.142
158,0,33419,Cameron Tringale,+.142
161,0,06522,Ernie Els,+.143
162,0,24781,Hunter Mahan,+.145
163,0,25240,D.A. Points,+.147
164,0,31560,Brian Stuard,+.151
165,0,27466,Spencer Levin,+.156
166,0,25493,Nick Taylor,+.158
167,0,34265,Will Wilcox,+.161
168,0,34262,Jon Curran,+.164
169,0,24461,Thomas Aiken,+.167
170,0,20098,Stuart Appleby,+.169
171,0,33122,Russell Knox,+.171
172,0,29479,Scott Brown,+.174
173,0,40058,Zac Blair,+.175
174,0,29476,Kyle Reifers,+.177
175,0,33413,Ben Martin,+.178
176,0,24357,K.J. Choi,+.180
177,0,25274,Steven Bowditch,+.181
178,0,35879,Kelly Kraft,+.184
179,0,21209,Sergio Garcia,+.190
180,0,28114,Dawie van der Walt,+.202
