RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
85,0,25686,Jason Dufner,14.13,155,1097,+0.01
86,0,27436,Graham DeLaet,14.16,115,812,+0.03
87,0,29479,Scott Brown,14.17,137,967,+0.02
87,0,33204,Shane Lowry,14.17,73,515,+0.19
89,0,20848,Ángel Cabrera,14.20,97,683,+0.08
90,0,46440,Smylie Kaufman,14.21,141,992,-0.06
91,0,29926,Danny Lee,14.24,141,990,+0.16
92,0,25396,Kevin Na,14.27,137,960,+0.12
93,0,27649,Brandt Snedeker,14.30,150,1049,+0.01
94,0,35545,Blayne Barber,14.38,148,1029,+0.19
95,0,20104,Ken Duke,14.39,96,667,+0.05
96,0,26851,Marc Leishman,14.40,130,903,+0.08
96,0,31560,Brian Stuard,14.40,121,840,+0.13
98,0,32839,Hideki Matsuyama,14.46,117,809,+0.06
99,0,32366,Kevin Chappell,14.47,157,1085,+0.01
100,0,28158,Steve Marino,14.49,112,773,+0.21
101,0,32757,Patton Kizzire,14.52,150,1033,+0.05
101,0,35451,Scott Pinckney,14.52,143,985,+0.03
103,0,32102,Rickie Fowler,14.53,130,895,-0.05
103,0,30926,Chris Kirk,14.53,150,1032,+0.01
105,0,34265,Will Wilcox,14.54,115,791,+0.07
106,0,23541,Ben Crane,14.55,133,914,-0.01
107,0,12510,Chad Campbell,14.56,162,1113,+0.02
108,0,26951,Johnson Wagner,14.57,154,1057,E
109,0,32448,James Hahn,14.58,141,967,+0.08
110,0,06527,Steve Stricker,14.63,91,622,+0.07
111,0,25720,Chad Collins,14.64,130,888,+0.09
112,0,34262,Jon Curran,14.68,172,1172,+0.12
113,0,21961,Charles Howell III,14.69,160,1089,+0.03
113,0,27936,Martin Laird,14.69,144,980,+0.02
115,0,23325,Vaughn Taylor,14.73,137,930,+0.07
116,0,27064,Jhonattan Vegas,14.75,165,1119,+0.02
117,0,27963,Chris Stroud,14.80,141,953,+0.09
118,0,31557,Jim Herman,14.83,147,991,+0.10
118,0,22405,Justin Rose,14.83,101,681,+0.02
120,0,25240,D.A. Points,14.90,80,537,+0.04
121,0,33418,Shawn Stefani,14.94,159,1064,+0.01
122,0,24846,Ricky Barnes,14.97,165,1102,+0.07
123,0,27942,Rob Oppenheim,15.06,105,697,+0.18
124,0,06522,Ernie Els,15.08,116,769,+0.04
124,0,29478,Kevin Kisner,15.08,154,1021,+0.20
126,0,29223,Sam Saunders,15.10,106,702,+0.14
126,0,26331,Charl Schwartzel,15.10,116,768,+0.08
128,0,26329,Louis Oosthuizen,15.12,88,582,+0.03
129,0,20691,Greg Owen,15.22,145,953,+0.07
130,0,20766,Padraig Harrington,15.30,93,608,+0.12
131,0,33141,Keegan Bradley,15.31,134,875,+0.15
131,0,29461,Jamie Lovemark,15.31,175,1143,+0.01
133,0,36689,Brooks Koepka,15.45,129,835,-0.01
134,0,24781,Hunter Mahan,15.46,107,692,+0.02
135,0,33448,Justin Thomas,15.50,160,1032,+0.03
136,0,21731,Freddie Jacobson,15.52,154,992,+0.16
137,0,27466,Spencer Levin,15.62,179,1146,+0.11
138,0,45526,Abraham Ancer,15.63,83,531,+0.18
139,0,32150,Michael Thompson,15.64,117,748,+0.20
140,0,25349,Tim Wilkinson,15.68,109,695,+0.10
141,0,30927,Brendon Todd,15.73,118,750,+0.08
142,0,25834,Daniel Summerhays,15.74,173,1099,+0.03
143,0,32618,Rhein Gibson,15.84,96,606,+0.10
143,0,31323,Gary Woodland,15.84,169,1067,-0.07
145,0,29485,Brett Stegmaier,15.86,164,1034,+0.15
146,0,35539,Luke Guthrie,15.91,98,616,-0.12
147,0,32876,Martin Piller,15.95,104,652,+0.04
148,0,23638,Brendon de Jonge,15.98,144,901,+0.09
149,0,34431,Robert Streb,16.03,147,917,+0.10
150,0,24912,Will MacKenzie,16.07,147,915,+0.12
151,0,35532,Tom Hoge,16.09,140,870,+0.19
152,0,29725,Tony Finau,16.14,173,1072,-0.02
152,0,23353,J.J. Henry,16.14,138,855,E
154,0,06567,Vijay Singh,16.24,146,899,+0.09
155,0,20157,Retief Goosen,16.29,107,657,+0.05
156,0,29720,Andres Gonzales,16.36,144,880,-0.01
157,0,24358,Robert Garrigus,16.45,125,760,+0.06
158,0,33419,Cameron Tringale,16.49,160,970,+0.07
159,0,34099,Harris English,16.63,167,1004,+0.05
160,0,27770,Camilo Villegas,16.67,163,978,+0.17
161,0,29420,Billy Horschel,16.75,133,794,+0.09
161,0,30944,Jason Kokrak,16.75,173,1033,-0.04
161,0,28132,Tyrone Van Aswegen,16.75,202,1206,+0.07
164,0,28114,Dawie van der Walt,16.86,131,777,+0.12
165,0,29289,S.Y. Noh,16.93,160,945,+0.01
166,0,28089,Jason Day,17.02,128,752,-0.06
167,0,27141,J.B. Holmes,17.25,144,835,+0.01
168,0,27974,Sung Kang,17.26,174,1008,+0.03
169,0,27129,Luke List,17.29,153,885,-0.05
170,0,29221,Webb Simpson,17.43,141,809,E
171,0,29222,Billy Hurley III,17.52,144,822,+0.07
172,0,10885,Robert Allenby,17.67,100,566,+0.13
173,0,23983,Luke Donald,17.71,144,813,+0.10
174,0,31416,Derek Fathauer,17.72,185,1044,+0.09
175,0,34563,Chesson Hadley,17.75,164,924,+0.08
176,0,35300,Andrew Loupe,17.77,161,906,-0.01
177,0,31420,Anirban Lahiri,18.17,121,666,+0.13
178,0,24502,Adam Scott,18.21,142,780,+0.06
178,0,25632,Jimmy Walker,18.21,177,972,E
180,0,20229,Stewart Cink,18.41,125,679,+0.06
181,0,25804,Bubba Watson,18.57,132,711,E
182,0,24494,Erik Compton,18.72,132,705,+0.15
183,0,01810,Phil Mickelson,18.89,153,810,-0.02
184,0,33667,Carlos Ortiz,20.07,167,832,+0.08
185,0,25274,Steven Bowditch,20.81,154,740,+0.18
