RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,1ST,2ND,3RD
1,0,30925,Dustin Johnson,15,3,1,2
2,0,34360,Patrick Reed,11,1,2
3,0,28089,Jason Day,10,3,1,1
3,0,23108,Matt Kuchar,10,3
5,0,26596,Ryan Moore,9,1,1,1
5,0,24502,Adam Scott,9,2,2
7,0,32366,Kevin Chappell,8,4,1
7,0,32102,Rickie Fowler,8,1
7,0,32839,Hideki Matsuyama,8,1,1
7,0,28237,Rory McIlroy,8,2,1
7,0,25396,Kevin Na,8,2,2
7,0,34046,Jordan Spieth,8,2,1,1
13,0,25364,Paul Casey,7,2
13,0,36689,Brooks Koepka,7,2,1
13,0,31202,William McGirt,7,1,1
13,0,27649,Brandt Snedeker,7,1,1,2
13,0,33448,Justin Thomas,7,1,4
18,0,40026,Daniel Berger,6,1
18,0,25686,Jason Dufner,6,1
18,0,29974,Branden Grace,6,1
18,0,24924,Bill Haas,6,1,1
18,0,27141,J.B. Holmes,6,1
18,0,29478,Kevin Kisner,6,1,1
18,0,01810,Phil Mickelson,6,3,1
25,0,22371,Aaron Baddeley,5,1
25,0,29420,Billy Horschel,5
25,0,21961,Charles Howell III,5
25,0,24024,Zach Johnson,5
25,0,37455,Si Woo Kim,5,1,1
25,0,32757,Patton Kizzire,5,1
25,0,29461,Jamie Lovemark,5,1
25,0,25572,Graeme McDowell,5,1,1
25,0,23800,Bryce Molder,5
25,0,29476,Kyle Reifers,5
25,0,22405,Justin Rose,5,1
25,0,26331,Charl Schwartzel,5,1
25,0,27064,Jhonattan Vegas,5,1
25,0,25632,Jimmy Walker,5,1,1
39,0,24846,Ricky Barnes,4
39,0,29479,Scott Brown,4
39,0,32200,Roberto Castro,4,1,1
39,0,20472,Alex Cejka,4,1
39,0,21209,Sergio Garcia,4,1,1
39,0,28679,Fabián Gómez,4,1
39,0,34098,Russell Henley,4
39,0,46440,Smylie Kaufman,4,1
39,0,33122,Russell Knox,4,2,2
39,0,30944,Jason Kokrak,4,1
39,0,35300,Andrew Loupe,4,1
39,0,21528,Henrik Stenson,4,1,1,1
39,0,37189,Harold Varner III,4
39,0,25804,Bubba Watson,4,1,1
39,0,31323,Gary Woodland,4,1
54,0,24507,Jason Bohn,3,2,1
54,0,26499,Rafa Cabrera Bello,3,1
54,0,12510,Chad Campbell,3
54,0,34021,Bud Cauley,3
54,0,34262,Jon Curran,3,1
54,0,27436,Graham DeLaet,3
54,0,34099,Harris English,3,1,1
54,0,10809,Jim Furyk,3,1
54,0,24358,Robert Garrigus,3
54,0,31646,Emiliano Grillo,3,1,1
54,0,32448,James Hahn,3,1
54,0,34174,John Huh,3
54,0,21731,Freddie Jacobson,3
54,0,30926,Chris Kirk,3
54,0,30711,Colt Knost,3,2
54,0,27936,Martin Laird,3,1
54,0,34466,Peter Malnati,3,1
54,0,25198,Francesco Molinari,3
54,0,26329,Louis Oosthuizen,3,1
54,0,23320,Ryan Palmer,3,1
54,0,25818,Scott Piercy,3,2
54,0,46970,Jon Rahm,3,1,1
54,0,36699,Patrick Rodgers,3,1
54,0,29485,Brett Stegmaier,3,1
54,0,06527,Steve Stricker,3,1
54,0,26951,Johnson Wagner,3
54,0,32139,Danny Willett,3,1,2
81,0,33948,Byeong Hun An,2,1
81,0,40058,Zac Blair,2,1
81,0,27895,Jonas Blixt,2,1
81,0,33141,Keegan Bradley,2
81,0,24357,K.J. Choi,2,1
81,0,23983,Luke Donald,2,2
81,0,20104,Ken Duke,2,1
81,0,29725,Tony Finau,2,1
81,0,40098,Matt Fitzpatrick,2
81,0,29535,Brice Garnett,2
81,0,25900,Lucas Glover,2
81,0,33399,Adam Hadwin,2
81,0,27644,Brian Harman,2
81,0,34363,Tyrrell Hatton,2
81,0,26758,David Hearn,2
81,0,31557,Jim Herman,2,1
81,0,35532,Tom Hoge,2
81,0,29222,Billy Hurley III,2,1
81,0,27974,Sung Kang,2
81,0,08075,Jerry Kelly,2,1
81,0,37454,Whee Kim,2,1
81,0,22986,Søren Kjeldsen,2
81,0,29926,Danny Lee,2
81,0,26851,Marc Leishman,2
81,0,27466,Spencer Levin,2
81,0,34409,David Lingmerth,2,1
81,0,27129,Luke List,2
81,0,33204,Shane Lowry,2,1
81,0,28158,Steve Marino,2,1
81,0,33413,Ben Martin,2,1
81,0,24140,Sean O'Hair,2,1
81,0,32876,Martin Piller,2
81,0,26476,Chez Reavie,2
81,0,29223,Sam Saunders,2
81,0,29221,Webb Simpson,2,1
81,0,06567,Vijay Singh,2,1
81,0,29518,Brendan Steele,2,1
81,0,27214,Kevin Streelman,2,1
81,0,25834,Daniel Summerhays,2,1
81,0,28132,Tyrone Van Aswegen,2,1
81,0,26289,Boo Weekley,2
81,0,25892,Steve Wheatcroft,2
81,0,34265,Will Wilcox,2
124,0,30978,Kiradech Aphibarnrat,1
124,0,35545,Blayne Barber,1,1
124,0,25274,Steven Bowditch,1
124,0,48084,Wesley Bryan,1
124,0,32070,Rafael Campos,1
124,0,28093,Miguel Angel Carballo,1
124,0,45702,Rodolfo Cazaubòn,1,1
124,0,20593,Greg Chalmers,1,1
124,0,25720,Chad Collins,1,1
124,0,23541,Ben Crane,1
124,0,47959,Bryson DeChambeau,1
124,0,50527,Jared du Toit,1
124,0,06522,Ernie Els,1
124,0,31416,Derek Fathauer,1
124,0,27896,Ross Fisher,1,1
124,0,19846,Brian Gay,1
124,0,29720,Andres Gonzales,1
124,0,35539,Luke Guthrie,1
124,0,20766,Padraig Harrington,1
124,0,12782,Tim Herron,1
124,0,25444,Justin Hicks,1
124,0,12716,Charley Hoffman,1,1
124,0,33461,Morgan Hoffmann,1,1
124,0,27747,Hiroshi Iwata,1
124,0,34643,Michael Johnson,1,1
124,0,34242,Andrew Johnston,1
124,0,27408,Martin Kaymer,1
124,0,35879,Kelly Kraft,1
124,0,31420,Anirban Lahiri,1
124,0,33410,Andrew Landry,1
124,0,35139,Richard Lee,1
124,0,35296,Haotong Li,1
124,0,24912,Will MacKenzie,1
124,0,47994,Lee McCoy,1
124,0,32640,Troy Merritt,1,1
124,0,29289,S.Y. Noh,1
124,0,22046,Geoff Ogilvy,1
124,0,27942,Rob Oppenheim,1
124,0,28475,Jeff Overton,1
124,0,20691,Greg Owen,1
124,0,24138,Ian Poulter,1,1
124,0,25562,Andres Romero,1
124,0,20645,John Senden,1
124,0,30692,Scott Stallings,1
124,0,33418,Shawn Stefani,1
124,0,46037,Hunter Stewart,1
124,0,34431,Robert Streb,1
124,0,27963,Chris Stroud,1
124,0,31560,Brian Stuard,1,1
124,0,34264,Hudson Swafford,1
124,0,25493,Nick Taylor,1
124,0,23325,Vaughn Taylor,1,1
124,0,32150,Michael Thompson,1
124,0,02206,David Toms,1,1
124,0,23788,D.J. Trahan,1
124,0,33419,Cameron Tringale,1,1
124,0,20396,Lee Westwood,1,1
124,0,25349,Tim Wilkinson,1
124,0,46507,Bobby Wyatt,1
