RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
42,0,51894,Vince Whaley,69.69,906,13
44,0,29420,Billy Horschel,69.71,976,14
45,0,52375,Doug Ghim,69.72,1255,18
46,0,25364,Paul Casey,69.73,1046,15
46,0,12716,Charley Hoffman,69.73,1534,22
48,0,32816,Satoshi Kodaira,69.75,837,12
49,0,21209,Sergio Garcia,69.79,977,14
49,0,27942,Rob Oppenheim,69.79,977,14
51,0,39546,Keith Mitchell,69.81,1117,16
52,0,20229,Stewart Cink,69.82,768,11
53,0,56762,Will Gordon,69.83,1257,18
53,0,27214,Kevin Streelman,69.83,1257,18
55,0,22056,Cameron Percy,69.85,1397,20
56,0,21961,Charles Howell III,69.88,1188,17
57,0,30926,Chris Kirk,69.90,1468,21
58,0,47483,Will Zalatoris,69.91,1608,23
59,0,26476,Chez Reavie,69.93,979,14
60,0,24024,Zach Johnson,69.94,1119,16
60,0,36689,Brooks Koepka,69.94,1119,16
60,0,50525,Collin Morikawa,69.94,1119,16
60,0,33667,Carlos Ortiz,69.94,1189,17
64,0,32757,Patton Kizzire,69.95,1329,19
65,0,46435,Austin Cook,70.00,700,10
65,0,36801,Mark Hubbard,70.00,1540,22
65,0,48822,Sebastián Muñoz,70.00,770,11
68,0,32839,Hideki Matsuyama,70.04,1611,23
69,0,29268,Bronson Burgoon,70.06,1191,17
69,0,34563,Chesson Hadley,70.06,1121,16
71,0,34363,Tyrrell Hatton,70.07,1051,15
71,0,32640,Troy Merritt,70.07,1051,15
73,0,33141,Keegan Bradley,70.08,841,12
73,0,46442,Maverick McNealy,70.08,841,12
73,0,49960,Sepp Straka,70.08,1682,24
76,0,46970,Jon Rahm,70.13,1052,15
76,0,25804,Bubba Watson,70.13,1122,16
78,0,33490,Bo Hoag,70.16,1333,19
78,0,37189,Harold Varner III,70.16,1333,19
80,0,20396,Lee Westwood,70.18,772,11
81,0,28237,Rory McIlroy,70.20,1404,20
82,0,33204,Shane Lowry,70.21,983,14
82,0,27064,Jhonattan Vegas,70.21,1334,19
84,0,24502,Adam Scott,70.22,1264,18
84,0,31560,Brian Stuard,70.22,1615,23
86,0,35449,Adam Long,70.27,1054,15
87,0,33404,Chris Baker,70.29,492,7
87,0,35310,Lanto Griffin,70.29,492,7
87,0,30925,Dustin Johnson,70.29,984,14
87,0,33486,Roger Sloan,70.29,984,14
91,0,23325,Vaughn Taylor,70.32,1336,19
92,0,31420,Anirban Lahiri,70.33,844,12
92,0,53165,Doc Redman,70.33,1055,15
92,0,30927,Brendon Todd,70.33,1055,15
95,0,29974,Branden Grace,70.35,1196,17
96,0,33120,Mark Anderson,70.38,915,13
96,0,31557,Jim Herman,70.38,563,8
98,0,26851,Marc Leishman,70.43,986,14
99,0,25686,Jason Dufner,70.44,634,9
99,0,36699,Patrick Rodgers,70.44,1268,18
101,0,27554,Scott Harrington,70.46,916,13
102,0,26300,Matt Jones,70.47,1339,19
103,0,49771,J.T. Poston,70.50,846,12
103,0,48887,Matt Wallace,70.50,564,8
103,0,32139,Danny Willett,70.50,423,6
106,0,22405,Justin Rose,70.53,1058,15
107,0,39997,Corey Conners,70.57,1482,21
107,0,35104,Tom Lewis,70.57,988,14
109,0,36871,Matthew NeSmith,70.58,1341,19
110,0,35891,Cameron Smith,70.64,777,11
110,0,30692,Scott Stallings,70.64,777,11
112,0,28775,Nate Lashley,70.67,848,12
112,0,24140,Sean O'Hair,70.67,848,12
114,0,35461,Beau Hossler,70.68,1343,19
115,0,29479,Scott Brown,70.71,1202,17
115,0,35230,Nelson Ledesma,70.71,495,7
117,0,47993,Denny McCarthy,70.74,1344,19
117,0,30110,Kyle Stanley,70.74,1344,19
119,0,22371,Aaron Baddeley,70.75,849,12
120,0,49298,Kramer Hickok,70.81,1133,16
121,0,26499,Rafa Cabrera Bello,70.83,850,12
122,0,46046,Scottie Scheffler,70.85,1417,20
123,0,45157,Cam Davis,70.86,1488,21
123,0,33597,Harry Higgs,70.86,1488,21
125,0,27649,Brandt Snedeker,70.88,1205,17
126,0,28679,Fabián Gómez,70.91,780,11
127,0,33948,Byeong Hun An,70.94,1135,16
127,0,39977,Max Homa,70.94,1135,16
127,0,24361,Pat Perez,70.94,1277,18
130,0,29926,Danny Lee,71.00,923,13
130,0,29518,Brendan Steele,71.00,1207,17
130,0,35617,Martin Trainer,71.00,355,5
133,0,34466,Peter Malnati,71.06,1137,16
133,0,37275,Sam Ryder,71.06,1279,18
135,0,23621,Rory Sabbatini,71.07,995,14
136,0,28089,Jason Day,71.08,853,12
137,0,31323,Gary Woodland,71.11,1280,18
138,0,39953,Chase Seiffert,71.16,1352,19
139,0,45609,Tyler Duncan,71.18,1210,17
140,0,34174,John Huh,71.20,1068,15
140,0,25818,Scott Piercy,71.20,1068,15
142,0,29908,C.T. Pan,71.24,1211,17
142,0,25632,Jimmy Walker,71.24,1211,17
144,0,23788,D.J. Trahan,71.27,1069,15
145,0,34255,Joseph Bramlett,71.28,1283,18
145,0,35532,Tom Hoge,71.28,1283,18
147,0,48045,Michael Gellerman,71.31,927,13
147,0,23108,Matt Kuchar,71.31,1141,16
149,0,28420,Ryan Brehm,71.33,856,12
149,0,40006,Erik van Rooyen,71.33,1070,15
151,0,27330,Josh Teater,71.36,785,11
152,0,47128,Richy Werenski,71.38,928,13
153,0,32618,Rhein Gibson,71.42,857,12
154,0,27349,Alex Noren,71.45,786,11
155,0,25493,Nick Taylor,71.47,1215,17
156,0,32070,Rafael Campos,71.50,1001,14
156,0,49766,Hank Lebioda,71.50,858,12
156,0,33413,Ben Martin,71.50,429,6
159,0,56278,Matthew Wolff,71.53,1216,17
160,0,24357,K.J. Choi,71.55,787,11
160,0,24138,Ian Poulter,71.55,787,11
162,0,32102,Rickie Fowler,71.56,1789,25
163,0,35658,Kris Ventura,71.57,1002,14
164,0,40042,Tyler McCumber,71.58,859,12
164,0,32254,Xinjun Zhang,71.58,1360,19
166,0,46550,Brandon Hagy,71.59,1217,17
166,0,01810,Phil Mickelson,71.59,1217,17
168,0,33399,Adam Hadwin,71.60,716,10
169,0,48119,Ben Taylor,71.63,573,8
170,0,33410,Andrew Landry,71.64,788,11
171,0,52372,Cameron Champ,71.65,1218,17
171,0,37455,Si Woo Kim,71.65,1648,23
173,0,27556,Ted Potter Jr.,71.67,430,6
173,0,26331,Charl Schwartzel,71.67,1075,15
175,0,39324,J.J. Spaun,71.70,717,10
176,0,23623,Bo Van Pelt,71.75,861,12
177,0,39975,Michael Kim,71.80,718,10
177,0,46441,Robby Shelton,71.80,1077,15
179,0,30911,Tommy Fleetwood,71.83,862,12
179,0,26758,David Hearn,71.83,862,12
181,0,35506,Mackenzie Hughes,71.86,1006,14
182,0,49964,Aaron Wise,71.88,1150,16
183,0,27095,Nick Watney,71.91,791,11
184,0,34431,Robert Streb,71.92,863,12
185,0,24924,Bill Haas,72.00,648,9
185,0,27141,J.B. Holmes,72.00,936,13
187,0,34264,Hudson Swafford,72.07,1009,14
188,0,29970,Dylan Frittelli,72.08,937,13
189,0,51766,Wyndham Clark,72.13,1082,15
190,0,27974,Sung Kang,72.24,1228,17
191,0,23983,Luke Donald,72.33,651,9
191,0,19846,Brian Gay,72.33,1085,15
193,0,32662,Michael Gligic,72.36,796,11
194,0,34314,Sebastian Cappelen,72.64,799,11
195,0,34213,Grayson Murray,73.67,884,12
196,0,24781,Hunter Mahan,73.69,1179,16
