RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL HOLES
1,0,24140,Sean O'Hair,4.33,169,39
1,0,35891,Cameron Smith,4.33,156,36
3,0,47959,Bryson DeChambeau,4.34,278,64
4,0,34099,Harris English,4.35,235,54
4,0,23320,Ryan Palmer,4.35,161,37
6,0,35230,Nelson Ledesma,4.36,109,25
6,0,29221,Webb Simpson,4.36,218,50
8,0,35461,Beau Hossler,4.38,289,66
9,0,56762,Will Gordon,4.41,247,56
9,0,45486,Joaquin Niemann,4.41,163,37
11,0,33667,Carlos Ortiz,4.42,252,57
12,0,31646,Emiliano Grillo,4.43,266,60
12,0,36689,Brooks Koepka,4.43,235,53
12,0,27129,Luke List,4.43,270,61
15,0,47504,Sam Burns,4.44,191,43
15,0,46402,Talor Gooch,4.44,271,61
15,0,27644,Brian Harman,4.44,284,64
18,0,46717,Viktor Hovland,4.45,218,49
18,0,49766,Hank Lebioda,4.45,178,40
18,0,32791,K.H. Lee,4.45,307,69
21,0,34098,Russell Henley,4.46,254,57
22,0,40098,Matt Fitzpatrick,4.47,170,38
22,0,28252,Seamus Power,4.47,170,38
22,0,32139,Danny Willett,4.47,76,17
25,0,29725,Tony Finau,4.48,188,42
25,0,29420,Billy Horschel,4.48,206,46
27,0,33141,Keegan Bradley,4.49,175,39
27,0,50525,Collin Morikawa,4.49,247,55
27,0,36699,Patrick Rodgers,4.49,283,63
27,0,49960,Sepp Straka,4.49,332,74
31,0,33120,Mark Anderson,4.51,194,43
31,0,46442,Maverick McNealy,4.51,194,43
31,0,25396,Kevin Na,4.51,158,35
31,0,47347,Adam Schenk,4.51,239,53
35,0,45609,Tyler Duncan,4.52,285,63
35,0,39971,Sungjae Im,4.52,303,67
35,0,26851,Marc Leishman,4.52,217,48
35,0,26329,Louis Oosthuizen,4.52,190,42
35,0,34256,Andrew Putnam,4.52,235,52
35,0,34360,Patrick Reed,4.52,271,60
35,0,22405,Justin Rose,4.52,226,50
35,0,56278,Matthew Wolff,4.52,262,58
43,0,45526,Abraham Ancer,4.53,213,47
43,0,27936,Martin Laird,4.53,222,49
43,0,39546,Keith Mitchell,4.53,240,53
43,0,48081,Xander Schauffele,4.53,249,55
43,0,33486,Roger Sloan,4.53,195,43
43,0,34046,Jordan Spieth,4.53,340,75
43,0,29518,Brendan Steele,4.53,267,59
43,0,27770,Camilo Villegas,4.53,154,34
51,0,40026,Daniel Berger,4.54,227,50
51,0,29479,Scott Brown,4.54,254,56
51,0,32070,Rafael Campos,4.54,209,46
51,0,31557,Jim Herman,4.54,109,24
51,0,21961,Charles Howell III,4.54,254,56
51,0,37275,Sam Ryder,4.54,259,57
51,0,26331,Charl Schwartzel,4.54,254,56
51,0,24502,Adam Scott,4.54,245,54
59,0,46435,Austin Cook,4.55,132,29
59,0,27141,J.B. Holmes,4.55,191,42
59,0,24361,Pat Perez,4.55,273,60
59,0,39324,J.J. Spaun,4.55,150,33
63,0,25364,Paul Casey,4.56,251,55
63,0,34076,Joel Dahmen,4.56,196,43
63,0,19846,Brian Gay,4.56,219,48
63,0,33204,Shane Lowry,4.56,205,45
63,0,30927,Brendon Todd,4.56,237,52
63,0,33419,Cameron Tringale,4.56,251,55
63,0,25804,Bubba Watson,4.56,237,52
70,0,35532,Tom Hoge,4.57,297,65
70,0,51894,Vince Whaley,4.57,210,46
72,0,21209,Sergio Garcia,4.58,206,45
72,0,12716,Charley Hoffman,4.58,353,77
74,0,35450,Patrick Cantlay,4.59,266,58
74,0,29974,Branden Grace,4.59,248,54
74,0,27942,Rob Oppenheim,4.59,225,49
74,0,27330,Josh Teater,4.59,170,37
78,0,33490,Bo Hoag,4.60,285,62
78,0,24024,Zach Johnson,4.60,216,47
78,0,33413,Ben Martin,4.60,92,20
78,0,32839,Hideki Matsuyama,4.60,368,80
78,0,48822,Sebastián Muñoz,4.60,161,35
78,0,46970,Jon Rahm,4.60,253,55
78,0,27064,Jhonattan Vegas,4.60,285,62
78,0,31323,Gary Woodland,4.60,285,62
86,0,34255,Joseph Bramlett,4.61,263,57
86,0,35310,Lanto Griffin,4.61,106,23
86,0,32757,Patton Kizzire,4.61,286,62
86,0,35449,Adam Long,4.61,235,51
86,0,30163,Henrik Norlander,4.61,258,56
91,0,45157,Cam Davis,4.62,337,73
91,0,49298,Kramer Hickok,4.62,245,53
91,0,39977,Max Homa,4.62,254,55
91,0,33410,Andrew Landry,4.62,180,39
91,0,28237,Rory McIlroy,4.62,328,71
91,0,33448,Justin Thomas,4.62,268,58
91,0,32333,Kevin Tway,4.62,157,34
91,0,23623,Bo Van Pelt,4.62,171,37
91,0,47483,Will Zalatoris,4.62,351,76
100,0,29535,Brice Garnett,4.63,185,40
100,0,34563,Chesson Hadley,4.63,241,52
100,0,29478,Kevin Kisner,4.63,185,40
103,0,30925,Dustin Johnson,4.64,204,44
103,0,29926,Danny Lee,4.64,195,42
103,0,47993,Denny McCarthy,4.64,283,61
103,0,22056,Cameron Percy,4.64,306,66
103,0,25818,Scott Piercy,4.64,209,45
103,0,26476,Chez Reavie,4.64,204,44
