RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
130,0,24140,Sean O'Hair,.63,1,160,+1.00
131,0,24924,Bill Haas,.62,1,162,-1.00
131,0,31323,Gary Woodland,.62,1,162,E
133,0,32366,Kevin Chappell,.61,1,164,+1.00
134,0,31202,William McGirt,.60,1,166,E
135,0,23353,J.J. Henry,.58,1,172,+1.00
136,0,34021,Bud Cauley,.57,1,176,E
136,0,33461,Morgan Hoffmann,.57,1,176,+3.00
138,0,25900,Lucas Glover,.56,1,180,+1.00
139,0,29479,Scott Brown,.55,1,182,E
139,0,30944,Jason Kokrak,.55,1,182,E
139,0,26476,Chez Reavie,.55,1,182,+1.00
142,0,29461,Jamie Lovemark,.54,1,184,E
143,0,33399,Adam Hadwin,.53,1,188,+1.00
144,0,27958,Ryan Blaum,.52,1,192,E
145,0,33141,Keegan Bradley,.51,1,196,+1.00
145,0,27129,Luke List,.51,1,196,+2.00
147,0,33948,Byeong Hun An,.00,0,128,E
147,0,35545,Blayne Barber,.00,0,142,E
147,0,28420,Ryan Brehm,.00,0,154,E
147,0,35450,Patrick Cantlay,.00,0,96,E
147,0,25364,Paul Casey,.00,0,164,E
147,0,28089,Jason Day,.00,0,132,E
147,0,27436,Graham DeLaet,.00,0,152,E
147,0,28307,Matt Every,.00,0,140,E
147,0,25191,Gonzalo Fernandez-Castaño,.00,0,112,E
147,0,29725,Tony Finau,.00,0,200,E
147,0,28500,Martin Flores,.00,0,162,E
147,0,32102,Rickie Fowler,.00,0,144,E
147,0,21209,Sergio Garcia,.00,0,108,E
147,0,46550,Brandon Hagy,.00,0,154,E
147,0,34098,Russell Henley,.00,0,194,E
147,0,31557,Jim Herman,.00,0,142,E
147,0,29420,Billy Horschel,.00,0,172,E
147,0,34174,John Huh,.00,0,168,E
147,0,30852,Ryo Ishikawa,.00,0,104,E
147,0,30925,Dustin Johnson,.00,0,132,E
147,0,24024,Zach Johnson,.00,0,154,E
147,0,39975,Michael Kim,.00,0,180,E
147,0,36689,Brooks Koepka,.00,0,152,E
147,0,31420,Anirban Lahiri,.00,0,136,E
147,0,29926,Danny Lee,.00,0,170,E
147,0,26851,Marc Leishman,.00,0,172,E
147,0,34409,David Lingmerth,.00,0,142,E
147,0,32839,Hideki Matsuyama,.00,0,136,E
147,0,34213,Grayson Murray,.00,0,180,E
147,0,29289,S.Y. Noh,.00,0,174,E
147,0,23320,Ryan Palmer,.00,0,106,E
147,0,22056,Cameron Percy,.00,0,130,E
147,0,34358,Jonathan Randolph,.00,0,126,E
147,0,34360,Patrick Reed,.00,0,184,E
147,0,23621,Rory Sabbatini,.00,0,130,E
147,0,48081,Xander Schauffele,.00,0,184,E
147,0,26331,Charl Schwartzel,.00,0,112,E
147,0,24502,Adam Scott,.00,0,100,E
147,0,25834,Daniel Summerhays,.00,0,180,E
147,0,34264,Hudson Swafford,.00,0,172,E
147,0,33448,Justin Thomas,.00,0,142,E
147,0,32333,Kevin Tway,.00,0,176,E
147,0,27064,Jhonattan Vegas,.00,0,164,E
147,0,25804,Bubba Watson,.00,0,118,E
