RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,33948,Byeong Hun An,44.53,57,128,-0.18
2,0,34264,Hudson Swafford,44.19,76,172,-0.28
3,0,26300,Matt Jones,41.07,46,112,-0.17
4,0,28420,Ryan Brehm,40.91,63,154,-0.19
5,0,32366,Kevin Chappell,40.24,66,164,-0.17
6,0,29420,Billy Horschel,39.53,68,172,-0.34
7,0,32333,Kevin Tway,38.07,67,176,-0.30
8,0,30944,Jason Kokrak,37.91,69,182,-0.01
9,0,27095,Nick Watney,37.68,52,138,-0.15
10,0,36699,Patrick Rodgers,37.14,52,140,-0.13
11,0,35300,Andrew Loupe,36.54,38,104,-0.29
12,0,21961,Charles Howell III,35.90,56,156,-0.41
13,0,46440,Smylie Kaufman,35.82,48,134,-0.15
14,0,31323,Gary Woodland,35.80,58,162,-0.26
15,0,30692,Scott Stallings,35.71,55,154,-0.24
16,0,29289,S.Y. Noh,35.63,62,174,-0.32
17,0,23497,Tag Ridings,35.59,42,118,-0.19
18,0,23320,Ryan Palmer,34.91,37,106,+0.08
19,0,34099,Harris English,34.87,53,152,-0.21
20,0,47959,Bryson DeChambeau,34.83,62,178,-0.34
21,0,29461,Jamie Lovemark,34.78,64,184,-0.22
22,0,28252,Seamus Power,34.38,55,160,-0.33
23,0,27129,Luke List,34.18,67,196,-0.42
24,0,28089,Jason Day,34.09,45,132,-0.20
25,0,24358,Robert Garrigus,34.03,49,144,-0.24
26,0,31420,Anirban Lahiri,33.82,46,136,-0.17
26,0,32839,Hideki Matsuyama,33.82,46,136,-0.22
28,0,46970,Jon Rahm,33.73,56,166,-0.23
29,0,27436,Graham DeLaet,33.55,51,152,-0.43
30,0,24502,Adam Scott,33.00,33,100,-0.27
31,0,28237,Rory McIlroy,32.95,29,88,-0.21
32,0,46601,Trey Mullinax,32.93,54,164,-0.20
33,0,33141,Keegan Bradley,32.65,64,196,-0.22
33,0,27974,Sung Kang,32.65,64,196,-0.28
35,0,46550,Brandon Hagy,32.47,50,154,-0.10
36,0,26331,Charl Schwartzel,32.14,36,112,-0.31
37,0,28500,Martin Flores,32.10,52,162,-0.17
38,0,24781,Hunter Mahan,31.69,45,142,-0.27
39,0,25900,Lucas Glover,31.67,57,180,-0.19
40,0,12716,Charley Hoffman,31.48,68,216,-0.15
41,0,23353,J.J. Henry,31.40,54,172,-0.30
42,0,22371,Aaron Baddeley,31.13,33,106,-0.12
43,0,33204,Shane Lowry,31.11,28,90,-0.39
44,0,27064,Jhonattan Vegas,31.10,51,164,-0.24
45,0,37189,Harold Varner III,31.05,59,190,-0.14
46,0,46732,Rick Lamb,31.00,31,100,+0.06
47,0,36689,Brooks Koepka,30.92,47,152,E
48,0,34021,Bud Cauley,30.68,54,176,-0.22
49,0,34213,Grayson Murray,30.56,55,180,-0.40
50,0,29725,Tony Finau,30.50,61,200,-0.23
51,0,35450,Patrick Cantlay,30.21,29,96,-0.34
52,0,28307,Matt Every,30.00,42,140,-0.12
53,0,34098,Russell Henley,29.90,58,194,-0.19
54,0,32448,James Hahn,29.89,55,184,-0.25
55,0,33448,Justin Thomas,29.58,42,142,-0.07
56,0,33461,Morgan Hoffmann,29.55,52,176,-0.17
57,0,34046,Jordan Spieth,29.49,46,156,-0.17
58,0,26329,Louis Oosthuizen,29.31,34,116,-0.06
59,0,39954,Cody Gribble,29.22,45,154,-0.20
60,0,40026,Daniel Berger,28.85,45,156,-0.29
61,0,48081,Xander Schauffele,28.80,53,184,-0.17
62,0,30925,Dustin Johnson,28.79,38,132,-0.08
63,0,46501,Ollie Schniederjans,28.74,50,174,-0.28
64,0,25632,Jimmy Walker,28.69,35,122,-0.20
65,0,33418,Shawn Stefani,28.68,39,136,-0.46
66,0,39324,J.J. Spaun,28.49,49,172,-0.35
67,0,27936,Martin Laird,28.31,47,166,-0.21
68,0,25274,Steven Bowditch,28.18,31,110,+0.03
69,0,35545,Blayne Barber,28.17,40,142,-0.18
70,0,29518,Brendan Steele,28.13,45,160,-0.42
71,0,25804,Bubba Watson,27.97,33,118,-0.30
72,0,32757,Patton Kizzire,27.63,42,152,-0.17
73,0,48822,Sebastián Muñoz,27.55,27,98,-0.07
74,0,22405,Justin Rose,27.34,35,128,-0.14
75,0,27214,Kevin Streelman,27.27,48,176,-0.15
76,0,31646,Emiliano Grillo,27.22,43,158,E
77,0,25198,Francesco Molinari,27.21,37,136,-0.24
78,0,20157,Retief Goosen,27.17,25,92,-0.28
78,0,34360,Patrick Reed,27.17,50,184,-0.22
80,0,47128,Richy Werenski,27.03,40,148,-0.28
81,0,30110,Kyle Stanley,27.00,54,200,-0.26
82,0,24140,Sean O'Hair,26.25,42,160,-0.26
83,0,30191,Julián Etulain,26.19,33,126,-0.36
84,0,40009,Dominic Bozzelli,26.15,34,130,-0.32
85,0,26289,Boo Weekley,26.03,38,146,-0.32
86,0,21209,Sergio Garcia,25.93,28,108,E
86,0,24924,Bill Haas,25.93,42,162,-0.19
88,0,29223,Sam Saunders,25.71,36,140,-0.19
89,0,32102,Rickie Fowler,25.69,37,144,-0.46
89,0,27141,J.B. Holmes,25.69,37,144,-0.16
