RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,10809,Jim Furyk,55.88,57,102,-0.21
2,0,22986,Søren Kjeldsen,45.56,41,90,E
3,0,40058,Zac Blair,45.26,86,190,-0.17
4,0,20104,Ken Duke,45.07,64,142,-0.17
5,0,25349,Tim Wilkinson,44.83,52,116,-0.08
6,0,23800,Bryce Molder,43.92,65,148,-0.15
7,0,20771,Steven Alker,42.06,53,126,-0.23
8,0,19803,Ryan Armour,40.68,48,118,+0.04
9,0,23541,Ben Crane,39.24,62,158,+0.02
10,0,24507,Jason Bohn,38.73,55,142,-0.09
11,0,23983,Luke Donald,38.54,37,96,-0.05
12,0,31560,Brian Stuard,37.95,63,166,-0.08
13,0,48084,Wesley Bryan,37.91,69,182,-0.25
14,0,24357,K.J. Choi,37.90,47,124,-0.13
15,0,19846,Brian Gay,37.18,58,156,-0.07
16,0,25720,Chad Collins,37.10,46,124,-0.15
17,0,27466,Spencer Levin,37.04,60,162,-0.17
18,0,25572,Graeme McDowell,36.61,41,112,-0.12
19,0,28679,Fabián Gómez,36.44,43,118,-0.12
20,0,20472,Alex Cejka,36.30,53,146,-0.13
21,0,24138,Ian Poulter,35.94,46,128,-0.07
22,0,06522,Ernie Els,35.42,34,96,+0.12
23,0,34466,Peter Malnati,35.19,57,162,-0.04
24,0,32200,Roberto Castro,35.16,45,128,+0.02
25,0,25345,Carl Pettersson,34.75,41,118,E
26,0,23325,Vaughn Taylor,34.52,58,168,-0.21
27,0,27649,Brandt Snedeker,34.00,34,100,-0.21
28,0,23108,Matt Kuchar,32.95,58,176,-0.03
29,0,29222,Billy Hurley III,32.24,49,152,-0.27
30,0,31202,William McGirt,31.93,53,166,E
31,0,12510,Chad Campbell,31.72,59,186,-0.19
32,0,20593,Greg Chalmers,31.69,45,142,-0.27
33,0,26476,Chez Reavie,31.32,57,182,-0.05
34,0,27958,Ryan Blaum,31.25,60,192,-0.03
35,0,24024,Zach Johnson,31.17,48,154,+0.21
36,0,25240,D.A. Points,30.88,42,136,-0.12
37,0,33419,Cameron Tringale,30.38,48,158,E
38,0,34409,David Lingmerth,30.28,43,142,E
39,0,26758,David Hearn,30.25,49,162,-0.22
40,0,29908,C.T. Pan,30.23,52,172,-0.15
41,0,24846,Ricky Barnes,30.11,53,176,+0.04
42,0,22046,Geoff Ogilvy,29.86,43,144,+0.02
43,0,26951,Johnson Wagner,29.37,37,126,-0.08
44,0,27895,Jonas Blixt,29.29,41,140,-0.15
45,0,35110,Brett Drewitt,29.25,31,106,-0.03
46,0,34174,John Huh,29.17,49,168,+0.02
46,0,29476,Kyle Reifers,29.17,49,168,-0.14
46,0,27770,Camilo Villegas,29.17,42,144,-0.07
49,0,32150,Michael Thompson,28.57,32,112,+0.09
50,0,29740,Brad Fritsch,27.88,29,104,-0.21
51,0,23621,Rory Sabbatini,26.15,34,130,-0.24
52,0,33399,Adam Hadwin,26.06,49,188,+0.02
53,0,26499,Rafa Cabrera Bello,25.96,27,104,+0.04
54,0,36801,Mark Hubbard,25.71,36,140,-0.19
55,0,29974,Branden Grace,25.45,28,110,-0.11
56,0,26289,Boo Weekley,25.34,37,146,-0.05
57,0,25493,Nick Taylor,25.26,48,190,-0.19
58,0,33120,Mark Anderson,25.00,26,104,+0.12
58,0,27644,Brian Harman,25.00,48,192,+0.02
58,0,25396,Kevin Na,25.00,37,148,-0.05
