RANK,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES/EAGLES,# HOLES
1,0,35891,Cameron Smith,26.52,296,1116
2,0,33448,Justin Thomas,26.32,360,1368
3,0,46046,Scottie Scheffler,26.12,395,1512
4,0,28237,Rory McIlroy,26.11,282,1080
5,0,35450,Patrick Cantlay,25.41,311,1224
6,0,57366,Cameron Young,25.27,373,1476
7,0,46717,Viktor Hovland,24.92,314,1260
8,0,48081,Xander Schauffele,24.85,322,1296
9,0,47483,Will Zalatoris,24.49,335,1368
10,0,47504,Sam Burns,24.44,352,1440
11,0,34098,Russell Henley,24.00,337,1404
12,0,46402,Talor Gooch,23.94,306,1278
13,0,46442,Maverick McNealy,23.93,379,1584
14,0,32839,Hideki Matsuyama,23.92,310,1296
15,0,29725,Tony Finau,23.90,370,1548
16,0,45486,Joaquin Niemann,23.82,343,1440
17,0,46970,Jon Rahm,23.81,300,1260
18,0,47995,Davis Riley,23.70,401,1692
19,0,51894,Vince Whaley,23.59,361,1530
20,0,21961,Charles Howell III,23.46,228,972
21,0,34046,Jordan Spieth,23.42,312,1332
22,0,49964,Aaron Wise,23.39,362,1548
23,0,46601,Trey Mullinax,23.31,344,1476
24,0,39971,Sungjae Im,23.30,369,1584
25,0,37189,Harold Varner III,23.19,288,1242
26,0,34264,Hudson Swafford,23.18,267,1152
27,0,45157,Cam Davis,23.17,342,1476
28,0,40250,Taylor Pendrith,23.16,296,1278
29,0,31646,Emiliano Grillo,23.08,349,1512
30,0,24502,Adam Scott,23.07,299,1296
31,0,39546,Keith Mitchell,23.06,357,1548
31,0,50525,Collin Morikawa,23.06,249,1080
33,0,40115,Adam Svensson,22.94,413,1800
34,0,28775,Nate Lashley,22.88,313,1368
35,0,39977,Max Homa,22.76,336,1476
35,0,26851,Marc Leishman,22.76,295,1296
37,0,28252,Seamus Power,22.72,319,1404
38,0,30692,Scott Stallings,22.57,390,1728
39,0,49947,Taylor Moore,22.55,341,1512
40,0,22405,Justin Rose,22.53,219,972
41,0,34174,John Huh,22.52,300,1332
42,0,29926,Danny Lee,22.44,210,936
43,0,28089,Jason Day,22.32,229,1026
44,0,34466,Peter Malnati,22.22,412,1854
44,0,22056,Cameron Percy,22.22,176,792
44,0,47856,Seth Reeves,22.22,268,1206
47,0,35532,Tom Hoge,22.16,383,1728
48,0,34363,Tyrrell Hatton,22.14,255,1152
49,0,23621,Rory Sabbatini,22.12,219,990
50,0,40162,Justin Lower,22.07,286,1296
51,0,39997,Corey Conners,22.03,345,1566
52,0,32816,Satoshi Kodaira,22.00,202,918
53,0,36884,Ben Kohles,21.96,249,1134
54,0,45609,Tyler Duncan,21.95,324,1476
54,0,26300,Matt Jones,21.95,241,1098
56,0,51634,Sahith Theegala,21.93,446,2034
57,0,48117,Kurt Kitayama,21.90,276,1260
58,0,29478,Kevin Kisner,21.89,260,1188
59,0,36689,Brooks Koepka,21.86,181,828
60,0,47988,Nick Hardy,21.85,232,1062
61,0,45526,Abraham Ancer,21.84,228,1044
62,0,35310,Lanto Griffin,21.79,306,1404
63,0,29289,S.Y. Noh,21.78,247,1134
64,0,37455,Si Woo Kim,21.77,384,1764
64,0,47983,Chad Ramey,21.77,286,1314
66,0,36799,Stephan Jaeger,21.76,333,1530
67,0,29420,Billy Horschel,21.75,274,1260
67,0,29221,Webb Simpson,21.75,231,1062
69,0,36801,Mark Hubbard,21.73,266,1224
70,0,33667,Carlos Ortiz,21.68,238,1098
71,0,48699,Callum Tarren,21.66,269,1242
72,0,27139,David Skinns,21.63,257,1188
72,0,56278,Matthew Wolff,21.63,183,846
74,0,32366,Kevin Chappell,21.62,214,990
74,0,48822,Sebastián Muñoz,21.62,323,1494
76,0,33141,Keegan Bradley,21.60,311,1440
77,0,37275,Sam Ryder,21.59,342,1584
78,0,39324,J.J. Spaun,21.58,369,1710
79,0,34076,Joel Dahmen,21.57,330,1530
80,0,33419,Cameron Tringale,21.56,357,1656
81,0,33399,Adam Hadwin,21.54,349,1620
82,0,27064,Jhonattan Vegas,21.50,298,1386
83,0,51766,Wyndham Clark,21.48,375,1746
84,0,27974,Sung Kang,21.46,309,1440
84,0,36852,Jim Knous,21.46,197,918
86,0,52372,Cameron Champ,21.43,216,1008
86,0,30911,Tommy Fleetwood,21.43,216,1008
88,0,24361,Pat Perez,21.42,239,1116
89,0,30944,Jason Kokrak,21.40,235,1098
89,0,52374,Brandon Wu,21.40,285,1332
91,0,32757,Patton Kizzire,21.36,346,1620
91,0,33204,Shane Lowry,21.36,223,1044
91,0,32150,Michael Thompson,21.36,323,1512
94,0,47529,Mito Pereira,21.35,342,1602
95,0,32662,Michael Gligic,21.28,272,1278
95,0,25818,Scott Piercy,21.28,295,1386
95,0,49771,J.T. Poston,21.28,337,1584
95,0,50095,Austin Smotherman,21.28,295,1386
99,0,32791,K.H. Lee,21.26,375,1764
100,0,36326,David Lipsky,21.21,336,1584
100,0,46340,Alex Smalley,21.21,355,1674
102,0,27129,Luke List,21.18,305,1440
103,0,33486,Roger Sloan,21.16,278,1314
104,0,46550,Brandon Hagy,21.15,297,1404
105,0,34563,Chesson Hadley,21.11,304,1440
106,0,39058,Lucas Herbert,21.09,205,972
107,0,30927,Brendon Todd,21.08,315,1494
108,0,23108,Matt Kuchar,21.05,269,1278
109,0,40098,Matt Fitzpatrick,21.03,265,1260
110,0,32640,Troy Merritt,21.00,344,1638
111,0,37212,Paul Barjon,20.97,268,1278
112,0,25198,Francesco Molinari,20.96,200,954
112,0,23325,Vaughn Taylor,20.96,200,954
114,0,20229,Stewart Cink,20.92,290,1386
115,0,25900,Lucas Glover,20.91,350,1674
116,0,12716,Charley Hoffman,20.85,259,1242
116,0,35879,Kelly Kraft,20.85,259,1242
118,0,34610,Matthias Schwab,20.79,262,1260
119,0,30978,Kiradech Aphibarnrat,20.75,198,954
119,0,53165,Doc Redman,20.75,295,1422
121,0,47128,Richy Werenski,20.72,235,1134
122,0,34255,Joseph Bramlett,20.71,302,1458
123,0,55708,Hayden Buckley,20.70,339,1638
123,0,30926,Chris Kirk,20.70,313,1512
125,0,51890,Greyson Sigg,20.68,335,1620
126,0,47993,Denny McCarthy,20.61,371,1800
127,0,29908,C.T. Pan,20.60,304,1476
127,0,40006,Erik van Rooyen,20.60,178,864
129,0,23983,Luke Donald,20.56,248,1206
129,0,49766,Hank Lebioda,20.56,296,1440
131,0,51997,Andrew Novak,20.54,281,1368
132,0,54628,Lee Hodges,20.49,343,1674
133,0,35506,Mackenzie Hughes,20.46,302,1476
134,0,35449,Adam Long,20.45,324,1584
135,0,29970,Dylan Frittelli,20.37,341,1674
136,0,24138,Ian Poulter,20.33,161,792
137,0,35617,Martin Trainer,20.30,285,1404
138,0,51950,Max McGreevy,20.29,263,1296
138,0,36871,Matthew NeSmith,20.29,336,1656
140,0,28114,Dawie van der Walt,20.25,226,1116
141,0,24980,Scott Gutschewski,20.24,204,1008
141,0,48887,Matt Wallace,20.24,204,1008
143,0,27349,Alex Noren,20.23,233,1152
144,0,34256,Andrew Putnam,20.21,342,1692
145,0,34360,Patrick Reed,20.16,254,1260
146,0,27644,Brian Harman,20.15,330,1638
147,0,45522,Christiaan Bezuidenhout,20.07,289,1440
147,0,48084,Wesley Bryan,20.07,177,882
147,0,23320,Ryan Palmer,20.07,242,1206
147,0,36699,Patrick Rodgers,20.07,307,1530
151,0,46414,Aaron Rai,20.04,321,1602
152,0,54421,Garrick Higgo,20.02,209,1044
153,0,27214,Kevin Streelman,20.01,317,1584
154,0,45540,Jared Wolfe,19.96,212,1062
155,0,49960,Sepp Straka,19.95,352,1764
156,0,35461,Beau Hossler,19.84,250,1260
157,0,31420,Anirban Lahiri,19.83,257,1296
158,0,24925,Jonathan Byrd,19.79,203,1026
158,0,10381,Curtis Thompson,19.79,228,1152
160,0,25493,Nick Taylor,19.76,313,1584
161,0,46435,Austin Cook,19.73,245,1242
161,0,27770,Camilo Villegas,19.73,245,1242
163,0,27936,Martin Laird,19.70,234,1188
164,0,31323,Gary Woodland,19.65,244,1242
165,0,32102,Rickie Fowler,19.64,251,1278
166,0,32448,James Hahn,19.56,250,1278
166,0,29518,Brendan Steele,19.56,257,1314
168,0,29535,Brice Garnett,19.55,271,1386
169,0,26476,Chez Reavie,19.54,299,1530
170,0,32333,Kevin Tway,19.48,270,1386
171,0,32139,Danny Willett,19.44,217,1116
172,0,49298,Kramer Hickok,19.35,317,1638
173,0,24924,Bill Haas,19.32,313,1620
174,0,33122,Russell Knox,19.29,309,1602
175,0,24024,Zach Johnson,19.27,222,1152
176,0,47347,Adam Schenk,19.26,312,1620
177,0,29974,Branden Grace,19.23,180,936
178,0,39953,Chase Seiffert,19.17,176,918
179,0,27649,Brandt Snedeker,19.11,203,1062
180,0,30163,Henrik Norlander,19.06,247,1296
181,0,34431,Robert Streb,19.01,284,1494
182,0,25686,Jason Dufner,19.00,171,900
183,0,54783,Dylan Wu,18.99,229,1206
184,0,27895,Jonas Blixt,18.78,169,900
185,0,52375,Doug Ghim,18.72,283,1512
186,0,27095,Nick Watney,18.57,254,1368
187,0,31560,Brian Stuard,18.54,297,1602
188,0,33490,Bo Hoag,18.48,163,882
189,0,35110,Brett Drewitt,18.39,192,1044
190,0,33597,Harry Higgs,18.13,261,1440
191,0,31557,Jim Herman,18.08,166,918
192,0,19803,Ryan Armour,18.00,162,900
193,0,39436,Joshua Creel,17.85,151,846
