RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,27466,Spencer Levin,347,676,51.3
2,0,21753,Brian Davis,339,656,51.7
3,0,21350,Ryuji Imada,338,647,52.2
4,0,27141,J.B. Holmes,337,648,52.0
4,0,29221,Webb Simpson,337,662,50.9
6,0,22371,Aaron Baddeley,332,645,51.5
6,0,19846,Brian Gay,332,655,50.7
8,0,20593,Greg Chalmers,331,661,50.1
9,0,21961,Charles Howell III,328,626,52.4
10,0,08725,Tom Gillis,324,659,49.2
10,0,20160,Charlie Wi,324,687,47.2
12,0,01948,Tim Petrovic,323,636,50.8
13,0,20098,Stuart Appleby,321,627,51.2
14,0,27330,Josh Teater,310,604,51.3
15,0,21949,Joe Ogilvie,307,599,51.3
15,0,23623,Bo Van Pelt,307,618,49.7
17,0,24361,Pat Perez,306,614,49.8
17,0,25345,Carl Pettersson,306,628,48.7
19,0,27933,John Merrick,305,588,51.9
20,0,23718,Nathan Green,304,597,50.9
21,0,10585,Scott McCarron,301,584,51.5
22,0,25190,Jeff Quinney,300,598,50.2
23,0,26300,Matt Jones,299,593,50.4
24,0,32102,Rickie Fowler,298,586,50.9
25,0,23638,Brendon de Jonge,296,602,49.2
26,0,27649,Brandt Snedeker,292,590,49.5
27,0,07867,Woody Austin,288,573,50.3
27,0,12716,Charley Hoffman,288,565,51.0
29,0,25396,Kevin Na,287,571,50.3
30,0,20070,Matt Bettencourt,286,545,52.5
31,0,25720,Chad Collins,285,565,50.4
32,0,24846,Ricky Barnes,281,577,48.7
32,0,27214,Kevin Streelman,281,562,50.0
34,0,06251,Chris DiMarco,280,549,51.0
34,0,21731,Freddie Jacobson,280,557,50.3
36,0,07749,Brett Quigley,279,563,49.6
36,0,22293,Heath Slocum,279,513,54.4
38,0,08075,Jerry Kelly,276,532,51.9
39,0,24925,Jonathan Byrd,275,547,50.3
39,0,23108,Matt Kuchar,275,560,49.1
39,0,26851,Marc Leishman,275,518,53.1
39,0,26695,Michael Letzig,275,554,49.6
39,0,26301,James Nitties,275,578,47.6
44,0,29910,Blake Adams,274,506,54.2
45,0,27436,Graham DeLaet,271,500,54.2
46,0,12510,Chad Campbell,270,522,51.7
46,0,27936,Martin Laird,270,535,50.5
46,0,25818,Scott Piercy,270,559,48.3
49,0,24024,Zach Johnson,268,567,47.3
49,0,22405,Justin Rose,268,519,51.6
51,0,02206,David Toms,266,519,51.3
52,0,30946,Alex Prugh,265,536,49.4
52,0,23788,D.J. Trahan,265,528,50.2
54,0,23409,James Driscoll,264,506,52.2
55,0,24924,Bill Haas,263,501,52.5
56,0,20498,Briny Baird,262,519,50.5
56,0,21959,Ted Purdy,262,500,52.4
58,0,20572,Rod Pampling,261,466,56.0
58,0,20645,John Senden,261,536,48.7
60,0,32640,Troy Merritt,259,561,46.2
61,0,24507,Jason Bohn,258,512,50.4
61,0,10860,Justin Leonard,258,515,50.1
63,0,23673,Michael Connell,256,557,46.0
64,0,25686,Jason Dufner,254,458,55.5
64,0,28475,Jeff Overton,254,527,48.2
64,0,23325,Vaughn Taylor,254,531,47.8
64,0,26951,Johnson Wagner,254,500,50.8
68,0,23320,Ryan Palmer,253,522,48.5
69,0,01577,Lee Janzen,252,473,53.3
70,0,28089,Jason Day,251,500,50.2
70,0,23800,Bryce Molder,251,528,47.5
72,0,25562,Andres Romero,248,507,48.9
72,0,25632,Jimmy Walker,248,493,50.3
74,0,20850,Daniel Chopra,247,477,51.8
74,0,23621,Rory Sabbatini,247,489,50.5
76,0,22913,John Rollins,246,493,49.9
77,0,23353,J.J. Henry,245,508,48.2
77,0,23548,Bill Lunde,245,447,54.8
79,0,26679,Kevin Stadler,244,488,50.0
79,0,21878,Mark Wilson,244,511,47.7
81,0,12782,Tim Herron,243,487,49.9
81,0,06595,Kevin Sutherland,243,477,50.9
83,0,23135,Tim Clark,242,500,48.4
84,0,28780,Nicholas Thompson,241,481,50.1
84,0,27095,Nick Watney,241,486,49.6
86,0,26420,Richard Johnson,240,474,50.6
86,0,26289,Boo Weekley,240,473,50.7
88,0,27797,Derek Lamely,239,450,53.1
89,0,24490,George McNeill,238,492,48.4
90,0,27120,Troy Matteson,236,456,51.8
91,0,07457,Steve Flesch,235,463,50.8
91,0,24912,Will MacKenzie,235,449,52.3
91,0,25240,D.A. Points,235,508,46.3
91,0,31560,Brian Stuard,235,491,47.9
91,0,12714,Chris Tidland,235,463,50.8
96,0,01320,Bob Estes,234,479,48.9
96,0,10809,Jim Furyk,234,436,53.7
96,0,06643,Paul Goydos,234,472,49.6
99,0,20229,Stewart Cink,231,464,49.8
100,0,20127,Chris Riley,229,443,51.7
100,0,26287,Roland Thatcher,229,443,51.7
102,0,24357,K.J. Choi,228,437,52.2
103,0,23541,Ben Crane,227,475,47.8
104,0,06004,Stephen Ames,226,482,46.9
105,0,24781,Hunter Mahan,225,461,48.8
106,0,30925,Dustin Johnson,224,456,49.1
106,0,02239,Scott Verplank,224,420,53.3
106,0,25804,Bubba Watson,224,448,50.0
106,0,20436,Garrett Willis,224,467,48.0
110,0,28087,Kris Blanks,222,442,50.2
110,0,08385,Omar Uresti,222,382,58.1
112,0,08537,J.P. Hayes,221,474,46.6
113,0,20472,Alex Cejka,220,440,50.0
113,0,20574,Mathew Goggin,220,450,48.9
