RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,32102,Rickie Fowler,43,586,7.3
1,0,20160,Charlie Wi,43,687,6.3
3,0,23638,Brendon de Jonge,41,602,6.8
4,0,23718,Nathan Green,40,597,6.7
4,0,23108,Matt Kuchar,40,560,7.1
6,0,20593,Greg Chalmers,37,661,5.6
6,0,01577,Lee Janzen,37,473,7.8
8,0,23135,Tim Clark,36,500,7.2
9,0,22371,Aaron Baddeley,35,645,5.4
9,0,10585,Scott McCarron,35,584,6.0
11,0,27330,Josh Teater,34,604,5.6
12,0,23673,Michael Connell,33,557,5.9
12,0,26695,Michael Letzig,33,554,6.0
12,0,27466,Spencer Levin,33,676,4.9
12,0,27649,Brandt Snedeker,33,590,5.6
16,0,24925,Jonathan Byrd,32,547,5.9
16,0,08725,Tom Gillis,32,659,4.9
16,0,06643,Paul Goydos,32,472,6.8
16,0,24361,Pat Perez,32,614,5.2
16,0,25240,D.A. Points,32,508,6.3
16,0,06595,Kevin Sutherland,32,477,6.7
22,0,23541,Ben Crane,31,475,6.5
22,0,26596,Ryan Moore,31,431,7.2
22,0,25345,Carl Pettersson,31,628,4.9
22,0,25190,Jeff Quinney,31,598,5.2
22,0,20645,John Senden,31,536,5.8
22,0,27214,Kevin Streelman,31,562,5.5
22,0,31560,Brian Stuard,31,491,6.3
22,0,23788,D.J. Trahan,31,528,5.9
22,0,27095,Nick Watney,31,486,6.4
31,0,20098,Stuart Appleby,30,627,4.8
31,0,28089,Jason Day,30,500,6.0
31,0,28158,Steve Marino,30,447,6.7
31,0,26301,James Nitties,30,578,5.2
31,0,01948,Tim Petrovic,30,636,4.7
36,0,21753,Brian Davis,29,656,4.4
36,0,28500,Martin Flores,29,442,6.6
36,0,22405,Justin Rose,29,519,5.6
36,0,10425,Jay Williamson,29,397,7.3
36,0,21878,Mark Wilson,29,511,5.7
41,0,20070,Matt Bettencourt,28,545,5.1
41,0,24507,Jason Bohn,28,512,5.5
41,0,20157,Retief Goosen,28,387,7.2
41,0,21350,Ryuji Imada,28,647,4.3
41,0,21731,Freddie Jacobson,28,557,5.0
41,0,23320,Ryan Palmer,28,522,5.4
41,0,30946,Alex Prugh,28,536,5.2
41,0,27963,Chris Stroud,28,472,5.9
41,0,12714,Chris Tidland,28,463,6.0
41,0,20436,Garrett Willis,28,467,6.0
51,0,06004,Stephen Ames,27,482,5.6
51,0,07867,Woody Austin,27,573,4.7
51,0,25720,Chad Collins,27,565,4.8
51,0,27436,Graham DeLaet,27,500,5.4
51,0,09011,David Duval,27,388,7.0
51,0,07457,Steve Flesch,27,463,5.8
51,0,24781,Hunter Mahan,27,461,5.9
51,0,32640,Troy Merritt,27,561,4.8
51,0,06515,Shaun Micheel,27,385,7.0
51,0,21949,Joe Ogilvie,27,599,4.5
51,0,22913,John Rollins,27,493,5.5
51,0,29221,Webb Simpson,27,662,4.1
63,0,29910,Blake Adams,26,506,5.1
63,0,12510,Chad Campbell,26,522,5.0
63,0,23409,James Driscoll,26,506,5.1
63,0,19846,Brian Gay,26,655,4.0
63,0,12716,Charley Hoffman,26,565,4.6
63,0,26300,Matt Jones,26,593,4.4
63,0,27797,Derek Lamely,26,450,5.8
63,0,10860,Justin Leonard,26,515,5.0
63,0,23800,Bryce Molder,26,528,4.9
63,0,28620,Aron Price,26,412,6.3
73,0,10885,Robert Allenby,25,413,6.1
73,0,12652,Cameron Beckman,25,389,6.4
73,0,06251,Chris DiMarco,25,549,4.6
73,0,24924,Bill Haas,25,501,5.0
73,0,23353,J.J. Henry,25,508,4.9
73,0,01766,Billy Mayfair,25,387,6.5
73,0,25396,Kevin Na,25,571,4.4
73,0,22046,Geoff Ogilvy,25,363,6.9
73,0,23621,Rory Sabbatini,25,489,5.1
73,0,23623,Bo Van Pelt,25,618,4.0
83,0,20498,Briny Baird,24,519,4.6
83,0,01320,Bob Estes,24,479,5.0
83,0,21961,Charles Howell III,24,626,3.8
83,0,01706,Davis Love III,24,405,5.9
83,0,01724,Jeff Maggert,24,425,5.6
83,0,27060,John Mallinger,24,449,5.3
83,0,24490,George McNeill,24,492,4.9
83,0,20691,Greg Owen,24,386,6.2
83,0,25818,Scott Piercy,24,559,4.3
83,0,25562,Andres Romero,24,507,4.7
83,0,23325,Vaughn Taylor,24,531,4.5
94,0,01116,Michael Bradley,23,446,5.2
94,0,25686,Jason Dufner,23,458,5.0
94,0,06522,Ernie Els,23,400,5.8
94,0,24358,Robert Garrigus,23,405,5.7
94,0,26420,Richard Johnson,23,474,4.9
94,0,08075,Jerry Kelly,23,532,4.3
94,0,01619,Skip Kendall,23,348,6.6
94,0,27120,Troy Matteson,23,456,5.0
94,0,28475,Jeff Overton,23,527,4.4
94,0,24502,Adam Scott,23,352,6.5
94,0,02206,David Toms,23,519,4.4
105,0,24846,Ricky Barnes,22,577,3.8
105,0,06621,Joe Durant,22,364,6.0
105,0,25900,Lucas Glover,22,400,5.5
105,0,24024,Zach Johnson,22,567,3.9
105,0,27936,Martin Laird,22,535,4.1
105,0,27933,John Merrick,22,588,3.7
105,0,24140,Sean O'Hair,22,428,5.1
105,0,20572,Rod Pampling,22,466,4.7
105,0,20663,Brenden Pappas,22,361,6.1
105,0,20127,Chris Riley,22,443,5.0
105,0,23307,Roger Tambellini,22,361,6.1
105,0,28780,Nicholas Thompson,22,481,4.6
105,0,12755,Vance Veazey,22,329,6.7
105,0,27770,Camilo Villegas,22,394,5.6
105,0,25804,Bubba Watson,22,448,4.9
120,0,20229,Stewart Cink,21,464,4.5
120,0,11123,Chris Couch,21,417,5.0
120,0,23983,Luke Donald,21,411,5.1
120,0,20574,Mathew Goggin,21,450,4.7
120,0,12782,Tim Herron,21,487,4.3
120,0,23548,Bill Lunde,21,447,4.7
120,0,22056,Cameron Percy,21,374,5.6
120,0,21959,Ted Purdy,21,500,4.2
120,0,07749,Brett Quigley,21,563,3.7
120,0,26679,Kevin Stadler,21,488,4.3
120,0,02239,Scott Verplank,21,420,5.0
131,0,22621,Ben Curtis,20,439,4.6
131,0,10809,Jim Furyk,20,436,4.6
131,0,20378,Mathias Grönberg,20,344,5.8
131,0,08537,J.P. Hayes,20,474,4.2
131,0,26881,Jarrod Lyle,20,319,6.3
131,0,08385,Omar Uresti,20,382,5.2
131,0,26951,Johnson Wagner,20,500,4.0
131,0,25632,Jimmy Walker,20,493,4.1
131,0,26289,Boo Weekley,20,473,4.2
131,0,23322,Brett Wetterich,20,340,5.9
141,0,24357,K.J. Choi,19,437,4.3
141,0,28307,Matt Every,19,364,5.2
141,0,27141,J.B. Holmes,19,648,2.9
141,0,26851,Marc Leishman,19,518,3.7
141,0,01797,Rocco Mediate,19,374,5.1
141,0,06527,Steve Stricker,19,412,4.6
147,0,28087,Kris Blanks,18,442,4.1
147,0,20848,Ángel Cabrera,18,353,5.1
147,0,20850,Daniel Chopra,18,477,3.8
147,0,29285,Brent Delahoussaye,18,302,6.0
147,0,01329,Brad Faxon,18,344,5.2
147,0,22378,Trevor Immelman,18,283,6.4
147,0,06514,Kevin Johnson,18,320,5.6
147,0,06012,Greg Kraft,18,262,6.9
147,0,24912,Will MacKenzie,18,449,4.0
147,0,24138,Ian Poulter,18,257,7.0
147,0,26287,Roland Thatcher,18,443,4.1
158,0,30925,Dustin Johnson,17,456,3.7
158,0,01707,Steve Lowery,17,351,4.8
158,0,01941,Tom Pernice Jr.,17,387,4.4
158,0,24663,Y.E. Yang,17,410,4.1
162,0,20472,Alex Cejka,16,440,3.6
162,0,01313,Steve Elkington,16,401,4.0
162,0,27302,Garth Mulroy,16,262,6.1
162,0,06567,Vijay Singh,16,383,4.2
162,0,08375,Paul Stankowski,16,359,4.5
162,0,33419,Cameron Tringale,16,273,5.9
162,0,26392,Chris Wilson,16,346,4.6
169,0,24227,Justin Bolli,15,272,5.5
169,0,20105,Jeff Gove,15,258,5.8
169,0,01810,Phil Mickelson,15,406,3.7
169,0,01945,Kenny Perry,15,353,4.2
169,0,20686,Jeev Milkha Singh,15,364,4.1
169,0,25892,Steve Wheatcroft,15,404,3.7
175,0,23613,Rich Barcelo,14,400,3.5
175,0,22122,Andrew McLardy,14,288,4.9
175,0,26882,Michael Sim,14,405,3.5
175,0,22293,Heath Slocum,14,513,2.7
175,0,23349,Charles Warren,14,360,3.9
175,0,10423,Mike Weir,14,322,4.3
181,0,22946,Henrik Bjornstad,13,354,3.7
181,0,25364,Paul Casey,13,324,4.0
181,0,12602,Dean Wilson,13,342,3.8
184,0,07363,Craig Bowden,12,319,3.8
184,0,01249,John Daly,12,311,3.9
184,0,27613,David Lutterus,12,363,3.3
184,0,28237,Rory McIlroy,12,286,4.2
188,0,20766,Padraig Harrington,11,338,3.3
189,0,32617,Jerod Turner,10,289,3.5
190,0,01161,Mark Calcavecchia,8,213,3.8
