RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,27466,Spencer Levin,24,676,3.6
2,0,06004,Stephen Ames,23,482,4.8
3,0,24024,Zach Johnson,22,567,3.9
3,0,23800,Bryce Molder,22,528,4.2
3,0,12714,Chris Tidland,22,463,4.8
6,0,08725,Tom Gillis,21,659,3.2
6,0,07749,Brett Quigley,21,563,3.7
6,0,23623,Bo Van Pelt,21,618,3.4
9,0,28089,Jason Day,20,500,4.0
9,0,21350,Ryuji Imada,20,647,3.1
9,0,27936,Martin Laird,20,535,3.7
9,0,25396,Kevin Na,20,571,3.5
13,0,07867,Woody Austin,19,573,3.3
13,0,22371,Aaron Baddeley,19,645,2.9
13,0,20070,Matt Bettencourt,19,545,3.5
13,0,11123,Chris Couch,19,417,4.6
13,0,27436,Graham DeLaet,19,500,3.8
13,0,25190,Jeff Quinney,19,598,3.2
13,0,23621,Rory Sabbatini,19,489,3.9
13,0,24663,Y.E. Yang,19,410,4.6
21,0,24507,Jason Bohn,18,512,3.5
21,0,24925,Jonathan Byrd,18,547,3.3
21,0,23673,Michael Connell,18,557,3.2
21,0,23541,Ben Crane,18,475,3.8
21,0,26300,Matt Jones,18,593,3.0
21,0,21949,Joe Ogilvie,18,599,3.0
21,0,28475,Jeff Overton,18,527,3.4
21,0,25345,Carl Pettersson,18,628,2.9
21,0,22405,Justin Rose,18,519,3.5
21,0,26679,Kevin Stadler,18,488,3.7
21,0,23349,Charles Warren,18,360,5.0
21,0,20160,Charlie Wi,18,687,2.6
33,0,23409,James Driscoll,17,506,3.4
33,0,10860,Justin Leonard,17,515,3.3
33,0,01948,Tim Petrovic,17,636,2.7
33,0,26882,Michael Sim,17,405,4.2
33,0,29221,Webb Simpson,17,662,2.6
33,0,27649,Brandt Snedeker,17,590,2.9
33,0,27214,Kevin Streelman,17,562,3.0
33,0,31560,Brian Stuard,17,491,3.5
33,0,23325,Vaughn Taylor,17,531,3.2
33,0,21878,Mark Wilson,17,511,3.3
43,0,12652,Cameron Beckman,16,389,4.1
43,0,25364,Paul Casey,16,324,4.9
43,0,24912,Will MacKenzie,16,449,3.6
43,0,10585,Scott McCarron,16,584,2.7
43,0,27933,John Merrick,16,588,2.7
43,0,23320,Ryan Palmer,16,522,3.1
43,0,21959,Ted Purdy,16,500,3.2
43,0,25562,Andres Romero,16,507,3.2
43,0,08375,Paul Stankowski,16,359,4.5
43,0,26287,Roland Thatcher,16,443,3.6
43,0,02206,David Toms,16,519,3.1
43,0,23788,D.J. Trahan,16,528,3.0
43,0,20436,Garrett Willis,16,467,3.4
56,0,20593,Greg Chalmers,15,661,2.3
56,0,20229,Stewart Cink,15,464,3.2
56,0,25720,Chad Collins,15,565,2.7
56,0,23638,Brendon de Jonge,15,602,2.5
56,0,23718,Nathan Green,15,597,2.5
56,0,12782,Tim Herron,15,487,3.1
56,0,26420,Richard Johnson,15,474,3.2
56,0,27797,Derek Lamely,15,450,3.3
56,0,26695,Michael Letzig,15,554,2.7
56,0,26301,James Nitties,15,578,2.6
56,0,24361,Pat Perez,15,614,2.4
56,0,01945,Kenny Perry,15,353,4.2
56,0,26951,Johnson Wagner,15,500,3.0
56,0,27095,Nick Watney,15,486,3.1
70,0,10885,Robert Allenby,14,413,3.4
70,0,06621,Joe Durant,14,364,3.8
70,0,06522,Ernie Els,14,400,3.5
70,0,28307,Matt Every,14,364,3.8
70,0,25900,Lucas Glover,14,400,3.5
70,0,21731,Freddie Jacobson,14,557,2.5
70,0,01706,Davis Love III,14,405,3.5
70,0,24781,Hunter Mahan,14,461,3.0
70,0,27120,Troy Matteson,14,456,3.1
70,0,32640,Troy Merritt,14,561,2.5
70,0,24140,Sean O'Hair,14,428,3.3
70,0,01941,Tom Pernice Jr.,14,387,3.6
70,0,22913,John Rollins,14,493,2.8
70,0,27963,Chris Stroud,14,472,3.0
70,0,27330,Josh Teater,14,604,2.3
70,0,28780,Nicholas Thompson,14,481,2.9
86,0,29910,Blake Adams,13,506,2.6
86,0,24846,Ricky Barnes,13,577,2.3
86,0,12510,Chad Campbell,13,522,2.5
86,0,20472,Alex Cejka,13,440,3.0
86,0,24357,K.J. Choi,13,437,3.0
86,0,19846,Brian Gay,13,655,2.0
86,0,23353,J.J. Henry,13,508,2.6
86,0,21961,Charles Howell III,13,626,2.1
86,0,23548,Bill Lunde,13,447,2.9
86,0,24502,Adam Scott,13,352,3.7
86,0,06595,Kevin Sutherland,13,477,2.7
86,0,12602,Dean Wilson,13,342,3.8
98,0,20098,Stuart Appleby,12,627,1.9
98,0,23613,Rich Barcelo,12,400,3.0
98,0,28087,Kris Blanks,12,442,2.7
98,0,01249,John Daly,12,311,3.9
98,0,21753,Brian Davis,12,656,1.8
98,0,06251,Chris DiMarco,12,549,2.2
98,0,09011,David Duval,12,388,3.1
98,0,01320,Bob Estes,12,479,2.5
98,0,01329,Brad Faxon,12,344,3.5
98,0,10809,Jim Furyk,12,436,2.8
98,0,08537,J.P. Hayes,12,474,2.5
98,0,12716,Charley Hoffman,12,565,2.1
98,0,26851,Marc Leishman,12,518,2.3
98,0,08385,Omar Uresti,12,382,3.1
98,0,25632,Jimmy Walker,12,493,2.4
113,0,20850,Daniel Chopra,11,477,2.3
113,0,23135,Tim Clark,11,500,2.2
113,0,22621,Ben Curtis,11,439,2.5
113,0,29285,Brent Delahoussaye,11,302,3.6
113,0,20574,Mathew Goggin,11,450,2.4
113,0,20766,Padraig Harrington,11,338,3.3
113,0,30925,Dustin Johnson,11,456,2.4
113,0,08075,Jerry Kelly,11,532,2.1
113,0,01707,Steve Lowery,11,351,3.1
113,0,28237,Rory McIlroy,11,286,3.8
113,0,24490,George McNeill,11,492,2.2
113,0,06515,Shaun Micheel,11,385,2.9
113,0,20691,Greg Owen,11,386,2.8
113,0,25240,D.A. Points,11,508,2.2
