RANK,MOVEMENT,PLAYER_ID,PLAYER,TOTAL,TOTAL (FOR ALL DISTANCES),PCT OF ALL 1-PUTTS
1,0,26289,Boo Weekley,33,473,7.0
2,0,29910,Blake Adams,31,506,6.1
3,0,25818,Scott Piercy,30,559,5.4
4,0,26420,Richard Johnson,29,474,6.1
4,0,32640,Troy Merritt,29,561,5.2
6,0,20593,Greg Chalmers,28,661,4.2
6,0,25720,Chad Collins,28,565,5.0
6,0,21731,Freddie Jacobson,28,557,5.0
6,0,25345,Carl Pettersson,28,628,4.5
6,0,26951,Johnson Wagner,28,500,5.6
11,0,27141,J.B. Holmes,27,648,4.2
11,0,07749,Brett Quigley,27,563,4.8
13,0,25396,Kevin Na,26,571,4.6
13,0,29221,Webb Simpson,26,662,3.9
15,0,24357,K.J. Choi,25,437,5.7
15,0,08725,Tom Gillis,25,659,3.8
15,0,25562,Andres Romero,25,507,4.9
15,0,20645,John Senden,25,536,4.7
15,0,20160,Charlie Wi,25,687,3.6
20,0,08375,Paul Stankowski,24,359,6.7
21,0,22371,Aaron Baddeley,23,645,3.6
21,0,23638,Brendon de Jonge,23,602,3.8
21,0,19846,Brian Gay,23,655,3.5
21,0,24361,Pat Perez,23,614,3.7
21,0,25240,D.A. Points,23,508,4.5
21,0,21878,Mark Wilson,23,511,4.5
27,0,06004,Stephen Ames,22,482,4.6
27,0,20574,Mathew Goggin,22,450,4.9
27,0,26300,Matt Jones,22,593,3.7
27,0,10585,Scott McCarron,22,584,3.8
27,0,21949,Joe Ogilvie,22,599,3.7
27,0,23325,Vaughn Taylor,22,531,4.1
33,0,10885,Robert Allenby,21,413,5.1
33,0,28089,Jason Day,21,500,4.2
33,0,06251,Chris DiMarco,21,549,3.8
33,0,24024,Zach Johnson,21,567,3.7
33,0,27797,Derek Lamely,21,450,4.7
33,0,23548,Bill Lunde,21,447,4.7
33,0,12714,Chris Tidland,21,463,4.5
40,0,20098,Stuart Appleby,20,627,3.2
40,0,24507,Jason Bohn,20,512,3.9
40,0,20850,Daniel Chopra,20,477,4.2
40,0,20229,Stewart Cink,20,464,4.3
40,0,27436,Graham DeLaet,20,500,4.0
40,0,23718,Nathan Green,20,597,3.4
40,0,12782,Tim Herron,20,487,4.1
40,0,30925,Dustin Johnson,20,456,4.4
40,0,27613,David Lutterus,20,363,5.5
40,0,27120,Troy Matteson,20,456,4.4
40,0,23800,Bryce Molder,20,528,3.8
40,0,26301,James Nitties,20,578,3.5
40,0,01948,Tim Petrovic,20,636,3.1
40,0,22913,John Rollins,20,493,4.1
54,0,24925,Jonathan Byrd,19,547,3.5
54,0,23541,Ben Crane,19,475,4.0
54,0,23983,Luke Donald,19,411,4.6
54,0,01313,Steve Elkington,19,401,4.7
54,0,01320,Bob Estes,19,479,4.0
54,0,08537,J.P. Hayes,19,474,4.0
54,0,12716,Charley Hoffman,19,565,3.4
54,0,21961,Charles Howell III,19,626,3.0
54,0,26695,Michael Letzig,19,554,3.4
54,0,06515,Shaun Micheel,19,385,4.9
54,0,28475,Jeff Overton,19,527,3.6
54,0,06595,Kevin Sutherland,19,477,4.0
54,0,23623,Bo Van Pelt,19,618,3.1
67,0,01116,Michael Bradley,18,446,4.0
67,0,23673,Michael Connell,18,557,3.2
67,0,21753,Brian Davis,18,656,2.7
67,0,01329,Brad Faxon,18,344,5.2
67,0,01577,Lee Janzen,18,473,3.8
67,0,08075,Jerry Kelly,18,532,3.4
67,0,25190,Jeff Quinney,18,598,3.0
67,0,31560,Brian Stuard,18,491,3.7
75,0,25686,Jason Dufner,17,458,3.7
75,0,24924,Bill Haas,17,501,3.4
75,0,23353,J.J. Henry,17,508,3.3
75,0,21350,Ryuji Imada,17,647,2.6
75,0,30946,Alex Prugh,17,536,3.2
75,0,21959,Ted Purdy,17,500,3.4
75,0,22293,Heath Slocum,17,513,3.3
75,0,06527,Steve Stricker,17,412,4.1
75,0,27330,Josh Teater,17,604,2.8
75,0,02206,David Toms,17,519,3.3
85,0,07867,Woody Austin,16,573,2.8
85,0,11123,Chris Couch,16,417,3.8
85,0,23108,Matt Kuchar,16,560,2.9
85,0,24912,Will MacKenzie,16,449,3.6
85,0,24490,George McNeill,16,492,3.3
85,0,23320,Ryan Palmer,16,522,3.1
85,0,28620,Aron Price,16,412,3.9
85,0,23307,Roger Tambellini,16,361,4.4
85,0,23788,D.J. Trahan,16,528,3.0
85,0,25804,Bubba Watson,16,448,3.6
95,0,12510,Chad Campbell,15,522,2.9
95,0,23409,James Driscoll,15,506,3.0
95,0,32102,Rickie Fowler,15,586,2.6
95,0,24358,Robert Garrigus,15,405,3.7
95,0,27466,Spencer Levin,15,676,2.2
95,0,01706,Davis Love III,15,405,3.7
95,0,28158,Steve Marino,15,447,3.4
95,0,01797,Rocco Mediate,15,374,4.0
95,0,27933,John Merrick,15,588,2.6
95,0,20572,Rod Pampling,15,466,3.2
95,0,20127,Chris Riley,15,443,3.4
95,0,26679,Kevin Stadler,15,488,3.1
95,0,32617,Jerod Turner,15,289,5.2
95,0,27770,Camilo Villegas,15,394,3.8
95,0,10425,Jay Williamson,15,397,3.8
110,0,20498,Briny Baird,14,519,2.7
110,0,23613,Rich Barcelo,14,400,3.5
110,0,24846,Ricky Barnes,14,577,2.4
110,0,20070,Matt Bettencourt,14,545,2.6
110,0,22946,Henrik Bjornstad,14,354,4.0
110,0,28087,Kris Blanks,14,442,3.2
110,0,01161,Mark Calcavecchia,14,213,6.6
110,0,22621,Ben Curtis,14,439,3.2
110,0,28500,Martin Flores,14,442,3.2
110,0,10809,Jim Furyk,14,436,3.2
110,0,10860,Justin Leonard,14,515,2.7
110,0,24781,Hunter Mahan,14,461,3.0
110,0,01766,Billy Mayfair,14,387,3.6
110,0,24140,Sean O'Hair,14,428,3.3
110,0,22046,Geoff Ogilvy,14,363,3.9
110,0,22405,Justin Rose,14,519,2.7
110,0,27095,Nick Watney,14,486,2.9
110,0,25892,Steve Wheatcroft,14,404,3.5
110,0,12602,Dean Wilson,14,342,4.1
129,0,20472,Alex Cejka,13,440,3.0
129,0,28307,Matt Every,13,364,3.6
129,0,01724,Jeff Maggert,13,425,3.1
129,0,26596,Ryan Moore,13,431,3.0
129,0,01941,Tom Pernice Jr.,13,387,3.4
129,0,23621,Rory Sabbatini,13,489,2.7
129,0,24502,Adam Scott,13,352,3.7
129,0,06567,Vijay Singh,13,383,3.4
129,0,27214,Kevin Streelman,13,562,2.3
129,0,27963,Chris Stroud,13,472,2.8
129,0,26287,Roland Thatcher,13,443,2.9
129,0,02239,Scott Verplank,13,420,3.1
129,0,25632,Jimmy Walker,13,493,2.6
