RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,01249,John Daly,80.00,8,10,-0.50
2,0,08793,Tiger Woods,68.75,11,16,-0.36
3,0,06522,Ernie Els,66.67,8,12,-0.38
4,0,09011,David Duval,62.50,10,16,-0.40
4,0,06527,Steve Stricker,62.50,5,8,+0.60
6,0,06004,Stephen Ames,57.14,8,14,E
7,0,23614,Rich Beem,50.00,1,2,E
7,0,22051,Ben Ferguson,50.00,3,6,E
7,0,22892,Jason Gore,50.00,5,10,-0.20
7,0,24604,Hunter Haas,50.00,3,6,+0.33
7,0,12782,Tim Herron,50.00,1,2,E
7,0,01677,Tom Lehman,50.00,10,20,-0.50
7,0,06090,Jim McGovern,50.00,1,2,-1.00
7,0,22046,Geoff Ogilvy,50.00,5,10,-0.20
7,0,01927,Dennis Paulson,50.00,1,2,E
7,0,02279,Mark Wiebe,50.00,1,2,E
7,0,08057,Brian Wilson,50.00,7,14,-0.29
18,0,01945,Kenny Perry,46.15,12,26,-0.08
19,0,10885,Robert Allenby,45.45,10,22,-0.10
20,0,20566,Kaname Yokoo,44.44,8,18,-0.38
21,0,12645,Brent Geiberger,42.86,6,14,-0.50
21,0,20127,Chris Riley,42.86,6,14,-0.17
23,0,21209,Sergio Garcia,41.67,5,12,-0.40
23,0,01527,Scott Hoch,41.67,5,12,-0.20
23,0,06567,Vijay Singh,41.67,10,24,-0.40
26,0,23621,Rory Sabbatini,40.91,9,22,-0.22
27,0,01161,Mark Calcavecchia,40.00,4,10,-1.00
27,0,06034,Marco Dawson,40.00,4,10,E
27,0,08881,Tripp Isenhour,40.00,4,10,E
27,0,01706,Davis Love III,40.00,12,30,-0.67
27,0,06350,Bob May,40.00,4,10,+0.25
27,0,01920,Craig Parry,40.00,4,10,E
33,0,01685,J.L. Lewis,38.89,7,18,-0.14
34,0,21806,Paul Gow,37.50,3,8,-0.33
35,0,01320,Bob Estes,36.36,8,22,+0.13
35,0,12660,Jesper Parnevik,36.36,8,22,-0.50
37,0,06621,Joe Durant,35.71,5,14,E
37,0,01724,Jeff Maggert,35.71,5,14,-0.20
39,0,21633,Steve Allan,33.33,2,6,-0.50
39,0,25083,Jeremy Anderson,33.33,2,6,E
39,0,01035,Tommy Armour III,33.33,6,18,-0.33
39,0,01200,Keith Clearwater,33.33,2,6,-0.50
39,0,21584,Richie Coughlan,33.33,2,6,E
39,0,06514,Kevin Johnson,33.33,2,6,-0.50
39,0,12705,Cliff Kresge,33.33,2,6,E
39,0,22122,Andrew McLardy,33.33,3,9,-0.33
39,0,01943,Chris Perry,33.33,2,6,E
39,0,06595,Kevin Sutherland,33.33,6,18,-0.33
39,0,12714,Chris Tidland,33.33,2,6,E
50,0,20098,Stuart Appleby,31.82,7,22,-0.29
50,0,21961,Charles Howell III,31.82,7,22,-0.29
50,0,10585,Scott McCarron,31.82,7,22,+0.43
53,0,01042,Paul Azinger,31.25,5,16,-0.80
53,0,20574,Mathew Goggin,31.25,5,16,-0.20
55,0,01766,Billy Mayfair,30.77,8,26,+0.25
56,0,07003,David Berganio Jr.,30.00,3,10,-1.00
56,0,06573,Brandt Jobe,30.00,3,10,-0.33
56,0,10649,Tom Scherrer,30.00,3,10,-0.33
59,0,01014,Fulton Allem,28.57,4,14,-0.50
59,0,12388,Michael Clark II,28.57,4,14,-0.50
59,0,23353,J.J. Henry,28.57,4,14,E
59,0,06332,Neal Lancaster,28.57,4,14,-0.50
59,0,10565,Ian Leggatt,28.57,4,14,+0.25
64,0,01203,Russ Cochran,27.78,5,18,+0.20
64,0,20095,Carl Paulson,27.78,5,18,-0.60
66,0,01577,Lee Janzen,27.27,6,22,-0.50
66,0,10860,Justin Leonard,27.27,6,22,-0.33
66,0,01938,David Peoples,27.27,6,22,-0.50
69,0,01707,Steve Lowery,26.92,7,26,E
70,0,20229,Stewart Cink,26.67,8,30,-0.63
71,0,21805,Harrison Frazar,25.00,2,8,-1.00
71,0,20433,Mark Hensby,25.00,1,4,E
71,0,06140,Sean Murphy,25.00,1,4,E
71,0,02170,Hal Sutton,25.00,3,12,-0.33
71,0,06591,Rocky Walcher,25.00,2,8,-1.00
71,0,02246,Duffy Waldorf,25.00,2,8,-0.50
71,0,10423,Mike Weir,25.00,4,16,-0.25
78,0,01175,Jim Carter,22.73,5,22,-0.60
78,0,02223,Bob Tway,22.73,5,22,-0.60
78,0,02239,Scott Verplank,22.73,5,22,+0.20
81,0,01139,Olin Browne,22.22,4,18,-0.50
81,0,06809,Bob Burns,22.22,4,18,-0.50
81,0,01307,Joel Edwards,22.22,4,18,-0.50
81,0,12760,Danny Ellis,22.22,4,18,-0.25
81,0,01941,Tom Pernice Jr.,22.22,4,18,-0.25
81,0,11011,Mike Sposa,22.22,4,18,-0.25
81,0,02218,Ted Tryba,22.22,4,18,-0.50
81,0,02245,Grant Waite,22.22,4,18,-0.25
89,0,07867,Woody Austin,21.43,3,14,E
89,0,01226,Fred Couples,21.43,3,14,-0.33
89,0,10809,Jim Furyk,21.43,3,14,E
89,0,19846,Brian Gay,21.43,3,14,-0.67
89,0,10962,Bradley Hughes,21.43,3,14,-1.00
89,0,08633,Per-Ulrik Johansson,21.43,3,14,-0.33
89,0,12753,David Morland IV,21.43,3,14,E
89,0,21949,Joe Ogilvie,21.43,3,14,E
89,0,02110,Jerry Smith,21.43,3,14,E
98,0,06251,Chris DiMarco,20.00,6,30,+0.33
98,0,07763,Doug Dunakey,20.00,2,10,E
98,0,01374,Robin Freeman,20.00,2,10,+0.50
98,0,10201,Matt Gogel,20.00,2,10,-0.50
98,0,21007,Gabriel Hjertstedt,20.00,2,10,E
98,0,07547,Craig Kanada,20.00,2,10,-0.50
98,0,11032,Frank Lickliter II,20.00,4,20,-0.25
98,0,01926,Steve Pate,20.00,2,10,-0.50
98,0,02106,Chris Smith,20.00,2,10,E
98,0,08375,Paul Stankowski,20.00,2,10,-0.50
108,0,19881,Robert Damron,18.75,3,16,E
109,0,01098,Jay Don Blake,18.18,4,22,E
109,0,07457,Steve Flesch,18.18,4,22,E
111,0,01132,Mark Brooks,16.67,2,12,E
111,0,01185,Brandel Chamblee,16.67,1,6,E
111,0,08063,Kelly Grunewald,16.67,1,6,E
111,0,08545,Glen Hnatiuk,16.67,2,12,-0.50
111,0,10733,Kent Jones,16.67,1,6,+1.00
111,0,06515,Shaun Micheel,16.67,3,18,-0.33
111,0,19817,Michael Muehr,16.67,3,18,+0.33
