RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,23614,Rich Beem,50.00,2,4,-0.500
1,0,12782,Tim Herron,50.00,2,4,-0.500
3,0,01249,John Daly,41.67,10,24,-0.300
4,0,08793,Tiger Woods,35.42,17,48,-0.294
5,0,21633,Steve Allan,33.33,4,12,-0.250
5,0,24357,K.J. Choi,33.33,4,12,E
7,0,22046,Geoff Ogilvy,31.82,7,22,E
8,0,21209,Sergio Garcia,30.77,12,39,-0.500
9,0,24604,Hunter Haas,30.00,3,10,+0.333
10,0,08057,Brian Wilson,28.13,9,32,-0.333
11,0,23621,Rory Sabbatini,28.07,16,57,-0.250
12,0,06514,Kevin Johnson,27.27,3,11,-1.000
13,0,01920,Craig Parry,26.32,5,19,-0.200
14,0,12823,Carlos Franco,25.00,6,24,-0.833
14,0,21806,Paul Gow,25.00,4,16,E
14,0,12705,Cliff Kresge,25.00,3,12,+0.333
17,0,01945,Kenny Perry,24.29,17,70,-0.059
18,0,01035,Tommy Armour III,23.91,11,46,-0.364
19,0,06350,Bob May,23.81,5,21,+0.200
20,0,21949,Joe Ogilvie,21.88,7,32,-0.143
20,0,20127,Chris Riley,21.88,7,32,-0.143
22,0,06573,Brandt Jobe,21.74,5,23,E
23,0,06004,Stephen Ames,21.21,7,33,+0.143
24,0,21961,Charles Howell III,21.05,12,57,-0.500
24,0,01677,Tom Lehman,21.05,12,57,-0.417
26,0,10585,Scott McCarron,20.97,13,62,E
27,0,01226,Fred Couples,20.59,7,34,E
28,0,06522,Ernie Els,20.51,8,39,-0.375
29,0,10885,Robert Allenby,20.00,12,60,-0.250
29,0,07003,David Berganio Jr.,20.00,5,25,-0.400
29,0,01200,Keith Clearwater,20.00,2,10,-0.500
29,0,01724,Jeff Maggert,20.00,7,35,-0.286
29,0,22122,Andrew McLardy,20.00,4,20,-0.250
29,0,06595,Kevin Sutherland,20.00,9,45,-0.444
35,0,20566,Kaname Yokoo,19.57,9,46,-0.333
36,0,01938,David Peoples,19.30,11,57,-0.364
37,0,12388,Michael Clark II,18.92,7,37,-0.286
38,0,01599,Steve Jones,18.75,3,16,-0.333
39,0,01203,Russ Cochran,18.18,8,44,-0.500
40,0,06567,Vijay Singh,18.06,13,72,-0.462
41,0,01685,J.L. Lewis,18.00,9,50,-0.111
42,0,01577,Lee Janzen,17.24,10,58,-0.600
43,0,20098,Stuart Appleby,16.67,9,54,-0.444
43,0,22051,Ben Ferguson,16.67,2,12,E
43,0,20433,Mark Hensby,16.67,1,6,E
43,0,12714,Chris Tidland,16.67,2,12,-0.500
47,0,20094,Jonathan Kaye,16.22,6,37,-0.667
48,0,06809,Bob Burns,15.91,7,44,-0.286
49,0,01320,Bob Estes,15.87,10,63,-0.200
50,0,19817,Michael Muehr,15.56,7,45,+0.286
50,0,20095,Carl Paulson,15.56,7,45,-0.571
50,0,02218,Ted Tryba,15.56,7,45,-0.571
53,0,12660,Jesper Parnevik,15.52,9,58,-0.444
54,0,01706,Davis Love III,15.48,13,84,-0.462
55,0,06034,Marco Dawson,15.38,4,26,-0.250
56,0,02223,Bob Tway,15.25,9,59,-0.222
57,0,01042,Paul Azinger,15.22,7,46,-0.714
58,0,07867,Woody Austin,15.15,5,33,-0.400
59,0,20229,Stewart Cink,15.12,13,86,-0.308
60,0,07547,Craig Kanada,15.00,3,20,-0.333
61,0,06332,Neal Lancaster,14.71,5,34,-0.200
61,0,10565,Ian Leggatt,14.71,5,34,E
63,0,01941,Tom Pernice Jr.,14.58,7,48,+0.143
64,0,22892,Jason Gore,14.29,3,21,-0.667
64,0,06527,Steve Stricker,14.29,4,28,E
64,0,10423,Mike Weir,14.29,7,49,E
67,0,21007,Gabriel Hjertstedt,13.64,3,22,E
67,0,08881,Tripp Isenhour,13.64,3,22,E
67,0,06591,Rocky Walcher,13.64,3,22,-0.667
70,0,07457,Steve Flesch,13.56,8,59,-0.500
71,0,23353,J.J. Henry,13.51,5,37,-0.600
72,0,09011,David Duval,13.46,7,52,-0.429
73,0,21805,Harrison Frazar,13.04,3,23,-1.000
73,0,02106,Chris Smith,13.04,3,23,-0.333
75,0,01175,Jim Carter,12.73,7,55,-0.429
76,0,10860,Justin Leonard,12.70,8,63,-0.250
77,0,01313,Steve Elkington,12.50,3,24,-0.333
77,0,01374,Robin Freeman,12.50,3,24,E
77,0,10649,Tom Scherrer,12.50,3,24,-0.333
77,0,10425,Jay Williamson,12.50,4,32,E
81,0,06621,Joe Durant,12.20,5,41,E
82,0,02245,Grant Waite,11.90,5,42,-0.400
83,0,11032,Frank Lickliter II,11.86,7,59,-0.143
84,0,12753,David Morland IV,11.76,4,34,E
85,0,01307,Joel Edwards,11.63,5,43,-0.200
85,0,20574,Mathew Goggin,11.63,5,43,-0.200
87,0,12645,Brent Geiberger,11.43,4,35,-0.500
87,0,10963,Jimmy Green,11.43,4,35,-0.250
89,0,12652,Cameron Beckman,11.36,5,44,E
90,0,12680,Shigeki Maruyama,11.11,4,36,-0.500
90,0,02246,Duffy Waldorf,11.11,2,18,-0.500
92,0,01766,Billy Mayfair,10.96,8,73,+0.125
93,0,12760,Danny Ellis,10.87,5,46,-0.200
94,0,01707,Steve Lowery,10.67,8,75,-0.250
95,0,01098,Jay Don Blake,10.34,6,58,-0.167
95,0,06617,Brian Henninger,10.34,6,58,+0.167
97,0,21584,Richie Coughlan,10.00,1,10,E
98,0,10809,Jim Furyk,9.52,4,42,E
99,0,01161,Mark Calcavecchia,9.38,3,32,-0.333
100,0,07763,Doug Dunakey,9.09,2,22,E
100,0,06643,Paul Goydos,9.09,3,33,-0.667
100,0,08063,Kelly Grunewald,9.09,1,11,E
103,0,01014,Fulton Allem,8.82,3,34,-0.667
103,0,10962,Bradley Hughes,8.82,3,34,+0.333
105,0,10201,Matt Gogel,8.70,2,23,-0.500
105,0,01723,Andrew Magee,8.70,4,46,+0.250
107,0,01418,Bill Glasson,8.57,3,35,E
107,0,10912,Craig Perks,8.57,3,35,+0.667
109,0,01139,Olin Browne,8.51,4,47,-0.500
110,0,01185,Brandel Chamblee,8.33,1,12,E
110,0,01926,Steve Pate,8.33,2,24,-0.500
110,0,01928,Corey Pavin,8.33,1,12,E
110,0,08375,Paul Stankowski,8.33,2,24,-0.500
114,0,01527,Scott Hoch,8.11,3,37,+0.333
115,0,02104,Jeff Sluman,8.06,5,62,-0.200
116,0,25083,Jeremy Anderson,7.69,1,13,E
117,0,02206,David Toms,7.55,4,53,-0.250
118,0,02170,Hal Sutton,7.50,3,40,-0.333
119,0,19881,Robert Damron,7.32,3,41,-0.333
119,0,06251,Chris DiMarco,7.32,6,82,+0.167
121,0,19972,José Coceres,7.02,4,57,E
122,0,20043,Edward Fryatt,6.67,1,15,E
122,0,19846,Brian Gay,6.67,2,30,-1.000
122,0,01968,Nick Price,6.67,3,45,-0.333
125,0,23125,Brad Elder,6.45,2,31,-0.500
126,0,11011,Mike Sposa,6.38,3,47,-0.333
127,0,01024,Billy Andrade,6.25,1,16,E
127,0,01797,Rocco Mediate,6.25,2,32,E
129,0,02239,Scott Verplank,6.15,4,65,+0.250
130,0,02002,John Riegger,6.12,3,49,E
131,0,08545,Glen Hnatiuk,6.06,2,33,E
132,0,01329,Brad Faxon,6.00,3,50,+0.667
133,0,01157,Tom Byrum,5.71,2,35,E
133,0,01487,Jeff Hart,5.71,2,35,-0.500
135,0,08633,Per-Ulrik Johansson,5.56,2,36,-0.500
136,0,01619,Skip Kendall,5.36,3,56,+0.333
137,0,20099,Doug Barron,5.26,1,19,E
137,0,08075,Jerry Kelly,5.26,1,19,-1.000
137,0,02110,Jerry Smith,5.26,2,38,E
140,0,06012,Greg Kraft,5.08,3,59,E
141,0,20498,Briny Baird,4.76,2,42,E
141,0,08535,Gary Nicklaus,4.76,1,21,-1.000
143,0,06515,Shaun Micheel,4.55,2,44,E
144,0,01771,Blaine McCallister,4.44,2,45,E
145,0,01761,Len Mattiace,4.00,1,25,E
145,0,02099,Scott Simpson,4.00,1,25,E
147,0,01666,Bernhard Langer,3.92,2,51,+0.500
148,0,02214,Kirk Triplett,3.85,1,26,E
149,0,01132,Mark Brooks,3.45,1,29,E
150,0,01823,Larry Mize,3.23,1,31,E
151,0,01887,Mark O'Meara,2.94,1,34,-1.000
151,0,20436,Garrett Willis,2.94,1,34,E
153,0,01381,Fred Funk,2.22,1,45,E
154,0,01219,John Cook,2.13,1,47,E
155,0,08931,Glen Day,1.85,1,54,E
156,0,20593,Greg Chalmers,.00,0,20,E
156,0,06036,Scott Dunlap,.00,0,18,E
156,0,01378,David Frost,.00,0,36,E
156,0,01388,Robert Gamez,.00,0,4,E
156,0,01553,John Huston,.00,0,20,E
156,0,10733,Kent Jones,.00,0,13,E
156,0,06315,Pete Jordan,.00,0,32,E
156,0,06090,Jim McGovern,.00,0,4,E
156,0,08339,Spike McRoy,.00,0,34,E
156,0,06140,Sean Murphy,.00,0,8,E
156,0,10457,Frank Nobilo,.00,0,31,E
156,0,01927,Dennis Paulson,.00,0,4,E
156,0,01943,Chris Perry,.00,0,12,E
156,0,08553,Lee Porter,.00,0,27,E
156,0,10213,Dicky Pride,.00,0,24,E
156,0,02010,Loren Roberts,.00,0,31,E
156,0,06078,Esteban Toledo,.00,0,32,E
156,0,06613,Tommy Tolles,.00,0,10,E
156,0,02279,Mark Wiebe,.00,0,3,E
