RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 260-280,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,40058,Zac Blair,35.87,231,644,-0.009
2,0,19846,Brian Gay,35.69,459,1286,-0.041
3,0,10809,Jim Furyk,35.16,225,640,-0.013
4,0,20472,Alex Cejka,34.81,291,836,+0.031
5,0,29222,Billy Hurley III,34.80,277,796,+0.047
6,0,31560,Brian Stuard,34.47,424,1230,-0.028
7,0,23541,Ben Crane,34.32,221,644,-0.005
8,0,22582,Kyle Thompson,33.33,168,504,+0.048
9,0,26758,David Hearn,33.14,232,700,+0.017
10,0,19803,Ryan Armour,33.11,445,1344,-0.067
11,0,35879,Kelly Kraft,32.85,339,1032,-0.021
12,0,20593,Greg Chalmers,32.34,185,572,+0.081
13,0,23325,Vaughn Taylor,31.84,312,980,+0.038
14,0,34358,Jonathan Randolph,31.62,265,838,+0.030
15,0,24925,Jonathan Byrd,31.40,211,672,+0.071
16,0,26951,Johnson Wagner,31.17,240,770,-0.067
17,0,25834,Daniel Summerhays,30.83,164,532,+0.043
18,0,20572,Rod Pampling,30.35,190,626,+0.026
19,0,34174,John Huh,30.28,347,1146,-0.020
20,0,35376,Roberto Díaz,29.97,235,784,+0.026
21,0,27958,Ryan Blaum,29.78,299,1004,+0.017
22,0,37454,Whee Kim,29.76,303,1018,+0.010
23,0,26476,Chez Reavie,29.71,249,838,+0.084
24,0,48084,Wesley Bryan,29.67,213,718,+0.005
25,0,26596,Ryan Moore,29.50,272,922,-0.040
26,0,12510,Chad Campbell,29.12,272,934,+0.063
27,0,33413,Ben Martin,28.97,230,794,-0.030
28,0,30926,Chris Kirk,28.96,388,1340,-0.062
29,0,27942,Rob Oppenheim,28.84,218,756,-0.005
30,0,39975,Michael Kim,28.78,217,754,+0.092
31,0,25240,D.A. Points,28.64,193,674,+0.057
32,0,28679,Fabián Gómez,28.48,282,990,E
33,0,24846,Ricky Barnes,28.41,179,630,+0.101
34,0,31202,William McGirt,28.20,295,1046,+0.003
35,0,25892,Steve Wheatcroft,28.11,181,644,-0.022
36,0,27556,Ted Potter Jr.,28.07,302,1076,+0.033
37,0,33122,Russell Knox,27.91,288,1032,-0.003
38,0,28132,Tyrone Van Aswegen,27.63,320,1158,+0.059
39,0,34466,Peter Malnati,27.58,289,1048,+0.035
40,0,34409,David Lingmerth,27.55,265,962,-0.034
41,0,23108,Matt Kuchar,27.37,248,906,-0.044
42,0,32876,Martin Piller,27.35,256,936,+0.027
43,0,29479,Scott Brown,27.17,307,1130,+0.059
44,0,29926,Danny Lee,27.10,265,978,-0.019
45,0,34098,Russell Henley,27.08,221,816,-0.032
46,0,25396,Kevin Na,26.73,262,980,-0.004
47,0,34256,Andrew Putnam,26.49,285,1076,+0.056
48,0,29221,Webb Simpson,26.28,297,1130,-0.098
49,0,47128,Richy Werenski,26.21,271,1034,+0.011
50,0,33410,Andrew Landry,26.13,267,1022,+0.019
51,0,27649,Brandt Snedeker,26.07,269,1032,+0.037
52,0,29478,Kevin Kisner,26.04,238,914,E
53,0,32816,Satoshi Kodaira,25.89,145,560,+0.200
53,0,32150,Michael Thompson,25.89,203,784,+0.015
55,0,37278,Nicholas Lindheim,25.85,213,824,+0.089
56,0,39327,Ben Silverman,25.80,274,1062,+0.131
57,0,24024,Zach Johnson,25.70,258,1004,-0.039
