RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
61,0,37454,Whee Kim,1.23,2,162,E
61,0,48081,Xander Schauffele,1.23,2,162,+0.50
63,0,29420,Billy Horschel,1.22,2,164,+1.00
64,0,30978,Kiradech Aphibarnrat,1.19,1,84,+1.00
64,0,28679,Fabián Gómez,1.19,2,168,+0.50
64,0,39327,Ben Silverman,1.19,2,168,+0.50
67,0,24024,Zach Johnson,1.15,2,174,+0.50
68,0,32757,Patton Kizzire,1.12,2,178,E
69,0,34021,Bud Cauley,1.11,1,90,+1.00
69,0,37338,Zecheng Dou,1.11,1,90,+1.00
69,0,34174,John Huh,1.11,2,180,+0.50
72,0,26331,Charl Schwartzel,1.09,1,92,+1.00
72,0,29221,Webb Simpson,1.09,2,184,-1.00
72,0,27214,Kevin Streelman,1.09,2,184,E
72,0,22582,Kyle Thompson,1.09,1,92,+1.00
76,0,45609,Tyler Duncan,1.08,2,186,+1.00
77,0,47125,Matt Atkins,.96,1,104,+1.00
77,0,21528,Henrik Stenson,.96,1,104,E
79,0,39328,Conrad Shindler,.89,1,112,E
80,0,40058,Zac Blair,.86,1,116,+1.00
80,0,36689,Brooks Koepka,.86,1,116,+2.00
82,0,24846,Ricky Barnes,.85,1,118,E
82,0,25364,Paul Casey,.85,1,118,E
84,0,30911,Tommy Fleetwood,.81,1,124,E
84,0,26300,Matt Jones,.81,1,124,E
84,0,22405,Justin Rose,.81,1,124,E
87,0,33413,Ben Martin,.78,1,128,+2.00
88,0,34358,Jonathan Randolph,.77,1,130,E
88,0,27963,Chris Stroud,.77,1,130,+2.00
90,0,39975,Michael Kim,.76,1,132,-1.00
90,0,25198,Francesco Molinari,.76,1,132,E
90,0,34431,Robert Streb,.76,1,132,+3.00
93,0,35376,Roberto Díaz,.74,1,136,+1.00
94,0,20472,Alex Cejka,.72,1,138,+2.00
94,0,46601,Trey Mullinax,.72,1,138,E
96,0,24924,Bill Haas,.71,1,140,E
96,0,30925,Dustin Johnson,.71,1,140,E
96,0,24502,Adam Scott,.71,1,140,E
99,0,27141,J.B. Holmes,.70,1,142,+3.00
99,0,49771,J.T. Poston,.70,1,142,E
99,0,32254,Xinjun Zhang,.70,1,142,E
102,0,32366,Kevin Chappell,.68,1,148,E
102,0,32448,James Hahn,.68,1,148,E
104,0,36799,Stephan Jaeger,.67,1,150,E
105,0,35450,Patrick Cantlay,.66,1,152,E
105,0,24358,Robert Garrigus,.66,1,152,E
105,0,35506,Mackenzie Hughes,.66,1,152,-1.00
108,0,27974,Sung Kang,.65,1,154,E
108,0,32876,Martin Piller,.65,1,154,+1.00
110,0,27958,Ryan Blaum,.64,1,156,+1.00
110,0,29926,Danny Lee,.64,1,156,+1.00
110,0,25396,Kevin Na,.64,1,156,+1.00
110,0,34360,Patrick Reed,.64,1,156,+1.00
114,0,20229,Stewart Cink,.63,1,158,E
114,0,33410,Andrew Landry,.63,1,160,E
114,0,37275,Sam Ryder,.63,1,160,E
117,0,50526,Tom Lovelady,.62,1,162,+2.00
118,0,27644,Brian Harman,.61,1,164,E
118,0,26851,Marc Leishman,.61,1,164,E
118,0,25493,Nick Taylor,.61,1,164,+1.00
121,0,31646,Emiliano Grillo,.60,1,168,-1.00
121,0,35879,Kelly Kraft,.60,1,168,E
123,0,33141,Keegan Bradley,.59,1,170,+1.00
124,0,30692,Scott Stallings,.58,1,172,+1.00
125,0,47128,Richy Werenski,.57,1,176,E
126,0,29725,Tony Finau,.56,1,180,+2.00
126,0,29908,C.T. Pan,.56,1,180,+1.00
128,0,39997,Corey Conners,.54,1,186,E
128,0,47959,Bryson DeChambeau,.54,1,186,+3.00
130,0,39546,Keith Mitchell,.52,1,194,-1.00
130,0,32333,Kevin Tway,.52,1,192,-1.00
132,0,34563,Chesson Hadley,.51,1,198,E
133,0,35461,Beau Hossler,.48,1,208,E
134,0,46435,Austin Cook,.47,1,214,E
135,0,33948,Byeong Hun An,.00,0,160,E
135,0,22371,Aaron Baddeley,.00,0,156,E
135,0,35545,Blayne Barber,.00,0,134,E
135,0,40026,Daniel Berger,.00,0,136,E
135,0,29479,Scott Brown,.00,0,180,E
135,0,29268,Bronson Burgoon,.00,0,138,E
135,0,24925,Jonathan Byrd,.00,0,124,E
135,0,34076,Joel Dahmen,.00,0,170,E
135,0,34099,Harris English,.00,0,156,E
135,0,28500,Martin Flores,.00,0,164,E
135,0,32102,Rickie Fowler,.00,0,148,E
135,0,29535,Brice Garnett,.00,0,190,E
135,0,19846,Brian Gay,.00,0,202,E
135,0,25900,Lucas Glover,.00,0,98,E
135,0,46402,Talor Gooch,.00,0,144,E
135,0,39954,Cody Gribble,.00,0,114,E
135,0,34363,Tyrrell Hatton,.00,0,100,E
135,0,26758,David Hearn,.00,0,120,E
135,0,30926,Chris Kirk,.00,0,204,E
135,0,29478,Kevin Kisner,.00,0,156,E
135,0,32816,Satoshi Kodaira,.00,0,96,E
135,0,30944,Jason Kokrak,.00,0,198,E
135,0,27936,Martin Laird,.00,0,130,E
135,0,28775,Nate Lashley,.00,0,94,E
135,0,37278,Nicholas Lindheim,.00,0,138,E
135,0,27129,Luke List,.00,0,174,E
135,0,29461,Jamie Lovemark,.00,0,160,E
135,0,33204,Shane Lowry,.00,0,112,E
135,0,24781,Hunter Mahan,.00,0,126,E
135,0,47993,Denny McCarthy,.00,0,126,E
135,0,25572,Graeme McDowell,.00,0,110,E
135,0,28237,Rory McIlroy,.00,0,122,E
135,0,27349,Alex Noren,.00,0,112,E
135,0,24140,Sean O'Hair,.00,0,126,E
135,0,26329,Louis Oosthuizen,.00,0,108,E
135,0,20572,Rod Pampling,.00,0,100,E
135,0,22056,Cameron Percy,.00,0,100,E
135,0,25818,Scott Piercy,.00,0,152,E
135,0,24138,Ian Poulter,.00,0,112,E
135,0,28252,Seamus Power,.00,0,156,E
135,0,34256,Andrew Putnam,.00,0,178,E
135,0,26476,Chez Reavie,.00,0,148,E
135,0,23621,Rory Sabbatini,.00,0,178,E
135,0,29223,Sam Saunders,.00,0,148,E
135,0,27649,Brandt Snedeker,.00,0,164,E
135,0,39324,J.J. Spaun,.00,0,158,E
135,0,34046,Jordan Spieth,.00,0,152,E
135,0,29518,Brendan Steele,.00,0,126,E
135,0,33418,Shawn Stefani,.00,0,148,E
135,0,34264,Hudson Swafford,.00,0,110,E
135,0,33448,Justin Thomas,.00,0,148,E
135,0,32150,Michael Thompson,.00,0,116,E
135,0,29484,Peter Uihlein,.00,0,140,E
135,0,37189,Harold Varner III,.00,0,162,E
135,0,27095,Nick Watney,.00,0,180,E
135,0,25804,Bubba Watson,.00,0,158,E
135,0,25892,Steve Wheatcroft,.00,0,116,E
135,0,49964,Aaron Wise,.00,0,176,E
135,0,31323,Gary Woodland,.00,0,166,E
