RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
1,0,48084,Wesley Bryan,5.45,6,110,-0.17
2,0,25834,Daniel Summerhays,4.44,4,90,+0.50
3,0,31560,Brian Stuard,3.61,7,194,+0.57
4,0,25240,D.A. Points,3.51,4,114,+0.25
5,0,35544,Andrew Yun,3.33,3,90,+1.33
6,0,28132,Tyrone Van Aswegen,3.23,6,186,E
7,0,29974,Branden Grace,2.88,3,104,+0.33
8,0,19803,Ryan Armour,2.80,6,214,-0.17
9,0,28307,Matt Every,2.67,4,150,E
10,0,25632,Jimmy Walker,2.60,4,154,+1.00
11,0,46501,Ollie Schniederjans,2.53,4,158,+0.25
12,0,29485,Brett Stegmaier,2.46,3,122,E
13,0,24361,Pat Perez,2.38,3,126,+0.33
13,0,33419,Cameron Tringale,2.38,3,126,E
15,0,36699,Patrick Rodgers,2.35,4,170,E
16,0,27556,Ted Potter Jr.,2.30,4,174,E
17,0,34098,Russell Henley,2.27,3,132,+1.00
18,0,35532,Tom Hoge,2.15,4,186,+1.50
19,0,12510,Chad Campbell,2.11,3,142,+0.67
20,0,45526,Abraham Ancer,2.08,4,192,+1.00
20,0,10809,Jim Furyk,2.08,2,96,+1.00
22,0,31420,Anirban Lahiri,2.03,3,148,+0.67
23,0,23108,Matt Kuchar,1.97,3,152,+0.33
23,0,30110,Kyle Stanley,1.97,3,152,E
25,0,20593,Greg Chalmers,1.92,2,104,E
25,0,20157,Retief Goosen,1.92,2,104,+1.00
27,0,27895,Jonas Blixt,1.89,2,106,+0.50
28,0,31416,Derek Fathauer,1.88,3,160,+0.67
28,0,47347,Adam Schenk,1.88,3,160,+0.33
30,0,23541,Ben Crane,1.82,2,110,E
31,0,34466,Peter Malnati,1.81,3,166,+1.33
31,0,01810,Phil Mickelson,1.81,3,166,+0.33
33,0,32640,Troy Merritt,1.76,3,170,+1.33
34,0,33122,Russell Knox,1.74,3,172,+0.67
35,0,26499,Rafa Cabrera Bello,1.72,2,116,E
36,0,21961,Charles Howell III,1.70,3,176,+1.00
37,0,28089,Jason Day,1.67,2,120,E
37,0,25686,Jason Dufner,1.67,2,120,E
39,0,37455,Si Woo Kim,1.63,3,184,+0.33
40,0,46970,Jon Rahm,1.61,2,124,-0.50
41,0,23320,Ryan Palmer,1.59,2,126,E
42,0,35421,Brandon Harkins,1.58,3,190,+0.33
43,0,29222,Billy Hurley III,1.56,2,128,+1.00
43,0,32839,Hideki Matsuyama,1.56,2,128,E
43,0,34213,Grayson Murray,1.56,2,128,+1.00
46,0,40009,Dominic Bozzelli,1.54,2,130,+1.00
47,0,27942,Rob Oppenheim,1.47,2,136,E
47,0,47287,Ethan Tracy,1.47,2,136,-0.50
47,0,08793,Tiger Woods,1.47,2,136,+1.00
50,0,26951,Johnson Wagner,1.45,2,138,+1.00
51,0,35891,Cameron Smith,1.43,2,140,-0.50
52,0,35310,Lanto Griffin,1.35,2,148,+0.50
53,0,23353,J.J. Henry,1.33,2,150,+1.00
54,0,33399,Adam Hadwin,1.30,2,154,E
54,0,27064,Jhonattan Vegas,1.30,2,154,E
56,0,34409,David Lingmerth,1.28,2,156,+1.00
56,0,31202,William McGirt,1.28,2,156,+0.50
56,0,26596,Ryan Moore,1.28,2,156,+0.50
59,0,23325,Vaughn Taylor,1.27,2,158,E
60,0,12716,Charley Hoffman,1.25,2,160,+0.50
