RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE,TOTAL DRIVES
1,0,28237,Rory McIlroy,319.7,39000,122
2,0,46601,Trey Mullinax,318.3,43929,138
3,0,50526,Tom Lovelady,315.9,51168,162
4,0,29725,Tony Finau,315.1,56721,180
5,0,27129,Luke List,314.6,54746,174
6,0,30925,Dustin Johnson,314.0,43953,140
7,0,31323,Gary Woodland,313.5,52042,166
8,0,36689,Brooks Koepka,313.4,36350,116
9,0,25804,Bubba Watson,313.1,49470,158
10,0,39546,Keith Mitchell,312.6,60646,194
11,0,33448,Justin Thomas,311.8,46153,148
12,0,29518,Brendan Steele,310.3,39103,126
13,0,32333,Kevin Tway,310.1,59535,192
14,0,28089,Jason Day,310.0,37195,120
15,0,30944,Jason Kokrak,309.5,61277,198
16,0,46970,Jon Rahm,308.9,38298,124
17,0,32366,Kevin Chappell,308.6,45670,148
18,0,37189,Harold Varner III,308.2,49935,162
19,0,33948,Byeong Hun An,307.9,49257,160
19,0,24358,Robert Garrigus,307.9,46803,152
21,0,27095,Nick Watney,307.5,55353,180
22,0,34213,Grayson Murray,307.3,39331,128
23,0,30911,Tommy Fleetwood,306.9,38059,124
24,0,27141,J.B. Holmes,306.1,43466,142
25,0,47959,Bryson DeChambeau,305.7,56854,186
26,0,47347,Adam Schenk,305.5,48881,160
27,0,23320,Ryan Palmer,305.2,38459,126
28,0,48081,Xander Schauffele,304.9,49388,162
29,0,24502,Adam Scott,304.6,42649,140
30,0,26300,Matt Jones,304.5,37757,124
31,0,25364,Paul Casey,304.3,35909,118
32,0,27064,Jhonattan Vegas,303.6,46756,154
32,0,08793,Tiger Woods,303.6,41286,136
34,0,36699,Patrick Rodgers,303.5,51601,170
34,0,22405,Justin Rose,303.5,37630,124
36,0,39997,Corey Conners,303.3,56421,186
37,0,29461,Jamie Lovemark,303.2,48514,160
38,0,35450,Patrick Cantlay,303.1,46078,152
38,0,35421,Brandon Harkins,303.1,57591,190
40,0,49964,Aaron Wise,302.9,53314,176
41,0,29268,Bronson Burgoon,302.8,41785,138
41,0,29223,Sam Saunders,302.8,44817,148
41,0,34264,Hudson Swafford,302.8,33307,110
44,0,24140,Sean O'Hair,302.7,38139,126
45,0,28252,Seamus Power,302.6,47212,156
46,0,35310,Lanto Griffin,302.5,44773,148
47,0,34099,Harris English,302.4,47182,156
48,0,29484,Peter Uihlein,302.2,42313,140
49,0,32839,Hideki Matsuyama,302.0,38657,128
50,0,47125,Matt Atkins,301.4,31346,104
50,0,46501,Ollie Schniederjans,301.4,47622,158
52,0,39954,Cody Gribble,301.0,34319,114
52,0,25198,Francesco Molinari,301.0,39730,132
54,0,21961,Charles Howell III,300.9,52953,176
55,0,33204,Shane Lowry,300.7,33674,112
55,0,49771,J.T. Poston,300.7,42698,142
57,0,01810,Phil Mickelson,300.3,49848,166
58,0,28500,Martin Flores,300.0,49195,164
58,0,34563,Chesson Hadley,300.0,59397,198
58,0,35461,Beau Hossler,300.0,62394,208
61,0,32102,Rickie Fowler,299.8,44363,148
61,0,26329,Louis Oosthuizen,299.8,32383,108
61,0,34046,Jordan Spieth,299.8,45563,152
64,0,30692,Scott Stallings,299.7,51556,172
65,0,33141,Keegan Bradley,299.6,50932,170
65,0,33418,Shawn Stefani,299.6,44338,148
67,0,12716,Charley Hoffman,299.5,47912,160
67,0,26331,Charl Schwartzel,299.5,27557,92
69,0,36799,Stephan Jaeger,299.2,44877,150
69,0,27349,Alex Noren,299.2,33506,112
71,0,27936,Martin Laird,299.0,38865,130
71,0,47287,Ethan Tracy,299.0,40662,136
71,0,25632,Jimmy Walker,299.0,46051,154
74,0,46402,Talor Gooch,298.9,43039,144
74,0,29974,Branden Grace,298.9,31089,104
76,0,34363,Tyrrell Hatton,298.8,29878,100
77,0,32448,James Hahn,298.7,44212,148
