RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
110,0,34098,Russell Henley,10.61,14,132,-0.57
111,0,32640,Troy Merritt,10.59,18,170,-0.44
112,0,32816,Satoshi Kodaira,10.42,10,96,-0.20
113,0,27895,Jonas Blixt,10.38,11,106,-0.18
114,0,24781,Hunter Mahan,10.32,13,126,-0.15
115,0,25396,Kevin Na,10.26,16,156,-0.56
116,0,31420,Anirban Lahiri,10.14,15,148,-0.53
117,0,31646,Emiliano Grillo,10.12,17,168,-0.06
118,0,34431,Robert Streb,9.85,13,132,-0.46
119,0,31202,William McGirt,9.62,15,156,-0.47
120,0,28775,Nate Lashley,9.57,9,94,-0.11
121,0,47993,Denny McCarthy,9.52,12,126,-0.58
121,0,24361,Pat Perez,9.52,12,126,-0.17
123,0,33122,Russell Knox,9.30,16,172,-0.44
124,0,29221,Webb Simpson,9.24,17,184,-0.35
124,0,27214,Kevin Streelman,9.24,17,184,-0.59
126,0,27649,Brandt Snedeker,9.15,15,164,-0.40
127,0,23621,Rory Sabbatini,8.99,16,178,-0.19
128,0,39327,Ben Silverman,8.93,15,168,-0.60
129,0,37338,Zecheng Dou,8.89,8,90,-0.50
130,0,24925,Jonathan Byrd,8.87,11,124,-0.18
131,0,22582,Kyle Thompson,8.70,8,92,-0.13
132,0,28132,Tyrone Van Aswegen,8.60,16,186,-0.31
133,0,47128,Richy Werenski,8.52,15,176,-0.07
134,0,27963,Chris Stroud,8.46,11,130,-0.09
135,0,27974,Sung Kang,8.44,13,154,-0.31
135,0,32876,Martin Piller,8.44,13,154,-0.23
137,0,34256,Andrew Putnam,8.43,15,178,-0.20
138,0,30978,Kiradech Aphibarnrat,8.33,7,84,+0.29
138,0,30926,Chris Kirk,8.33,17,204,-0.24
140,0,20572,Rod Pampling,8.00,8,100,-0.63
141,0,27644,Brian Harman,7.93,13,164,-0.69
142,0,34466,Peter Malnati,7.83,13,166,-0.54
143,0,25834,Daniel Summerhays,7.78,7,90,-0.57
143,0,35544,Andrew Yun,7.78,7,90,-0.14
145,0,29926,Danny Lee,7.69,12,156,-0.50
145,0,34358,Jonathan Randolph,7.69,10,130,-0.50
147,0,35376,Roberto Díaz,7.35,10,136,-0.30
148,0,28307,Matt Every,7.33,11,150,-0.45
149,0,26951,Johnson Wagner,7.25,10,138,-0.80
150,0,23108,Matt Kuchar,7.24,11,152,-0.45
151,0,29479,Scott Brown,7.22,13,180,-0.23
152,0,35879,Kelly Kraft,7.14,12,168,-0.25
153,0,37455,Si Woo Kim,7.07,13,184,-0.38
154,0,22371,Aaron Baddeley,7.05,11,156,-0.36
154,0,26596,Ryan Moore,7.05,11,156,-0.36
156,0,25240,D.A. Points,7.02,8,114,-0.63
157,0,46435,Austin Cook,7.01,15,214,-0.20
158,0,39975,Michael Kim,6.82,9,132,-0.22
159,0,25493,Nick Taylor,6.71,11,164,-0.27
160,0,23353,J.J. Henry,6.67,10,150,-0.40
161,0,27958,Ryan Blaum,6.41,10,156,-0.70
162,0,25572,Graeme McDowell,6.36,7,110,-0.43
163,0,33419,Cameron Tringale,6.35,8,126,-0.25
164,0,31416,Derek Fathauer,6.25,10,160,-0.50
164,0,33410,Andrew Landry,6.25,10,160,-0.30
166,0,25900,Lucas Glover,6.12,6,98,-0.33
167,0,25892,Steve Wheatcroft,6.03,7,116,-0.57
168,0,27942,Rob Oppenheim,5.88,8,136,-0.25
169,0,26758,David Hearn,5.83,7,120,-0.29
170,0,20472,Alex Cejka,5.80,8,138,-0.50
171,0,21528,Henrik Stenson,5.77,6,104,-0.33
172,0,24024,Zach Johnson,5.75,10,174,-0.40
173,0,34174,John Huh,5.56,10,180,E
174,0,39328,Conrad Shindler,5.36,6,112,-1.00
175,0,27556,Ted Potter Jr.,5.17,9,174,E
176,0,29478,Kevin Kisner,5.13,8,156,+0.25
177,0,24846,Ricky Barnes,5.08,6,118,-0.50
178,0,23325,Vaughn Taylor,5.06,8,158,-0.38
179,0,37454,Whee Kim,4.94,8,162,-0.63
180,0,26476,Chez Reavie,4.73,7,148,-0.29
181,0,19846,Brian Gay,4.46,9,202,-0.44
182,0,40058,Zac Blair,4.31,5,116,-0.20
183,0,19803,Ryan Armour,4.21,9,214,-0.56
184,0,33413,Ben Martin,3.91,5,128,-1.00
185,0,33399,Adam Hadwin,3.90,6,154,-0.33
186,0,20593,Greg Chalmers,3.85,4,104,-0.50
187,0,12510,Chad Campbell,3.52,5,142,-0.20
188,0,10809,Jim Furyk,3.13,3,96,-0.33
188,0,29222,Billy Hurley III,3.13,4,128,-0.25
190,0,48084,Wesley Bryan,2.73,3,110,E
191,0,34409,David Lingmerth,2.56,4,156,-0.25
192,0,31560,Brian Stuard,1.55,3,194,+0.33
193,0,23541,Ben Crane,.91,1,110,-1.00
