RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG (%),TOTAL SHOT DISTANCE,TOTAL DISTANCE
1,0,25804,Bubba Watson,66.58,2900188,435588
2,0,28237,Rory McIlroy,66.53,2175426,326976
3,0,30925,Dustin Johnson,66.49,2665961,400978
3,0,46970,Jon Rahm,66.49,2193928,329970
5,0,36689,Brooks Koepka,66.36,2310214,348128
6,0,46601,Trey Mullinax,66.29,2477813,373777
7,0,50526,Tom Lovelady,66.02,2901959,439562
8,0,39546,Keith Mitchell,65.95,3488648,528994
9,0,27129,Luke List,65.72,3291014,500785
10,0,33448,Justin Thomas,65.50,2876973,439251
11,0,32366,Kevin Chappell,65.37,2623801,401362
12,0,29725,Tony Finau,65.28,3413468,522912
13,0,32333,Kevin Tway,65.20,3749102,575051
14,0,31323,Gary Woodland,65.13,2938312,451162
15,0,34213,Grayson Murray,65.07,2478218,380867
16,0,35450,Patrick Cantlay,64.97,2803709,431562
17,0,29518,Brendan Steele,64.86,2270085,349973
18,0,48081,Xander Schauffele,64.49,2997999,464874
19,0,23320,Ryan Palmer,64.46,2463452,382154
20,0,33948,Byeong Hun An,64.45,3024814,469361
21,0,35421,Brandon Harkins,64.41,3493660,542383
22,0,29484,Peter Uihlein,64.39,2704223,419977
23,0,30944,Jason Kokrak,64.37,3608452,560550
24,0,27141,J.B. Holmes,64.36,2811150,436808
25,0,47959,Bryson DeChambeau,64.33,3226040,501511
26,0,30911,Tommy Fleetwood,64.28,2244513,349164
27,0,37189,Harold Varner III,64.21,3032797,472344
28,0,26300,Matt Jones,64.17,1921880,299518
29,0,28089,Jason Day,64.15,2029778,316420
30,0,24358,Robert Garrigus,64.13,2779383,433388
31,0,25198,Francesco Molinari,64.12,2365145,368877
32,0,34046,Jordan Spieth,64.04,2713621,423746
33,0,47125,Matt Atkins,63.96,1630672,254956
34,0,29223,Sam Saunders,63.88,2713774,424830
35,0,35461,Beau Hossler,63.84,3670641,574948
35,0,49964,Aaron Wise,63.84,3269581,512174
37,0,27064,Jhonattan Vegas,63.81,2646594,414782
38,0,39997,Corey Conners,63.80,3198697,501343
38,0,34264,Hudson Swafford,63.80,2122738,332721
40,0,35310,Lanto Griffin,63.78,2442669,382986
41,0,47347,Adam Schenk,63.77,2678964,420102
