RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,34409,David Lingmerth,39.19,377,962,-0.066
2,0,21528,Henrik Stenson,38.27,235,614,-0.089
3,0,25493,Nick Taylor,37.62,389,1034,-0.049
4,0,39975,Michael Kim,36.60,276,754,-0.051
5,0,24024,Zach Johnson,36.35,365,1004,-0.129
6,0,46435,Austin Cook,36.34,468,1288,-0.077
7,0,27958,Ryan Blaum,36.25,364,1004,-0.113
8,0,33399,Adam Hadwin,35.93,332,924,-0.081
9,0,39324,J.J. Spaun,35.51,353,994,-0.139
10,0,37338,Zecheng Dou,35.26,177,502,+0.079
11,0,34021,Bud Cauley,35.14,201,572,-0.060
12,0,35532,Tom Hoge,34.91,405,1160,-0.069
13,0,34256,Andrew Putnam,34.76,374,1076,-0.080
14,0,34360,Patrick Reed,34.74,305,878,-0.052
15,0,27644,Brian Harman,34.68,351,1012,-0.085
16,0,33410,Andrew Landry,34.64,354,1022,-0.042
16,0,27214,Kevin Streelman,34.64,397,1146,-0.103
18,0,29926,Danny Lee,34.36,336,978,-0.089
19,0,26596,Ryan Moore,34.27,316,922,-0.152
20,0,28307,Matt Every,34.12,290,850,-0.031
21,0,24138,Ian Poulter,34.10,238,698,-0.134
22,0,27349,Alex Noren,33.97,233,686,-0.047
23,0,47128,Richy Werenski,33.85,350,1034,-0.100
24,0,29535,Brice Garnett,33.81,382,1130,-0.042
25,0,32448,James Hahn,33.64,325,966,-0.055
26,0,37455,Si Woo Kim,33.52,366,1092,-0.003
27,0,27556,Ted Potter Jr.,33.46,360,1076,-0.131
27,0,23621,Rory Sabbatini,33.46,350,1046,-0.111
29,0,35544,Andrew Yun,33.40,159,476,+0.050
30,0,31416,Derek Fathauer,33.26,316,950,+0.019
31,0,31420,Anirban Lahiri,33.16,311,938,-0.010
32,0,31646,Emiliano Grillo,33.07,338,1022,-0.098
33,0,28775,Nate Lashley,33.06,162,490,-0.049
34,0,39327,Ben Silverman,33.05,351,1062,-0.111
35,0,23325,Vaughn Taylor,32.96,323,980,-0.102
36,0,32150,Michael Thompson,32.91,258,784,-0.089
37,0,20229,Stewart Cink,32.87,307,934,-0.042
37,0,28500,Martin Flores,32.87,330,1004,-0.015
39,0,26476,Chez Reavie,32.82,275,838,-0.142
40,0,23353,J.J. Henry,32.80,288,878,-0.069
40,0,27942,Rob Oppenheim,32.80,248,756,-0.020
42,0,39328,Conrad Shindler,32.79,202,616,-0.084
43,0,35545,Blayne Barber,32.78,274,836,-0.018
43,0,23108,Matt Kuchar,32.78,297,906,-0.145
45,0,25892,Steve Wheatcroft,32.76,211,644,-0.019
46,0,32640,Troy Merritt,32.75,334,1020,-0.102
46,0,27649,Brandt Snedeker,32.75,338,1032,-0.086
48,0,34076,Joel Dahmen,32.70,325,994,-0.040
49,0,30926,Chris Kirk,32.69,438,1340,-0.139
50,0,22371,Aaron Baddeley,32.68,319,976,-0.053
51,0,35506,Mackenzie Hughes,32.63,310,950,-0.029
52,0,27895,Jonas Blixt,32.54,220,676,-0.091
53,0,32876,Martin Piller,32.48,304,936,-0.043
54,0,25396,Kevin Na,32.45,318,980,-0.135
55,0,28679,Fabián Gómez,32.32,320,990,-0.072
56,0,20572,Rod Pampling,32.27,202,626,+0.054
57,0,22056,Cameron Percy,32.23,185,574,-0.146
58,0,32757,Patton Kizzire,32.12,352,1096,-0.051
59,0,37275,Sam Ryder,32.07,313,976,-0.045
60,0,34466,Peter Malnati,31.87,334,1048,-0.036
61,0,29420,Billy Horschel,31.85,344,1080,-0.169
62,0,29479,Scott Brown,31.77,359,1130,+0.019
63,0,45609,Tyler Duncan,31.71,359,1132,-0.047
64,0,26499,Rafa Cabrera Bello,31.70,213,672,-0.052
64,0,25198,Francesco Molinari,31.70,253,798,-0.051
66,0,24781,Hunter Mahan,31.65,226,714,-0.080
67,0,49964,Aaron Wise,31.63,353,1116,-0.028
68,0,33122,Russell Knox,31.59,326,1032,-0.049
69,0,27974,Sung Kang,31.58,295,934,+0.017
70,0,40009,Dominic Bozzelli,31.41,267,850,-0.030
70,0,29908,C.T. Pan,31.41,360,1146,-0.131
72,0,29478,Kevin Kisner,31.40,287,914,-0.045
73,0,32816,Satoshi Kodaira,31.25,175,560,+0.051
73,0,25572,Graeme McDowell,31.25,200,640,-0.140
75,0,47993,Denny McCarthy,31.20,214,686,-0.051
76,0,35891,Cameron Smith,31.15,266,854,-0.064
77,0,33413,Ben Martin,31.11,247,794,-0.053
77,0,24140,Sean O'Hair,31.11,247,794,-0.016
79,0,30110,Kyle Stanley,31.10,293,942,-0.133
80,0,36799,Stephan Jaeger,31.09,273,878,-0.132
81,0,29221,Webb Simpson,31.06,351,1130,-0.085
82,0,34098,Russell Henley,31.00,253,816,-0.103
83,0,31202,William McGirt,30.98,324,1046,-0.080
84,0,22582,Kyle Thompson,30.95,156,504,-0.006
85,0,49771,J.T. Poston,30.83,246,798,-0.016
86,0,40058,Zac Blair,30.75,198,644,-0.126
87,0,39954,Cody Gribble,30.69,232,756,+0.022
88,0,33419,Cameron Tringale,30.53,218,714,+0.023
89,0,34046,Jordan Spieth,30.45,282,926,-0.099
