RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
1,0,30925,Dustin Johnson,305.9,266752,872
2,0,28237,Rory McIlroy,305.7,217651,712
2,0,46970,Jon Rahm,305.7,219457,718
4,0,25804,Bubba Watson,304.7,290058,952
5,0,36689,Brooks Koepka,304.1,231091,760
6,0,27129,Luke List,302.5,329169,1088
7,0,29725,Tony Finau,301.6,341446,1132
8,0,46601,Trey Mullinax,301.5,247867,822
9,0,50526,Tom Lovelady,301.2,290314,964
10,0,32366,Kevin Chappell,301.0,262472,872
10,0,33448,Justin Thomas,301.0,287754,956
12,0,31323,Gary Woodland,300.6,293980,978
13,0,39546,Keith Mitchell,300.3,348926,1162
14,0,34213,Grayson Murray,299.3,247839,828
15,0,29518,Brendan Steele,298.8,227053,760
16,0,32333,Kevin Tway,298.1,375051,1258
17,0,35450,Patrick Cantlay,297.7,280461,942
18,0,29484,Peter Uihlein,297.2,270454,910
19,0,30911,Tommy Fleetwood,297.0,224522,756
20,0,33948,Byeong Hun An,296.6,302506,1020
20,0,27141,J.B. Holmes,296.6,281182,948
22,0,25198,Francesco Molinari,296.4,236519,798
23,0,48081,Xander Schauffele,296.3,299894,1012
24,0,28089,Jason Day,295.9,202988,686
25,0,23320,Ryan Palmer,294.8,246423,836
26,0,47959,Bryson DeChambeau,294.7,322678,1095
27,0,35421,Brandon Harkins,294.2,349477,1188
27,0,01810,Phil Mickelson,294.2,288322,980
29,0,32839,Hideki Matsuyama,294.1,235876,802
29,0,27064,Jhonattan Vegas,294.1,264708,900
31,0,30944,Jason Kokrak,293.9,360971,1228
31,0,37189,Harold Varner III,293.9,303326,1032
33,0,24358,Robert Garrigus,293.2,278000,948
34,0,34046,Jordan Spieth,293.1,271381,926
35,0,49964,Aaron Wise,293.0,327016,1116
36,0,34360,Patrick Reed,292.6,256867,878
37,0,29974,Branden Grace,292.4,178919,612
37,0,34363,Tyrrell Hatton,292.4,171928,588
37,0,12716,Charley Hoffman,292.4,277776,950
37,0,22405,Justin Rose,292.4,215812,738
41,0,26300,Matt Jones,292.2,192243,658
41,0,26331,Charl Schwartzel,292.2,170647,584
43,0,25364,Paul Casey,292.0,199167,682
44,0,35461,Beau Hossler,291.9,367251,1258
44,0,27095,Nick Watney,291.9,325758,1116
46,0,33204,Shane Lowry,291.7,207133,710
47,0,35891,Cameron Smith,291.5,248971,854
48,0,47125,Matt Atkins,291.3,163108,560
48,0,26851,Marc Leishman,291.3,298919,1026
48,0,47347,Adam Schenk,291.3,267976,920
51,0,35310,Lanto Griffin,290.9,244374,840
51,0,34264,Hudson Swafford,290.9,212321,730
53,0,36699,Patrick Rodgers,290.7,295889,1018
53,0,29223,Sam Saunders,290.7,271491,934
55,0,39997,Corey Conners,290.4,319971,1102
55,0,49771,J.T. Poston,290.4,231721,798
57,0,32102,Rickie Fowler,290.3,249101,858
57,0,27349,Alex Noren,290.3,199131,686
59,0,21961,Charles Howell III,290.2,315730,1088
60,0,24140,Sean O'Hair,290.0,230286,794
61,0,32757,Patton Kizzire,289.9,317769,1096
62,0,28500,Martin Flores,289.7,290824,1004
62,0,24502,Adam Scott,289.7,242173,836
64,0,08793,Tiger Woods,289.6,238034,822
65,0,29268,Bronson Burgoon,289.4,230979,798
65,0,22056,Cameron Percy,289.4,166104,574
67,0,29461,Jamie Lovemark,289.3,314770,1088
67,0,26329,Louis Oosthuizen,289.3,185155,640
69,0,30110,Kyle Stanley,289.2,272429,942
70,0,45526,Abraham Ancer,289.1,334835,1158
70,0,28252,Seamus Power,289.1,266585,922
72,0,25686,Jason Dufner,289.0,210968,730
72,0,32448,James Hahn,289.0,279175,966
74,0,24781,Hunter Mahan,288.7,206119,714
75,0,40026,Daniel Berger,288.5,251615,872
75,0,33141,Keegan Bradley,288.5,322007,1116
77,0,29420,Billy Horschel,288.3,311335,1080
