RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRIVES - OVERALL,RELATIVE TO PAR
1,0,28237,Rory McIlroy,34.55,246,712,-0.211
2,0,30925,Dustin Johnson,32.91,287,872,-0.279
3,0,36689,Brooks Koepka,31.84,242,760,-0.198
4,0,25804,Bubba Watson,31.30,298,952,-0.168
5,0,46970,Jon Rahm,31.20,224,718,-0.183
6,0,50526,Tom Lovelady,29.67,286,964,-0.241
7,0,46601,Trey Mullinax,29.44,242,822,-0.194
8,0,29725,Tony Finau,27.30,309,1132,-0.307
9,0,27129,Luke List,26.93,293,1088,-0.177
10,0,31323,Gary Woodland,26.18,256,978,-0.281
11,0,33448,Justin Thomas,26.15,250,956,-0.316
12,0,39546,Keith Mitchell,24.96,290,1162,-0.197
13,0,34213,Grayson Murray,24.76,205,828,-0.137
14,0,32366,Kevin Chappell,24.54,214,872,-0.210
15,0,32333,Kevin Tway,24.40,307,1258,-0.274
16,0,29518,Brendan Steele,23.29,177,760,-0.164
17,0,29484,Peter Uihlein,22.75,207,910,-0.251
18,0,48081,Xander Schauffele,21.44,217,1012,-0.198
19,0,27141,J.B. Holmes,21.41,203,948,-0.172
20,0,33948,Byeong Hun An,21.18,216,1020,-0.102
21,0,28089,Jason Day,20.55,141,686,-0.227
22,0,30944,Jason Kokrak,20.03,246,1228,-0.264
23,0,30911,Tommy Fleetwood,19.97,151,756,-0.285
24,0,27064,Jhonattan Vegas,19.89,179,900,-0.145
25,0,37189,Harold Varner III,19.57,202,1032,-0.287
26,0,47959,Bryson DeChambeau,19.09,209,1095,-0.249
27,0,35450,Patrick Cantlay,18.05,170,942,-0.159
28,0,22405,Justin Rose,18.02,133,738,-0.368
29,0,23320,Ryan Palmer,17.34,145,836,-0.186
30,0,32839,Hideki Matsuyama,17.33,139,802,-0.259
31,0,34264,Hudson Swafford,17.12,125,730,-0.240
32,0,27095,Nick Watney,16.67,186,1116,-0.237
33,0,24358,Robert Garrigus,16.24,154,948,-0.305
34,0,26331,Charl Schwartzel,16.10,94,584,-0.064
35,0,36699,Patrick Rodgers,16.01,163,1018,-0.184
36,0,35421,Brandon Harkins,15.99,190,1188,-0.289
37,0,35310,Lanto Griffin,15.95,134,840,-0.201
38,0,26329,Louis Oosthuizen,15.94,102,640,-0.206
39,0,32102,Rickie Fowler,15.85,136,858,-0.250
40,0,47347,Adam Schenk,15.54,143,920,-0.245
41,0,29974,Branden Grace,15.52,95,612,-0.232
42,0,34046,Jordan Spieth,15.33,142,926,-0.268
43,0,26300,Matt Jones,15.20,100,658,-0.340
44,0,25364,Paul Casey,14.96,102,682,-0.127
45,0,01810,Phil Mickelson,14.90,146,980,-0.315
