RANK,MOVEMENT,PLAYER_ID,PLAYER,% MAKES BOGEY,BOGEYS,HOLES PLAYED
1,0,20472,Alex Cejka,13.10,158,1206
2,0,32102,Rickie Fowler,13.20,183,1386
3,0,06527,Steve Stricker,13.94,133,954
4,0,01810,Phil Mickelson,13.97,181,1296
5,0,25364,Paul Casey,14.04,187,1332
6,0,08075,Jerry Kelly,14.11,193,1368
7,0,25900,Lucas Glover,14.15,191,1350
7,0,26758,David Hearn,14.15,242,1710
9,0,12510,Chad Campbell,14.26,231,1620
10,0,31323,Gary Woodland,14.29,234,1638
11,0,32200,Roberto Castro,14.32,250,1746
12,0,28089,Jason Day,14.33,178,1242
13,0,21961,Charles Howell III,14.35,235,1638
14,0,34098,Russell Henley,14.40,197,1368
15,0,24924,Bill Haas,14.43,213,1476
15,0,30925,Dustin Johnson,14.43,213,1476
17,0,33122,Russell Knox,14.48,232,1602
18,0,34360,Patrick Reed,14.58,265,1818
19,0,26476,Chez Reavie,14.60,226,1548
20,0,23983,Luke Donald,14.61,213,1458
21,0,24502,Adam Scott,14.62,200,1368
22,0,23800,Bryce Molder,14.74,207,1404
23,0,23108,Matt Kuchar,14.76,255,1728
24,0,34046,Jordan Spieth,14.77,202,1368
25,0,27649,Brandt Snedeker,14.92,239,1602
26,0,20645,John Senden,14.99,232,1548
27,0,30163,Henrik Norlander,15.01,181,1206
28,0,31202,William McGirt,15.02,265,1764
29,0,30944,Jason Kokrak,15.04,241,1602
30,0,27064,Jhonattan Vegas,15.05,252,1674
31,0,24846,Ricky Barnes,15.11,253,1674
32,0,32839,Hideki Matsuyama,15.14,199,1314
33,0,34174,John Huh,15.16,232,1530
34,0,34262,Jon Curran,15.21,271,1782
35,0,26596,Ryan Moore,15.23,222,1458
36,0,37455,Si Woo Kim,15.24,299,1962
37,0,30711,Colt Knost,15.25,236,1548
37,0,26851,Marc Leishman,15.25,236,1548
39,0,25349,Tim Wilkinson,15.28,187,1224
40,0,22371,Aaron Baddeley,15.29,245,1602
41,0,27466,Spencer Levin,15.33,276,1800
42,0,40026,Daniel Berger,15.36,246,1602
43,0,26951,Johnson Wagner,15.44,239,1548
44,0,24357,K.J. Choi,15.45,203,1314
45,0,10809,Jim Furyk,15.49,145,936
46,0,28237,Rory McIlroy,15.50,173,1116
47,0,33410,Andrew Landry,15.53,137,882
48,0,33418,Shawn Stefani,15.64,245,1566
49,0,20572,Rod Pampling,15.67,141,900
50,0,21209,Sergio Garcia,15.69,144,918
50,0,30926,Chris Kirk,15.69,240,1530
52,0,33399,Adam Hadwin,15.71,263,1674
53,0,24024,Zach Johnson,15.76,244,1548
54,0,25396,Kevin Na,15.77,264,1674
55,0,26331,Charl Schwartzel,15.79,199,1260
56,0,27936,Martin Laird,15.81,222,1404
57,0,29974,Branden Grace,15.83,171,1080
58,0,20098,Stuart Appleby,15.86,197,1242
59,0,27644,Brian Harman,15.87,297,1872
60,0,20157,Retief Goosen,15.96,158,990
60,0,21731,Freddie Jacobson,15.96,247,1548
62,0,29476,Kyle Reifers,15.97,319,1998
63,0,29222,Billy Hurley III,15.99,190,1188
64,0,29461,Jamie Lovemark,16.00,262,1638
65,0,25493,Nick Taylor,16.03,228,1422
66,0,36699,Patrick Rodgers,16.08,246,1530
67,0,25198,Francesco Molinari,16.15,186,1152
68,0,28132,Tyrone Van Aswegen,16.18,297,1836
69,0,40058,Zac Blair,16.20,277,1710
70,0,20229,Stewart Cink,16.21,178,1098
71,0,34261,Scott Langley,16.23,184,1134
71,0,27129,Luke List,16.23,225,1386
73,0,28475,Jeff Overton,16.24,190,1170
74,0,24507,Jason Bohn,16.25,196,1206
74,0,27963,Chris Stroud,16.25,234,1440
76,0,29518,Brendan Steele,16.27,246,1512
76,0,29485,Brett Stegmaier,16.27,249,1530
78,0,25686,Jason Dufner,16.29,299,1836
78,0,34264,Hudson Swafford,16.29,305,1872
80,0,23541,Ben Crane,16.30,223,1368
81,0,22405,Justin Rose,16.31,182,1116
82,0,29268,Bronson Burgoon,16.32,232,1422
83,0,33141,Keegan Bradley,16.33,241,1476
84,0,27974,Sung Kang,16.35,256,1566
84,0,29221,Webb Simpson,16.35,206,1260
86,0,35539,Luke Guthrie,16.36,162,990
87,0,32366,Kevin Chappell,16.37,274,1674
87,0,29478,Kevin Kisner,16.37,277,1692
87,0,32876,Martin Piller,16.37,168,1026
90,0,26289,Boo Weekley,16.40,245,1494
91,0,29479,Scott Brown,16.41,260,1584
92,0,35879,Kelly Kraft,16.48,175,1062
92,0,24140,Sean O'Hair,16.48,264,1602
94,0,34099,Harris English,16.49,288,1746
94,0,02206,David Toms,16.49,184,1116
96,0,23638,Brendon de Jonge,16.53,241,1458
97,0,29725,Tony Finau,16.55,283,1710
98,0,24461,Thomas Aiken,16.58,197,1188
99,0,31560,Brian Stuard,16.67,198,1188
99,0,25804,Bubba Watson,16.67,207,1242
101,0,21878,Mark Wilson,16.76,187,1116
102,0,39975,Michael Kim,16.78,290,1728
103,0,24912,Will MacKenzie,16.81,242,1440
104,0,22892,Jason Gore,16.82,224,1332
105,0,30692,Scott Stallings,16.83,212,1260
106,0,36801,Mark Hubbard,16.84,294,1746
107,0,31646,Emiliano Grillo,16.85,273,1620
108,0,37273,Derek Ernst,16.86,173,1026
109,0,25720,Chad Collins,16.89,222,1314
110,0,23320,Ryan Palmer,16.93,262,1548
111,0,35545,Blayne Barber,16.94,244,1440
111,0,34409,David Lingmerth,16.94,247,1458
113,0,37454,Whee Kim,16.95,238,1404
114,0,25818,Scott Piercy,17.00,257,1512
115,0,30110,Kyle Stanley,17.04,273,1602
116,0,27214,Kevin Streelman,17.07,252,1476
117,0,20766,Padraig Harrington,17.08,166,972
117,0,31557,Jim Herman,17.08,286,1674
119,0,24358,Robert Garrigus,17.09,200,1170
120,0,27942,Rob Oppenheim,17.11,194,1134
121,0,29745,Tyler Aldridge,17.16,244,1422
122,0,32640,Troy Merritt,17.17,238,1386
123,0,27895,Jonas Blixt,17.18,235,1368
124,0,28158,Steve Marino,17.24,211,1224
125,0,26329,Louis Oosthuizen,17.26,174,1008
125,0,34265,Will Wilcox,17.26,202,1170
127,0,25892,Steve Wheatcroft,17.28,252,1458
128,0,46440,Smylie Kaufman,17.30,274,1584
129,0,29420,Billy Horschel,17.38,219,1260
129,0,36689,Brooks Koepka,17.38,219,1260
131,0,32150,Michael Thompson,17.40,213,1224
132,0,29289,S.Y. Noh,17.42,254,1458
133,0,25572,Graeme McDowell,17.50,189,1080
134,0,33448,Justin Thomas,17.53,303,1728
135,0,27436,Graham DeLaet,17.59,209,1188
136,0,32757,Patton Kizzire,17.60,282,1602
136,0,33419,Cameron Tringale,17.60,244,1386
138,0,26300,Matt Jones,17.64,254,1440
139,0,31416,Derek Fathauer,17.67,299,1692
140,0,33413,Ben Martin,17.68,280,1584
141,0,27770,Camilo Villegas,17.72,252,1422
142,0,33461,Morgan Hoffmann,17.74,214,1206
143,0,25632,Jimmy Walker,17.75,262,1476
144,0,34466,Peter Malnati,17.78,272,1530
145,0,32618,Rhein Gibson,17.80,173,972
146,0,29720,Andres Gonzales,17.81,250,1404
147,0,35451,Scott Pinckney,17.84,273,1530
148,0,25834,Daniel Summerhays,17.85,318,1782
149,0,12716,Charley Hoffman,17.87,283,1584
149,0,37189,Harold Varner III,17.87,296,1656
151,0,34431,Robert Streb,17.92,271,1512
152,0,27747,Hiroshi Iwata,17.94,268,1494
153,0,32448,James Hahn,17.97,275,1530
154,0,23353,J.J. Henry,18.01,214,1188
155,0,20691,Greg Owen,18.04,263,1458
156,0,28679,Fabián Gómez,18.07,257,1422
157,0,23325,Vaughn Taylor,18.13,235,1296
158,0,27141,J.B. Holmes,18.17,242,1332
159,0,35532,Tom Hoge,18.25,253,1386
160,0,29223,Sam Saunders,18.29,214,1170
161,0,28114,Dawie van der Walt,18.33,231,1260
162,0,22046,Geoff Ogilvy,18.36,195,1062
163,0,25240,D.A. Points,18.41,169,918
164,0,31420,Anirban Lahiri,18.44,229,1242
165,0,10213,Dicky Pride,18.45,176,954
166,0,29926,Danny Lee,18.46,299,1620
167,0,35732,Wes Roach,18.48,183,990
168,0,34563,Chesson Hadley,18.78,267,1422
169,0,35891,Cameron Smith,18.92,235,1242
170,0,24490,George McNeill,18.95,174,918
171,0,06567,Vijay Singh,18.98,246,1296
172,0,24494,Erik Compton,19.05,216,1134
173,0,45526,Abraham Ancer,19.10,165,864
174,0,23621,Rory Sabbatini,19.24,187,972
175,0,24781,Hunter Mahan,19.31,212,1098
176,0,20848,Ángel Cabrera,19.35,216,1116
177,0,30927,Brendon Todd,19.58,222,1134
178,0,33204,Shane Lowry,19.86,193,972
179,0,06522,Ernie Els,19.87,236,1188
180,0,35300,Andrew Loupe,19.93,269,1350
181,0,33667,Carlos Ortiz,20.07,271,1350
182,0,10885,Robert Allenby,20.81,191,918
183,0,28092,D.H. Lee,22.03,226,1026
184,0,20104,Ken Duke,22.63,220,972
185,0,25274,Steven Bowditch,25.43,325,1278
