RANK,MOVEMENT,PLAYER_ID,PLAYER,AVERAGE BOGEYS PER ROUND,TOTAL BOGEYS,ROUNDS PLAYED
1,0,32102,Rickie Fowler,2.03,156,77
2,0,20472,Alex Cejka,2.12,142,67
3,0,25900,Lucas Glover,2.13,160,75
4,0,01810,Phil Mickelson,2.15,155,72
5,0,30925,Dustin Johnson,2.21,181,82
6,0,26758,David Hearn,2.22,211,95
7,0,31323,Gary Woodland,2.23,203,91
8,0,08075,Jerry Kelly,2.24,170,76
9,0,25364,Paul Casey,2.26,167,74
9,0,34098,Russell Henley,2.26,172,76
11,0,33122,Russell Knox,2.28,203,89
12,0,24502,Adam Scott,2.30,175,76
12,0,06527,Steve Stricker,2.30,122,53
14,0,30944,Jason Kokrak,2.31,206,89
15,0,23108,Matt Kuchar,2.32,223,96
15,0,32839,Hideki Matsuyama,2.32,169,73
17,0,34262,Jon Curran,2.35,233,99
18,0,28089,Jason Day,2.36,163,69
18,0,34360,Patrick Reed,2.36,238,101
20,0,21961,Charles Howell III,2.37,216,91
20,0,32876,Martin Piller,2.37,135,57
20,0,34046,Jordan Spieth,2.37,180,76
23,0,30711,Colt Knost,2.38,205,86
23,0,23800,Bryce Molder,2.38,186,78
23,0,26476,Chez Reavie,2.38,205,86
26,0,12510,Chad Campbell,2.39,215,90
26,0,24924,Bill Haas,2.39,196,82
26,0,34174,John Huh,2.39,203,85
26,0,28237,Rory McIlroy,2.39,148,62
30,0,23983,Luke Donald,2.40,194,81
31,0,20645,John Senden,2.41,207,86
32,0,30163,Henrik Norlander,2.42,162,67
32,0,27064,Jhonattan Vegas,2.42,225,93
34,0,33410,Andrew Landry,2.43,119,49
34,0,27649,Brandt Snedeker,2.43,216,89
34,0,33418,Shawn Stefani,2.43,211,87
37,0,40026,Daniel Berger,2.44,217,89
37,0,26951,Johnson Wagner,2.44,210,86
39,0,32200,Roberto Castro,2.45,238,97
39,0,33399,Adam Hadwin,2.45,228,93
39,0,26851,Marc Leishman,2.45,211,86
42,0,24846,Ricky Barnes,2.46,229,93
43,0,22371,Aaron Baddeley,2.47,220,89
44,0,24357,K.J. Choi,2.48,181,73
44,0,37455,Si Woo Kim,2.48,270,109
44,0,30926,Chris Kirk,2.48,211,85
44,0,27466,Spencer Levin,2.48,248,100
44,0,29461,Jamie Lovemark,2.48,226,91
49,0,35539,Luke Guthrie,2.49,137,55
49,0,26331,Charl Schwartzel,2.49,174,70
49,0,25349,Tim Wilkinson,2.49,169,68
52,0,22892,Jason Gore,2.50,185,74
53,0,40058,Zac Blair,2.51,238,95
53,0,21731,Freddie Jacobson,2.51,216,86
53,0,31202,William McGirt,2.51,246,98
