RANK,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK
1,0,01943,Chris Perry,9
2,0,01559,Hale Irwin,8
2,0,01690,Bruce Lietzke,8
2,0,01771,Blaine McCallister,8
2,0,01823,Larry Mize,8
2,0,01835,Tommy Moore,8
2,0,01887,Mark O'Meara,8
2,0,02049,Gene Sauers,8
9,0,01042,Paul Azinger,7
9,0,01226,Fred Couples,7
9,0,01385,Jim Gallagher Jr.,7
9,0,01468,Gary Hallberg,7
9,0,01706,Davis Love III,7
9,0,02010,Loren Roberts,7
15,0,01024,Billy Andrade,6
15,0,01096,Phil Blackmar,6
15,0,01219,John Cook,6
15,0,01310,Dave Eichelberger,6
15,0,01510,Nolan Henke,6
15,0,01527,Scott Hoch,6
15,0,01571,Barry Jaeckel,6
15,0,01633,Tom Kite,6
15,0,01670,Jack Larkin Sr.,6
15,0,01766,Billy Mayfair,6
15,0,01928,Corey Pavin,6
15,0,01938,David Peoples,6
15,0,01968,Nick Price,6
15,0,02041,Bill Sander,6
15,0,02201,Jim Thorpe,6
15,0,02214,Kirk Triplett,6
15,0,02279,Mark Wiebe,6
15,0,02303,Robert Wrenn,6
33,0,01040,Emlyn Aubrey,5
33,0,01049,Ian Baker-Finch,5
33,0,01068,Andy Bean,5
33,0,01072,Chip Beck,5
33,0,01106,Jim Booros,5
33,0,01132,Mark Brooks,5
33,0,01143,Brad Bryant,5
33,0,01161,Mark Calcavecchia,5
33,0,01288,Ed Dougherty,5
33,0,01313,Steve Elkington,5
33,0,01320,Bob Estes,5
33,0,01329,Brad Faxon,5
33,0,01361,Dan Forsman,5
33,0,01378,David Frost,5
33,0,01414,Bob Gilder,5
33,0,01444,Ken Green,5
33,0,01682,Wayne Levi,5
33,0,01723,Andrew Magee,5
33,0,01876,Greg Norman,5
33,0,01996,Mike Reid,5
33,0,02095,Larry Silveira,5
33,0,02099,Scott Simpson,5
33,0,06132,Sonny Skinner,5
33,0,02111,Mike Smith,5
33,0,02180,Harry Taylor,5
33,0,02223,Bob Tway,5
33,0,02225,Howard Twitty,5
33,0,02322,Richard Zokol,5
61,0,01006,John Adams,4
61,0,06142,Mitch Adcock,4
61,0,01035,Tommy Armour III,4
61,0,01060,Dave Barr,4
61,0,01078,Jim Benepe,4
61,0,01098,Jay Don Blake,4
61,0,01129,Bill Britton,4
61,0,01197,Bobby Clampett,4
61,0,01261,Jay Delsing,4
61,0,01266,Clark Dennis,4
61,0,01282,Trevor Dodds,4
61,0,01284,Mike Donald,4
61,0,01306,David Edwards,4
61,0,01323,Brad Fabel,4
61,0,01326,Nick Faldo,4
61,0,01346,Ed Fiori,4
61,0,01381,Fred Funk,4
61,0,01388,Robert Gamez,4
61,0,01457,Jay Haas,4
61,0,01458,Jerry Haas,4
61,0,06284,Jim Hallet,4
61,0,01529,Mike Holland,4
61,0,01569,Peter Jacobsen,4
61,0,01577,Lee Janzen,4
61,0,01599,Steve Jones,4
61,0,01639,Kenny Knox,4
61,0,01725,John Mahaffey,4
61,0,01783,Mark McCumber,4
61,0,01797,Rocco Mediate,4
61,0,01837,Gil Morgan,4
61,0,01846,Jodie Mudd,4
61,0,06373,José María Olazábal,4
61,0,01945,Kenny Perry,4
61,0,01946,Peter Persons,4
61,0,01992,Don Reese,4
61,0,02067,Ted Schulz,4
61,0,02090,Tom Sieckmann,4
61,0,02133,Craig Stadler,4
61,0,02146,Payne Stewart,4
61,0,02170,Hal Sutton,4
61,0,02186,Brian Tennyson,4
61,0,02190,Doug Tewell,4
61,0,02215,Paul Trittler,4
61,0,02242,Lanny Wadkins,4
61,0,02267,D.A. Weibring,4
61,0,06130,Jeffrey Wilson,4
61,0,02294,Willie Wood,4
108,0,01014,Fulton Allem,3
108,0,06197,Michael Allen,3
108,0,01051,Seve Ballesteros,3
108,0,01093,Ronnie Black,3
108,0,01133,Billy Ray Brown,3
108,0,06118,Greg Bruckner,3
108,0,01156,Curt Byrum,3
108,0,01157,Tom Byrum,3
108,0,01175,Jim Carter,3
108,0,01196,Brian Claar,3
108,0,01200,Keith Clearwater,3
108,0,01201,Lennie Clements,3
108,0,01203,Russ Cochran,3
108,0,06150,Carl Cooper,3
108,0,01303,Bob Eastwood,3
108,0,01321,Tom Eubank,3
108,0,01333,Jack Ferenz,3
108,0,01390,Buddy Gardner,3
108,0,01412,Gibby Gilbert,3
108,0,01443,Hubert Green,3
108,0,01487,Jeff Hart,3
108,0,01495,Morris Hatalsky,3
108,0,01499,Mark Hayes,3
108,0,01507,Webb Heintzelman,3
108,0,01533,P.H. Horgan III,3
108,0,01549,Mike Hulbert,3
108,0,01557,John Inman,3
108,0,01641,Gary Koch,3
108,0,01648,Billy Kratzert,3
108,0,01662,Greg Ladehoff,3
108,0,06332,Neal Lancaster,3
108,0,01701,Bob Lohr,3
108,0,01707,Steve Lowery,3
108,0,01715,Mark Lye,3
108,0,01790,Pat McGowan,3
108,0,01864,Larry Nelson,3
108,0,01878,Andy North,3
108,0,01926,Steve Pate,3
108,0,06530,Ray Pearce,3
108,0,01941,Tom Pernice Jr.,3
108,0,01960,Don Pooley,3
108,0,01975,Tom Purtzer,3
108,0,02007,Larry Rinker,3
108,0,02023,Clarence Rose,3
108,0,02033,Dave Rummells,3
108,0,02100,Tim Simpson,3
108,0,02101,Joey Sindelar,3
108,0,02148,Ray Stewart,3
108,0,02159,Curtis Strange,3
108,0,02167,Mike Sullivan,3
108,0,02185,Lance Ten Broeck,3
