RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
164,0,01928,Corey Pavin,42.65,87,117
165,0,08881,Tripp Isenhour,42.41,67,91
166,0,12645,Brent Geiberger,42.38,114,155
167,0,01920,Craig Parry,42.06,53,73
168,0,19846,Brian Gay,41.64,117,164
169,0,01320,Bob Estes,41.36,67,95
170,0,01203,Russ Cochran,41.04,71,102
171,0,01619,Skip Kendall,40.89,110,159
172,0,01457,Jay Haas,40.48,85,125
173,0,07721,Pat Bates,40.27,118,175
174,0,01139,Olin Browne,40.23,105,156
175,0,20382,Stephen Leaney,40.21,78,116
176,0,01157,Tom Byrum,40.18,88,131
177,0,01378,David Frost,39.92,101,152
178,0,01381,Fred Funk,39.84,98,148
179,0,08385,Omar Uresti,39.75,97,147
180,0,20548,Hidemichi Tanaka,39.71,108,164
181,0,23135,Tim Clark,39.66,92,140
182,0,08537,J.P. Hayes,39.55,87,133
183,0,01761,Len Mattiace,38.89,91,143
184,0,12753,David Morland IV,37.93,77,126
185,0,01771,Blaine McCallister,37.50,75,125
186,0,06078,Esteban Toledo,37.15,94,159
187,0,06527,Steve Stricker,36.21,84,148
188,0,06809,Bob Burns,35.60,89,161
189,0,22293,Heath Slocum,35.29,96,176
190,0,01329,Brad Faxon,33.33,76,152
190,0,02099,Scott Simpson,33.33,51,102
192,0,02010,Loren Roberts,32.52,67,139
193,0,01219,John Cook,32.16,55,116
194,0,07363,Craig Bowden,31.54,76,165
195,0,06373,José María Olazábal,31.45,50,109
196,0,01887,Mark O'Meara,21.01,29,109
