RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS
1,0,06567,Vijay Singh,74.66,221,75
2,0,20157,Retief Goosen,72.86,102,38
3,0,06522,Ernie Els,72.22,91,35
4,0,25900,Lucas Glover,70.11,197,84
5,0,11123,Chris Couch,70.00,105,45
6,0,01810,Phil Mickelson,69.94,121,52
7,0,02106,Chris Smith,68.99,218,98
8,0,19825,Darren Clarke,67.86,76,36
9,0,01706,Davis Love III,67.84,135,64
10,0,23063,Scott Hend,67.70,153,73
11,0,20645,John Senden,67.38,188,91
12,0,01927,Dennis Paulson,66.98,144,71
13,0,23307,Roger Tambellini,66.24,155,79
14,0,24925,Jonathan Byrd,65.78,148,77
15,0,21805,Harrison Frazar,65.18,161,86
16,0,20378,Mathias Grönberg,65.12,168,90
17,0,08835,Kris Cox,64.97,128,69
18,0,08793,Tiger Woods,64.84,118,64
19,0,01945,Kenny Perry,64.82,129,70
20,0,24781,Hunter Mahan,64.68,174,95
21,0,20098,Stuart Appleby,64.14,127,71
22,0,23497,Tag Ridings,64.05,98,55
23,0,08337,Mike Heinen,63.74,109,62
23,0,24361,Pat Perez,63.74,174,99
25,0,24507,Jason Bohn,63.23,184,107
26,0,21633,Steve Allan,63.16,192,112
27,0,12660,Jesper Parnevik,62.77,145,86
28,0,01249,John Daly,62.67,141,84
29,0,21209,Sergio Garcia,62.66,99,59
30,0,23614,Rich Beem,62.44,133,80
31,0,19972,José Coceres,62.30,119,72
32,0,23552,Hank Kuehne,62.18,171,104
33,0,10585,Scott McCarron,62.12,164,100
34,0,23353,J.J. Henry,62.00,186,114
35,0,07867,Woody Austin,61.67,177,110
36,0,01707,Steve Lowery,61.48,150,94
37,0,20094,Jonathan Kaye,61.14,129,82
38,0,26287,Roland Thatcher,61.11,121,77
39,0,21961,Charles Howell III,60.92,159,102
40,0,20850,Daniel Chopra,60.91,187,120
41,0,20663,Brenden Pappas,60.78,203,131
42,0,01161,Mark Calcavecchia,60.28,129,85
43,0,24502,Adam Scott,60.16,77,51
44,0,25686,Jason Dufner,60.09,140,93
45,0,01677,Tom Lehman,59.67,108,73
46,0,12823,Carlos Franco,59.60,180,122
47,0,23325,Vaughn Taylor,59.38,152,104
48,0,06613,Tommy Tolles,59.18,116,80
49,0,08123,Jeff Brehaut,58.96,181,126
50,0,21959,Ted Purdy,58.75,198,139
51,0,01941,Tom Pernice Jr.,58.70,172,121
52,0,01261,Jay Delsing,58.69,125,88
53,0,01797,Rocco Mediate,58.68,71,50
54,0,23623,Bo Van Pelt,58.17,153,110
55,0,20572,Rod Pampling,58.08,151,109
56,0,23320,Ryan Palmer,57.95,175,127
57,0,20029,Notah Begay III,57.62,121,89
58,0,07939,Dan Olsen,57.41,124,92
59,0,20580,Andre Stolz,57.24,83,62
60,0,06595,Kevin Sutherland,57.21,123,92
61,0,22046,Geoff Ogilvy,57.09,153,115
61,0,02101,Joey Sindelar,57.09,169,127
63,0,10885,Robert Allenby,57.02,138,104
64,0,12510,Chad Campbell,56.97,143,108
65,0,07223,Brian Bateman,56.91,140,106
66,0,01685,J.L. Lewis,56.90,165,125
67,0,21407,Arjun Atwal,56.85,141,107
68,0,24290,D.J. Brigman,56.82,125,95
69,0,20593,Greg Chalmers,56.81,121,92
70,0,12652,Cameron Beckman,56.55,164,126
71,0,12705,Cliff Kresge,56.52,143,110
72,0,20472,Alex Cejka,56.28,112,87
73,0,20585,Niclas Fasth,56.11,101,79
74,0,02245,Grant Waite,56.09,129,101
75,0,20433,Mark Hensby,56.06,148,116
76,0,23541,Ben Crane,56.04,153,120
77,0,25345,Carl Pettersson,55.88,152,120
78,0,12782,Tim Herron,55.87,119,94
79,0,06515,Shaun Micheel,55.74,131,104
80,0,01553,John Huston,55.63,89,71
81,0,22913,John Rollins,55.32,130,105
82,0,10423,Mike Weir,55.29,94,76
83,0,01226,Fred Couples,55.19,85,69
84,0,21949,Joe Ogilvie,54.91,151,124
85,0,23621,Rory Sabbatini,54.40,136,114
86,0,22371,Aaron Baddeley,54.29,133,112
87,0,01926,Steve Pate,54.19,110,93
88,0,25237,Kevin Muncrief,54.17,78,66
89,0,21731,Freddie Jacobson,54.11,112,95
90,0,12394,Tom Carter,54.05,167,142
91,0,01724,Jeff Maggert,53.99,88,75
92,0,07749,Brett Quigley,53.95,157,134
93,0,10107,Deane Pappas,53.88,111,95
94,0,11032,Frank Lickliter II,53.54,136,118
95,0,06332,Neal Lancaster,53.48,169,147
96,0,20634,Peter Lonard,52.81,94,84
97,0,01042,Paul Azinger,52.80,113,101
98,0,20229,Stewart Cink,52.49,137,124
99,0,19824,Craig Barlow,52.38,121,110
100,0,26420,Richard Johnson,51.84,155,144
101,0,06004,Stephen Ames,51.71,136,127
102,0,01024,Billy Andrade,51.63,158,148
103,0,01313,Steve Elkington,51.61,96,90
104,0,06575,Dudley Hart,51.43,72,68
105,0,06621,Joe Durant,51.39,129,122
106,0,06197,Michael Allen,51.21,127,121
106,0,06251,Chris DiMarco,51.21,127,121
108,0,23613,Rich Barcelo,51.10,93,89
109,0,02246,Duffy Waldorf,51.00,102,98
110,0,20104,Ken Duke,50.95,134,129
111,0,22548,Patrick Sheehan,50.90,169,163
112,0,10733,Kent Jones,50.68,148,144
113,0,01948,Tim Petrovic,50.53,143,140
114,0,02239,Scott Verplank,50.23,111,110
115,0,20121,Todd Fischer,50.17,145,144
116,0,22405,Justin Rose,50.00,106,106
117,0,23108,Matt Kuchar,49.42,128,131
118,0,02002,John Riegger,49.40,82,84
119,0,01388,Robert Gamez,49.33,148,152
120,0,02049,Gene Sauers,49.18,120,124
121,0,02104,Jeff Sluman,49.09,135,140
122,0,01577,Lee Janzen,48.96,118,123
123,0,06214,Guy Boros,48.95,93,97
124,0,12760,Danny Ellis,48.94,115,120
125,0,07457,Steve Flesch,48.74,135,142
126,0,22621,Ben Curtis,48.65,72,76
127,0,01142,Bart Bryant,48.48,96,102
128,0,02206,David Toms,48.44,93,99
129,0,12680,Shigeki Maruyama,48.41,122,130
130,0,01035,Tommy Armour III,48.33,116,124
131,0,21893,Brian Kortan,48.30,85,91
132,0,25396,Kevin Na,47.97,142,154
133,0,20498,Briny Baird,47.91,126,137
134,0,21646,David Branshaw,47.90,114,124
135,0,10860,Justin Leonard,47.85,100,109
136,0,08931,Glen Day,47.74,137,150
137,0,23983,Luke Donald,47.45,93,103
137,0,01766,Billy Mayfair,47.45,149,165
139,0,20628,Arron Oberholser,47.27,104,116
140,0,02214,Kirk Triplett,47.25,103,115
141,0,23338,David Gossett,47.16,83,93
142,0,12602,Dean Wilson,47.02,142,160
143,0,10213,Dicky Pride,46.91,91,103
144,0,08075,Jerry Kelly,46.15,132,154
145,0,19881,Robert Damron,45.82,126,149
146,0,10912,Craig Perks,45.27,91,110
147,0,12682,Hirofumi Miyase,45.20,80,97
147,0,21878,Mark Wilson,45.20,80,97
149,0,01127,Danny Briggs,45.00,108,132
149,0,01527,Scott Hoch,45.00,72,88
151,0,10201,Matt Gogel,44.83,104,128
152,0,01132,Mark Brooks,44.63,79,98
153,0,01361,Dan Forsman,43.69,97,125
154,0,24024,Zach Johnson,43.45,126,164
155,0,02223,Bob Tway,43.35,88,115
156,0,01666,Bernhard Langer,43.33,65,85
156,0,10425,Jay Williamson,43.33,130,170
158,0,24357,K.J. Choi,43.24,96,126
159,0,01473,Todd Hamilton,43.22,102,134
160,0,01968,Nick Price,43.10,50,66
160,0,20127,Chris Riley,43.10,75,99
162,0,01938,David Peoples,43.03,108,143
163,0,08339,Spike McRoy,43.02,114,151
