RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
1,0,22046,Geoff Ogilvy,34.94,58,166,-68,-6.00
2,0,11123,Chris Couch,34.75,41,118,-40,+3.00
3,0,08337,Mike Heinen,33.33,43,129,-45,+6.00
4,0,24502,Adam Scott,32.95,29,88,-25,E
5,0,21805,Harrison Frazar,31.03,54,174,-57,+2.00
6,0,24507,Jason Bohn,30.33,64,211,-61,+2.00
7,0,07223,Brian Bateman,30.14,44,146,-49,-7.00
8,0,06567,Vijay Singh,29.92,79,264,-80,-8.00
9,0,25237,Kevin Muncrief,29.89,26,87,-26,+13.00
10,0,01035,Tommy Armour III,29.46,38,129,-35,-19.00
11,0,19824,Craig Barlow,28.87,41,142,-48,-13.00
12,0,06522,Ernie Els,28.70,31,108,-33,-3.00
13,0,08793,Tiger Woods,28.47,41,144,-42,-17.00
14,0,23063,Scott Hend,28.21,55,195,-60,+9.00
15,0,02246,Duffy Waldorf,27.93,31,111,-31,-3.00
16,0,01810,Phil Mickelson,27.86,39,140,-39,-6.00
17,0,23623,Bo Van Pelt,27.68,49,177,-52,+2.00
18,0,07363,Craig Bowden,27.50,22,80,-21,-20.00
19,0,12645,Brent Geiberger,27.48,36,131,-36,-27.00
20,0,06527,Steve Stricker,27.47,25,91,-24,-14.00
21,0,10733,Kent Jones,27.33,44,161,-44,-29.00
22,0,20572,Rod Pampling,27.22,43,158,-48,-13.00
23,0,06214,Guy Boros,27.18,28,103,-25,-3.00
24,0,02106,Chris Smith,27.13,70,258,-75,+3.00
25,0,25900,Lucas Glover,27.12,64,236,-65,+12.00
26,0,08385,Omar Uresti,27.00,27,100,-24,-22.00
27,0,21731,Freddie Jacobson,26.92,35,130,-38,+2.00
28,0,08881,Tripp Isenhour,26.76,19,71,-19,+5.00
29,0,06004,Stephen Ames,26.39,38,144,-37,-22.00
30,0,23614,Rich Beem,26.32,40,152,-44,-6.00
31,0,24357,K.J. Choi,26.26,26,99,-27,-14.00
32,0,23325,Vaughn Taylor,26.09,42,161,-43,E
33,0,01677,Tom Lehman,26.02,32,123,-34,-8.00
34,0,01249,John Daly,25.90,43,166,-48,-12.00
35,0,20645,John Senden,25.84,54,209,-52,-16.00
36,0,07939,Dan Olsen,25.71,36,140,-38,+7.00
37,0,12602,Dean Wilson,25.50,38,149,-39,-17.00
38,0,21959,Ted Purdy,25.45,56,220,-60,-19.00
39,0,12823,Carlos Franco,25.37,51,201,-56,-18.00
40,0,06575,Dudley Hart,25.32,20,79,-23,+1.00
41,0,10912,Craig Perks,25.25,25,99,-25,+12.00
42,0,01381,Fred Funk,25.24,26,103,-27,-34.00
