RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
91,0,08835,Kris Cox,252.0,1333792.000,147
91,0,08337,Mike Heinen,252.0,1170166.000,129
91,0,06527,Steve Stricker,252.0,825552.000,91
95,0,25237,Kevin Muncrief,252.2,789763.000,87
95,0,22548,Patrick Sheehan,252.2,1697555.000,187
97,0,08339,Spike McRoy,252.3,1144604.000,126
97,0,21959,Ted Purdy,252.3,1998170.000,220
99,0,10107,Deane Pappas,252.5,1190732.000,131
100,0,01388,Robert Gamez,252.6,1537036.000,169
100,0,19846,Brian Gay,252.6,1100239.000,121
100,0,24024,Zach Johnson,252.6,1318399.000,145
100,0,12705,Cliff Kresge,252.6,1345785.000,148
104,0,20433,Mark Hensby,252.9,1429503.000,157
104,0,02239,Scott Verplank,252.9,1055964.000,116
106,0,20585,Niclas Fasth,253.0,1038184.000,114
106,0,23307,Roger Tambellini,253.0,1611929.000,177
108,0,01042,Paul Azinger,253.1,1102489.000,121
109,0,21878,Mark Wilson,253.2,756705.000,83
110,0,01127,Danny Briggs,253.3,1076222.000,118
110,0,21949,Joe Ogilvie,253.3,1504799.000,165
112,0,07363,Craig Bowden,253.6,730426.000,80
112,0,23552,Hank Kuehne,253.6,1953801.000,214
114,0,01926,Steve Pate,253.7,1086965.000,119
114,0,23623,Bo Van Pelt,253.7,1616288.000,177
116,0,24507,Jason Bohn,253.8,1927691.000,211
116,0,02099,Scott Simpson,253.8,511694.000,56
118,0,23614,Rich Beem,253.9,1389547.000,152
118,0,01161,Mark Calcavecchia,253.9,1252284.000,137
118,0,01381,Fred Funk,253.9,941351.000,103
121,0,12645,Brent Geiberger,254.0,1198002.000,131
121,0,26420,Richard Johnson,254.0,1481161.000,162
121,0,08075,Jerry Kelly,254.0,1307658.000,143
124,0,06809,Bob Burns,254.1,896538.000,98
124,0,01810,Phil Mickelson,254.1,1280540.000,140
124,0,01938,David Peoples,254.1,1088510.000,119
127,0,20593,Greg Chalmers,254.2,1198762.000,131
127,0,23108,Matt Kuchar,254.2,1290091.000,141
129,0,01457,Jay Haas,254.3,869566.000,95
130,0,24290,D.J. Brigman,254.5,1291612.000,141
130,0,01261,Jay Delsing,254.5,1200401.000,131
130,0,01887,Mark O'Meara,254.5,274870.000,30
130,0,20628,Arron Oberholser,254.5,1053638.000,115
134,0,20121,Todd Fischer,254.6,1475738.000,161
135,0,01142,Bart Bryant,254.8,981372.000,107
136,0,01219,John Cook,254.9,522972.000,57
136,0,10585,Scott McCarron,254.9,1688720.000,184
136,0,01941,Tom Pernice Jr.,254.9,1743182.000,190
139,0,25345,Carl Pettersson,255.0,1597154.000,174
140,0,01157,Tom Byrum,255.1,890678.000,97
140,0,01724,Jeff Maggert,255.1,909130.000,99
142,0,23613,Rich Barcelo,255.2,1010777.000,110
142,0,01203,Russ Cochran,255.2,725793.000,79
144,0,21209,Sergio Garcia,255.3,1111936.000,121
144,0,08537,J.P. Hayes,255.3,845402.000,92
144,0,02049,Gene Sauers,255.3,1139500.000,124
144,0,06595,Kevin Sutherland,255.3,1268280.000,138
148,0,02245,Grant Waite,255.4,1305802.000,142
149,0,07939,Dan Olsen,255.5,1287579.000,140
149,0,07749,Brett Quigley,255.5,1674351.000,182
151,0,01920,Craig Parry,255.6,533695.000,58
152,0,10885,Robert Allenby,255.7,1472918.000,160
152,0,19881,Robert Damron,255.7,1270313.000,138
152,0,23338,David Gossett,255.7,819211.000,89
152,0,20382,Stephen Leaney,255.7,782478.000,85
156,0,01766,Billy Mayfair,255.8,1547064.000,168
157,0,01619,Skip Kendall,255.9,1132965.000,123
158,0,01024,Billy Andrade,256.0,1576080.000,171
158,0,07867,Woody Austin,256.0,1815468.000,197
160,0,02246,Duffy Waldorf,256.1,1023290.000,111
161,0,20850,Daniel Chopra,256.2,1992406.000,216
161,0,01928,Corey Pavin,256.2,839317.000,91
163,0,20634,Peter Lonard,256.3,1015034.000,110
163,0,01761,Len Mattiace,256.3,876488.000,95
165,0,20104,Ken Duke,256.5,1338903.000,145
165,0,23063,Scott Hend,256.5,1800913.000,195
167,0,21407,Arjun Atwal,256.7,1460019.000,158
167,0,02104,Jeff Sluman,256.7,1349213.000,146
169,0,22913,John Rollins,256.9,1396443.000,151
169,0,20548,Hidemichi Tanaka,256.9,1054337.000,114
171,0,06332,Neal Lancaster,257.0,1794841.000,194
172,0,01948,Tim Petrovic,257.2,1601615.000,173
173,0,19824,Craig Barlow,257.3,1315110.000,142
174,0,20378,Mathias Grönberg,257.6,1761971.000,190
174,0,23353,J.J. Henry,257.6,2012104.000,217
176,0,19972,José Coceres,257.7,1187436.000,128
177,0,06214,Guy Boros,258.0,956484.000,103
178,0,25686,Jason Dufner,258.1,1477127.000,159
178,0,25396,Kevin Na,258.1,1468180.000,158
180,0,08123,Jeff Brehaut,258.3,1878414.000,202
181,0,25900,Lucas Glover,258.4,2195533.000,236
181,0,06078,Esteban Toledo,258.4,958143.000,103
183,0,20472,Alex Cejka,258.7,1182820.000,127
184,0,01361,Dan Forsman,259.2,951671.000,102
185,0,20029,Notah Begay III,259.3,1288222.000,138
185,0,26287,Roland Thatcher,259.3,1297651.000,139
187,0,06373,José María Olazábal,259.4,494861.000,53
187,0,24361,Pat Perez,259.4,1904975.000,204
189,0,01797,Rocco Mediate,259.7,738648.000,79
189,0,12660,Jesper Parnevik,259.7,1504963.000,161
191,0,12753,David Morland IV,259.9,786080.000,84
192,0,21731,Freddie Jacobson,260.1,1217210.000,130
193,0,01329,Brad Faxon,260.5,825129.000,88
194,0,20127,Chris Riley,261.4,780981.000,83
195,0,23983,Luke Donald,262.8,1031292.000,109
196,0,06251,Chris DiMarco,263.5,1365876.000,144
