RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),# OF SHOTS,SCRAMBLING RANK
1,0,33122,Russell Knox,2' 0",57.417,29,126
1,0,33418,Shawn Stefani,2' 0",68.417,34,75
3,0,23983,Luke Donald,2' 1",33.583,16,70
3,0,30925,Dustin Johnson,2' 1",58.917,28,23
3,0,27770,Camilo Villegas,2' 1",86.500,42,26
3,0,25892,Steve Wheatcroft,2' 1",55.167,26,11
7,0,23800,Bryce Molder,2' 2",94.500,44,83
7,0,46501,Ollie Schniederjans,2' 2",122.333,56,100
7,0,25632,Jimmy Walker,2' 2",69.417,32,129
10,0,46443,Brian Campbell,2' 3",51.917,23,142
10,0,35532,Tom Hoge,2' 3",62.500,28,61
10,0,32839,Hideki Matsuyama,2' 3",68.250,30,37
10,0,34264,Hudson Swafford,2' 3",99.417,44,164
14,0,12716,Charley Hoffman,2' 4",119.833,51,146
14,0,23320,Ryan Palmer,2' 4",83.583,36,138
16,0,48084,Wesley Bryan,2' 5",117.083,48,49
16,0,35450,Patrick Cantlay,2' 5",45.583,19,60
16,0,36689,Brooks Koepka,2' 5",84.833,35,153
16,0,35879,Kelly Kraft,2' 5",95.500,40,183
20,0,19803,Ryan Armour,2' 6",65.083,26,113
20,0,20593,Greg Chalmers,2' 6",121.583,48,80
20,0,24924,Bill Haas,2' 6",84.000,34,9
20,0,21961,Charles Howell III,2' 6",136.000,54,25
20,0,24024,Zach Johnson,2' 6",119.917,48,70
20,0,26300,Matt Jones,2' 6",97.500,39,17
20,0,29478,Kevin Kisner,2' 6",133.583,54,30
20,0,23497,Tag Ridings,2' 6",69.333,28,123
20,0,25349,Tim Wilkinson,2' 6",62.500,25,22
29,0,23541,Ben Crane,2' 7",113.083,44,89
29,0,34099,Harris English,2' 7",126.083,49,77
29,0,34174,John Huh,2' 7",120.667,46,10
29,0,30926,Chris Kirk,2' 7",90.417,35,173
29,0,34409,David Lingmerth,2' 7",111.917,44,76
29,0,01810,Phil Mickelson,2' 7",106.333,41,67
35,0,33948,Byeong Hun An,2' 8",82.500,31,155
35,0,27958,Ryan Blaum,2' 8",136.500,51,67
35,0,35110,Brett Drewitt,2' 8",53.750,20,81
35,0,27644,Brian Harman,2' 8",157.250,59,15
35,0,35506,Mackenzie Hughes,2' 8",124.500,46,101
35,0,22046,Geoff Ogilvy,2' 8",79.750,30,47
41,0,40058,Zac Blair,2' 9",173.417,63,2
41,0,27895,Jonas Blixt,2' 9",71.583,26,105
41,0,47959,Bryson DeChambeau,2' 9",139.667,51,127
41,0,32102,Rickie Fowler,2' 9",72.500,26,8
41,0,27649,Brandt Snedeker,2' 9",47.417,17,16
41,0,31560,Brian Stuard,2' 9",134.083,49,130
47,0,32366,Kevin Chappell,2' 10",151.000,53,139
47,0,28500,Martin Flores,2' 10",102.833,36,134
47,0,29720,Andres Gonzales,2' 10",109.417,39,31
47,0,22986,Søren Kjeldsen,2' 10",45.000,16,186
47,0,26596,Ryan Moore,2' 10",133.417,47,141
