RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG DTP,TOTAL DISTANCE (FEET),ATTEMPTS
1,0,24924,Bill Haas,7' 0",2649.167,377
2,0,20771,Steven Alker,7' 3",2062.167,283
2,0,12510,Chad Campbell,7' 3",3108.083,429
2,0,24138,Ian Poulter,7' 3",2355.917,324
5,0,21209,Sergio Garcia,7' 4",1687.500,231
5,0,27644,Brian Harman,7' 4",3613.917,491
5,0,23108,Matt Kuchar,7' 4",3004.083,410
5,0,29221,Webb Simpson,7' 4",3406.500,466
5,0,25349,Tim Wilkinson,7' 4",1969.417,268
10,0,40058,Zac Blair,7' 5",3647.250,491
10,0,20472,Alex Cejka,7' 5",2460.250,330
10,0,23983,Luke Donald,7' 5",1832.250,248
10,0,26300,Matt Jones,7' 5",2266.500,304
10,0,25396,Kevin Na,7' 5",2580.250,347
15,0,29974,Branden Grace,7' 6",1985.417,265
15,0,30925,Dustin Johnson,7' 6",2051.083,274
15,0,25240,D.A. Points,7' 6",2298.583,307
15,0,23497,Tag Ridings,7' 6",2071.250,277
15,0,34046,Jordan Spieth,7' 6",2350.417,315
20,0,34174,John Huh,7' 7",3283.000,433
20,0,28237,Rory McIlroy,7' 7",1450.750,192
22,0,33141,Keegan Bradley,7' 8",3636.000,474
22,0,25198,Francesco Molinari,7' 8",2413.833,316
24,0,37454,Whee Kim,7' 9",2817.333,365
24,0,32839,Hideki Matsuyama,7' 9",2264.333,293
24,0,24361,Pat Perez,7' 9",3021.417,391
27,0,32200,Roberto Castro,7' 10",2425.750,309
27,0,24357,K.J. Choi,7' 10",2533.500,324
27,0,32640,Troy Merritt,7' 10",3041.167,388
30,0,29720,Andres Gonzales,7' 11",2203.333,279
30,0,26758,David Hearn,7' 11",3282.667,416
30,0,30926,Chris Kirk,7' 11",2997.583,377
30,0,28252,Seamus Power,7' 11",2995.333,380
30,0,46970,Jon Rahm,7' 11",2587.250,328
30,0,35891,Cameron Smith,7' 11",3275.750,413
36,0,22371,Aaron Baddeley,8' 0",2087.583,262
36,0,25720,Chad Collins,8' 0",2651.333,333
36,0,32102,Rickie Fowler,8' 0",2504.000,312
36,0,20157,Retief Goosen,8' 0",1881.500,235
36,0,33461,Morgan Hoffmann,8' 0",3704.667,462
36,0,23800,Bryce Molder,8' 0",3091.667,387
36,0,29289,S.Y. Noh,8' 0",3212.167,403
36,0,33448,Justin Thomas,8' 0",2635.750,330
44,0,33120,Mark Anderson,8' 1",2029.333,250
44,0,25364,Paul Casey,8' 1",2894.500,358
44,0,21961,Charles Howell III,8' 1",2894.583,359
44,0,27770,Camilo Villegas,8' 1",3180.917,393
48,0,23541,Ben Crane,8' 2",3159.833,388
48,0,35110,Brett Drewitt,8' 2",2059.833,251
48,0,25191,Gonzalo Fernandez-Castaño,8' 2",2192.333,269
48,0,25900,Lucas Glover,8' 2",3242.917,397
48,0,30852,Ryo Ishikawa,8' 2",2064.833,252
48,0,24024,Zach Johnson,8' 2",3036.500,373
48,0,01810,Phil Mickelson,8' 2",3281.333,400
48,0,23320,Ryan Palmer,8' 2",2128.250,261
48,0,34360,Patrick Reed,8' 2",4145.167,508
48,0,30110,Kyle Stanley,8' 2",3648.167,447
48,0,33419,Cameron Tringale,8' 2",2966.500,365
59,0,32366,Kevin Chappell,8' 3",3236.833,392
59,0,28089,Jason Day,8' 3",2570.583,311
