RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
1,0,20850,Daniel Chopra,1.712,2094,1223,34.75
2,0,23325,Vaughn Taylor,1.725,1751,1015,34.26
3,0,19846,Brian Gay,1.727,2102,1217,31.05
4,0,20608,David Howell,1.730,886,512,32.88
5,0,01810,Phil Mickelson,1.731,1468,848,35.66
6,0,06527,Steve Stricker,1.734,1316,759,30.56
7,0,23541,Ben Crane,1.736,1550,893,32.28
8,0,10809,Jim Furyk,1.742,1951,1120,30.47
9,0,20098,Stuart Appleby,1.743,1555,892,31.53
10,0,20121,Todd Fischer,1.744,1934,1109,29.27
11,0,22371,Aaron Baddeley,1.745,1391,797,31.36
11,0,20572,Rod Pampling,1.745,1649,945,30.65
11,0,12660,Jesper Parnevik,1.745,1700,974,30.90
14,0,06197,Michael Allen,1.746,1655,948,31.86
14,0,10885,Robert Allenby,1.746,1643,941,31.09
16,0,23048,Eric Axley,1.748,1841,1053,31.14
16,0,21805,Harrison Frazar,1.748,1834,1049,32.70
18,0,12680,Shigeki Maruyama,1.749,1842,1053,30.86
19,0,24925,Jonathan Byrd,1.750,1447,827,33.09
20,0,10505,Shane Bertsch,1.751,2054,1173,30.28
20,0,01706,Davis Love III,1.751,1595,911,31.53
22,0,06004,Stephen Ames,1.752,1300,742,30.41
22,0,01035,Tommy Armour III,1.752,1307,746,29.97
22,0,06034,Marco Dawson,1.752,1782,1017,30.74
22,0,23983,Luke Donald,1.752,1312,749,30.29
22,0,12755,Vance Veazey,1.752,1146,654,30.02
22,0,10423,Mike Weir,1.752,1782,1017,30.73
28,0,08537,J.P. Hayes,1.753,1115,636,32.60
28,0,12716,Charley Hoffman,1.753,2060,1175,31.94
28,0,06567,Vijay Singh,1.753,2141,1221,31.77
31,0,20382,Stephen Leaney,1.755,1781,1015,27.88
31,0,20127,Chris Riley,1.755,1618,922,30.03
31,0,22913,John Rollins,1.755,1901,1083,30.73
31,0,02239,Scott Verplank,1.755,1794,1022,29.90
35,0,20229,Stewart Cink,1.756,1805,1028,30.99
35,0,01941,Tom Pernice Jr.,1.756,2121,1208,31.70
35,0,08793,Tiger Woods,1.756,1219,694,35.26
38,0,23718,Nathan Green,1.757,2073,1180,31.32
38,0,21949,Joe Ogilvie,1.757,1873,1066,30.99
38,0,02214,Kirk Triplett,1.757,1156,658,29.05
41,0,20766,Padraig Harrington,1.758,1032,587,31.18
41,0,21878,Mark Wilson,1.758,1635,930,29.85
43,0,06522,Ernie Els,1.759,1291,734,30.51
43,0,22405,Justin Rose,1.759,2042,1161,31.72
43,0,02206,David Toms,1.759,1446,822,31.43
46,0,21731,Freddie Jacobson,1.760,1135,645,29.61
47,0,21407,Arjun Atwal,1.761,1928,1095,29.32
48,0,10733,Kent Jones,1.762,2097,1190,29.54
49,0,23135,Tim Clark,1.763,1654,938,30.66
49,0,25900,Lucas Glover,1.763,2158,1224,32.02
49,0,11032,Frank Lickliter II,1.763,2093,1187,29.87
49,0,02104,Jeff Sluman,1.763,2091,1186,29.54
53,0,01139,Olin Browne,1.764,2124,1204,29.06
53,0,20593,Greg Chalmers,1.764,1256,712,29.06
53,0,12760,Danny Ellis,1.764,1272,721,28.93
53,0,21350,Ryuji Imada,1.764,2099,1190,28.04
53,0,26420,Richard Johnson,1.764,1970,1117,28.43
53,0,23320,Ryan Palmer,1.764,2018,1144,30.93
53,0,25632,Jimmy Walker,1.764,1141,647,28.84
60,0,01577,Lee Janzen,1.765,1583,897,30.58
60,0,12602,Dean Wilson,1.765,2301,1304,29.26
62,0,23497,Tag Ridings,1.766,1946,1102,31.72
62,0,23322,Brett Wetterich,1.766,1768,1001,32.23
64,0,09011,David Duval,1.767,1318,746,30.91
64,0,24502,Adam Scott,1.767,1495,846,30.39
66,0,01042,Paul Azinger,1.769,1728,977,28.00
66,0,19824,Craig Barlow,1.769,1528,864,30.54
66,0,22046,Geoff Ogilvy,1.769,1403,793,31.44
69,0,24980,Scott Gutschewski,1.770,1083,612,29.06
69,0,01619,Skip Kendall,1.770,1542,871,27.24
69,0,06012,Greg Kraft,1.770,1499,847,27.22
69,0,06373,José María Olazábal,1.770,1211,684,28.89
73,0,01329,Brad Faxon,1.771,1443,815,28.13
73,0,07457,Steve Flesch,1.771,2419,1366,28.43
73,0,20157,Retief Goosen,1.771,1252,707,30.26
73,0,22378,Trevor Immelman,1.771,1893,1069,30.06
73,0,24361,Pat Perez,1.771,1031,582,30.05
73,0,02223,Bob Tway,1.771,1596,901,27.68
79,0,06251,Chris DiMarco,1.772,1653,933,29.22
79,0,24138,Ian Poulter,1.772,1095,618,28.80
79,0,23623,Bo Van Pelt,1.772,2162,1220,31.09
82,0,07867,Woody Austin,1.773,2140,1207,30.49
82,0,01761,Len Mattiace,1.773,1108,625,29.21
82,0,26596,Ryan Moore,1.773,1312,740,30.27
82,0,25240,D.A. Points,1.773,1606,906,30.35
86,0,24024,Zach Johnson,1.774,1879,1059,26.94
87,0,20628,Arron Oberholser,1.775,1748,985,29.20
88,0,25345,Carl Pettersson,1.776,1852,1043,29.62
89,0,20498,Briny Baird,1.777,1729,973,28.87
89,0,20472,Alex Cejka,1.777,1971,1109,29.33
89,0,26360,Bubba Dickerson,1.777,2015,1134,29.89
89,0,01320,Bob Estes,1.777,1814,1021,28.07
89,0,01553,John Huston,1.777,1441,811,30.24
89,0,24781,Hunter Mahan,1.777,2113,1189,31.06
89,0,20631,David McKenzie,1.777,1685,948,28.69
89,0,06515,Shaun Micheel,1.777,2011,1132,28.05
97,0,12645,Brent Geiberger,1.778,2016,1134,28.04
97,0,01666,Bernhard Langer,1.778,1513,851,28.94
97,0,01887,Mark O'Meara,1.778,951,535,27.66
100,0,10860,Justin Leonard,1.779,1603,901,26.34
100,0,07749,Brett Quigley,1.779,2281,1282,29.04
102,0,02110,Jerry Smith,1.780,1962,1102,28.79
102,0,23788,D.J. Trahan,1.780,1846,1037,29.03
102,0,27770,Camilo Villegas,1.780,1945,1093,30.55
105,0,20099,Doug Barron,1.781,1414,794,28.59
105,0,19881,Robert Damron,1.781,1854,1041,27.87
105,0,08075,Jerry Kelly,1.781,2152,1208,28.46
105,0,23621,Rory Sabbatini,1.781,1717,964,30.18
109,0,01707,Steve Lowery,1.782,2037,1143,28.33
109,0,07013,Wes Short Jr.,1.782,1935,1086,30.56
111,0,08835,Kris Cox,1.783,1726,968,28.66
111,0,06575,Dudley Hart,1.783,1699,953,28.99
111,0,21470,Daisuke Maruyama,1.783,1680,942,28.50
114,0,06621,Joe Durant,1.785,2264,1268,28.67
114,0,01381,Fred Funk,1.785,2238,1254,27.10
114,0,06350,Bob May,1.785,1376,771,27.86
117,0,24924,Bill Haas,1.786,1982,1110,29.39
