RANK,MOVEMENT,PLAYER_ID,PLAYER,VALUE,ATTEMPTS(<= 5'),TOT MADE (>=20'),TOT MADE (<= 5')
1,0,26420,Richard Johnson,102.22,1172,55,1143
2,0,07749,Brett Quigley,102.00,1297,62,1261
3,0,23353,J.J. Henry,101.99,1107,47,1082
4,0,06373,José María Olazábal,101.97,558,26,543
5,0,20229,Stewart Cink,101.71,994,38,973
5,0,20608,David Howell,101.71,410,20,397
7,0,01329,Brad Faxon,101.59,1005,43,978
8,0,06527,Steve Stricker,101.39,721,24,707
9,0,01941,Tom Pernice Jr.,101.31,1219,59,1176
10,0,01887,Mark O'Meara,101.21,495,23,478
11,0,10885,Robert Allenby,101.18,850,31,829
12,0,08793,Tiger Woods,101.16,519,21,504
13,0,10809,Jim Furyk,101.15,955,37,929
14,0,22046,Geoff Ogilvy,101.10,725,22,711
15,0,24138,Ian Poulter,101.05,574,20,560
15,0,02206,David Toms,101.05,857,34,832
17,0,01823,Larry Mize,101.02,590,24,572
18,0,12602,Dean Wilson,100.99,1308,55,1266
19,0,20628,Arron Oberholser,100.91,881,32,857
19,0,22293,Heath Slocum,100.91,1214,41,1184
21,0,19846,Brian Gay,100.89,1352,51,1313
22,0,12645,Brent Geiberger,100.87,1265,56,1220
23,0,12680,Shigeki Maruyama,100.82,1102,41,1070
24,0,01219,John Cook,100.77,777,28,755
24,0,25632,Jimmy Walker,100.77,780,22,764
26,0,23541,Ben Crane,100.74,816,29,793
26,0,01677,Tom Lehman,100.74,673,25,653
28,0,23320,Ryan Palmer,100.61,1145,40,1112
28,0,01928,Corey Pavin,100.61,818,30,793
30,0,02106,Chris Smith,100.60,835,37,803
31,0,06034,Marco Dawson,100.55,1098,43,1061
32,0,24357,K.J. Choi,100.54,1120,37,1089
33,0,22621,Ben Curtis,100.51,973,42,936
34,0,22378,Trevor Immelman,100.48,1050,35,1020
35,0,23718,Nathan Green,100.46,1291,47,1250
36,0,06522,Ernie Els,100.44,677,21,659
37,0,12755,Vance Veazey,100.39,764,26,741
38,0,20572,Rod Pampling,100.34,887,32,858
39,0,22371,Aaron Baddeley,100.32,947,36,914
39,0,20850,Daniel Chopra,100.32,1237,35,1206
41,0,20157,Retief Goosen,100.31,648,21,629
42,0,21805,Harrison Frazar,100.29,1049,31,1021
43,0,01685,J.L. Lewis,100.28,703,24,681
43,0,23325,Vaughn Taylor,100.28,1070,44,1029
45,0,20378,Mathias Grönberg,100.26,1136,45,1094
46,0,01761,Len Mattiace,100.14,732,29,704
47,0,21731,Freddie Jacobson,100.13,760,27,734
48,0,26596,Ryan Moore,100.12,801,25,777
49,0,20098,Stuart Appleby,100.11,892,30,863
50,0,20631,David McKenzie,100.10,978,46,933
50,0,12660,Jesper Parnevik,100.10,1015,32,984
50,0,25240,D.A. Points,100.10,1018,38,981
53,0,01139,Olin Browne,100.09,1173,40,1134
54,0,01473,Todd Hamilton,100.00,804,28,776
54,0,01706,Davis Love III,100.00,785,30,755
54,0,21660,Jason Schultz,100.00,950,33,917
54,0,02246,Duffy Waldorf,100.00,1189,38,1151
58,0,22913,John Rollins,99.91,1076,35,1040
59,0,20498,Briny Baird,99.90,997,33,963
60,0,09011,David Duval,99.86,737,28,708
61,0,20382,Stephen Leaney,99.82,1094,31,1061
62,0,25345,Carl Pettersson,99.81,1038,31,1005
63,0,22946,Henrik Bjornstad,99.76,1260,38,1219
63,0,12760,Danny Ellis,99.76,838,22,814
65,0,24925,Jonathan Byrd,99.74,756,31,723
66,0,08537,J.P. Hayes,99.71,688,26,660
67,0,20121,Todd Fischer,99.68,1256,37,1215
68,0,08123,Jeff Brehaut,99.67,1227,37,1186
68,0,01381,Fred Funk,99.67,1209,37,1168
68,0,22405,Justin Rose,99.67,1228,34,1190
71,0,02104,Jeff Sluman,99.66,1174,37,1133
72,0,21878,Mark Wilson,99.61,1034,44,986
73,0,24781,Hunter Mahan,99.60,1255,43,1207
73,0,23497,Tag Ridings,99.60,1248,34,1209
75,0,07457,Steve Flesch,99.59,1468,50,1412
75,0,06567,Vijay Singh,99.59,1207,38,1164
77,0,01724,Jeff Maggert,99.58,944,28,912
78,0,22548,Patrick Sheehan,99.53,1270,36,1228
79,0,06197,Michael Allen,99.50,1008,26,977
80,0,23983,Luke Donald,99.49,594,19,572
81,0,21959,Ted Purdy,99.47,1126,46,1074
82,0,20766,Padraig Harrington,99.45,546,14,529
83,0,21646,David Branshaw,99.44,1248,32,1209
84,0,01142,Bart Bryant,99.41,1017,23,988
85,0,01766,Billy Mayfair,99.37,1117,35,1075
86,0,01320,Bob Estes,99.35,1070,32,1031
87,0,06004,Stephen Ames,99.34,608,21,583
88,0,11032,Frank Lickliter II,99.33,1196,40,1148
89,0,23616,Ryan Hietala,99.32,736,14,717
90,0,21961,Charles Howell III,99.31,1152,33,1111
91,0,21753,Brian Davis,99.30,1142,31,1103
92,0,06573,Brandt Jobe,99.29,989,34,948
93,0,01666,Bernhard Langer,99.28,832,24,802
94,0,24980,Scott Gutschewski,99.22,640,13,622
94,0,23623,Bo Van Pelt,99.22,1283,37,1236
96,0,27120,Troy Matteson,99.20,1257,44,1203
97,0,06515,Shaun Micheel,99.19,1111,25,1077
97,0,20127,Chris Riley,99.19,982,43,931
97,0,24502,Adam Scott,99.19,745,30,709
100,0,20548,Hidemichi Tanaka,99.17,963,34,921
101,0,24924,Bill Haas,99.15,1288,31,1246
102,0,01810,Phil Mickelson,99.12,681,17,658
103,0,01313,Steve Elkington,99.11,676,26,644
104,0,01599,Steve Jones,99.09,992,30,953
105,0,22892,Jason Gore,99.08,979,25,945
106,0,01948,Tim Petrovic,99.07,1179,43,1125
107,0,21350,Ryuji Imada,99.04,1244,33,1199
108,0,10565,Ian Leggatt,99.01,1007,22,975
109,0,24024,Zach Johnson,98.99,1092,26,1055
110,0,01945,Kenny Perry,98.96,868,23,836
111,0,20574,Mathew Goggin,98.94,849,32,808
111,0,20812,Tjaart van der Walt,98.94,756,21,727
113,0,01035,Tommy Armour III,98.93,746,21,717
114,0,19824,Craig Barlow,98.92,834,33,792
114,0,25900,Lucas Glover,98.92,1209,29,1167
116,0,23614,Rich Beem,98.91,921,26,885
116,0,11011,Mike Sposa,98.91,829,26,794
118,0,01388,Robert Gamez,98.89,1167,32,1122
119,0,06251,Chris DiMarco,98.86,878,22,846
120,0,01042,Paul Azinger,98.85,1131,25,1093
121,0,06575,Dudley Hart,98.83,1027,31,984
122,0,21470,Daisuke Maruyama,98.81,1010,29,969
123,0,23048,Eric Axley,98.75,1117,26,1077
123,0,10505,Shane Bertsch,98.75,1283,31,1236
125,0,06012,Greg Kraft,98.74,956,23,921
126,0,10733,Kent Jones,98.70,1232,44,1172
127,0,06595,Kevin Sutherland,98.66,1264,35,1212
127,0,02239,Scott Verplank,98.66,971,19,939
129,0,12510,Chad Campbell,98.65,966,23,930
130,0,20099,Doug Barron,98.64,956,22,921
130,0,10860,Justin Leonard,98.64,958,20,925
132,0,21949,Joe Ogilvie,98.63,1098,28,1055
132,0,23349,Charles Warren,98.63,1171,27,1128
134,0,24507,Jason Bohn,98.60,1282,28,1236
134,0,28475,Jeff Overton,98.60,1211,28,1166
136,0,12716,Charley Hoffman,98.56,1253,29,1206
137,0,24140,Sean O'Hair,98.55,1103,30,1057
138,0,19913,Ron Whittaker,98.53,1022,27,980
139,0,23409,James Driscoll,98.51,1074,37,1021
140,0,08375,Paul Stankowski,98.49,925,29,882
141,0,02223,Bob Tway,98.47,979,33,931
142,0,23322,Brett Wetterich,98.46,1042,22,1004
143,0,06350,Bob May,98.45,772,17,743
143,0,20691,Greg Owen,98.45,903,21,868
145,0,24358,Robert Garrigus,98.39,1054,29,1008
145,0,27095,Nick Watney,98.39,1244,35,1189
147,0,23788,D.J. Trahan,98.34,1084,36,1030
148,0,23135,Tim Clark,98.29,817,25,778
149,0,25935,John Engler Jr.,98.26,920,24,880
150,0,23621,Rory Sabbatini,98.24,909,21,872
151,0,20593,Greg Chalmers,98.23,792,24,754
152,0,10423,Mike Weir,98.22,899,21,862
153,0,01132,Mark Brooks,98.19,1108,25,1063
153,0,25804,Bubba Watson,98.19,1052,22,1011
155,0,01707,Steve Lowery,98.18,1209,29,1158
156,0,07867,Woody Austin,98.17,1311,37,1250
157,0,25842,Jon Mills,98.15,812,25,772
158,0,01619,Skip Kendall,98.10,842,18,808
159,0,24912,Will MacKenzie,98.08,1094,32,1041
160,0,08075,Jerry Kelly,98.07,1193,30,1140
161,0,20105,Jeff Gove,98.02,1212,30,1158
162,0,07223,Brian Bateman,98.01,856,22,817
163,0,20645,John Senden,98.00,1150,30,1097
164,0,21407,Arjun Atwal,97.94,1164,35,1105
165,0,12823,Carlos Franco,97.92,1152,42,1086
166,0,20094,Jonathan Kaye,97.91,1294,30,1237
167,0,26360,Bubba Dickerson,97.89,1234,28,1180
168,0,01226,Fred Couples,97.85,466,14,442
168,0,20634,Peter Lonard,97.85,979,16,942
170,0,08835,Kris Cox,97.79,1039,25,991
171,0,06643,Paul Goydos,97.76,938,26,891
172,0,01161,Mark Calcavecchia,97.73,1145,26,1093
173,0,27141,J.B. Holmes,97.70,915,32,862
174,0,23673,Michael Connell,97.56,615,19,581
175,0,02110,Jerry Smith,97.55,1222,35,1157
176,0,07013,Wes Short Jr.,97.52,1208,32,1146
177,0,01249,John Daly,97.51,602,18,569
178,0,19881,Robert Damron,97.49,1194,21,1143
179,0,01024,Billy Andrade,97.38,879,24,832
180,0,21209,Sergio Garcia,97.35,565,13,537
181,0,02214,Kirk Triplett,97.33,712,17,676
182,0,01577,Lee Janzen,97.29,997,24,946
183,0,06621,Joe Durant,97.25,1419,33,1347
184,0,23307,Roger Tambellini,97.21,788,18,748
185,0,02101,Joey Sindelar,97.19,1137,26,1079
186,0,01553,John Huston,97.16,915,27,862
187,0,27770,Camilo Villegas,97.10,1206,28,1143
188,0,12662,Thomas Levet,96.99,731,21,688
189,0,11123,Chris Couch,96.95,983,16,937
190,0,25936,Alex Aragon,96.91,776,22,730
191,0,12782,Tim Herron,96.84,919,23,867
192,0,20472,Alex Cejka,96.69,1180,22,1119
193,0,08385,Omar Uresti,96.61,767,17,724
194,0,27943,Matt Hansen,96.22,873,15,825
195,0,28780,Nicholas Thompson,96.15,1169,25,1099
196,0,24361,Pat Perez,95.62,616,17,572
